personale_id,noleggio_id,cliente_id,ammontare,data_pagamento,pagamento_id
1,3283,372,3.99,2005-06-21 06:19:07,10058
1,15031,430,4.99,2005-08-22 09:11:48,11619
1,14627,49,6.99,2005-08-21 18:35:54,1355
1,10430,471,2.99,2005-08-01 08:37:06,12737
2,634,428,4.99,2005-05-28 17:40:35,11557
2,10470,523,1.99,2005-08-01 09:52:26,14092
2,12356,529,2.99,2005-08-18 07:37:05,14249
2,2576,559,4.99,2005-06-19 04:34:15,14963
1,1267,509,2.99,2005-06-15 07:21:21,13713
1,2628,3,2.99,2005-06-19 08:34:53,65
2,6536,289,7.99,2005-07-12 04:44:25,7827
2,9405,463,7.99,2005-07-30 20:22:17,12514
1,11038,403,7.99,2005-08-02 05:59:42,10899
1,11726,266,0.99,2005-08-17 08:11:10,7197
2,4626,268,4.99,2005-07-08 08:18:21,7254
2,6189,552,4.99,2005-07-11 11:36:03,14811
1,11451,515,3.99,2005-08-02 20:45:56,13877
2,989,83,2.99,2005-05-30 23:11:51,2246
1,6896,111,2.99,2005-07-12 21:25:37,2985
1,9064,194,7.99,2005-07-30 07:24:55,5255
1,3412,501,7.99,2005-06-21 16:44:31,13493
2,2533,187,0.99,2005-06-19 01:34:26,5079
2,10381,412,2.99,2005-08-01 06:36:37,11161
2,9743,476,3.99,2005-07-31 09:12:42,12877
2,594,538,2.99,2005-05-28 13:41:56,14478
2,1604,272,4.99,2005-06-16 06:14:25,7351
2,6492,590,4.99,2005-07-12 02:28:40,15805
2,7777,287,2.99,2005-07-28 07:04:42,7775
1,9354,595,4.99,2005-07-30 18:32:51,15943
2,11204,247,2.99,2005-08-02 11:56:31,6690
2,10180,50,6.99,2005-07-31 23:57:43,1382
1,15413,476,0.99,2005-08-22 23:38:01,12883
2,13188,472,8.99,2005-08-19 14:27:03,12772
1,11868,445,4.99,2005-08-17 14:05:34,12015
2,6325,542,5.99,2005-07-11 19:06:01,14584
1,14302,511,6.99,2005-08-21 07:19:57,13779
2,12841,257,2.99,2005-08-19 01:55:55,6946
1,15757,356,2.99,2005-08-23 12:47:16,9636
1,9627,12,5.99,2005-07-31 04:42:46,322
2,338,165,4.99,2005-05-27 03:42:52,4467
1,4841,248,0.99,2005-07-08 18:18:23,6705
2,14917,289,4.99,2005-08-22 05:03:59,7843
2,2905,189,1.99,2005-06-20 02:56:16,5130
1,14760,355,0.99,2006-02-14 15:16:03,9606
2,12295,532,5.99,2005-08-18 05:15:46,14330
1,7959,178,4.99,2005-07-28 13:43:20,4840
1,4815,581,8.99,2005-07-08 17:12:51,15571
1,8938,92,4.99,2005-07-30 02:56:08,2522
2,5487,341,4.99,2005-07-10 00:01:50,9224
2,9006,49,0.99,2005-07-30 05:06:32,1348
2,7767,139,5.99,2005-07-28 06:42:02,3767
1,9986,124,3.99,2005-07-31 17:16:50,3348
1,5786,350,1.99,2005-07-10 14:06:44,9474
2,701,112,2.99,2005-05-29 02:26:27,3000
2,934,60,2.99,2005-05-30 13:24:46,1649
1,8067,209,4.99,2005-07-28 17:20:17,5675
1,13396,517,0.99,2005-08-19 22:06:09,13936
2,1972,526,2.99,2005-06-17 09:25:49,14142
2,5641,50,4.99,2005-07-10 06:43:43,1368
1,8244,175,2.99,2005-07-29 00:35:34,4747
1,6569,183,4.99,2005-07-12 05:47:40,4985
2,8943,531,0.99,2005-07-30 03:06:48,14297
1,8876,579,0.99,2005-07-30 00:15:09,15518
1,9418,168,4.99,2005-07-30 21:00:52,4565
1,12033,321,6.99,2005-08-17 20:14:34,8689
1,10735,544,0.99,2005-08-01 19:29:45,14629
2,1765,273,4.99,2005-06-16 17:56:10,7371
2,11287,55,1.99,2005-08-02 14:49:51,1528
1,2036,486,4.99,2005-06-17 13:46:52,13117
2,1822,86,0.99,2005-06-16 21:43:45,2327
2,3692,286,3.99,2005-07-06 09:54:12,7738
1,4095,33,5.99,2005-07-07 06:01:48,910
2,11697,329,0.99,2005-08-17 07:09:19,8901
2,539,161,0.99,2005-05-28 06:26:16,4375
1,15436,505,4.99,2005-08-23 00:30:26,13624
1,11660,525,1.99,2005-08-17 05:22:42,14132
2,12061,532,3.99,2005-08-17 21:13:35,14329
1,4288,64,4.99,2005-07-07 15:38:25,1740
2,3497,299,0.99,2005-07-06 00:00:03,8115
2,15752,17,5.99,2005-08-23 12:41:38,467
1,353,503,5.99,2005-05-27 06:03:39,13546
1,7994,21,0.99,2005-07-28 14:56:54,556
2,15496,275,3.99,2005-08-23 02:30:23,7466
2,13530,156,0.99,2005-08-20 03:12:43,4254
1,10756,596,2.99,2005-08-01 20:17:03,15971
2,2793,419,2.99,2005-06-19 18:52:37,11326
1,15786,371,0.99,2005-08-23 13:48:34,10052
1,13473,390,4.99,2005-08-20 01:03:50,10579
2,4238,7,2.99,2005-07-07 13:22:20,185
2,8784,580,4.99,2005-07-29 20:35:37,15544
2,4918,220,2.99,2005-07-08 21:37:31,5951
1,653,327,6.99,2005-05-28 20:12:20,8826
1,14920,106,0.99,2005-08-22 05:08:58,2871
1,6731,593,2.99,2005-07-12 13:58:27,15886
1,12359,28,0.99,2005-08-18 07:44:05,775
1,7372,584,4.99,2005-07-27 15:18:42,15647
1,5504,455,6.99,2005-07-10 00:36:38,12290
1,1334,269,3.99,2005-06-15 11:43:09,7280
1,14372,520,4.99,2005-08-21 09:39:50,14015
1,5200,125,2.99,2005-07-09 10:52:09,3360
1,4673,91,4.99,2005-07-08 10:16:00,2478
2,8020,498,4.99,2005-07-28 15:43:32,13425
1,13152,597,6.99,2005-08-19 13:09:32,16005
2,3225,448,3.99,2005-06-21 02:16:55,12090
2,1441,444,1.99,2005-06-15 18:54:21,11973
2,10839,482,2.99,2005-08-01 23:37:39,13026
1,5280,351,0.99,2005-07-09 14:55:07,9494
1,14861,422,4.99,2005-08-22 02:48:05,11419
2,12985,83,5.99,2005-08-19 07:08:05,2264
2,3912,154,0.99,2005-07-06 20:10:03,4188
2,6720,151,0.99,2005-07-12 13:41:16,4117
1,12651,34,0.99,2005-08-18 18:36:16,947
2,15363,480,2.99,2005-08-22 21:41:40,12977
2,12671,577,0.99,2005-08-18 19:19:59,15479
1,10041,379,4.99,2005-07-31 19:01:02,10258
1,12172,226,1.99,2005-08-18 01:07:00,6100
1,14564,22,6.99,2005-08-21 16:24:43,595
1,3447,25,4.99,2005-06-21 20:53:31,663
2,4615,404,8.99,2005-07-08 07:46:53,10918
2,9237,157,2.99,2005-07-30 13:48:17,4278
1,4120,559,4.99,2005-07-07 07:07:03,14968
1,12761,364,1.99,2005-08-18 23:05:22,9852
2,2078,278,4.99,2005-06-17 16:48:55,7530
2,6454,446,0.99,2005-07-12 01:00:12,12037
2,1396,103,4.99,2005-06-15 16:22:38,2771
1,5570,374,6.99,2005-07-10 03:46:47,10132
2,14938,541,6.99,2005-08-22 05:52:39,14571
1,4250,423,0.99,2005-07-07 14:08:11,11430
1,3739,157,0.99,2005-07-06 11:54:18,4264
2,7245,95,5.99,2005-07-27 10:29:06,2584
1,6214,49,4.99,2005-07-11 12:49:48,1341
1,1940,451,6.99,2005-06-17 07:42:22,12165
1,4337,464,5.99,2005-07-07 18:36:37,12531
2,7143,91,0.99,2005-07-27 06:56:31,2485
1,8800,207,5.99,2005-07-29 21:18:59,5616
2,10600,294,2.99,2005-08-01 14:25:21,7969
1,13340,45,3.99,2005-08-19 20:18:39,1251
1,13603,362,6.99,2005-08-20 06:02:48,9798
2,12106,465,4.99,2005-08-17 22:55:32,12554
2,10848,368,1.99,2005-08-01 23:50:22,9963
2,13522,343,3.99,2005-08-20 02:44:06,9292
2,13027,128,0.99,2005-08-19 08:25:16,3462
1,6034,324,2.99,2005-07-11 03:00:50,8762
1,13033,344,3.99,2005-08-19 08:34:39,9309
2,6242,245,2.99,2005-07-11 14:45:04,6634
2,14013,496,6.99,2005-08-20 20:42:50,13372
1,14052,514,0.99,2005-08-20 22:11:46,13856
2,10167,129,5.99,2005-07-31 23:24:31,3490
1,43,532,2.99,2005-05-25 05:39:25,14307
1,8084,571,5.99,2005-07-28 18:11:58,15301
2,9708,12,5.99,2005-07-31 07:45:33,323
2,3115,457,2.99,2005-06-20 17:59:05,12338
2,4596,306,1.99,2005-07-08 06:41:25,8300
2,3676,137,5.99,2005-07-06 09:10:37,3687
1,6441,505,0.99,2005-07-12 00:27:08,13615
2,12310,385,2.99,2005-08-18 06:02:34,10439
1,15195,508,4.99,2005-08-22 16:08:23,13709
2,14741,60,0.0,2006-02-14 15:16:03,1671
1,151,14,0.99,2005-05-26 00:37:28,358
1,14807,90,4.99,2005-08-22 00:57:43,2465
2,13003,451,1.99,2005-08-19 07:39:29,12185
1,11725,45,2.99,2005-08-17 08:09:00,1250
1,12264,87,5.99,2005-08-18 04:17:33,2380
2,3282,224,4.99,2005-06-21 06:18:42,6043
1,11005,216,0.99,2005-08-02 05:05:23,5871
1,6045,39,2.99,2005-07-11 03:21:05,1080
1,5862,157,4.99,2005-07-10 18:20:48,4268
1,837,172,0.99,2005-05-30 00:02:08,4658
1,4065,26,2.99,2005-07-07 04:32:28,694
2,2,459,2.99,2005-05-24 22:54:33,12377
2,1561,431,2.99,2005-06-16 02:41:30,11621
2,8973,282,1.99,2005-07-30 04:09:13,7645
2,3542,593,2.99,2005-07-06 01:51:42,15879
1,1074,503,4.99,2005-05-31 10:04:42,13548
1,10144,49,4.99,2005-07-31 22:13:52,1350
1,7002,349,4.99,2005-07-27 01:26:14,9444
1,4245,91,4.99,2005-07-07 13:48:33,2476
1,757,435,7.99,2005-05-29 10:29:47,11718
2,14768,570,3.99,2005-08-21 23:44:53,15286
1,15192,216,4.99,2005-08-22 16:06:23,5876
2,10586,583,2.99,2005-08-01 14:00:59,15632
2,15089,61,6.99,2005-08-22 11:34:06,1684
1,3160,561,4.99,2005-06-20 21:20:51,15030
1,15461,103,5.99,2005-08-23 01:13:52,2795
1,10159,515,4.99,2005-07-31 22:54:30,13875
2,5414,174,4.99,2005-07-09 20:29:36,4725
2,2332,140,6.99,2005-06-18 10:53:51,3783
2,11192,349,4.99,2005-08-02 11:29:41,9452
2,15290,404,10.99,2005-08-22 19:28:02,10940
2,9810,545,2.99,2005-07-31 11:22:41,14649
1,5758,363,6.99,2005-07-10 12:42:43,9814
2,9191,314,3.99,2005-07-30 12:25:51,8524
2,6331,295,3.99,2005-07-11 19:17:21,7998
2,4389,166,6.99,2005-07-07 20:58:58,4495
1,7784,505,4.99,2005-07-28 07:15:32,13616
2,10337,451,8.99,2005-08-01 05:01:46,12177
1,11472,410,6.99,2005-08-02 21:49:06,11109
2,1621,177,4.99,2005-06-16 07:24:12,4802
2,4839,556,3.99,2005-07-08 18:13:10,14899
2,14250,313,2.99,2005-08-21 05:39:35,8499
1,7633,402,0.99,2005-07-28 01:03:41,10868
2,6907,575,2.99,2005-07-12 22:03:49,15404
2,10293,258,1.99,2005-08-01 03:44:26,6969
2,6888,490,2.99,2005-07-12 21:01:11,13221
2,15530,167,4.99,2005-08-23 03:50:48,4546
2,14732,482,0.99,2005-08-21 22:22:29,13030
1,7782,199,4.99,2005-07-28 07:13:40,5404
2,5436,89,2.99,2005-07-09 21:31:11,2421
1,4801,431,2.99,2005-07-08 16:51:36,11629
1,13383,434,7.99,2005-08-19 21:38:44,11714
2,4497,142,4.99,2005-07-08 01:51:32,3837
1,14088,518,6.99,2005-08-20 23:57:24,13961
2,6021,173,4.99,2005-07-11 02:10:18,4703
1,2552,389,3.99,2005-06-19 03:01:29,10532
2,5006,486,4.99,2005-07-09 01:24:07,13126
1,5276,521,2.99,2005-07-09 14:35:13,14024
1,8254,392,0.99,2005-07-29 00:59:31,10627
2,1290,540,4.99,2005-06-15 08:52:44,14530
2,8708,529,2.99,2005-07-29 17:24:13,14243
2,1169,139,2.99,2005-06-14 23:42:56,3754
1,462,364,5.99,2005-05-27 20:10:36,9835
2,6865,175,7.99,2005-07-12 20:02:40,4744
2,3961,364,4.99,2005-07-06 22:11:43,9842
2,5977,484,5.99,2005-07-11 00:16:38,13067
2,3319,461,4.99,2005-06-21 08:25:46,12442
2,10805,203,2.99,2005-08-01 22:23:37,5509
1,14907,116,2.99,2005-08-22 04:44:09,3147
1,6525,103,5.99,2005-07-12 04:17:15,2782
1,14672,325,5.99,2005-08-21 19:59:33,8799
1,6912,471,5.99,2005-07-12 22:17:16,12732
2,10327,382,3.99,2005-08-01 04:55:35,10359
1,14924,118,2.99,2005-08-22 05:15:17,3186
2,14718,340,0.99,2005-08-21 21:39:25,9211
2,308,277,6.99,2005-05-26 22:01:39,7495
2,3019,144,4.99,2005-06-20 11:11:52,3884
1,8977,334,7.99,2005-07-30 04:14:07,9028
2,1432,339,3.99,2005-06-15 18:27:24,9155
1,9385,570,7.99,2005-07-30 19:25:49,15278
1,8355,270,2.99,2005-07-29 04:57:43,7314
1,6788,460,5.99,2005-07-12 16:33:44,12424
1,7264,299,4.99,2005-07-27 11:18:58,8122
1,14356,65,0.99,2005-08-21 09:08:51,1788
1,10557,385,0.99,2005-08-01 12:59:24,10434
2,14853,388,5.99,2005-08-22 02:26:33,10526
1,11635,98,5.99,2005-08-17 04:33:17,2659
2,6657,553,0.99,2005-07-12 11:11:36,14842
2,15532,23,2.99,2006-02-14 15:16:03,630
1,12824,247,4.99,2005-08-19 01:18:00,6696
2,11613,126,4.99,2005-08-17 03:50:33,3404
2,11805,208,6.99,2005-08-17 11:48:47,5652
2,12178,276,5.99,2005-08-18 01:17:32,7488
2,13772,387,4.99,2005-08-20 11:47:52,10496
2,6809,168,3.99,2005-07-12 17:51:54,4559
1,619,407,7.99,2005-05-28 15:52:26,11005
2,15422,309,4.99,2005-08-22 23:58:09,8411
2,4203,189,0.99,2005-07-07 11:24:14,5135
2,9338,333,10.99,2005-07-30 18:03:13,9002
2,12817,113,3.99,2005-08-19 01:04:35,3054
1,1045,594,6.99,2005-05-31 06:29:01,15902
1,771,476,2.99,2005-05-29 12:59:14,12864
1,4109,517,4.99,2005-07-07 06:39:43,13921
1,10070,325,4.99,2005-07-31 19:46:29,8792
1,8897,459,2.99,2005-07-30 01:00:17,12398
2,11994,319,2.99,2005-08-17 18:29:35,8647
2,12382,566,8.99,2005-08-18 08:32:33,15184
1,3329,335,4.99,2005-06-21 09:20:31,9044
1,5860,180,3.99,2005-07-10 18:08:49,4898
2,1315,405,4.99,2005-06-15 10:23:08,10943
2,14432,138,4.99,2005-08-21 11:36:15,3749
1,9102,276,4.99,2005-07-30 08:48:20,7480
1,10547,403,6.99,2005-08-01 12:44:17,10897
1,11801,126,0.99,2005-08-17 11:30:11,3406
1,8440,175,3.99,2005-07-29 07:31:26,4749
2,11332,467,2.99,2005-08-02 16:52:57,12601
2,13566,558,5.99,2005-08-20 04:45:32,14960
2,13430,381,0.99,2005-08-19 23:25:43,10336
2,11501,23,2.99,2005-08-16 23:04:53,623
2,15597,420,0.99,2005-08-23 06:21:20,11370
1,3785,577,7.99,2005-07-06 14:00:13,15463
2,14025,37,8.99,2005-08-20 21:19:36,1028
1,4658,166,0.99,2005-07-08 09:51:11,4496
2,12396,40,9.99,2005-08-18 09:11:23,1116
2,3884,210,4.99,2005-07-06 18:41:33,5692
1,1983,365,4.99,2005-06-17 10:22:13,9862
2,3439,46,4.99,2005-06-21 19:36:15,1265
1,5897,413,7.99,2005-07-10 20:16:14,11176
1,293,158,5.99,2005-05-26 20:27:02,4293
1,15118,473,4.99,2005-08-22 12:38:37,12810
1,6574,115,5.99,2005-07-12 06:04:22,3104
1,5874,131,3.99,2005-07-10 19:02:51,3538
2,434,246,5.99,2005-05-27 16:54:27,6656
2,2608,132,2.99,2005-06-19 07:10:36,3561
2,7924,97,0.99,2005-07-28 12:08:53,2633
2,10140,550,4.99,2005-07-31 22:03:20,14765
1,5519,85,0.99,2005-07-10 01:18:32,2313
1,9844,181,4.99,2005-07-31 12:26:31,4930
1,12969,224,2.99,2005-08-19 06:38:59,6055
2,6711,257,5.99,2005-07-12 13:23:40,6929
1,12358,16,4.99,2005-08-18 07:41:43,441
1,314,203,0.99,2005-05-26 23:09:41,5496
2,5254,263,1.99,2005-07-09 13:50:11,7107
1,2559,414,9.99,2005-06-19 03:09:46,11194
1,62,419,2.99,2005-05-25 09:18:52,11325
2,3502,126,5.99,2005-07-06 00:15:06,3390
1,4480,296,4.99,2005-07-08 00:56:30,8026
2,13571,458,4.99,2005-08-20 05:05:14,12374
2,10071,353,2.99,2005-07-31 19:49:35,9541
2,514,597,8.99,2005-05-28 03:09:28,15985
2,12589,275,5.99,2005-08-18 16:06:31,7454
1,8830,202,2.99,2005-07-29 22:34:35,5482
2,9855,326,0.99,2005-07-31 13:00:33,8817
2,2561,256,4.99,2005-06-19 03:14:52,6899
1,2653,340,5.99,2005-06-19 10:36:53,9189
1,9719,584,5.99,2005-07-31 08:25:13,15651
2,12673,535,4.99,2005-08-18 19:21:56,14419
1,4915,178,2.99,2005-07-08 21:31:22,4831
2,13054,325,4.99,2005-08-19 09:34:02,8797
2,15534,169,0.99,2005-08-23 03:55:54,4602
2,2955,244,3.99,2005-06-20 06:46:35,6594
1,176,250,3.99,2005-05-26 03:47:39,6738
2,9893,179,0.99,2005-07-31 14:07:21,4879
2,9442,75,4.99,2005-07-30 21:44:31,2045
2,601,429,7.99,2005-05-28 14:08:22,11579
2,10111,38,2.99,2005-07-31 21:08:33,1056
2,14479,324,7.99,2005-08-21 13:35:54,8776
2,14125,265,4.99,2005-08-21 01:32:16,7177
1,13088,457,0.99,2005-08-19 10:36:11,12350
1,9001,440,4.99,2005-07-30 04:59:41,11875
2,6614,144,7.99,2005-07-12 08:33:49,3893
1,6850,433,4.99,2005-07-12 19:30:42,11675
2,1335,64,0.99,2005-06-15 11:51:30,1737
2,4748,9,0.99,2005-07-08 13:59:38,237
1,14832,494,4.99,2005-08-22 01:43:29,13326
2,1707,4,2.99,2005-06-16 14:01:27,88
2,15241,337,4.99,2005-08-22 17:47:40,9123
2,13585,470,4.99,2005-08-20 05:32:23,12719
1,611,580,0.99,2005-05-28 15:18:18,15534
2,5761,287,0.99,2005-07-10 12:45:36,7771
1,9621,38,4.99,2005-07-31 04:21:08,1055
1,5738,187,8.99,2005-07-10 11:50:51,5085
2,10628,285,2.99,2005-08-01 15:33:19,7725
2,12052,536,8.99,2005-08-17 20:57:02,14448
1,5232,175,1.99,2005-07-09 12:35:08,4743
1,5565,14,7.99,2005-07-10 03:29:48,369
2,2615,578,4.99,2005-06-19 07:29:13,15487
2,8665,265,0.99,2005-07-29 15:39:29,7170
2,13113,573,2.99,2005-08-19 11:27:20,15365
1,6952,290,4.99,2005-07-26 23:51:27,7857
2,11154,160,2.99,2005-08-02 09:54:50,4361
1,4961,96,4.99,2005-07-08 23:35:53,2603
2,5116,332,2.99,2005-07-09 07:10:12,8963
2,8852,42,3.99,2005-07-29 23:30:03,1167
1,15514,366,2.99,2005-08-23 03:03:40,9916
2,508,434,5.99,2005-05-28 02:40:50,11691
2,8141,523,0.99,2005-07-28 20:21:19,14088
1,370,22,4.99,2005-05-27 07:49:43,579
2,7305,229,0.99,2005-07-27 12:57:06,6173
1,13931,32,1.99,2005-08-20 17:16:10,904
1,14027,432,2.99,2005-08-20 21:21:34,11663
2,326,432,7.99,2005-05-27 01:10:11,11643
2,4779,338,4.99,2005-07-08 15:53:41,9137
2,258,502,2.99,2005-05-26 15:28:14,13511
1,11798,448,9.99,2005-08-17 11:21:43,12103
1,5488,173,2.99,2005-07-10 00:02:06,4700
1,14642,81,3.99,2005-08-21 19:09:40,2211
1,13125,192,5.99,2005-08-19 11:57:49,5212
1,11187,410,10.99,2005-08-02 11:16:19,11108
2,5687,363,3.99,2005-07-10 09:07:19,9813
1,10024,129,7.99,2005-07-31 18:26:36,3489
2,13494,414,2.99,2005-08-20 01:36:34,11212
1,11706,414,0.99,2005-08-17 07:23:46,11206
2,12484,300,2.99,2005-08-18 12:39:37,8156
2,14912,404,4.99,2005-08-22 04:51:42,10938
1,8344,257,4.99,2005-07-29 04:45:25,6937
2,13368,342,4.99,2005-08-19 21:19:35,9261
2,15289,513,6.99,2005-08-22 19:27:24,13836
2,548,450,3.99,2005-05-28 07:34:56,12134
1,7003,161,2.99,2005-07-27 01:32:06,4386
2,411,388,4.99,2005-05-27 14:14:14,10500
1,14178,524,2.99,2005-08-21 03:13:45,14113
2,3470,565,0.99,2005-07-05 22:49:24,15131
2,14661,469,2.99,2005-08-21 19:44:21,12686
1,4978,279,7.99,2005-07-09 00:22:02,7561
1,9569,405,0.99,2005-07-31 02:39:38,10959
1,11338,26,0.99,2005-08-02 17:00:12,710
2,13094,494,0.99,2005-08-19 10:47:58,13323
1,15317,512,3.99,2005-08-22 20:14:13,13803
2,14646,186,4.99,2005-08-21 19:14:48,5068
2,12939,181,2.99,2005-08-19 05:38:25,4940
1,12434,314,0.99,2005-08-18 10:38:08,8527
1,15658,22,4.99,2005-08-23 08:48:43,598
2,12015,11,5.99,2005-08-17 19:32:44,297
2,7629,229,0.99,2005-07-28 01:00:09,6175
1,5229,372,4.99,2005-07-09 12:30:18,10059
2,5798,107,3.99,2005-07-10 14:45:09,2885
2,4327,73,2.99,2005-07-07 18:01:39,1974
2,194,29,1.99,2005-05-26 06:52:33,782
1,1146,250,2.99,2005-05-31 20:34:45,6741
1,4030,300,0.99,2005-07-07 02:25:42,8142
2,3004,113,0.99,2005-06-20 10:04:36,3034
2,5892,333,4.99,2005-07-10 20:02:42,8994
2,96,49,1.99,2005-05-25 16:32:19,1329
2,13574,552,2.99,2005-08-20 05:10:39,14823
1,7411,302,6.99,2005-07-27 16:42:30,8198
2,1187,334,4.99,2005-06-15 00:58:50,9016
1,12996,380,6.99,2005-08-19 07:31:32,10299
1,10010,373,6.99,2005-07-31 18:01:36,10106
2,10694,98,3.99,2005-08-01 18:15:07,2655
2,6883,596,4.99,2005-07-12 20:50:48,15968
2,10173,326,4.99,2005-07-31 23:36:59,8819
2,4535,29,0.99,2005-07-08 03:40:46,792
2,8669,401,2.99,2005-07-29 15:44:55,10843
2,1991,105,3.99,2005-06-17 10:49:23,2829
2,5503,262,0.99,2005-07-10 00:35:37,7078
1,13515,194,0.99,2005-08-20 02:29:47,5258
1,3566,392,2.99,2005-07-06 03:08:51,10622
1,8296,88,2.99,2005-07-29 02:43:25,2400
2,11470,346,2.99,2005-08-02 21:48:28,9361
1,7469,189,4.99,2005-07-27 18:57:40,5137
2,2788,171,2.99,2005-06-19 18:48:11,4636
2,3027,397,1.99,2005-06-20 11:50:30,10742
1,13354,213,4.99,2005-08-19 20:55:23,5797
1,829,371,2.99,2005-05-29 22:16:42,10024
2,1617,83,3.99,2005-06-16 07:06:06,2249
1,6976,41,4.99,2005-07-27 00:40:01,1130
1,4964,455,2.99,2005-07-08 23:46:38,12289
1,15618,60,5.99,2005-08-23 07:07:58,1667
1,11611,192,4.99,2006-02-14 15:16:03,5218
1,239,49,3.99,2005-05-26 12:30:26,1330
1,9003,507,2.99,2005-07-30 05:02:52,13680
1,7040,524,4.99,2005-07-27 03:17:19,14109
2,12244,362,4.99,2005-08-18 03:39:11,9796
1,2638,295,1.99,2005-06-19 09:23:30,7985
2,2605,38,1.99,2005-06-19 06:48:01,1036
2,13078,479,8.99,2005-08-19 10:16:43,12954
2,3127,461,5.99,2005-06-20 18:39:43,12441
1,11468,413,0.99,2005-08-02 21:47:26,11182
2,15871,57,9.99,2005-08-23 16:24:24,1592
2,12046,435,0.99,2005-08-17 20:47:46,11736
2,3083,257,4.99,2005-06-20 15:33:47,6923
1,4481,474,2.99,2005-07-08 00:58:15,12818
2,14126,215,0.99,2005-08-21 01:32:17,5851
1,10522,254,4.99,2005-08-01 11:48:51,6859
1,13544,538,1.99,2005-08-20 03:44:26,14502
2,8759,209,8.99,2005-07-29 19:22:37,5676
2,8748,237,2.99,2005-07-29 19:08:37,6400
1,7066,185,4.99,2005-07-27 03:53:52,5032
1,3066,268,3.99,2005-06-20 13:55:41,7251
1,12639,500,2.99,2005-08-18 18:13:05,13483
1,9341,557,2.99,2005-07-30 18:07:58,14923
2,9907,120,6.99,2005-07-31 14:39:50,3241
2,3368,438,0.99,2005-06-21 13:18:38,11804
2,14199,442,0.99,2005-08-21 03:48:43,11943
2,14876,210,4.99,2005-08-22 03:39:29,5716
2,14410,196,5.99,2005-08-21 10:54:49,5313
1,246,240,2.99,2005-05-26 13:57:07,6474
2,2986,556,0.99,2005-06-20 08:50:28,14895
1,3121,132,4.99,2005-06-20 18:23:30,3563
1,8698,324,3.99,2005-07-29 16:52:17,8767
1,7916,13,2.99,2005-07-28 11:49:53,340
1,14623,33,0.99,2005-08-21 18:29:13,924
2,3352,510,8.99,2005-06-21 11:26:29,13740
2,15816,31,6.99,2005-08-23 14:58:06,877
2,3991,583,9.99,2005-07-06 23:33:41,15621
1,2518,86,4.99,2005-06-19 00:16:23,2330
2,14307,328,3.99,2005-08-21 07:34:52,8870
2,14321,236,4.99,2005-08-21 08:05:12,6382
2,10566,269,2.99,2005-08-01 13:12:11,7292
1,6483,263,2.99,2005-07-12 01:59:20,7109
2,11567,558,5.99,2005-08-17 01:28:43,14957
2,14532,37,2.99,2005-08-21 15:15:03,1030
1,4393,395,4.99,2005-07-07 21:12:36,10702
1,6671,526,3.99,2005-07-12 11:48:48,14156
1,6827,283,4.99,2005-07-12 18:33:45,7667
2,10122,196,10.99,2005-07-31 21:29:28,5306
2,5594,440,0.99,2005-07-10 04:33:36,11869
2,7995,89,4.99,2005-07-28 15:00:09,2426
1,3789,595,9.99,2005-07-06 14:02:26,15929
1,9550,583,7.99,2005-07-31 01:57:34,15629
1,1467,506,2.99,2005-06-15 20:47:10,13634
2,4604,402,3.99,2005-07-08 06:58:43,10864
1,3947,324,4.99,2005-07-06 21:42:21,8757
1,1807,338,5.99,2005-06-16 20:58:59,9128
2,11757,550,2.99,2006-02-14 15:16:03,14779
2,11992,136,10.99,2005-08-17 18:27:22,3674
1,15698,395,2.99,2005-08-23 10:11:40,10710
1,10864,134,6.99,2005-08-02 00:18:59,3627
1,289,81,0.99,2005-05-26 20:01:09,2196
1,1223,50,2.99,2005-06-15 03:38:53,1362
2,668,484,2.99,2005-05-28 21:54:45,13056
1,4307,394,6.99,2005-07-07 17:20:39,10678
1,1463,569,6.99,2005-06-15 20:37:51,15235
2,15177,493,4.99,2005-08-22 15:34:49,13294
1,4528,439,2.99,2005-07-08 03:24:54,11839
1,7669,483,4.99,2005-07-28 02:44:07,13047
2,1114,117,0.99,2005-05-31 16:00:33,3149
2,14271,224,5.99,2005-08-21 06:23:29,6058
2,2155,227,1.99,2005-06-17 23:07:29,6113
2,1558,20,0.99,2005-06-16 02:33:53,517
2,8477,354,8.99,2005-07-29 08:40:36,9573
1,15760,273,6.99,2005-08-23 12:50:00,7401
2,13294,534,0.99,2005-08-19 18:36:35,14393
2,6771,396,2.99,2005-07-12 15:54:40,10721
1,1942,143,4.99,2005-06-17 07:43:39,3860
1,1345,270,4.99,2005-06-15 12:32:13,7306
2,1965,256,0.99,2005-06-17 09:17:39,6895
1,6876,531,4.99,2005-07-12 20:32:50,14290
1,15567,54,4.99,2005-08-23 05:20:36,1512
2,2846,193,4.99,2005-06-19 22:52:14,5224
2,4546,393,8.99,2005-07-08 04:18:36,10649
1,518,480,0.99,2005-05-28 03:18:02,12957
2,11736,535,8.99,2005-08-17 08:40:55,14415
2,4853,23,2.99,2005-07-08 18:43:18,611
2,1488,355,0.99,2005-06-15 21:39:54,9588
2,14680,524,1.99,2005-08-21 20:19:52,14115
2,14465,262,3.99,2005-08-21 12:54:22,7091
2,8819,591,4.99,2005-07-29 22:14:26,15833
2,13816,27,4.99,2005-08-20 13:13:56,748
1,14940,46,4.99,2005-08-22 05:54:03,1286
