Fiscal year,FSTC percent,Section ID,Participatory development and good governance,CIDA business delivery model (old),CountryRegion ID,Organisation class,Sector ID,Enviromental sustainability (marker),Organisation name,CountryRegion name,Continent ID,Climate change adaptation (marker),Section name,Trade development (marker),Biodiversity (marker),Urban issues (marker),Children issues (marker),Youth issues (marker),Indigenous issues (marker),Disability issues (marker),ICT as a tool for development (marker),Knowledge for development (marker),Gender equality (marker),Organisation ID,Organisation type,Organisation sub-class,Continent name,Project Browser country ID,CountryRegion percent,Sector name,Sector percent,Amount spent
2009/2010,0.89,S6216,1,Responsive,ML,Civil Society,12240,1,USC Canada,Mali,2,0,Environment Sustainability,0,2,0,0,1,0,0,0,0,2,1000974,Canadian Non-Profit Making,NGO,Africa,ML,0.27,Basic nutrition,0.3,177001.2
2009/2010,0.89,S6216,1,Responsive,ML,Civil Society,15150,1,USC Canada,Mali,2,0,Environment Sustainability,0,2,0,0,1,0,0,0,0,2,1000974,Canadian Non-Profit Making,NGO,Africa,ML,0.27,Democratic participation and civil society,0.2,118000.8
2009/2010,0.89,S6216,1,Responsive,ML,Civil Society,31193,1,USC Canada,Mali,2,0,Environment Sustainability,0,2,0,0,1,0,0,0,0,2,1000974,Canadian Non-Profit Making,NGO,Africa,ML,0.27,Agricultural financial services,0.05,29500.2
2009/2010,0.89,S6216,1,Responsive,ML,Civil Society,41081,1,USC Canada,Mali,2,0,Environment Sustainability,0,2,0,0,1,0,0,0,0,2,1000974,Canadian Non-Profit Making,NGO,Africa,ML,0.27,Environmental education/training,0.3,177001.2
2009/2010,0.89,S6216,1,Responsive,NP,Civil Society,11230,1,USC Canada,Nepal,3,0,Environment Sustainability,0,2,0,0,1,0,0,0,0,2,1000974,Canadian Non-Profit Making,NGO,Asia,NP,0.2,Basic life skills for youth and adults,0.15,65556.0
2009/2010,0.89,S6216,1,Responsive,NP,Civil Society,12240,1,USC Canada,Nepal,3,0,Environment Sustainability,0,2,0,0,1,0,0,0,0,2,1000974,Canadian Non-Profit Making,NGO,Asia,NP,0.2,Basic nutrition,0.3,131112.0
2009/2010,0.89,S6216,1,Responsive,NP,Civil Society,15150,1,USC Canada,Nepal,3,0,Environment Sustainability,0,2,0,0,1,0,0,0,0,2,1000974,Canadian Non-Profit Making,NGO,Asia,NP,0.2,Democratic participation and civil society,0.2,87408.0
2009/2010,0.89,S6216,1,Responsive,NP,Civil Society,31193,1,USC Canada,Nepal,3,0,Environment Sustainability,0,2,0,0,1,0,0,0,0,2,1000974,Canadian Non-Profit Making,NGO,Asia,NP,0.2,Agricultural financial services,0.05,21852.0
2009/2010,0.89,S6216,1,Responsive,NP,Civil Society,41081,1,USC Canada,Nepal,3,0,Environment Sustainability,0,2,0,0,1,0,0,0,0,2,1000974,Canadian Non-Profit Making,NGO,Asia,NP,0.2,Environmental education/training,0.3,131112.0
2009/2010,0.89,S6216,1,Responsive,TL,Civil Society,11230,1,USC Canada,Timor-Leste,3,0,Environment Sustainability,0,2,0,0,1,0,0,0,0,2,1000974,Canadian Non-Profit Making,NGO,Asia,TL,0.11,Basic life skills for youth and adults,0.15,36055.8
2009/2010,0.89,S6216,1,Responsive,TL,Civil Society,12240,1,USC Canada,Timor-Leste,3,0,Environment Sustainability,0,2,0,0,1,0,0,0,0,2,1000974,Canadian Non-Profit Making,NGO,Asia,TL,0.11,Basic nutrition,0.3,72111.6
2009/2010,0.89,S6216,1,Responsive,TL,Civil Society,15150,1,USC Canada,Timor-Leste,3,0,Environment Sustainability,0,2,0,0,1,0,0,0,0,2,1000974,Canadian Non-Profit Making,NGO,Asia,TL,0.11,Democratic participation and civil society,0.2,48074.4
2009/2010,0.89,S6216,1,Responsive,TL,Civil Society,31193,1,USC Canada,Timor-Leste,3,0,Environment Sustainability,0,2,0,0,1,0,0,0,0,2,1000974,Canadian Non-Profit Making,NGO,Asia,TL,0.11,Agricultural financial services,0.05,12018.6
2009/2010,0.89,S6216,1,Responsive,TL,Civil Society,41081,1,USC Canada,Timor-Leste,3,0,Environment Sustainability,0,2,0,0,1,0,0,0,0,2,1000974,Canadian Non-Profit Making,NGO,Asia,TL,0.11,Environmental education/training,0.3,72111.6
2009/2010,0.87,S6222,0,Responsive,GH,Civil Society,13040,0,Youth Challenge International,Ghana,2,0,Education and Knowledge,0,0,0,0,1,0,0,0,0,2,1001602,Canadian Non-Profit Making,NGO,Africa,GH,0.36,STD control including HIV/AIDS,0.25,41113.26
2009/2010,0.87,S6222,0,Responsive,GH,Civil Society,15150,0,Youth Challenge International,Ghana,2,0,Education and Knowledge,0,0,0,0,1,0,0,0,0,2,1001602,Canadian Non-Profit Making,NGO,Africa,GH,0.36,Democratic participation and civil society,0.37,60847.6248
2009/2010,0.87,S6222,0,Responsive,GH,Civil Society,16020,0,Youth Challenge International,Ghana,2,0,Education and Knowledge,0,0,0,0,1,0,0,0,0,2,1001602,Canadian Non-Profit Making,NGO,Africa,GH,0.36,Employment policy and administrative management,0.25,41113.26
2009/2010,0.87,S6222,0,Responsive,GH,Civil Society,43010,0,Youth Challenge International,Ghana,2,0,Education and Knowledge,0,0,0,0,1,0,0,0,0,2,1001602,Canadian Non-Profit Making,NGO,Africa,GH,0.36,Multisector aid,0.13,21378.8952
2009/2010,0.87,S6222,0,Responsive,KE,Civil Society,13040,0,Youth Challenge International,Kenya,2,0,Education and Knowledge,0,0,0,0,1,0,0,0,0,2,1001602,Canadian Non-Profit Making,NGO,Africa,KE,0.28,STD control including HIV/AIDS,0.25,31976.98
2009/2010,0.87,S6222,0,Responsive,KE,Civil Society,15150,0,Youth Challenge International,Kenya,2,0,Education and Knowledge,0,0,0,0,1,0,0,0,0,2,1001602,Canadian Non-Profit Making,NGO,Africa,KE,0.28,Democratic participation and civil society,0.37,47325.9304
2009/2010,0.87,S6222,0,Responsive,KE,Civil Society,16020,0,Youth Challenge International,Kenya,2,0,Education and Knowledge,0,0,0,0,1,0,0,0,0,2,1001602,Canadian Non-Profit Making,NGO,Africa,KE,0.28,Employment policy and administrative management,0.25,31976.98
2009/2010,0.87,S6222,0,Responsive,KE,Civil Society,43010,0,Youth Challenge International,Kenya,2,0,Education and Knowledge,0,0,0,0,1,0,0,0,0,2,1001602,Canadian Non-Profit Making,NGO,Africa,KE,0.28,Multisector aid,0.13,16628.0296
2009/2010,0.87,S6222,0,Responsive,TZ,Civil Society,13040,0,Youth Challenge International,"Tanzania,Un Rep",2,0,Education and Knowledge,0,0,0,0,1,0,0,0,0,2,1001602,Canadian Non-Profit Making,NGO,Africa,TZ,0.36,STD control including HIV/AIDS,0.25,41113.26
2009/2010,0.87,S6222,0,Responsive,TZ,Civil Society,15150,0,Youth Challenge International,"Tanzania,Un Rep",2,0,Education and Knowledge,0,0,0,0,1,0,0,0,0,2,1001602,Canadian Non-Profit Making,NGO,Africa,TZ,0.36,Democratic participation and civil society,0.37,60847.6248
2009/2010,0.87,S6222,0,Responsive,TZ,Civil Society,16020,0,Youth Challenge International,"Tanzania,Un Rep",2,0,Education and Knowledge,0,0,0,0,1,0,0,0,0,2,1001602,Canadian Non-Profit Making,NGO,Africa,TZ,0.36,Employment policy and administrative management,0.25,41113.26
2009/2010,0.87,S6222,0,Responsive,TZ,Civil Society,43010,0,Youth Challenge International,"Tanzania,Un Rep",2,0,Education and Knowledge,0,0,0,0,1,0,0,0,0,2,1001602,Canadian Non-Profit Making,NGO,Africa,TZ,0.36,Multisector aid,0.13,21378.8952
2009/2010,1.0,S6215,1,Responsive,DO,Civil Society,11220,0,Carrefour de Solidarit� Internationale,Dominican Rep.,1,0,Sustainable Economic Growth,0,0,0,0,0,0,0,0,0,2,1002286,Canadian Non-Profit Making,NGO,America,DO,0.08,Primary education,0.05,2670.9040000000005
2009/2010,1.0,S6215,1,Responsive,DO,Civil Society,12220,0,Carrefour de Solidarit� Internationale,Dominican Rep.,1,0,Sustainable Economic Growth,0,0,0,0,0,0,0,0,0,2,1002286,Canadian Non-Profit Making,NGO,America,DO,0.08,Basic health care,0.4,21367.232000000004
2009/2010,1.0,S6215,1,Responsive,DO,Civil Society,15110,0,Carrefour de Solidarit� Internationale,Dominican Rep.,1,0,Sustainable Economic Growth,0,0,0,0,0,0,0,0,0,2,1002286,Canadian Non-Profit Making,NGO,America,DO,0.08,Public sector policy and administrative management,0.4,21367.232000000004
2009/2010,1.0,S6215,1,Responsive,DO,Civil Society,41081,0,Carrefour de Solidarit� Internationale,Dominican Rep.,1,0,Sustainable Economic Growth,0,0,0,0,0,0,0,0,0,2,1002286,Canadian Non-Profit Making,NGO,America,DO,0.08,Environmental education/training,0.075,4006.3559999999998
2009/2010,1.0,S6215,1,Responsive,DO,Civil Society,43040,0,Carrefour de Solidarit� Internationale,Dominican Rep.,1,0,Sustainable Economic Growth,0,0,0,0,0,0,0,0,0,2,1002286,Canadian Non-Profit Making,NGO,America,DO,0.08,Rural development,0.075,4006.3559999999998
2009/2010,1.0,S6215,1,Responsive,HT,Civil Society,11220,0,Carrefour de Solidarit� Internationale,Haiti,1,0,Sustainable Economic Growth,0,0,0,0,0,0,0,0,0,2,1002286,Canadian Non-Profit Making,NGO,America,HT,0.06,Primary education,0.05,2003.1779999999999
2009/2010,1.0,S6215,1,Responsive,HT,Civil Society,12220,0,Carrefour de Solidarit� Internationale,Haiti,1,0,Sustainable Economic Growth,0,0,0,0,0,0,0,0,0,2,1002286,Canadian Non-Profit Making,NGO,America,HT,0.06,Basic health care,0.4,16025.423999999999
2009/2010,1.0,S6215,1,Responsive,HT,Civil Society,15110,0,Carrefour de Solidarit� Internationale,Haiti,1,0,Sustainable Economic Growth,0,0,0,0,0,0,0,0,0,2,1002286,Canadian Non-Profit Making,NGO,America,HT,0.06,Public sector policy and administrative management,0.4,16025.423999999999
2009/2010,1.0,S6215,1,Responsive,HT,Civil Society,41081,0,Carrefour de Solidarit� Internationale,Haiti,1,0,Sustainable Economic Growth,0,0,0,0,0,0,0,0,0,2,1002286,Canadian Non-Profit Making,NGO,America,HT,0.06,Environmental education/training,0.075,3004.7670000000003
2009/2010,1.0,S6215,1,Responsive,HT,Civil Society,43040,0,Carrefour de Solidarit� Internationale,Haiti,1,0,Sustainable Economic Growth,0,0,0,0,0,0,0,0,0,2,1002286,Canadian Non-Profit Making,NGO,America,HT,0.06,Rural development,0.075,3004.7670000000003
2009/2010,1.0,S6215,1,Responsive,ML,Civil Society,11220,0,Carrefour de Solidarit� Internationale,Mali,2,0,Sustainable Economic Growth,0,0,0,0,0,0,0,0,0,2,1002286,Canadian Non-Profit Making,NGO,Africa,ML,0.34,Primary education,0.05,11351.341999999999
2009/2010,1.0,S6215,1,Responsive,ML,Civil Society,12220,0,Carrefour de Solidarit� Internationale,Mali,2,0,Sustainable Economic Growth,0,0,0,0,0,0,0,0,0,2,1002286,Canadian Non-Profit Making,NGO,Africa,ML,0.34,Basic health care,0.4,90810.73599999999
2009/2010,1.0,S6215,1,Responsive,ML,Civil Society,15110,0,Carrefour de Solidarit� Internationale,Mali,2,0,Sustainable Economic Growth,0,0,0,0,0,0,0,0,0,2,1002286,Canadian Non-Profit Making,NGO,Africa,ML,0.34,Public sector policy and administrative management,0.4,90810.73599999999
2009/2010,1.0,S6215,1,Responsive,ML,Civil Society,41081,0,Carrefour de Solidarit� Internationale,Mali,2,0,Sustainable Economic Growth,0,0,0,0,0,0,0,0,0,2,1002286,Canadian Non-Profit Making,NGO,Africa,ML,0.34,Environmental education/training,0.075,17027.013
2009/2010,1.0,S6215,1,Responsive,ML,Civil Society,43040,0,Carrefour de Solidarit� Internationale,Mali,2,0,Sustainable Economic Growth,0,0,0,0,0,0,0,0,0,2,1002286,Canadian Non-Profit Making,NGO,Africa,ML,0.34,Rural development,0.075,17027.013
2009/2010,1.0,S6215,1,Responsive,NI,Civil Society,11220,0,Carrefour de Solidarit� Internationale,Nicaragua,1,0,Sustainable Economic Growth,0,0,0,0,0,0,0,0,0,2,1002286,Canadian Non-Profit Making,NGO,America,NI,0.12,Primary education,0.05,4006.3559999999998
2009/2010,1.0,S6215,1,Responsive,NI,Civil Society,12220,0,Carrefour de Solidarit� Internationale,Nicaragua,1,0,Sustainable Economic Growth,0,0,0,0,0,0,0,0,0,2,1002286,Canadian Non-Profit Making,NGO,America,NI,0.12,Basic health care,0.4,32050.847999999998
2009/2010,1.0,S6215,1,Responsive,NI,Civil Society,15110,0,Carrefour de Solidarit� Internationale,Nicaragua,1,0,Sustainable Economic Growth,0,0,0,0,0,0,0,0,0,2,1002286,Canadian Non-Profit Making,NGO,America,NI,0.12,Public sector policy and administrative management,0.4,32050.847999999998
2009/2010,1.0,S6215,1,Responsive,NI,Civil Society,41081,0,Carrefour de Solidarit� Internationale,Nicaragua,1,0,Sustainable Economic Growth,0,0,0,0,0,0,0,0,0,2,1002286,Canadian Non-Profit Making,NGO,America,NI,0.12,Environmental education/training,0.075,6009.534000000001
2009/2010,1.0,S6215,1,Responsive,NI,Civil Society,43040,0,Carrefour de Solidarit� Internationale,Nicaragua,1,0,Sustainable Economic Growth,0,0,0,0,0,0,0,0,0,2,1002286,Canadian Non-Profit Making,NGO,America,NI,0.12,Rural development,0.075,6009.534000000001
2009/2010,1.0,S6215,1,Responsive,PE,Civil Society,11220,0,Carrefour de Solidarit� Internationale,Peru,1,0,Sustainable Economic Growth,0,0,0,0,0,0,0,0,0,2,1002286,Canadian Non-Profit Making,NGO,America,PE,0.4,Primary education,0.05,13354.52
2009/2010,1.0,S6215,1,Responsive,PE,Civil Society,12220,0,Carrefour de Solidarit� Internationale,Peru,1,0,Sustainable Economic Growth,0,0,0,0,0,0,0,0,0,2,1002286,Canadian Non-Profit Making,NGO,America,PE,0.4,Basic health care,0.4,106836.16
2009/2010,1.0,S6215,1,Responsive,PE,Civil Society,15110,0,Carrefour de Solidarit� Internationale,Peru,1,0,Sustainable Economic Growth,0,0,0,0,0,0,0,0,0,2,1002286,Canadian Non-Profit Making,NGO,America,PE,0.4,Public sector policy and administrative management,0.4,106836.16
2009/2010,1.0,S6215,1,Responsive,PE,Civil Society,41081,0,Carrefour de Solidarit� Internationale,Peru,1,0,Sustainable Economic Growth,0,0,0,0,0,0,0,0,0,2,1002286,Canadian Non-Profit Making,NGO,America,PE,0.4,Environmental education/training,0.075,20031.78
2009/2010,1.0,S6215,1,Responsive,PE,Civil Society,43040,0,Carrefour de Solidarit� Internationale,Peru,1,0,Sustainable Economic Growth,0,0,0,0,0,0,0,0,0,2,1002286,Canadian Non-Profit Making,NGO,America,PE,0.4,Rural development,0.075,20031.78
2009/2010,0.9,S6216,1,Responsive,BO,Civil Society,11230,0,Change for Children Association,Bolivia,1,0,Environment Sustainability,0,0,0,0,0,0,0,0,0,2,1001907,Canadian Non-Profit Making,NGO,America,BO,0.45,Basic life skills for youth and adults,0.35,5680.71
2009/2010,0.9,S6216,1,Responsive,BO,Civil Society,11330,0,Change for Children Association,Bolivia,1,0,Environment Sustainability,0,0,0,0,0,0,0,0,0,2,1001907,Canadian Non-Profit Making,NGO,America,BO,0.45,Vocational training,0.25,4057.65
2009/2010,0.9,S6216,1,Responsive,BO,Civil Society,15110,0,Change for Children Association,Bolivia,1,0,Environment Sustainability,0,0,0,0,0,0,0,0,0,2,1001907,Canadian Non-Profit Making,NGO,America,BO,0.45,Public sector policy and administrative management,0.3,4869.18
2009/2010,0.9,S6216,1,Responsive,BO,Civil Society,99820,0,Change for Children Association,Bolivia,1,0,Environment Sustainability,0,0,0,0,0,0,0,0,0,2,1001907,Canadian Non-Profit Making,NGO,America,BO,0.45,Promotion of development awareness,0.1,1623.06
2009/2010,0.9,S6216,1,Responsive,CA,Civil Society,11230,0,Change for Children Association,Canada,1,0,Environment Sustainability,0,0,0,0,0,0,0,0,0,2,1001907,Canadian Non-Profit Making,NGO,America,CA,0.1,Basic life skills for youth and adults,0.35,1262.38
2009/2010,0.9,S6216,1,Responsive,CA,Civil Society,11330,0,Change for Children Association,Canada,1,0,Environment Sustainability,0,0,0,0,0,0,0,0,0,2,1001907,Canadian Non-Profit Making,NGO,America,CA,0.1,Vocational training,0.25,901.7
2009/2010,0.9,S6216,1,Responsive,CA,Civil Society,15110,0,Change for Children Association,Canada,1,0,Environment Sustainability,0,0,0,0,0,0,0,0,0,2,1001907,Canadian Non-Profit Making,NGO,America,CA,0.1,Public sector policy and administrative management,0.3,1082.04
2009/2010,0.9,S6216,1,Responsive,CA,Civil Society,99820,0,Change for Children Association,Canada,1,0,Environment Sustainability,0,0,0,0,0,0,0,0,0,2,1001907,Canadian Non-Profit Making,NGO,America,CA,0.1,Promotion of development awareness,0.1,360.68
2009/2010,0.9,S6216,1,Responsive,NI,Civil Society,11230,0,Change for Children Association,Nicaragua,1,0,Environment Sustainability,0,0,0,0,0,0,0,0,0,2,1001907,Canadian Non-Profit Making,NGO,America,NI,0.45,Basic life skills for youth and adults,0.35,5680.71
2009/2010,0.9,S6216,1,Responsive,NI,Civil Society,11330,0,Change for Children Association,Nicaragua,1,0,Environment Sustainability,0,0,0,0,0,0,0,0,0,2,1001907,Canadian Non-Profit Making,NGO,America,NI,0.45,Vocational training,0.25,4057.65
2009/2010,0.9,S6216,1,Responsive,NI,Civil Society,15110,0,Change for Children Association,Nicaragua,1,0,Environment Sustainability,0,0,0,0,0,0,0,0,0,2,1001907,Canadian Non-Profit Making,NGO,America,NI,0.45,Public sector policy and administrative management,0.3,4869.18
2009/2010,0.9,S6216,1,Responsive,NI,Civil Society,99820,0,Change for Children Association,Nicaragua,1,0,Environment Sustainability,0,0,0,0,0,0,0,0,0,2,1001907,Canadian Non-Profit Making,NGO,America,NI,0.45,Promotion of development awareness,0.1,1623.06
2009/2010,1.0,S6215,1,Responsive,GH,Civil Society,11220,1,Ghana Rural Integrated Development,Ghana,2,0,Sustainable Economic Growth,0,0,0,0,0,0,0,0,0,2,1001986,Canadian Non-Profit Making,NGO,Africa,GH,1.0,Primary education,0.1,4818.0
2009/2010,1.0,S6215,1,Responsive,GH,Civil Society,12240,1,Ghana Rural Integrated Development,Ghana,2,0,Sustainable Economic Growth,0,0,0,0,0,0,0,0,0,2,1001986,Canadian Non-Profit Making,NGO,Africa,GH,1.0,Basic nutrition,0.35,16863.0
2009/2010,1.0,S6215,1,Responsive,GH,Civil Society,13030,1,Ghana Rural Integrated Development,Ghana,2,0,Sustainable Economic Growth,0,0,0,0,0,0,0,0,0,2,1001986,Canadian Non-Profit Making,NGO,Africa,GH,1.0,Family planning,0.1,4818.0
2009/2010,1.0,S6215,1,Responsive,GH,Civil Society,14031,1,Ghana Rural Integrated Development,Ghana,2,0,Sustainable Economic Growth,0,0,0,0,0,0,0,0,0,2,1001986,Canadian Non-Profit Making,NGO,Africa,GH,1.0,Basic drinking water supply,0.15,7227.0
2009/2010,1.0,S6215,1,Responsive,GH,Civil Society,14032,1,Ghana Rural Integrated Development,Ghana,2,0,Sustainable Economic Growth,0,0,0,0,0,0,0,0,0,2,1001986,Canadian Non-Profit Making,NGO,Africa,GH,1.0,Basic sanitation,0.15,7227.0
2009/2010,1.0,S6215,1,Responsive,GH,Civil Society,15150,1,Ghana Rural Integrated Development,Ghana,2,0,Sustainable Economic Growth,0,0,0,0,0,0,0,0,0,2,1001986,Canadian Non-Profit Making,NGO,Africa,GH,1.0,Democratic participation and civil society,0.05,2409.0
2009/2010,1.0,S6215,1,Responsive,GH,Civil Society,15220,1,Ghana Rural Integrated Development,Ghana,2,0,Sustainable Economic Growth,0,0,0,0,0,0,0,0,0,2,1001986,Canadian Non-Profit Making,NGO,Africa,GH,1.0,"Civilian peace-building, conflict prevention and resolution",0.05,2409.0
2009/2010,1.0,S6215,1,Responsive,GH,Civil Society,41010,1,Ghana Rural Integrated Development,Ghana,2,0,Sustainable Economic Growth,0,0,0,0,0,0,0,0,0,2,1001986,Canadian Non-Profit Making,NGO,Africa,GH,1.0,Environmental policy and administrative management,0.05,2409.0
2009/2010,0.9,S6218,1,Responsive,CA,Civil Society,15160,0,Centre International de Solidarit� Ouvri�re,Canada,1,0,Governance & Human Rights,0,0,0,0,0,0,0,0,0,0,1002303,Canadian Non-Profit Making,NGO,America,CA,0.1,Human rights,0.9,613.44
2009/2010,0.9,S6218,1,Responsive,CA,Civil Society,99820,0,Centre International de Solidarit� Ouvri�re,Canada,1,0,Governance & Human Rights,0,0,0,0,0,0,0,0,0,0,1002303,Canadian Non-Profit Making,NGO,America,CA,0.1,Promotion of development awareness,0.1,68.16
2009/2010,0.9,S6218,1,Responsive,MX,Civil Society,15160,0,Centre International de Solidarit� Ouvri�re,Mexico,1,0,Governance & Human Rights,0,0,0,0,0,0,0,0,0,0,1002303,Canadian Non-Profit Making,NGO,America,MX,0.9,Human rights,0.9,5520.96
2009/2010,0.9,S6218,1,Responsive,MX,Civil Society,99820,0,Centre International de Solidarit� Ouvri�re,Mexico,1,0,Governance & Human Rights,0,0,0,0,0,0,0,0,0,0,1002303,Canadian Non-Profit Making,NGO,America,MX,0.9,Promotion of development awareness,0.1,613.44
2009/2010,0.990000008,S6216,0,Responsive,CA,Civil Society,12240,0,World Neighbours Canada Society,Canada,1,0,Environment Sustainability,0,0,0,0,0,0,0,0,0,0,1002248,Canadian Non-Profit Making,NGO,America,CA,0.01,Basic nutrition,0.1,27.6
2009/2010,0.990000008,S6216,0,Responsive,CA,Civil Society,12250,0,World Neighbours Canada Society,Canada,1,0,Environment Sustainability,0,0,0,0,0,0,0,0,0,0,1002248,Canadian Non-Profit Making,NGO,America,CA,0.01,Infectious disease control,0.2,55.2
2009/2010,0.990000008,S6216,0,Responsive,CA,Civil Society,13030,0,World Neighbours Canada Society,Canada,1,0,Environment Sustainability,0,0,0,0,0,0,0,0,0,0,1002248,Canadian Non-Profit Making,NGO,America,CA,0.01,Family planning,0.2,55.2
2009/2010,0.990000008,S6216,0,Responsive,CA,Civil Society,24040,0,World Neighbours Canada Society,Canada,1,0,Environment Sustainability,0,0,0,0,0,0,0,0,0,0,1002248,Canadian Non-Profit Making,NGO,America,CA,0.01,Informal/semi-formal financial intermediaries,0.19,52.44
2009/2010,0.990000008,S6216,0,Responsive,CA,Civil Society,31130,0,World Neighbours Canada Society,Canada,1,0,Environment Sustainability,0,0,0,0,0,0,0,0,0,0,1002248,Canadian Non-Profit Making,NGO,America,CA,0.01,Agricultural land resources,0.1,27.6
2009/2010,0.990000008,S6216,0,Responsive,CA,Civil Society,31161,0,World Neighbours Canada Society,Canada,1,0,Environment Sustainability,0,0,0,0,0,0,0,0,0,0,1002248,Canadian Non-Profit Making,NGO,America,CA,0.01,Food crop production,0.2,55.2
2009/2010,0.990000008,S6216,0,Responsive,CA,Civil Society,99820,0,World Neighbours Canada Society,Canada,1,0,Environment Sustainability,0,0,0,0,0,0,0,0,0,0,1002248,Canadian Non-Profit Making,NGO,America,CA,0.01,Promotion of development awareness,0.01,2.76
2009/2010,0.990000008,S6216,0,Responsive,HN,Civil Society,12240,0,World Neighbours Canada Society,Honduras,1,0,Environment Sustainability,0,0,0,0,0,0,0,0,0,0,1002248,Canadian Non-Profit Making,NGO,America,HN,0.99,Basic nutrition,0.1,2732.4
2009/2010,0.990000008,S6216,0,Responsive,HN,Civil Society,12250,0,World Neighbours Canada Society,Honduras,1,0,Environment Sustainability,0,0,0,0,0,0,0,0,0,0,1002248,Canadian Non-Profit Making,NGO,America,HN,0.99,Infectious disease control,0.2,5464.8
2009/2010,0.990000008,S6216,0,Responsive,HN,Civil Society,13030,0,World Neighbours Canada Society,Honduras,1,0,Environment Sustainability,0,0,0,0,0,0,0,0,0,0,1002248,Canadian Non-Profit Making,NGO,America,HN,0.99,Family planning,0.2,5464.8
2009/2010,0.990000008,S6216,0,Responsive,HN,Civil Society,24040,0,World Neighbours Canada Society,Honduras,1,0,Environment Sustainability,0,0,0,0,0,0,0,0,0,0,1002248,Canadian Non-Profit Making,NGO,America,HN,0.99,Informal/semi-formal financial intermediaries,0.19,5191.56
2009/2010,0.990000008,S6216,0,Responsive,HN,Civil Society,31130,0,World Neighbours Canada Society,Honduras,1,0,Environment Sustainability,0,0,0,0,0,0,0,0,0,0,1002248,Canadian Non-Profit Making,NGO,America,HN,0.99,Agricultural land resources,0.1,2732.4
2009/2010,0.990000008,S6216,0,Responsive,HN,Civil Society,31161,0,World Neighbours Canada Society,Honduras,1,0,Environment Sustainability,0,0,0,0,0,0,0,0,0,0,1002248,Canadian Non-Profit Making,NGO,America,HN,0.99,Food crop production,0.2,5464.8
2009/2010,0.990000008,S6216,0,Responsive,HN,Civil Society,99820,0,World Neighbours Canada Society,Honduras,1,0,Environment Sustainability,0,0,0,0,0,0,0,0,0,0,1002248,Canadian Non-Profit Making,NGO,America,HN,0.99,Promotion of development awareness,0.01,273.24
2009/2010,0.0,S6222,0,Directive,CA,Governmental,99820,0,Department of Foreign Affairs and International Trade,Canada,1,0,Education and Knowledge,0,0,0,0,0,0,0,0,0,0,10050,Canadian Non-Profit Making,FEDERAL,America,CA,1.0,Promotion of development awareness,1.0,3910000.0
2009/2010,0.0,S6222,0,Responsive,CA,Civil Society,99820,0,Centre International de Solidarit� Ouvri�re,Canada,1,0,Education and Knowledge,0,0,0,0,0,0,0,0,0,0,1002303,Canadian Non-Profit Making,NGO,America,CA,1.0,Promotion of development awareness,1.0,7769.0
2009/2010,0.0,S6222,0,Responsive,CA,Civil Society,99820,0,Vanier College Financial Services,Canada,1,0,Education and Knowledge,0,0,0,0,0,0,0,0,0,0,1005746,Canadian Non-Profit Making,COLLEGE,America,CA,1.0,Promotion of development awareness,1.0,5600.0
2009/2010,0.0,S6222,0,Responsive,CA,Civil Society,99820,0,�quiterre Action Solidarit� �quit� Environnement D�veloppement,Canada,1,0,Education and Knowledge,0,0,0,0,0,0,0,0,0,0,1003993,Canadian Non-Profit Making,NGO,America,CA,1.0,Promotion of development awareness,1.0,24205.0
2009/2010,0.0,S6222,0,Responsive,CA,Civil Society,99820,0,World Hope International (Canada) Inc.,Canada,1,0,Education and Knowledge,0,0,0,0,0,0,0,0,0,0,1008789,Canadian Non-Profit Making,NGO,America,CA,1.0,Promotion of development awareness,1.0,5138.0
2009/2010,1.0,S6215,0,Responsive,BO,Civil Society,11230,0,Street Kids International,Bolivia,1,0,Sustainable Economic Growth,0,0,0,0,1,0,0,0,0,0,1002189,Canadian Non-Profit Making,NGO,America,BO,0.9,Basic life skills for youth and adults,0.75,99831.15
2009/2010,1.0,S6215,0,Responsive,BO,Civil Society,24081,0,Street Kids International,Bolivia,1,0,Sustainable Economic Growth,0,0,0,0,1,0,0,0,0,0,1002189,Canadian Non-Profit Making,NGO,America,BO,0.9,Education/training in banking and financial services,0.25,33277.05
2009/2010,1.0,S6215,0,Responsive,EC,Civil Society,11230,0,Street Kids International,Ecuador,1,0,Sustainable Economic Growth,0,0,0,0,1,0,0,0,0,0,1002189,Canadian Non-Profit Making,NGO,America,EC,0.1,Basic life skills for youth and adults,0.75,11092.35
2009/2010,1.0,S6215,0,Responsive,EC,Civil Society,24081,0,Street Kids International,Ecuador,1,0,Sustainable Economic Growth,0,0,0,0,1,0,0,0,0,0,1002189,Canadian Non-Profit Making,NGO,America,EC,0.1,Education/training in banking and financial services,0.25,3697.45
2009/2010,1.0,S6212,0,Responsive,NG,Civil Society,12250,0,Leprosy Mission of Canada,Nigeria,2,0,Health,0,0,0,0,0,0,0,0,0,0,1001588,Canadian Non-Profit Making,NGO,Africa,NG,1.0,Infectious disease control,1.0,103158.0
2009/2010,1.0,S6216,1,Responsive,ET,Civil Society,14031,0,HOPE International Development Agency,Ethiopia,2,0,Environment Sustainability,0,0,0,0,0,0,0,0,0,2,1000115,Canadian Non-Profit Making,NGO,Africa,ET,1.0,Basic drinking water supply,0.325,8125.0
