assay_id,assay_tax_id,chembl_id,variant_id,tid,assay_type,assay_organism,curated_by,assay_subcellular_fraction,assay_cell_type,description,assay_category,relationship_type,confidence_score,doc_id,tissue_id,assay_test_type,assay_strain,assay_tissue
7794,10116.0,CHEMBL621326,,50597,A,Rattus norvegicus,Intermediate,,,Maximum time to achieve peak plasma concentration was determined in rat at 10 mg/kg,,N,1,17651,1969.0,In vivo,,Plasma
7795,10116.0,CHEMBL621327,,50597,A,Rattus norvegicus,Intermediate,,,Tmax in Guinea pig (PO dose),,N,1,14465,,In vivo,,
7796,10116.0,CHEMBL621328,,50597,A,Rattus norvegicus,Intermediate,,,"Pharmacokinetic Parameter, Tmax is the time at which maximum concentration (Cmax) is reached in Female Wistar Rats at 100 mg/kg by po administration",,N,1,14941,,In vivo,,
7797,10116.0,CHEMBL621329,,50597,A,Rattus norvegicus,Intermediate,,,Pharmacokinetic parameter (Tmax) in rat,,N,1,5960,,In vivo,,
7798,10116.0,CHEMBL621330,,50597,A,Rattus norvegicus,Intermediate,,,Pharmacokinetic parameter (Tmax) was estimated,,N,1,5022,,In vivo,,
7799,10116.0,CHEMBL621331,,50597,A,Rattus norvegicus,Intermediate,,,Pharmacokinetic property (Tmax) in rat,,N,1,4408,,In vivo,,
7800,10116.0,CHEMBL621332,,50597,A,Rattus norvegicus,Intermediate,,,Pharmacokinetic property (Tmax) was measured in rat at the dose of 0.32 mg/kg p.o.,,N,1,5983,,In vivo,,
7801,10116.0,CHEMBL621333,,50597,A,Rattus norvegicus,Intermediate,,,T max in Rat at a oral dose of 5 mg/kg,,N,1,4689,,In vivo,,
7802,10116.0,CHEMBL621334,,50597,A,Rattus norvegicus,Intermediate,,,T max was determined at 10 mg/kg po dose in rats,,N,1,2792,,In vivo,,
7803,10090.0,CHEMBL621335,,50594,A,Mus musculus,Intermediate,,,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (run time 7 hr),,N,1,15011,,,,
7804,9615.0,CHEMBL621336,,50588,A,Canis lupus familiaris,Intermediate,,,Area under curve was evaluated after intravenous injection of 1 mg/kg of compound in dogs,,N,1,14180,,,,
7805,10116.0,CHEMBL621337,,50597,A,Rattus norvegicus,Intermediate,,,Area under curve was evaluated after intravenous injection of 1 mg/kg of compound in rats,,N,1,14180,,,,
7806,9615.0,CHEMBL621338,,50588,A,Canis lupus familiaris,Intermediate,,,Area under curve was measured after i.v. administration into Beagle dog.,,N,1,14599,,,,
7807,9615.0,CHEMBL875838,,50588,A,Canis lupus familiaris,Intermediate,,,Area under curve was measured after iv administration into Beagle dog,,N,1,14599,,,,
7808,9615.0,CHEMBL621339,,50588,A,Canis lupus familiaris,Intermediate,,,Area under curve was measured after po administration into Beagle dog,,N,1,14599,,,,
7809,9615.0,CHEMBL621340,,50588,A,Canis lupus familiaris,Intermediate,,,Area under curve was measured after po administration into Beagle dog.,,N,1,14599,,,,
7810,,CHEMBL621341,,22224,A,,Autocuration,,,Area under curve was measured at peroral dose of 3 mg/kg,,U,0,15675,,,,
7811,,CHEMBL621342,,22224,A,,Autocuration,,,Area under curve was measured by using concentration Vs time,,U,0,12706,,,,
7812,,CHEMBL621343,,22224,A,,Autocuration,,,Area under curve was measured by using concentration Vs time; not tested,,U,0,12706,,,,
7813,10090.0,CHEMBL621344,,50594,A,Mus musculus,Intermediate,,,Area under curve(AUC) was measured in mice after oral administration (50 mg/kg),,N,1,9750,,,,
7814,10090.0,CHEMBL621345,,50594,A,Mus musculus,Intermediate,,,Area under curve(AUC) was measured in mice after oral administration.,,N,1,9750,,,,
7815,,CHEMBL621346,,22224,A,,Autocuration,,,Area under curve(AUC) value of the compound,,U,0,14691,,,,
7816,,CHEMBL621347,,22224,A,,Autocuration,,,Area under curve(AUC) value of the compound in dogs at 0.5 mg/kg dose upon oral administration,,U,0,14691,,,,
7817,9615.0,CHEMBL621348,,50588,A,Canis lupus familiaris,Intermediate,,,Area under curve(AUC) value of the compound in dogs at 1 mg/kg dose upon oral administration,,N,1,14691,,,,
7818,,CHEMBL621349,,22224,A,,Autocuration,,,Area under curve(carotid artery) was determined by the availability in blood,,U,0,2939,178.0,,,Blood
7819,,CHEMBL621350,,22224,A,,Autocuration,,,Area under curve(carotid artery) was determined by the availability in blood; ND means no data,,U,0,2939,178.0,,,Blood
7820,,CHEMBL875839,,22224,A,,Autocuration,,,Area under curve(carotid artery) was determined by the availability in blood; No data,,U,0,2939,178.0,,,Blood
7821,,CHEMBL620211,,22224,A,,Autocuration,,,Area under curve(portal vein) was determined by the availability in blood,,U,0,2939,178.0,,,Blood
7822,,CHEMBL620212,,22224,A,,Autocuration,,,Area under curve(portal vein) was determined by the availability in blood; ND means no data,,U,0,2939,178.0,,,Blood
7823,,CHEMBL620213,,22224,A,,Autocuration,,,Area under curve(portal vein) was determined by the availability in blood; No data,,U,0,2939,178.0,,,Blood
7824,9544.0,CHEMBL620214,,50797,A,Macaca mulatta,Intermediate,,,"Area under plasma concentration vs time curve observed in Rhesus monkeys after, iv administration of single 30 mg/kg dose",,N,1,9552,1969.0,,,Plasma
7825,9544.0,CHEMBL620215,,50797,A,Macaca mulatta,Intermediate,,,"Area under plasma concentration vs time curve observed in Rhesus monkeys after, iv administration of single 30 mg/kg dose",,N,1,9552,1969.0,,,Plasma
7826,9544.0,CHEMBL620216,,50797,A,Macaca mulatta,Intermediate,,,Area under plasma concentration vs time curve observed in Rhesus monkeys after oral administration of single 30 mg/kg dose,,N,1,9552,1969.0,,,Plasma
7827,9615.0,CHEMBL620888,,50588,A,Canis lupus familiaris,Intermediate,,,"Area under plasma concentration vs time curve observed in female mongrel dogs after, iv administration of single 15 mg/kg dose",,N,1,9552,1969.0,,,Plasma
7828,9615.0,CHEMBL620889,,50588,A,Canis lupus familiaris,Intermediate,,,"Area under plasma concentration vs time curve observed in female mongrel dogs after, oral administration of single 15 mg/kg dose",,N,1,9552,1969.0,,,Plasma
7829,,CHEMBL620890,,22224,A,,Autocuration,,,Area under plasma concentration vs time curve observed in rats for 0-3 h,,U,0,9552,1969.0,,,Plasma
7830,10116.0,CHEMBL620891,,50597,A,Rattus norvegicus,Intermediate,,,Area under plasma time curve determined in male rat,,N,1,11911,1969.0,,,Plasma
7831,,CHEMBL620892,,22224,A,,Autocuration,,,Area under the MAP curve measured over 5 min.,,U,0,16618,,,,
7832,10090.0,CHEMBL621079,,50594,A,Mus musculus,Intermediate,,,Area under the concentration time curve (AUC) taken for 0-24 hr was measured when administered through iv route in mice,,N,1,14387,,,,
7833,10090.0,CHEMBL621080,,50594,A,Mus musculus,Intermediate,,,Area under the concentration time curve (AUC) taken for 0-24 hr was measured when administered through oral route in mice,,N,1,14387,,,,
7834,9615.0,CHEMBL621081,,50588,A,Canis lupus familiaris,Intermediate,,,Area under the concentration vs time curve in dog at 10 mg/kg oral dose,,N,1,12836,,,,
7835,10026.0,CHEMBL621082,,100712,A,Cricetinae,Intermediate,,,Area under the concentration vs time curve in hamster at 10 mg/kg oral dose,,N,1,12836,,,,
7836,10116.0,CHEMBL621083,,50597,A,Rattus norvegicus,Intermediate,,,Area under the concentration vs time curve in rat at 10 mg/kg oral dose,,N,1,12836,,,,
7837,9615.0,CHEMBL621084,,50588,A,Canis lupus familiaris,Intermediate,,,Area under the concentration-time curve from time zero to infinity after intravenous administration of 2.5 mg/kg in dogs,,N,1,14339,,,,
7838,9615.0,CHEMBL621085,,50588,A,Canis lupus familiaris,Intermediate,,,Area under the concentration-time curve from time zero to infinity in oral (5 mg/kg) fasted dogs,,N,1,14339,,,,
7839,9615.0,CHEMBL621086,,50588,A,Canis lupus familiaris,Intermediate,,,Area under the concentration-time curve from time zero to infinity in oral (5 mg/kg) fed dogs,,N,1,14339,,,,
7840,9615.0,CHEMBL621087,,50588,A,Canis lupus familiaris,Intermediate,,,Area under the concentration/ time determined against Bacillus subtilis ATCC 6633 after oral administration in dog(25 mg/kg),,N,1,10524,,,,
7841,9615.0,CHEMBL622607,,50588,A,Canis lupus familiaris,Intermediate,,,Area under the concentration/ time in plasma after oral administration in dog (25 mg/kg),,N,1,9994,,,,
7842,9615.0,CHEMBL622608,,50588,A,Canis lupus familiaris,Intermediate,,,Serum AUC in marmosets (IV dose),,N,1,11325,,,,
7843,,CHEMBL624481,,22224,A,,Autocuration,,,Area under the curve after intravenous administration at a dose of 10 umol/kg,,U,0,12536,,,,
7844,,CHEMBL624482,,22224,A,,Autocuration,,,Area under the curve after intravenous administration at a dose of 2 umol/kg,,U,0,12536,,,,
7845,,CHEMBL624483,,22224,A,,Autocuration,,,Area under the curve after intravenous administration at a dose of 4 umol/kg,,U,0,12536,,,,
7846,,CHEMBL624484,,22224,A,,Autocuration,,,Area under the curve after intravenous administration at a dose of 40 umol/kg,,U,0,12536,,,,
7847,,CHEMBL624485,,22224,A,,Autocuration,,,Area under the curve after intravenous administration at a dose of 5 umol/kg,,U,0,12536,,,,
7848,10116.0,CHEMBL624486,,50597,A,Rattus norvegicus,Intermediate,,,Area under the curve for fumarate salt was evaluated in F344 Rats.,,N,1,15556,,,,
7849,,CHEMBL624487,,22224,A,,Autocuration,,,Area under the curve for the compound was calculated.,,U,0,2809,,,,
7850,,CHEMBL624488,,22224,A,,Autocuration,,,Area under the curve in concentration/ time,,U,0,9511,,,,
7851,10116.0,CHEMBL624489,,50597,A,Rattus norvegicus,Intermediate,,,Area under the curve administered intraintestinal in rats.,,N,1,12818,,,,
7852,10116.0,CHEMBL625184,,50597,A,Rattus norvegicus,Intermediate,,,Area under the curve administered intravenously in rats.,,N,1,12818,,,,
7853,,CHEMBL625185,,22224,A,,Autocuration,,,Area under the curve during intravenous administration,,U,0,15118,,,,
7854,,CHEMBL875954,,22224,A,,Autocuration,,,Area under the curve during intravenous administration; Not determined,,U,0,15118,,,,
7855,,CHEMBL625186,,22224,A,,Autocuration,,,Area under the curve during systemic administration,,U,0,15118,,,,
7856,,CHEMBL625187,,22224,A,,Autocuration,,,Area under the curve during systemic administration; Not determined,,U,0,15118,,,,
7857,,CHEMBL625188,,22224,A,,Autocuration,,,Area under the curve was calculated for the compound.,,U,0,2632,,,,
7858,9615.0,CHEMBL625189,,50588,A,Canis lupus familiaris,Intermediate,,,Area under the curve was determined after intravenous administration of 1.8 mg/kg in male Beagle dogs,,N,1,14346,,,,
7859,9615.0,CHEMBL625190,,50588,A,Canis lupus familiaris,Intermediate,,,Area under the curve was determined after intravenous administration of 10 mg/kg in male Beagle dogs,,N,1,14346,,,,
7860,10116.0,CHEMBL621733,,50597,A,Rattus norvegicus,Intermediate,,,Area under the curve was determined after intravenous administration of 2.5 mg/kg in male Dawley rats,,N,1,14346,,,,
7861,10116.0,CHEMBL621734,,50597,A,Rattus norvegicus,Intermediate,,,Area under the curve was determined after intravenous administration of 2.6 mg/kg in male Dawley rats,,N,1,14346,,,,
7862,10116.0,CHEMBL621735,,50597,A,Rattus norvegicus,Intermediate,,,C6h was measured as concentration obtained after 6 hr of oral administration in air pouch exudate after oral administration to male F344 rats,,N,1,11149,,,,
7863,10116.0,CHEMBL621736,,50597,A,Rattus norvegicus,Intermediate,,,Clearance of the drug was measured in the plasma of rat; No data,,N,1,17796,1969.0,,,Plasma
7864,10116.0,CHEMBL621737,,50597,A,Rattus norvegicus,Intermediate,,,The pharmacokinetic parameter plasma clearance in vivo in rats,,N,1,5247,1969.0,,,Plasma
7865,10116.0,CHEMBL621738,,50597,A,Rattus norvegicus,Intermediate,,,Plasma clearance at the dose of 2 mg/kg in rat,,N,1,4727,,,,
7866,10116.0,CHEMBL622806,,50597,A,Rattus norvegicus,Intermediate,,,CL (clearance) of compound was determined as average of four rats at each dose of 5 mg/kg intravenous and 16 mg/kg peroral administration,,N,1,5654,,In vivo,,
7867,10116.0,CHEMBL623519,,50597,A,Rattus norvegicus,Intermediate,,,CL (clearance) of compound was determined as average of four rats at each dose of 5 mg/kg intravenous and 20 mg/kg peroral administration,,N,1,5654,,In vivo,,
7868,10116.0,CHEMBL623520,,50597,A,Rattus norvegicus,Intermediate,,,CL at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,,N,1,17260,,In vivo,,
7869,10116.0,CHEMBL623521,,50597,A,Rattus norvegicus,Intermediate,,,Clearance measured after intravenous bolus administration of 50 mg/kg of compound to rats,,N,1,17065,,In vivo,,
7870,10116.0,CHEMBL623522,,50597,A,Rattus norvegicus,Intermediate,,,Clearance in male Sprague-Dawley rats following an intravenous bolus dose at 10-20 mg/kg,,N,1,17671,,In vivo,,
7871,10116.0,CHEMBL623523,,50597,A,Rattus norvegicus,Intermediate,,,Clearance rate in rat,,N,1,6672,,In vivo,,
7872,10116.0,CHEMBL623690,,50597,A,Rattus norvegicus,Intermediate,,,Clearance rate in rat,,N,1,6673,,In vivo,,
7873,10116.0,CHEMBL623691,,50597,A,Rattus norvegicus,Intermediate,,,Clearance (Cl) of compound (10 mg/kg) after iv administration was determined in Sprague-Dawley rat,,N,1,5978,,In vivo,,
7874,10116.0,CHEMBL623692,,50597,A,Rattus norvegicus,Intermediate,,,Clearance (Cl) of compound (9.83 mg/kg) after iv administration was determined in Sprague-Dawley rat,,N,1,5978,,In vivo,,
7875,10116.0,CHEMBL623693,,50597,A,Rattus norvegicus,Intermediate,,,Clearance (Cl) of compound (9.84 mg/kg) after iv administration was determined in Sprague-Dawley rat,,N,1,5978,,In vivo,,
7876,10116.0,CHEMBL623694,,50597,A,Rattus norvegicus,Intermediate,,,Clearance (Cl) of compound (9.92 mg/kg) after iv administration was determined in Sprague-Dawley rat,,N,1,5978,,In vivo,,
7877,10116.0,CHEMBL623695,,50597,A,Rattus norvegicus,Intermediate,,,Clearance of compound after iv administration of 20 mg/kg dose in rat,,N,1,4413,,In vivo,,
7878,10116.0,CHEMBL623696,,50597,A,Rattus norvegicus,Intermediate,,,Compound was evaluated for clearance after treatment with iv dose of 1 mgkg to female wistar rats,,N,1,2661,,In vivo,,
7879,10116.0,CHEMBL623697,,50597,A,Rattus norvegicus,Intermediate,,,Compound was evaluated for clearance after treatment with iv dose of 1 mgkg to male wistar rats,,N,1,2661,,In vivo,,
7880,9544.0,CHEMBL623698,,22224,A,Macaca mulatta,Intermediate,,,Compound was tested for its plasma clearance rate in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po,,U,0,5005,1969.0,In vivo,,Plasma
7881,10116.0,CHEMBL623699,,22224,A,Rattus norvegicus,Intermediate,,,Compound was tested for its plasma clearance rate in Sprague Dawley rats,,U,0,5005,1969.0,In vivo,,Plasma
7882,10116.0,CHEMBL623700,,50597,A,Rattus norvegicus,Intermediate,,,Mean (%CV) PK parameters for CL(mL/min/kg).,,N,1,15765,,In vivo,,
7883,10116.0,CHEMBL623701,,50597,A,Rattus norvegicus,Intermediate,,,Pharmacokinetic studies were carried out to determine the clearance after administration at 20 mg/kg intravenously in rat,,N,1,3747,,In vivo,,
7884,10116.0,CHEMBL623702,,50597,A,Rattus norvegicus,Intermediate,,,Pharmacokinetic parameter plasma clearance was determined at when a dose of 1 mg/kg is administered,,N,1,16366,1969.0,In vivo,,Plasma
7885,10116.0,CHEMBL623703,,50597,A,Rattus norvegicus,Intermediate,,,Plasma Clearance measured at steady-state following iv infusion at 0.6 mg/kg/h in rats,,N,1,4199,,In vivo,,
7886,10116.0,CHEMBL623704,,50597,A,Rattus norvegicus,Intermediate,,,Plasma clearance in rat was determined,,N,1,17267,,In vivo,,
7887,10116.0,CHEMBL623705,,50597,A,Rattus norvegicus,Intermediate,,,Plasma clearance in rat after administration of 2 mg/kg iv,,N,1,6535,,In vivo,,
7888,10116.0,CHEMBL623706,,50597,A,Rattus norvegicus,Intermediate,,,Plasma clearance in rat after administration of 2 mg/kg iv,,N,1,6535,,In vivo,,
7889,10116.0,CHEMBL623707,,50597,A,Rattus norvegicus,Intermediate,,,Plasma clearance was determined,,N,1,5041,,In vivo,,
7890,10116.0,CHEMBL623708,,50597,A,Rattus norvegicus,Intermediate,,,Plasma clearance in rat,,N,1,5960,,In vivo,,
7891,10116.0,CHEMBL623709,,50597,A,Rattus norvegicus,Intermediate,,,Plasma clearance in rat after intravenous administration at a concentration 0.5 mg/kg,,N,1,5937,,In vivo,,
7892,10116.0,CHEMBL623710,,50597,A,Rattus norvegicus,Intermediate,,,Plasma clearance in rat by iv administration,,N,1,5871,,In vivo,,
7893,10116.0,CHEMBL623711,,50597,A,Rattus norvegicus,Intermediate,,,Plasma clearance in rat by iv administration at a dose of 3 mg/kg,,N,1,5874,,In vivo,,
7894,10116.0,CHEMBL623712,,50597,A,Rattus norvegicus,Intermediate,,,Plasma clearance in rat p.o.,,N,1,6504,,In vivo,,
7895,10116.0,CHEMBL623713,,50597,A,Rattus norvegicus,Intermediate,,,Plasma clearance in rats,,N,1,6803,,In vivo,,
7896,10116.0,CHEMBL623714,,50597,A,Rattus norvegicus,Intermediate,,,Plasma clearance was determined; ND denotes no data,,N,1,5041,,In vivo,,
7897,10116.0,CHEMBL623715,,50597,A,Rattus norvegicus,Intermediate,,,Plasma clearance was determined; ND denotes not determined,,N,1,5041,,In vivo,,
7898,10116.0,CHEMBL623716,,50597,A,Rattus norvegicus,Intermediate,,,Plasma clearance was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after iv administration,,N,1,1916,,In vivo,,
7899,10116.0,CHEMBL622980,,50597,A,Rattus norvegicus,Intermediate,,,Plasma clearance was determined in female Sprague-Dawley rats following intravenous (iv) administration of drug (1 mg/kg).,,N,1,5199,,In vivo,,
7900,10116.0,CHEMBL622981,,50597,A,Rattus norvegicus,Intermediate,,,Plasma administration to rats,,N,1,16367,,In vivo,,
7901,10116.0,CHEMBL622982,,50597,A,Rattus norvegicus,Intermediate,,,Plasma clearance of the compound in female Sprague-Dawley rats,,N,1,6362,,In vivo,,
7902,10116.0,CHEMBL622983,,50597,A,Rattus norvegicus,Intermediate,,,Plasma clearance was observed after intravenous administration in rat,,N,1,15662,,In vivo,,
7903,10116.0,CHEMBL622984,,50597,A,Rattus norvegicus,Intermediate,,,Systemic clearance after intravenous administration (5.0 mg/kg) was determined in rat,,N,1,6215,,In vivo,,
7904,10116.0,CHEMBL622985,,50597,A,Rattus norvegicus,Intermediate,,,Tested for systemic clearance upon intravenous administration of 5.0 mg/Kg dose in rat,,N,1,1466,,In vivo,,
7905,10116.0,CHEMBL623631,,50597,A,Rattus norvegicus,Intermediate,,,plasma clearance was observed after intravenous administration in rat,,N,1,15662,1969.0,In vivo,,Plasma
7906,10116.0,CHEMBL623632,,50597,A,Rattus norvegicus,Intermediate,,,In vivo CL/F determined,,N,1,4723,,In vivo,,
7907,10116.0,CHEMBL623633,,50597,A,Rattus norvegicus,Intermediate,,,Pharmacokinetic parameter plasma clearance was determined at 2 mg/kg i.v. dose in rats,,N,1,2792,1969.0,In vivo,,Plasma
7908,10116.0,CHEMBL623634,,50597,A,Rattus norvegicus,Intermediate,,,Pharmacokinetic parameter plasma clearance was determined at 5 mg/kg i.v. dose in rats,,N,1,2792,1969.0,In vivo,,Plasma
7909,10116.0,CHEMBL623635,,50597,A,Rattus norvegicus,Intermediate,,,Compound was tested for the lower blood clearance in rat,,N,1,5213,,In vivo,,
7910,10116.0,CHEMBL621195,,50597,A,Rattus norvegicus,Intermediate,,,Evaluated for the low clearance in rat (in vivo),,N,1,4687,,In vivo,,
7911,10116.0,CHEMBL621196,,50597,A,Rattus norvegicus,Intermediate,,,Pharmacokinetic property (CLb)of the compound was determined in rat,,N,1,3371,,In vivo,,
7912,10116.0,CHEMBL875287,,50597,A,Rattus norvegicus,Intermediate,,,Rapid clearance after intravenous administration in rat was determined,,N,1,4690,,In vivo,,
7913,10116.0,CHEMBL621197,,50597,A,Rattus norvegicus,Intermediate,,,Clearance measured in rat,,N,1,5702,,In vivo,,
7914,10116.0,CHEMBL621198,,50597,A,Rattus norvegicus,Intermediate,,,Compound was evaluated for plasma clearance in rat,,N,1,740,1969.0,In vivo,,Plasma
7915,10116.0,CHEMBL621199,,50597,A,Rattus norvegicus,Intermediate,,,Low plasma clearance was calculated in rat,,N,1,4853,1969.0,In vivo,,Plasma
7916,10116.0,CHEMBL621200,,50597,A,Rattus norvegicus,Intermediate,,,Pharmacokinetic property (Clp) in rat,,N,1,5789,,In vivo,,
7917,10116.0,CHEMBL621201,,50597,A,Rattus norvegicus,Intermediate,,,Plasma clearance in dog at a dose of 1 uM/kg in rat was determined,,N,1,4527,,In vivo,,
7918,10116.0,CHEMBL621202,,50597,A,Rattus norvegicus,Intermediate,,,Plasma clearance in rat at a dose of 10 uM/kg in rat was determined,,N,1,4527,,In vivo,,
7919,10116.0,CHEMBL621203,,50597,A,Rattus norvegicus,Intermediate,,,Plasma clearance after IV dosing at 0.5 mg/kg in rat,,N,1,6518,,In vivo,,
7920,10116.0,CHEMBL621204,,50597,A,Rattus norvegicus,Intermediate,,,Plasma clearance after IV dosing at 1 mg/kg in rat,,N,1,6518,,In vivo,,
7921,10116.0,CHEMBL621205,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat heart in the presence of 0.01 M Gd/0.01 M GdDTPA-AEP,,N,1,9866,948.0,In vivo,,Heart
7922,10116.0,CHEMBL621206,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat heart in the presence of 0.01 M GdDTPA-BDP,,N,1,9866,948.0,In vivo,,Heart
7923,10116.0,CHEMBL621207,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat heart in the presence of 0.01 M/0.08 M GdDTPA-AEP,,N,1,9866,948.0,In vivo,,Heart
7924,10116.0,CHEMBL621208,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat heart in the presence of 0.05 M /0.05 M GdDTPA-AEP,,N,1,9866,948.0,In vivo,,Heart
7925,10116.0,CHEMBL621209,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat heart in the presence of 0.05 M Gd/0.15 M lig,,N,1,9866,948.0,In vivo,,Heart
7926,10116.0,CHEMBL876484,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat heart in the presence of 0.05 M GdDTPA-BDP,,N,1,9866,948.0,In vivo,,Heart
7927,10116.0,CHEMBL621210,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat heart in the presence of 0.05 M/0.08 M GdDTPA-HPDP,,N,1,9866,948.0,In vivo,,Heart
7928,10116.0,CHEMBL621211,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat heart in the presence of 0.10 M GdDTPA-BDP,,N,1,9866,948.0,In vivo,,Heart
7929,10116.0,CHEMBL621212,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat heart in the presence of 0.10 M/0.11 M GdDTPA-AEP,,N,1,9866,948.0,In vivo,,Heart
7930,10116.0,CHEMBL621213,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat heart in the presence of GdDTPA at 15 min,,N,1,9866,948.0,In vivo,,Heart
7931,10116.0,CHEMBL621214,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat heart in the presence of GdDTPA at 1 hr,,N,1,9866,948.0,In vivo,,Heart
7932,10116.0,CHEMBL621215,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat heart in the presence of GdDTPA at 30 min,,N,1,9866,948.0,In vivo,,Heart
7933,10116.0,CHEMBL621216,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat heart in the presence of GdDTPA at 4 hr,,N,1,9866,948.0,In vivo,,Heart
7934,10116.0,CHEMBL621217,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat heart in the presence of GdDTPA-BDP at 1 hr,,N,1,9866,948.0,In vivo,,Heart
7935,10116.0,CHEMBL621218,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat heart in the presence of GdDTPA-BDP at 30 min,,N,1,9866,948.0,In vivo,,Heart
7936,10116.0,CHEMBL621219,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat heart in the presence of GdDTPA-BDP at 4 hr,,N,1,9866,948.0,In vivo,,Heart
7937,10116.0,CHEMBL621220,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat heart in the presence of GdDTPA-BDPat 15 min,,N,1,9866,948.0,In vivo,,Heart
7938,10116.0,CHEMBL621221,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat heart in the presence of GdDTPA-HPDP at 1 hr,,N,1,9866,948.0,In vivo,,Heart
7939,10116.0,CHEMBL621222,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat heart in the presence of GdDTPA-HPDP at 30 min,,N,1,9866,948.0,In vivo,,Heart
7940,10116.0,CHEMBL621223,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat heart in the presence of GdDTPA-HPDP at 4 hr,,N,1,9866,948.0,In vivo,,Heart
7941,10116.0,CHEMBL876485,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat heart in the presence of GdDTPA-HPDPat 15 min,,N,1,9866,948.0,In vivo,,Heart
7942,10116.0,CHEMBL621224,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat heart in the presence of NAC Gd/0.01 M GdDTPA-HPDP,,N,1,9866,948.0,In vivo,,Heart
7943,10116.0,CHEMBL621225,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat heart in the presence of NCA Gd/0.01 M lip,,N,1,9866,948.0,In vivo,,Heart
7944,10116.0,CHEMBL621226,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat heart in the presence of NCAGd/0.01 M lig,,N,1,9866,948.0,In vivo,,Heart
7945,10116.0,CHEMBL621227,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat kidney in the presence of 0.01 M GdDTPA-BDP,,N,1,9866,2113.0,In vivo,,Kidney
7946,10116.0,CHEMBL621228,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat kidney in the presence of 0.01 M/0.01 M GdDTPA-AEP,,N,1,9866,2113.0,In vivo,,Kidney
7947,10116.0,CHEMBL621229,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat kidney in the presence of 0.01 M/0.08 M GdDTPA-AEP,,N,1,9866,2113.0,In vivo,,Kidney
7948,10116.0,CHEMBL621230,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat kidney in the presence of 0.05 M Gd/0.15 M lig,,N,1,9866,2113.0,In vivo,,Kidney
7949,10116.0,CHEMBL621231,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat kidney in the presence of 0.05 M GdDTPA-BDP; ND=No data,,N,1,9866,2113.0,In vivo,,Kidney
7950,10116.0,CHEMBL621232,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat kidney in the presence of 0.05 M/0.05 M GdDTPA-AEP,,N,1,9866,2113.0,In vivo,,Kidney
7951,10116.0,CHEMBL621233,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat kidney in the presence of 0.05 M/0.08 M GdDTPA-HPDP,,N,1,9866,2113.0,In vivo,,Kidney
7952,10116.0,CHEMBL621234,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat kidney in the presence of 0.10 M GdDTPA-BDP,,N,1,9866,2113.0,In vivo,,Kidney
7953,10116.0,CHEMBL621235,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat kidney in the presence of 0.10 M/0.11 M GdDTPA-AEP; ND=No data,,N,1,9866,2113.0,In vivo,,Kidney
7954,10116.0,CHEMBL621236,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat kidney in the presence of NAC Gd/0.01 M GdDTPA-HPDP,,N,1,9866,2113.0,In vivo,,Kidney
