Fiscal year,Trade development (marker),Bilateral aid (international marker),Organisation sub-class,Section ID,Regional program (marker),Children issues (marker),ICT as a tool for development (marker),Biodiversity (marker),CountryRegion name,Amount spent,Indigenous issues (marker),CountryRegion percent,Organisation type,Status,FSTC percent,Urban issues (marker),Continent ID,Enviromental sustainability (marker),Branch ID,CIDA business delivery model (old),Programming process (new),Youth issues (marker),Desertification (marker),IRTC percent,Participatory development and good governance,Disability issues (marker),Knowledge for development (marker),Gender equality (marker),Organisation ID,Organisation name,Organisation class,Continent name,Project Browser country ID,CountryRegion ID,Sector ID,Sector name,Sector percent
2009/2010,0,1,NGO,S6213,0,0,0,0,El Salvador,769.791,0,0.11,Canadian Non-Profit Making,Closed,0.8,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,2,1006082,The Hincks-Dellcrest Centre,Civil Society,America,SV,SV,99820,Promotion of development awareness,0.05
2009/2010,0,1,NGO,S6213,0,0,0,0,Uganda,2099.43,0,0.1,Canadian Non-Profit Making,Closed,0.8,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,2,1006082,The Hincks-Dellcrest Centre,Civil Society,Africa,UG,UG,11110,Education policy and administrative management,0.15
2009/2010,0,1,NGO,S6213,0,0,0,0,Uganda,699.81,0,0.1,Canadian Non-Profit Making,Closed,0.8,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,2,1006082,The Hincks-Dellcrest Centre,Civil Society,Africa,UG,UG,11130,Teacher training,0.05
2009/2010,0,1,NGO,S6213,0,0,0,0,Uganda,6998.1,0,0.1,Canadian Non-Profit Making,Closed,0.8,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,2,1006082,The Hincks-Dellcrest Centre,Civil Society,Africa,UG,UG,11240,Early childhood education,0.5
2009/2010,0,1,NGO,S6213,0,0,0,0,Uganda,3499.05,0,0.1,Canadian Non-Profit Making,Closed,0.8,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,2,1006082,The Hincks-Dellcrest Centre,Civil Society,Africa,UG,UG,12281,Health personnel development,0.25
2009/2010,0,1,NGO,S6213,0,0,0,0,Uganda,699.81,0,0.1,Canadian Non-Profit Making,Closed,0.8,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,2,1006082,The Hincks-Dellcrest Centre,Civil Society,Africa,UG,UG,99820,Promotion of development awareness,0.05
2009/2010,0,1,NGO,S6212,0,0,0,0,Nicaragua,30511.8,0,1.0,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1002364,M�decins du Monde Canada,Civil Society,America,NI,NI,12220,Basic health care,0.2
2009/2010,0,1,NGO,S6212,0,0,0,0,Nicaragua,30511.8,0,1.0,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1002364,M�decins du Monde Canada,Civil Society,America,NI,NI,12250,Infectious disease control,0.2
2009/2010,0,1,NGO,S6212,0,0,0,0,Nicaragua,30511.8,0,1.0,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1002364,M�decins du Monde Canada,Civil Society,America,NI,NI,12261,Health education,0.2
2009/2010,0,1,NGO,S6212,0,0,0,0,Nicaragua,30511.8,0,1.0,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1002364,M�decins du Monde Canada,Civil Society,America,NI,NI,13030,Family planning,0.2
2009/2010,0,1,NGO,S6212,0,0,0,0,Nicaragua,30511.8,0,1.0,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1002364,M�decins du Monde Canada,Civil Society,America,NI,NI,15160,Human rights,0.2
2009/2010,0,1,NGO,S6215,0,0,0,0,Cambodia,157206.0,0,1.0,Canadian Non-Profit Making,Closed,1.0,0,3,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1002022,IDE - International Development Enterprises Association Inc,Civil Society,Asia,KH,KH,31150,Agricultural inputs,0.5
2009/2010,0,1,NGO,S6215,0,0,0,0,Cambodia,157206.0,0,1.0,Canadian Non-Profit Making,Closed,1.0,0,3,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1002022,IDE - International Development Enterprises Association Inc,Civil Society,Asia,KH,KH,31161,Food crop production,0.5
2009/2010,0,1,NGO,S6215,0,0,0,0,Bolivia,11812.5,0,0.21,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,America,BO,BO,11130,Teacher training,0.03
2009/2010,0,1,NGO,S6215,0,0,0,0,Bolivia,11812.5,0,0.21,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,America,BO,BO,11220,Primary education,0.03
2009/2010,0,1,NGO,S6215,0,0,0,0,Bolivia,11812.5,0,0.21,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,America,BO,BO,12261,Health education,0.03
2009/2010,0,1,NGO,S6215,0,0,0,0,Bolivia,15750.0,0,0.21,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,America,BO,BO,12281,Health personnel development,0.04
2009/2010,0,1,NGO,S6215,0,0,0,0,Bolivia,19687.5,0,0.21,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,America,BO,BO,13040,STD control including HIV/AIDS,0.05
2009/2010,0,1,NGO,S6215,0,0,0,0,Bolivia,15750.0,0,0.21,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,America,BO,BO,14031,Basic drinking water supply,0.04
2009/2010,0,1,NGO,S6215,0,0,0,0,Bolivia,15750.0,0,0.21,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,America,BO,BO,14032,Basic sanitation,0.04
2009/2010,0,1,NGO,S6215,0,0,0,0,Bolivia,102375.0,0,0.21,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,America,BO,BO,15150,Democratic participation and civil society,0.26
2009/2010,0,1,NGO,S6215,0,0,0,0,Bolivia,39375.0,0,0.21,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,America,BO,BO,15160,Human rights,0.1
2009/2010,0,1,NGO,S6215,0,0,0,0,Bolivia,39375.0,0,0.21,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,America,BO,BO,25010,Business support services and institutions,0.1
2009/2010,0,1,NGO,S6215,0,0,0,0,Bolivia,15750.0,0,0.21,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,America,BO,BO,31150,Agricultural inputs,0.04
2009/2010,0,1,NGO,S6215,0,0,0,0,Bolivia,43312.5,0,0.21,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,America,BO,BO,31166,Agricultural extension,0.11
2009/2010,0,1,NGO,S6215,0,0,0,0,Bolivia,11812.5,0,0.21,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,America,BO,BO,41010,Environmental policy and administrative management,0.03
2009/2010,0,1,NGO,S6215,0,0,0,0,Bolivia,39375.0,0,0.21,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,America,BO,BO,41081,Environmental education/training,0.1
2009/2010,0,1,NGO,S6215,0,0,0,0,India,10687.5,0,0.19,Canadian Non-Profit Making,Closed,1.0,0,3,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,Asia,IN,IN,11130,Teacher training,0.03
2009/2010,0,1,NGO,S6215,0,0,0,0,India,10687.5,0,0.19,Canadian Non-Profit Making,Closed,1.0,0,3,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,Asia,IN,IN,11220,Primary education,0.03
2009/2010,0,1,NGO,S6215,0,0,0,0,India,10687.5,0,0.19,Canadian Non-Profit Making,Closed,1.0,0,3,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,Asia,IN,IN,12261,Health education,0.03
2009/2010,0,1,NGO,S6215,0,0,0,0,India,14250.0,0,0.19,Canadian Non-Profit Making,Closed,1.0,0,3,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,Asia,IN,IN,12281,Health personnel development,0.04
2009/2010,0,1,NGO,S6215,0,0,0,0,India,17812.5,0,0.19,Canadian Non-Profit Making,Closed,1.0,0,3,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,Asia,IN,IN,13040,STD control including HIV/AIDS,0.05
2009/2010,0,1,NGO,S6215,0,0,0,0,India,14250.0,0,0.19,Canadian Non-Profit Making,Closed,1.0,0,3,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,Asia,IN,IN,14031,Basic drinking water supply,0.04
2009/2010,0,1,NGO,S6215,0,0,0,0,India,14250.0,0,0.19,Canadian Non-Profit Making,Closed,1.0,0,3,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,Asia,IN,IN,14032,Basic sanitation,0.04
2009/2010,0,1,NGO,S6215,0,0,0,0,India,92625.0,0,0.19,Canadian Non-Profit Making,Closed,1.0,0,3,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,Asia,IN,IN,15150,Democratic participation and civil society,0.26
2009/2010,0,1,NGO,S6215,0,0,0,0,India,35625.0,0,0.19,Canadian Non-Profit Making,Closed,1.0,0,3,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,Asia,IN,IN,15160,Human rights,0.1
2009/2010,0,1,NGO,S6215,0,0,0,0,India,35625.0,0,0.19,Canadian Non-Profit Making,Closed,1.0,0,3,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,Asia,IN,IN,25010,Business support services and institutions,0.1
2009/2010,0,1,NGO,S6215,0,0,0,0,India,14250.0,0,0.19,Canadian Non-Profit Making,Closed,1.0,0,3,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,Asia,IN,IN,31150,Agricultural inputs,0.04
2009/2010,0,1,NGO,S6215,0,0,0,0,India,39187.5,0,0.19,Canadian Non-Profit Making,Closed,1.0,0,3,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,Asia,IN,IN,31166,Agricultural extension,0.11
2009/2010,0,1,NGO,S6215,0,0,0,0,India,10687.5,0,0.19,Canadian Non-Profit Making,Closed,1.0,0,3,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,Asia,IN,IN,41010,Environmental policy and administrative management,0.03
2009/2010,0,1,NGO,S6215,0,0,0,0,India,35625.0,0,0.19,Canadian Non-Profit Making,Closed,1.0,0,3,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,Asia,IN,IN,41081,Environmental education/training,0.1
2009/2010,0,1,NGO,S6215,0,0,0,0,Mozambique,11812.5,0,0.21,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,Africa,MZ,MZ,11130,Teacher training,0.03
2009/2010,0,1,NGO,S6215,0,0,0,0,Mozambique,11812.5,0,0.21,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,Africa,MZ,MZ,11220,Primary education,0.03
2009/2010,0,1,NGO,S6215,0,0,0,0,Mozambique,11812.5,0,0.21,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,Africa,MZ,MZ,12261,Health education,0.03
2009/2010,0,1,NGO,S6215,0,0,0,0,Mozambique,15750.0,0,0.21,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,Africa,MZ,MZ,12281,Health personnel development,0.04
2009/2010,0,1,NGO,S6215,0,0,0,0,Mozambique,19687.5,0,0.21,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,Africa,MZ,MZ,13040,STD control including HIV/AIDS,0.05
2009/2010,0,1,NGO,S6215,0,0,0,0,Mozambique,15750.0,0,0.21,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,Africa,MZ,MZ,14031,Basic drinking water supply,0.04
2009/2010,0,1,NGO,S6215,0,0,0,0,Mozambique,15750.0,0,0.21,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,Africa,MZ,MZ,14032,Basic sanitation,0.04
2009/2010,0,1,NGO,S6215,0,0,0,0,Mozambique,102375.0,0,0.21,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,Africa,MZ,MZ,15150,Democratic participation and civil society,0.26
2009/2010,0,1,NGO,S6215,0,0,0,0,Mozambique,39375.0,0,0.21,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,Africa,MZ,MZ,15160,Human rights,0.1
2009/2010,0,1,NGO,S6215,0,0,0,0,Mozambique,39375.0,0,0.21,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,Africa,MZ,MZ,25010,Business support services and institutions,0.1
2009/2010,0,1,NGO,S6215,0,0,0,0,Mozambique,15750.0,0,0.21,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,Africa,MZ,MZ,31150,Agricultural inputs,0.04
2009/2010,0,1,NGO,S6215,0,0,0,0,Mozambique,43312.5,0,0.21,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,Africa,MZ,MZ,31166,Agricultural extension,0.11
2009/2010,0,1,NGO,S6215,0,0,0,0,Mozambique,11812.5,0,0.21,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,Africa,MZ,MZ,41010,Environmental policy and administrative management,0.03
2009/2010,0,1,NGO,S6215,0,0,0,0,Mozambique,39375.0,0,0.21,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,Africa,MZ,MZ,41081,Environmental education/training,0.1
2009/2010,0,1,NGO,S6215,0,0,0,0,Peru,9000.0,0,0.16,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,America,PE,PE,11130,Teacher training,0.03
2009/2010,0,1,NGO,S6215,0,0,0,0,Peru,9000.0,0,0.16,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,America,PE,PE,11220,Primary education,0.03
2009/2010,0,1,NGO,S6215,0,0,0,0,Peru,9000.0,0,0.16,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,America,PE,PE,12261,Health education,0.03
2009/2010,0,1,NGO,S6215,0,0,0,0,Peru,12000.0,0,0.16,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,America,PE,PE,12281,Health personnel development,0.04
2009/2010,0,1,NGO,S6215,0,0,0,0,Peru,15000.0,0,0.16,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,America,PE,PE,13040,STD control including HIV/AIDS,0.05
2009/2010,0,1,NGO,S6215,0,0,0,0,Peru,12000.0,0,0.16,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,America,PE,PE,14031,Basic drinking water supply,0.04
2009/2010,0,1,NGO,S6215,0,0,0,0,Peru,12000.0,0,0.16,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,America,PE,PE,14032,Basic sanitation,0.04
2009/2010,0,1,NGO,S6215,0,0,0,0,Peru,78000.0,0,0.16,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,America,PE,PE,15150,Democratic participation and civil society,0.26
2009/2010,0,1,NGO,S6215,0,0,0,0,Peru,30000.0,0,0.16,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,America,PE,PE,15160,Human rights,0.1
2009/2010,0,1,NGO,S6215,0,0,0,0,Peru,30000.0,0,0.16,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,America,PE,PE,25010,Business support services and institutions,0.1
2009/2010,0,1,NGO,S6215,0,0,0,0,Peru,12000.0,0,0.16,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,America,PE,PE,31150,Agricultural inputs,0.04
2009/2010,0,1,NGO,S6215,0,0,0,0,Peru,33000.0,0,0.16,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,America,PE,PE,31166,Agricultural extension,0.11
2009/2010,0,1,NGO,S6215,0,0,0,0,Peru,9000.0,0,0.16,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,America,PE,PE,41010,Environmental policy and administrative management,0.03
2009/2010,0,1,NGO,S6215,0,0,0,0,Peru,30000.0,0,0.16,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,America,PE,PE,41081,Environmental education/training,0.1
2009/2010,0,1,NGO,S6215,0,0,0,0,Zambia,12937.5,0,0.23,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,Africa,ZM,ZM,11130,Teacher training,0.03
2009/2010,0,1,NGO,S6215,0,0,0,0,Zambia,12937.5,0,0.23,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,Africa,ZM,ZM,11220,Primary education,0.03
2009/2010,0,1,NGO,S6215,0,0,0,0,Zambia,12937.5,0,0.23,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,Africa,ZM,ZM,12261,Health education,0.03
2009/2010,0,1,NGO,S6215,0,0,0,0,Zambia,17250.0,0,0.23,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,Africa,ZM,ZM,12281,Health personnel development,0.04
2009/2010,0,1,NGO,S6215,0,0,0,0,Zambia,21562.5,0,0.23,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,Africa,ZM,ZM,13040,STD control including HIV/AIDS,0.05
2009/2010,0,1,NGO,S6215,0,0,0,0,Zambia,17250.0,0,0.23,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,Africa,ZM,ZM,14031,Basic drinking water supply,0.04
2009/2010,0,1,NGO,S6215,0,0,0,0,Zambia,17250.0,0,0.23,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,Africa,ZM,ZM,14032,Basic sanitation,0.04
2009/2010,0,1,NGO,S6215,0,0,0,0,Zambia,112125.0,0,0.23,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,Africa,ZM,ZM,15150,Democratic participation and civil society,0.26
2009/2010,0,1,NGO,S6215,0,0,0,0,Zambia,43125.0,0,0.23,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,Africa,ZM,ZM,15160,Human rights,0.1
2009/2010,0,1,NGO,S6215,0,0,0,0,Zambia,43125.0,0,0.23,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,Africa,ZM,ZM,25010,Business support services and institutions,0.1
2009/2010,0,1,NGO,S6215,0,0,0,0,Zambia,17250.0,0,0.23,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,Africa,ZM,ZM,31150,Agricultural inputs,0.04
2009/2010,0,1,NGO,S6215,0,0,0,0,Zambia,47437.5,0,0.23,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,Africa,ZM,ZM,31166,Agricultural extension,0.11
2009/2010,0,1,NGO,S6215,0,0,0,0,Zambia,12937.5,0,0.23,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,Africa,ZM,ZM,41010,Environmental policy and administrative management,0.03
2009/2010,0,1,NGO,S6215,0,0,0,0,Zambia,43125.0,0,0.23,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,1,0,0,1,1001619,Canadian Lutheran World Relief,Civil Society,Africa,ZM,ZM,41081,Environmental education/training,0.1
2009/2010,0,1,NGO,S6218,0,0,0,0,Bolivia,14299.2,0,0.06,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1001437,United Church of Canada Division of World Outreach,Civil Society,America,BO,BO,11230,Basic life skills for youth and adults,0.24
2009/2010,0,1,NGO,S6218,0,0,0,0,Bolivia,14895.0,0,0.06,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1001437,United Church of Canada Division of World Outreach,Civil Society,America,BO,BO,12220,Basic health care,0.25
2009/2010,0,1,NGO,S6218,0,0,0,0,Bolivia,14895.0,0,0.06,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1001437,United Church of Canada Division of World Outreach,Civil Society,America,BO,BO,15150,Democratic participation and civil society,0.25
2009/2010,0,1,NGO,S6218,0,0,0,0,Bolivia,14895.0,0,0.06,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1001437,United Church of Canada Division of World Outreach,Civil Society,America,BO,BO,25010,Business support services and institutions,0.25
