fsclr,sctrd,clmtchngdpttn(mrkr),rgnstnclss,prjctbrwsrcntrd,cdbsnssdlvrmdl(ld),dvsnnm,knwldgfrdvlpmnt(mrkr),ntdmnt(prjct-lvlbdgt),stts,gndrqlt(mrkr),thsss(mrkr),prjctnmbr,prgrmmngprcss(nw),fndcntrd,bdvrst(mrkr),rbnsss(mrkr),chldrnsss(mrkr),ndgnssss(mrkr),dsbltsss(mrkr),ctstlfrdvlpmnt(mrkr),rgnstnd,rgnstnnm,rgnstntp,rgnstnsb-clss,cntnntd,cntnntnm,cntrrgnd,cntrrgnnm,cntrrgnprcnt,sctrnm,sctrprcnt,mntspnt
2009/2010,12261,0,Civil Society,TZ,Responsive,KSD Social Development Partnerships,0,562050.0,Closed,2,0,S063412PRG,Uncoded: Pre-APP,6161,0,0,0,0,0,0,1002175,SEVA CANADA SOCIETY,Canadian Non-Profit Making,NGO,2,Africa,TZ,"Tanzania,Un Rep",0.5,Health education,0.4,37469.6
2009/2010,11220,0,Civil Society,BO,Responsive,KGD Sustainable Economic Growth Partner.,0,1732926.0,Closed,2,0,S063413PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001893,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,NGO,1,America,BO,Bolivia,0.18,Primary education,0.1,4505.13
2009/2010,12220,0,Civil Society,BO,Responsive,KGD Sustainable Economic Growth Partner.,0,1732926.0,Closed,2,0,S063413PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001893,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,NGO,1,America,BO,Bolivia,0.18,Basic health care,0.1,4505.13
2009/2010,14031,0,Civil Society,BO,Responsive,KGD Sustainable Economic Growth Partner.,0,1732926.0,Closed,2,0,S063413PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001893,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,NGO,1,America,BO,Bolivia,0.18,Basic drinking water supply,0.2,9010.26
2009/2010,14032,0,Civil Society,BO,Responsive,KGD Sustainable Economic Growth Partner.,0,1732926.0,Closed,2,0,S063413PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001893,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,NGO,1,America,BO,Bolivia,0.18,Basic sanitation,0.2,9010.26
2009/2010,31161,0,Civil Society,BO,Responsive,KGD Sustainable Economic Growth Partner.,0,1732926.0,Closed,2,0,S063413PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001893,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,NGO,1,America,BO,Bolivia,0.18,Food crop production,0.4,18020.52
2009/2010,11220,0,Civil Society,IN,Responsive,KGD Sustainable Economic Growth Partner.,0,1732926.0,Closed,2,0,S063413PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001893,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,NGO,3,Asia,IN,India,0.33,Primary education,0.1,8259.405
2009/2010,12220,0,Civil Society,IN,Responsive,KGD Sustainable Economic Growth Partner.,0,1732926.0,Closed,2,0,S063413PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001893,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,NGO,3,Asia,IN,India,0.33,Basic health care,0.1,8259.405
2009/2010,14031,0,Civil Society,IN,Responsive,KGD Sustainable Economic Growth Partner.,0,1732926.0,Closed,2,0,S063413PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001893,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,NGO,3,Asia,IN,India,0.33,Basic drinking water supply,0.2,16518.81
2009/2010,14032,0,Civil Society,IN,Responsive,KGD Sustainable Economic Growth Partner.,0,1732926.0,Closed,2,0,S063413PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001893,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,NGO,3,Asia,IN,India,0.33,Basic sanitation,0.2,16518.81
2009/2010,31161,0,Civil Society,IN,Responsive,KGD Sustainable Economic Growth Partner.,0,1732926.0,Closed,2,0,S063413PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001893,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,NGO,3,Asia,IN,India,0.33,Food crop production,0.4,33037.62
2009/2010,11220,0,Civil Society,KE,Responsive,KGD Sustainable Economic Growth Partner.,0,1732926.0,Closed,2,0,S063413PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001893,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,NGO,2,Africa,KE,Kenya,0.33,Primary education,0.1,8259.405
2009/2010,12220,0,Civil Society,KE,Responsive,KGD Sustainable Economic Growth Partner.,0,1732926.0,Closed,2,0,S063413PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001893,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,NGO,2,Africa,KE,Kenya,0.33,Basic health care,0.1,8259.405
2009/2010,14031,0,Civil Society,KE,Responsive,KGD Sustainable Economic Growth Partner.,0,1732926.0,Closed,2,0,S063413PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001893,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,NGO,2,Africa,KE,Kenya,0.33,Basic drinking water supply,0.2,16518.81
2009/2010,14032,0,Civil Society,KE,Responsive,KGD Sustainable Economic Growth Partner.,0,1732926.0,Closed,2,0,S063413PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001893,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,NGO,2,Africa,KE,Kenya,0.33,Basic sanitation,0.2,16518.81
2009/2010,31161,0,Civil Society,KE,Responsive,KGD Sustainable Economic Growth Partner.,0,1732926.0,Closed,2,0,S063413PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001893,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,NGO,2,Africa,KE,Kenya,0.33,Food crop production,0.4,33037.62
2009/2010,11220,0,Civil Society,RW,Responsive,KGD Sustainable Economic Growth Partner.,0,1732926.0,Closed,2,0,S063413PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001893,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,NGO,2,Africa,RW,Rwanda,0.16,Primary education,0.1,4004.56
2009/2010,12220,0,Civil Society,RW,Responsive,KGD Sustainable Economic Growth Partner.,0,1732926.0,Closed,2,0,S063413PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001893,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,NGO,2,Africa,RW,Rwanda,0.16,Basic health care,0.1,4004.56
2009/2010,14031,0,Civil Society,RW,Responsive,KGD Sustainable Economic Growth Partner.,0,1732926.0,Closed,2,0,S063413PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001893,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,NGO,2,Africa,RW,Rwanda,0.16,Basic drinking water supply,0.2,8009.12
2009/2010,14032,0,Civil Society,RW,Responsive,KGD Sustainable Economic Growth Partner.,0,1732926.0,Closed,2,0,S063413PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001893,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,NGO,2,Africa,RW,Rwanda,0.16,Basic sanitation,0.2,8009.12
2009/2010,31161,0,Civil Society,RW,Responsive,KGD Sustainable Economic Growth Partner.,0,1732926.0,Closed,2,0,S063413PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001893,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,NGO,2,Africa,RW,Rwanda,0.16,Food crop production,0.4,16018.24
2009/2010,15150,0,Civil Society,BD,Responsive,KGD Sustainable Economic Growth Partner.,0,0.0,Closed,2,0,S063414PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,NGO,3,Asia,BD,Bangladesh,0.17,Democratic participation and civil society,0.3,69723.42599999999
2009/2010,16050,0,Civil Society,BD,Responsive,KGD Sustainable Economic Growth Partner.,0,0.0,Closed,2,0,S063414PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,NGO,3,Asia,BD,Bangladesh,0.17,Multi-sector aid for basic social services,0.3,69723.42599999999
2009/2010,25010,0,Civil Society,BD,Responsive,KGD Sustainable Economic Growth Partner.,0,0.0,Closed,2,0,S063414PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,NGO,3,Asia,BD,Bangladesh,0.17,Business support services and institutions,0.05,11620.571000000002
2009/2010,31120,0,Civil Society,BD,Responsive,KGD Sustainable Economic Growth Partner.,0,0.0,Closed,2,0,S063414PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,NGO,3,Asia,BD,Bangladesh,0.17,Agricultural development,0.3,69723.42599999999
2009/2010,41010,0,Civil Society,BD,Responsive,KGD Sustainable Economic Growth Partner.,0,0.0,Closed,2,0,S063414PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,NGO,3,Asia,BD,Bangladesh,0.17,Environmental policy and administrative management,0.05,11620.571000000002
2009/2010,15150,0,Civil Society,KE,Responsive,KGD Sustainable Economic Growth Partner.,0,0.0,Closed,2,0,S063414PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,NGO,2,Africa,KE,Kenya,0.11,Democratic participation and civil society,0.3,45115.157999999996
2009/2010,16050,0,Civil Society,KE,Responsive,KGD Sustainable Economic Growth Partner.,0,0.0,Closed,2,0,S063414PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,NGO,2,Africa,KE,Kenya,0.11,Multi-sector aid for basic social services,0.3,45115.157999999996
2009/2010,25010,0,Civil Society,KE,Responsive,KGD Sustainable Economic Growth Partner.,0,0.0,Closed,2,0,S063414PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,NGO,2,Africa,KE,Kenya,0.11,Business support services and institutions,0.05,7519.193
2009/2010,31120,0,Civil Society,KE,Responsive,KGD Sustainable Economic Growth Partner.,0,0.0,Closed,2,0,S063414PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,NGO,2,Africa,KE,Kenya,0.11,Agricultural development,0.3,45115.157999999996
2009/2010,41010,0,Civil Society,KE,Responsive,KGD Sustainable Economic Growth Partner.,0,0.0,Closed,2,0,S063414PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,NGO,2,Africa,KE,Kenya,0.11,Environmental policy and administrative management,0.05,7519.193
2009/2010,15150,0,Civil Society,KH,Responsive,KGD Sustainable Economic Growth Partner.,0,0.0,Closed,2,0,S063414PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,NGO,3,Asia,KH,Cambodia,0.15,Democratic participation and civil society,0.3,61520.67
2009/2010,16050,0,Civil Society,KH,Responsive,KGD Sustainable Economic Growth Partner.,0,0.0,Closed,2,0,S063414PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,NGO,3,Asia,KH,Cambodia,0.15,Multi-sector aid for basic social services,0.3,61520.67
2009/2010,25010,0,Civil Society,KH,Responsive,KGD Sustainable Economic Growth Partner.,0,0.0,Closed,2,0,S063414PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,NGO,3,Asia,KH,Cambodia,0.15,Business support services and institutions,0.05,10253.445
2009/2010,31120,0,Civil Society,KH,Responsive,KGD Sustainable Economic Growth Partner.,0,0.0,Closed,2,0,S063414PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,NGO,3,Asia,KH,Cambodia,0.15,Agricultural development,0.3,61520.67
2009/2010,41010,0,Civil Society,KH,Responsive,KGD Sustainable Economic Growth Partner.,0,0.0,Closed,2,0,S063414PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,NGO,3,Asia,KH,Cambodia,0.15,Environmental policy and administrative management,0.05,10253.445
2009/2010,15150,0,Civil Society,MW,Responsive,KGD Sustainable Economic Growth Partner.,0,0.0,Closed,2,0,S063414PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,NGO,2,Africa,MW,Malawi,0.06,Democratic participation and civil society,0.3,24608.267999999996
2009/2010,16050,0,Civil Society,MW,Responsive,KGD Sustainable Economic Growth Partner.,0,0.0,Closed,2,0,S063414PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,NGO,2,Africa,MW,Malawi,0.06,Multi-sector aid for basic social services,0.3,24608.267999999996
2009/2010,25010,0,Civil Society,MW,Responsive,KGD Sustainable Economic Growth Partner.,0,0.0,Closed,2,0,S063414PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,NGO,2,Africa,MW,Malawi,0.06,Business support services and institutions,0.05,4101.378
2009/2010,31120,0,Civil Society,MW,Responsive,KGD Sustainable Economic Growth Partner.,0,0.0,Closed,2,0,S063414PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,NGO,2,Africa,MW,Malawi,0.06,Agricultural development,0.3,24608.267999999996
2009/2010,41010,0,Civil Society,MW,Responsive,KGD Sustainable Economic Growth Partner.,0,0.0,Closed,2,0,S063414PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,NGO,2,Africa,MW,Malawi,0.06,Environmental policy and administrative management,0.05,4101.378
2009/2010,15150,0,Civil Society,MZ,Responsive,KGD Sustainable Economic Growth Partner.,0,0.0,Closed,2,0,S063414PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,NGO,2,Africa,MZ,Mozambique,0.02,Democratic participation and civil society,0.3,8202.756
2009/2010,16050,0,Civil Society,MZ,Responsive,KGD Sustainable Economic Growth Partner.,0,0.0,Closed,2,0,S063414PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,NGO,2,Africa,MZ,Mozambique,0.02,Multi-sector aid for basic social services,0.3,8202.756
2009/2010,25010,0,Civil Society,MZ,Responsive,KGD Sustainable Economic Growth Partner.,0,0.0,Closed,2,0,S063414PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,NGO,2,Africa,MZ,Mozambique,0.02,Business support services and institutions,0.05,1367.126
2009/2010,31120,0,Civil Society,MZ,Responsive,KGD Sustainable Economic Growth Partner.,0,0.0,Closed,2,0,S063414PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,NGO,2,Africa,MZ,Mozambique,0.02,Agricultural development,0.3,8202.756
2009/2010,41010,0,Civil Society,MZ,Responsive,KGD Sustainable Economic Growth Partner.,0,0.0,Closed,2,0,S063414PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,NGO,2,Africa,MZ,Mozambique,0.02,Environmental policy and administrative management,0.05,1367.126
2009/2010,15150,0,Civil Society,TZ,Responsive,KGD Sustainable Economic Growth Partner.,0,0.0,Closed,2,0,S063414PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,NGO,2,Africa,TZ,"Tanzania,Un Rep",0.14,Democratic participation and civil society,0.3,57419.292
2009/2010,16050,0,Civil Society,TZ,Responsive,KGD Sustainable Economic Growth Partner.,0,0.0,Closed,2,0,S063414PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,NGO,2,Africa,TZ,"Tanzania,Un Rep",0.14,Multi-sector aid for basic social services,0.3,57419.292
2009/2010,25010,0,Civil Society,TZ,Responsive,KGD Sustainable Economic Growth Partner.,0,0.0,Closed,2,0,S063414PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,NGO,2,Africa,TZ,"Tanzania,Un Rep",0.14,Business support services and institutions,0.05,9569.882
2009/2010,31120,0,Civil Society,TZ,Responsive,KGD Sustainable Economic Growth Partner.,0,0.0,Closed,2,0,S063414PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,NGO,2,Africa,TZ,"Tanzania,Un Rep",0.14,Agricultural development,0.3,57419.292
2009/2010,41010,0,Civil Society,TZ,Responsive,KGD Sustainable Economic Growth Partner.,0,0.0,Closed,2,0,S063414PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,NGO,2,Africa,TZ,"Tanzania,Un Rep",0.14,Environmental policy and administrative management,0.05,9569.882
2009/2010,15150,0,Civil Society,UG,Responsive,KGD Sustainable Economic Growth Partner.,0,0.0,Closed,2,0,S063414PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,NGO,2,Africa,UG,Uganda,0.19,Democratic participation and civil society,0.3,77926.182
2009/2010,16050,0,Civil Society,UG,Responsive,KGD Sustainable Economic Growth Partner.,0,0.0,Closed,2,0,S063414PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,NGO,2,Africa,UG,Uganda,0.19,Multi-sector aid for basic social services,0.3,77926.182
2009/2010,25010,0,Civil Society,UG,Responsive,KGD Sustainable Economic Growth Partner.,0,0.0,Closed,2,0,S063414PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,NGO,2,Africa,UG,Uganda,0.19,Business support services and institutions,0.05,12987.697
2009/2010,31120,0,Civil Society,UG,Responsive,KGD Sustainable Economic Growth Partner.,0,0.0,Closed,2,0,S063414PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,NGO,2,Africa,UG,Uganda,0.19,Agricultural development,0.3,77926.182
2009/2010,41010,0,Civil Society,UG,Responsive,KGD Sustainable Economic Growth Partner.,0,0.0,Closed,2,0,S063414PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,NGO,2,Africa,UG,Uganda,0.19,Environmental policy and administrative management,0.05,12987.697
2009/2010,15150,0,Civil Society,ZM,Responsive,KGD Sustainable Economic Growth Partner.,0,0.0,Closed,2,0,S063414PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,NGO,2,Africa,ZM,Zambia,0.16,Democratic participation and civil society,0.3,65622.048
2009/2010,16050,0,Civil Society,ZM,Responsive,KGD Sustainable Economic Growth Partner.,0,0.0,Closed,2,0,S063414PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,NGO,2,Africa,ZM,Zambia,0.16,Multi-sector aid for basic social services,0.3,65622.048
2009/2010,25010,0,Civil Society,ZM,Responsive,KGD Sustainable Economic Growth Partner.,0,0.0,Closed,2,0,S063414PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,NGO,2,Africa,ZM,Zambia,0.16,Business support services and institutions,0.05,10937.008
2009/2010,31120,0,Civil Society,ZM,Responsive,KGD Sustainable Economic Growth Partner.,0,0.0,Closed,2,0,S063414PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,NGO,2,Africa,ZM,Zambia,0.16,Agricultural development,0.3,65622.048
2009/2010,41010,0,Civil Society,ZM,Responsive,KGD Sustainable Economic Growth Partner.,0,0.0,Closed,2,0,S063414PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,NGO,2,Africa,ZM,Zambia,0.16,Environmental policy and administrative management,0.05,10937.008
2009/2010,24040,0,Civil Society,BD,Responsive,KGD Sustainable Economic Growth Partner.,1,0.0,Closed,2,0,S063415PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1002249,World Relief Canada,Canadian Non-Profit Making,NGO,3,Asia,BD,Bangladesh,0.26,Informal/semi-formal financial intermediaries,0.99,128699.7426
2009/2010,99820,0,Civil Society,BD,Responsive,KGD Sustainable Economic Growth Partner.,1,0.0,Closed,2,0,S063415PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1002249,World Relief Canada,Canadian Non-Profit Making,NGO,3,Asia,BD,Bangladesh,0.26,Promotion of development awareness,0.01,1299.9974
2009/2010,24040,0,Civil Society,BI,Responsive,KGD Sustainable Economic Growth Partner.,1,0.0,Closed,2,0,S063415PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1002249,World Relief Canada,Canadian Non-Profit Making,NGO,2,Africa,BI,Burundi,0.18,Informal/semi-formal financial intermediaries,0.99,89099.8218
2009/2010,99820,0,Civil Society,BI,Responsive,KGD Sustainable Economic Growth Partner.,1,0.0,Closed,2,0,S063415PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1002249,World Relief Canada,Canadian Non-Profit Making,NGO,2,Africa,BI,Burundi,0.18,Promotion of development awareness,0.01,899.9982
2009/2010,24040,0,Civil Society,CA,Responsive,KGD Sustainable Economic Growth Partner.,1,0.0,Closed,2,0,S063415PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1002249,World Relief Canada,Canadian Non-Profit Making,NGO,1,America,CA,Canada,0.02,Informal/semi-formal financial intermediaries,0.99,9899.9802
2009/2010,99820,0,Civil Society,CA,Responsive,KGD Sustainable Economic Growth Partner.,1,0.0,Closed,2,0,S063415PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1002249,World Relief Canada,Canadian Non-Profit Making,NGO,1,America,CA,Canada,0.02,Promotion of development awareness,0.01,99.9998
2009/2010,24040,0,Civil Society,KH,Responsive,KGD Sustainable Economic Growth Partner.,1,0.0,Closed,2,0,S063415PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1002249,World Relief Canada,Canadian Non-Profit Making,NGO,3,Asia,KH,Cambodia,0.18,Informal/semi-formal financial intermediaries,0.99,89099.8218
2009/2010,99820,0,Civil Society,KH,Responsive,KGD Sustainable Economic Growth Partner.,1,0.0,Closed,2,0,S063415PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1002249,World Relief Canada,Canadian Non-Profit Making,NGO,3,Asia,KH,Cambodia,0.18,Promotion of development awareness,0.01,899.9982
2009/2010,24040,0,Civil Society,LR,Responsive,KGD Sustainable Economic Growth Partner.,1,0.0,Closed,2,0,S063415PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1002249,World Relief Canada,Canadian Non-Profit Making,NGO,2,Africa,LR,Liberia,0.18,Informal/semi-formal financial intermediaries,0.99,89099.8218
2009/2010,99820,0,Civil Society,LR,Responsive,KGD Sustainable Economic Growth Partner.,1,0.0,Closed,2,0,S063415PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1002249,World Relief Canada,Canadian Non-Profit Making,NGO,2,Africa,LR,Liberia,0.18,Promotion of development awareness,0.01,899.9982
2009/2010,24040,0,Civil Society,RW,Responsive,KGD Sustainable Economic Growth Partner.,1,0.0,Closed,2,0,S063415PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1002249,World Relief Canada,Canadian Non-Profit Making,NGO,2,Africa,RW,Rwanda,0.18,Informal/semi-formal financial intermediaries,0.99,89099.8218
2009/2010,99820,0,Civil Society,RW,Responsive,KGD Sustainable Economic Growth Partner.,1,0.0,Closed,2,0,S063415PRG,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1002249,World Relief Canada,Canadian Non-Profit Making,NGO,2,Africa,RW,Rwanda,0.18,Promotion of development awareness,0.01,899.9982
2009/2010,11420,1,Civil Society,BO,Responsive,KSD Social Development Partnerships,0,2658494.0,Closed,0,0,S063421001,Uncoded: Pre-APP,6108,1,0,0,1,0,0,1000301,Universit� du Qu�bec � Montr�al,Canadian Non-Profit Making,UNIVERSITY,1,America,BO,Bolivia,1.0,Higher education,0.3,76000.2
2009/2010,12220,1,Civil Society,BO,Responsive,KSD Social Development Partnerships,0,2658494.0,Closed,0,0,S063421001,Uncoded: Pre-APP,6108,1,0,0,1,0,0,1000301,Universit� du Qu�bec � Montr�al,Canadian Non-Profit Making,UNIVERSITY,1,America,BO,Bolivia,1.0,Basic health care,0.2,50666.8
2009/2010,12240,1,Civil Society,BO,Responsive,KSD Social Development Partnerships,0,2658494.0,Closed,0,0,S063421001,Uncoded: Pre-APP,6108,1,0,0,1,0,0,1000301,Universit� du Qu�bec � Montr�al,Canadian Non-Profit Making,UNIVERSITY,1,America,BO,Bolivia,1.0,Basic nutrition,0.1,25333.4
2009/2010,14010,1,Civil Society,BO,Responsive,KSD Social Development Partnerships,0,2658494.0,Closed,0,0,S063421001,Uncoded: Pre-APP,6108,1,0,0,1,0,0,1000301,Universit� du Qu�bec � Montr�al,Canadian Non-Profit Making,UNIVERSITY,1,America,BO,Bolivia,1.0,Water sector policy and administrative management,0.1,25333.4
2009/2010,15150,1,Civil Society,BO,Responsive,KSD Social Development Partnerships,0,2658494.0,Closed,0,0,S063421001,Uncoded: Pre-APP,6108,1,0,0,1,0,0,1000301,Universit� du Qu�bec � Montr�al,Canadian Non-Profit Making,UNIVERSITY,1,America,BO,Bolivia,1.0,Democratic participation and civil society,0.2,50666.8
2009/2010,41081,1,Civil Society,BO,Responsive,KSD Social Development Partnerships,0,2658494.0,Closed,0,0,S063421001,Uncoded: Pre-APP,6108,1,0,0,1,0,0,1000301,Universit� du Qu�bec � Montr�al,Canadian Non-Profit Making,UNIVERSITY,1,America,BO,Bolivia,1.0,Environmental education/training,0.1,25333.4
2009/2010,99820,0,Civil Society,CA,Responsive,KSD Social Development Partnerships,0,0.0,Closed,0,0,S063422001,Uncoded: Pre-APP,6161,0,0,0,0,0,0,1000135,Canadian Unicef Committee,Canadian Non-Profit Making,NGO,1,America,CA,Canada,1.0,Promotion of development awareness,1.0,50000.0
2009/2010,25010,0,Civil Society,AN,Responsive,KGD Sustainable Economic Growth Partner.,0,50005.0,Closed,0,0,S063429Z01,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001474,TFO Canada,Canadian Non-Profit Making,SPECIALIZED INSTITUTE,1,America,AN,Neth. Antilles,0.11199999999999999,Business support services and institutions,0.25,1400.14
2009/2010,32130,0,Civil Society,AN,Responsive,KGD Sustainable Economic Growth Partner.,0,50005.0,Closed,0,0,S063429Z01,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001474,TFO Canada,Canadian Non-Profit Making,SPECIALIZED INSTITUTE,1,America,AN,Neth. Antilles,0.11199999999999999,Small and medium-sized enterprises (SME) development,0.25,1400.14
2009/2010,99820,0,Civil Society,AN,Responsive,KGD Sustainable Economic Growth Partner.,0,50005.0,Closed,0,0,S063429Z01,Uncoded: Pre-APP,6160,0,0,0,0,0,0,1001474,TFO Canada,Canadian Non-Profit Making,SPECIALIZED INSTITUTE,1,America,AN,Neth. Antilles,0.11199999999999999,Promotion of development awareness,0.5,2800.28
