ASI,ASSSUBCELFR,Descri,TISI,VAI,Ti,ASSCTY,RELAT,CONFISC,CUB,SRI,SASI,CHI,CI,BAFO
13357,,Bioavailability in rat (dose 10 mg/kg i.d.),,,22224,,U,0,Autocuration,1,,CHEMBL625442,,BAO_0000218
13358,,"Bioavailability was determined after intraduodenal dose of 10 mg/kg in rat, determined by renin inhibition assay",,,50597,,N,1,Intermediate,1,,CHEMBL625443,,BAO_0000218
13359,,Bioavailability was determined; extremely poor,,,22224,,U,0,Autocuration,1,,CHEMBL625444,,BAO_0000218
13360,,% bioavailability in mice after oral administration of prodrug,,,50594,,N,1,Intermediate,1,,CHEMBL625445,,BAO_0000218
13361,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose 10/30 range (low/high); -21/-5,,,50588,,N,1,Intermediate,1,,CHEMBL625446,,BAO_0000218
13362,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 1/3 range (low/high); -2/6,,,50588,,N,1,Intermediate,1,,CHEMBL882960,,BAO_0000218
13363,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 1/3 range (low/high); -4/-14,,,50588,,N,1,Intermediate,1,,CHEMBL625447,,BAO_0000218
13364,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 1/3 range (low/high); -5/-12,,,50588,,N,1,Intermediate,1,,CHEMBL625448,,BAO_0000218
13365,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 1/3/10 range (low/high); -1/-7/-11,,,50588,,N,1,Intermediate,1,,CHEMBL625449,,BAO_0000218
13366,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high),,,50588,,N,1,Intermediate,1,,CHEMBL874589,,BAO_0000218
13367,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high); -1/-9,,,50588,,N,1,Intermediate,1,,CHEMBL625450,,BAO_0000218
13368,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high); -11/-28,,,50588,,N,1,Intermediate,1,,CHEMBL625451,,BAO_0000218
13369,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high); -13/-29,,,50588,,N,1,Intermediate,1,,CHEMBL626584,,BAO_0000218
13370,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high); -13/30,,,50588,,N,1,Intermediate,1,,CHEMBL626585,,BAO_0000218
13371,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high); -16/-18,,,50588,,N,1,Intermediate,1,,CHEMBL626586,,BAO_0000218
13372,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high); -16/-35,,,50588,,N,1,Intermediate,1,,CHEMBL626587,,BAO_0000218
13373,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high); -19/-50,,,50588,,N,1,Intermediate,1,,CHEMBL626588,,BAO_0000218
13374,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high); -21/-29,,,50588,,N,1,Intermediate,1,,CHEMBL626589,,BAO_0000218
13375,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high); -24/-56,,,50588,,N,1,Intermediate,1,,CHEMBL626590,,BAO_0000218
13376,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high); -25/-33,,,50588,,N,1,Intermediate,1,,CHEMBL626591,,BAO_0000218
13377,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high); -3/-13,,,50588,,N,1,Intermediate,1,,CHEMBL627181,,BAO_0000218
13378,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high); -5/-47,,,50588,,N,1,Intermediate,1,,CHEMBL628083,,BAO_0000218
13379,,IV clearance determined at an peroral dose of 15 mg/kg.,,,22224,,U,0,Autocuration,1,,CHEMBL628084,,BAO_0000218
13380,,Mouse oral clearance was measured against Hymenolepiasis nana.,,,50064,,N,1,Expert,1,,CHEMBL628085,,BAO_0000218
13381,,Mouse oral clearance was measured against Nematospiroides dubius,,,50545,,N,1,Expert,1,,CHEMBL628086,,BAO_0000218
13382,,Mouse oral clearance was measured against N. dubius; NT is Not Tested,,,22224,,U,0,Autocuration,1,,CHEMBL628087,,BAO_0000218
13383,,Mouse oral clearance was measured against N. nana; NT is Not Tested,,,50594,,N,1,Intermediate,1,,CHEMBL628088,,BAO_0000218
13384,,Mouse oral clearance was measured against N. nana; NT is Not Tested,,,22224,,U,0,Autocuration,1,,CHEMBL628089,,BAO_0000218
13385,,Percentage of clearance of psoriatic lesions by 8-methoxypsoralen (8-MOP) for comparison at dose of 10 J/cm e2 ultraviolet-A radiation,,,22224,,U,0,Autocuration,1,,CHEMBL628090,,BAO_0000218
13386,,Percentage of clearance of psoriatic lesions by 8-methoxypsoralen (8-MOP) for comparison at dose of 6 J/cm e2 ultraviolet-A radiation,,,22224,,U,0,Autocuration,1,,CHEMBL628091,,BAO_0000218
13387,,Percentage of clearance of psoriatic lesions by 8-methoxypsoralen (8-MOP) for comparison at dose of 8 J/cm e2 ultraviolet-A radiation,,,22224,,U,0,Autocuration,1,,CHEMBL628092,,BAO_0000218
13388,,Percentage of clearance of psoriatic lesions by 8-methoxypsoralen (8-MOP) for comparison at dose of 9 J/cm e2 ultraviolet-A radiation,,,22224,,U,0,Autocuration,1,,CHEMBL628093,,BAO_0000218
13389,,Percentage of clearance of psoriatic lesions by the compound at dose of 10 J/cm e2 ultraviolet-A radiation,,,22224,,U,0,Autocuration,1,,CHEMBL875607,,BAO_0000218
13390,,Percentage of clearance of psoriatic lesions by the compound at dose of 4 J/cm e2 ultraviolet-A radiation,,,22224,,U,0,Autocuration,1,,CHEMBL625710,,BAO_0000218
13391,,Percentage of clearance of psoriatic lesions by the compound at dose of 6 J/cm e2 ultraviolet-A radiation,,,22224,,U,0,Autocuration,1,,CHEMBL625711,,BAO_0000218
13392,,Percentage of clearance of psoriatic lesions by the compound at dose of 8 J/cm e2 ultraviolet-A radiation,,,22224,,U,0,Autocuration,1,,CHEMBL625712,,BAO_0000218
13393,,Percentage of clearance of psoriatic lesions by the compound at dose of 9 J/cm e2 ultraviolet-A radiation,,,22224,,U,0,Autocuration,1,,CHEMBL625713,,BAO_0000218
13394,,Pharmacokinetic parameter clearance was determined in fed Beagle dogs after iv administration of 1.5 mg/kg,,,50588,,N,1,Intermediate,1,,CHEMBL625714,,BAO_0000218
13395,,Plasma clearance after intravenous administration dosing (30 mg/kg) in Rhesus monkey,,,50797,,N,1,Intermediate,1,,CHEMBL625715,,BAO_0000218
13396,,Plasma clearance after intravenous administration dosing (30 mg/kg) in rat,,,50597,,N,1,Intermediate,1,,CHEMBL625716,,BAO_0000218
13397,,Plasma clearance after intravenous administration iv dosing of 3 mg/kg in rat,,,50597,,N,1,Intermediate,1,,CHEMBL625717,,BAO_0000218
13398,,Plasma clearance was determined for the compound in rats,,,50597,,N,1,Intermediate,1,,CHEMBL625718,,BAO_0000218
13399,,Tested for total body clearance (CL) after intravenous bolus administration of 100 mg/kg in rat 1,,,50597,,N,1,Intermediate,1,,CHEMBL625719,,BAO_0000218
13400,,Tested for total body clearance (CL) after intravenous bolus administration of 100 mg/kg in rat 2,,,50597,,N,1,Intermediate,1,,CHEMBL625720,,BAO_0000218
13401,,Tested for total body clearance (CL) after intravenous bolus administration of 100 mg/kg in rat 3,,,50597,,N,1,Intermediate,1,,CHEMBL625721,,BAO_0000218
13402,,Tested for total body clearance (CL) after intravenous bolus administration of 100 mg/kg in rat 4,,,50597,,N,1,Intermediate,1,,CHEMBL625722,,BAO_0000218
13403,,The compound was tested for systemic clearance pharmacokinetic parameter in the male Sprague-Dawley rat.,,,50597,,N,1,Intermediate,1,,CHEMBL625723,,BAO_0000218
13404,,Titration of anthelmintic activity against Nematospiroides dubius in mice at 0.0125 concentration of diet.,,,50545,,N,1,Intermediate,1,,CHEMBL625724,,BAO_0000218
13405,,Titration of anthelmintic activity against Nematospiroides dubius in mice at 0.025 concentration of diet.,,,50545,,N,1,Intermediate,1,,CHEMBL625725,,BAO_0000218
13406,,Titration of anthelmintic activity against Nematospiroides dubius in mice at 0.05 concentration of diet.,,,50545,,N,1,Intermediate,1,,CHEMBL625726,,BAO_0000218
13407,,Titration of anthelmintic activity against Nematospiroides dubius in mice at 0.1 concentration of diet.,,,50545,,N,1,Intermediate,1,,CHEMBL875608,,BAO_0000218
13408,,Titration of anthelmintic activity against Nematospiroides dubius in mice at 0.2 concentration of diet.,,,50545,,N,1,Intermediate,1,,CHEMBL625727,,BAO_0000218
13409,,Urinary clearance was determined in rat at 100 mg/kg os dosage;ND is defined as no-data.,1088.0,,22224,,U,0,Autocuration,1,,CHEMBL625728,,BAO_0000218
13410,,Total clearance was determined in rat at 10 mg/kg intraperitoneal dosage,,,22224,,U,0,Autocuration,1,,CHEMBL625729,,BAO_0000218
13411,,Total clearance was determined in rat at 25 mg/kg os dosage;ND is defined as no-data.,,,22224,,U,0,Autocuration,1,,CHEMBL625730,,BAO_0000218
13412,,Urinary clearance was determined in rat at 10 mg/kg intraperitoneal dosage,1088.0,,22224,,U,0,Autocuration,1,,CHEMBL625731,,BAO_0000218
13413,,Urinary clearance was determined in rat at 25 mg/kg os dosage,1088.0,,22224,,U,0,Autocuration,1,,CHEMBL626417,,BAO_0000218
13414,,Urinary clearance was determined at 100 mg/kg oral dosage in human,1088.0,,50587,,N,1,Intermediate,1,,CHEMBL626418,,BAO_0000218
13415,,Urinary clearance was determined at 20 mg/kg oral dosage in dog(beagle);ND is defined as no-data.,1088.0,,50588,,N,1,Intermediate,1,,CHEMBL626419,,BAO_0000218
13416,,Plasma concentration in dogs after 2 hr at 30mg/kg oral dose,1969.0,,50588,,N,1,Intermediate,1,,CHEMBL626592,,BAO_0000218
13417,,Plasma concentration in rats after 7 hr at 30mg/kg oral dose,1969.0,,50597,,N,1,Intermediate,1,,CHEMBL626593,,BAO_0000218
13418,,Clearance was determined by administering the compound intravenously at a dose of 1 mg/kg in male wistar rat,,,50597,,N,1,Intermediate,1,,CHEMBL626594,,BAO_0000218
13419,,Clearance rate in dogs,,,50588,,N,1,Intermediate,1,,CHEMBL625035,,BAO_0000218
13420,,Compound was measured for intrinsic clearance,,,22224,,U,0,Autocuration,1,,CHEMBL625036,,BAO_0000019
13421,,Calculated partition coefficient (clogP),,,22229,,U,0,Autocuration,1,,CHEMBL625037,,BAO_0000100
13422,,Calculated partition coefficient (clogP),,,22229,,U,0,Autocuration,1,,CHEMBL625038,,BAO_0000100
13423,,Calculated partition coefficient (clogP),,,22229,,U,0,Autocuration,1,,CHEMBL625039,,BAO_0000100
13424,,Calculated partition coefficient (clogP),,,22229,,U,0,Autocuration,1,,CHEMBL625040,,BAO_0000100
13425,,Calculated partition coefficient (clogP),,,22229,,U,0,Autocuration,1,,CHEMBL625041,,BAO_0000100
13426,,Calculated partition coefficient (clogP),,,22229,,U,0,Autocuration,1,,CHEMBL625042,,BAO_0000100
13427,,Partition coefficient of the compound,,,22224,,U,0,Autocuration,1,,CHEMBL874411,,BAO_0000019
13428,,Permeability,,,22224,,U,0,Autocuration,1,,CHEMBL625043,,BAO_0000019
13429,,Calculated partition coefficient (clogP),,,22229,,U,0,Autocuration,1,,CHEMBL625044,,BAO_0000100
13430,,Partition coefficient (logD),,,22224,,U,0,Autocuration,1,,CHEMBL625045,,BAO_0000019
13431,,Calculated partition coefficient (clogP) (CLOGP3 V3.4),,,22229,,U,0,Autocuration,1,,CHEMBL625046,,BAO_0000100
13432,,Calculated partition coefficient (clogP) (CLOGP3 V3.4),,,22229,,U,0,Autocuration,1,,CHEMBL625047,,BAO_0000100
13433,,Calculated partition coefficient (clogP),,,22229,,U,0,Autocuration,1,,CHEMBL625048,,BAO_0000100
13434,,Calculated partition coefficient (clogP),,,22229,,U,0,Autocuration,1,,CHEMBL625049,,BAO_0000100
13435,,Calculated logarithm of partition coefficient (P) was determined,,,22229,,U,0,Autocuration,1,,CHEMBL625050,,BAO_0000100
13436,,Calculated partition coefficient (clogP),,,22229,,U,0,Autocuration,1,,CHEMBL625051,,BAO_0000100
13437,,Calculated partition coefficient (clogP),,,22229,,U,0,Autocuration,1,,CHEMBL874412,,BAO_0000100
13438,,Calculated partition coefficient (clogP),,,22229,,U,0,Autocuration,1,,CHEMBL625052,,BAO_0000100
13439,,Calculated partition coefficient (clogP),,,22229,,U,0,Autocuration,1,,CHEMBL625053,,BAO_0000100
13440,,In vitro stability to pepsin promoting hydrolysis after 8 hr incubation time,,,22224,,U,0,Autocuration,1,,CHEMBL623250,,BAO_0000019
13441,,In vitro stability to trypsin promoting hydrolysis after 1 hr incubation time,,,22224,,U,0,Autocuration,1,,CHEMBL623251,,BAO_0000019
13442,,In vitro stability to trypsin promoting hydrolysis after 2 hr incubation time,,,22224,,U,0,Autocuration,1,,CHEMBL623252,,BAO_0000019
13443,,In vitro stability to trypsin promoting hydrolysis after 64h incubation time,,,22224,,U,0,Autocuration,1,,CHEMBL623253,,BAO_0000019
13444,,In vitro stability to trypsin promoting hydrolysis after 84 hr incubation time,,,22224,,U,0,Autocuration,1,,CHEMBL623254,,BAO_0000019
13445,,In vitro stability to trypsin promoting hydrolysis after 8 hr incubation time,,,22224,,U,0,Autocuration,1,,CHEMBL623255,,BAO_0000019
13446,,Percent degradation of compound at a pH of 1 over a 18 hr period,,,22224,,U,0,Autocuration,1,,CHEMBL626831,,BAO_0000019
13447,,Percent degradation of compound at pH of 1 over an 18 hr period,,,22224,,U,0,Autocuration,1,,CHEMBL877494,,BAO_0000019
13448,,Delta Logarithm of Partition Coefficient value was determined.,,,22224,,U,0,Autocuration,1,,CHEMBL626832,,BAO_0000019
13449,,Delta logPoct-cyc,,,22224,,U,0,Autocuration,1,,CHEMBL626833,,BAO_0000019
13450,,Lipophilicity estimated on reversed phase TLC,,,22224,,U,0,Autocuration,1,,CHEMBL626834,,BAO_0000100
13451,,Delta Tm value ( Tmdrug-DNA )-TmDNA ) was obtained for the covalently cross-linked compound in the absence of formaldehyde using calf thymus DNA.,,,22224,,U,0,Autocuration,1,,CHEMBL626835,,BAO_0000019
13452,,Delta logPoct-cyc,,,22224,,U,0,Autocuration,1,,CHEMBL626836,,BAO_0000019
13453,,Change in logarithm of partition coefficient of the compound,,,22229,,U,0,Autocuration,1,,CHEMBL626837,,BAO_0000100
13454,,Delta logD (pH 6.5),,,22224,,U,0,Autocuration,1,,CHEMBL626838,,BAO_0000019
13455,,"Partition coefficient by standard shake-flask techniquesat 37 C, using octanol and cyclohexane",,,22224,,U,0,Autocuration,1,,CHEMBL626839,,BAO_0000100
13456,,Oxygen pressure at which hemoglobin is 50% oxygenated; negative sign indicates that P50 of modified Hb is lower than that of unmodified Hb,,,22224,,U,0,Autocuration,1,,CHEMBL626840,,BAO_0000019
13457,,Deoxyribose-damaging property as a measure of hydroxyl-radical formation (uM of malondialdehyde/mmol of deoxyribose released by 75 uM test compound),,,22224,,U,0,Autocuration,1,,CHEMBL626841,,BAO_0000019
13458,,Peak depolarizations produced by injections of 100 micro M Ins p3 isomers in nine cells,,,22224,,U,0,Autocuration,1,,CHEMBL626842,,BAO_0000219
13459,,Peak depolarizations produced by injections of 100 micro M Ins p3 isomers in six cells,,,22224,,U,0,Autocuration,1,,CHEMBL626843,,BAO_0000219
13460,,Amount of deuterium retained was reported after normal workup in beta-naphthoflavone-treated male rats with the substrate rac 7-D,,,50597,,N,1,Intermediate,1,,CHEMBL626844,,BAO_0000218
13461,,Amount of deuterium retained was reported after normal workup in rats,,,50597,,N,1,Intermediate,1,,CHEMBL877495,,BAO_0000218
13462,,Amount of deuterium retained was reported after reincubation followed by normal workup in phenobarbital treated male rats,,,50597,,N,1,Intermediate,1,,CHEMBL626845,,BAO_0000218
13463,,Amount of deuterium retained was reported after reincubation followed by normal workup in phenobarbital treated male rats with rac 8-D,,,50597,,N,1,Intermediate,1,,CHEMBL626846,,BAO_0000218
13464,,Compound incubated with microsomal preparations from beta-naphthoflavone-treated male rats with the substrate rac 7-D and the amount of deuterium retained was reported after reincubation followed by normal workup,,,50597,,N,1,Intermediate,1,,CHEMBL626847,,BAO_0000218
13465,,Compound incubated with microsomal preparations from beta-naphthoflavone-treated male rats with the substrate rac 7-D and the amount of deuterium retained was reported after reincubation followed by normal workup,,,50597,,N,1,Intermediate,1,,CHEMBL628677,,BAO_0000218
13466,,Compound incubated with microsomal preparations from phenobarbital treated male rats with the substrate rac 8-D and the amount of deuterium retained was reported after normal workup,,,50597,,N,1,Intermediate,1,,CHEMBL628678,,BAO_0000218
13467,,Compound was subjected to electrochemical oxidation,,,22224,,U,0,Autocuration,1,,CHEMBL628679,,BAO_0000019
13468,,Compound was subjected to photochemical oxidation,,,22224,,U,0,Autocuration,1,,CHEMBL628680,,BAO_0000019
13469,,Oxidation of compound by Chloroperoxidase in presence of ethylperoxide,,,22224,,U,0,Autocuration,1,,CHEMBL628681,,BAO_0000019
13470,,Oxidation of compound by horseradish peroxidase in presence of hydroperoxide,,,22224,,U,0,Autocuration,1,,CHEMBL628682,,BAO_0000019
13471,,Oxidation of compound by methemoglobin in presence of hydroperoxide,,,22224,,U,0,Autocuration,1,,CHEMBL628683,,BAO_0000019
13472,,Percent diffusion through fuzzy rat skin after 48 h of incubation,,,50597,,N,1,Intermediate,1,,CHEMBL628684,,BAO_0000218
13473,,Dissociation constant (pKa),,,22229,,U,0,Autocuration,1,,CHEMBL877501,,BAO_0000100
13474,,Dissociation constant value of the compound; ND means not determined.,,,22224,,U,0,Autocuration,1,,CHEMBL628685,,BAO_0000100
13475,,% distribution of the radioiron in blood of rat followed by intravenous injection of chelating agent,178.0,,50597,,N,1,Intermediate,1,,CHEMBL628686,,BAO_0000218
13476,,% distribution of the radioiron in blood of rats followed by intravenous injection of transferrin pre-incubated with 10 mg of chelating agent,178.0,,50597,,N,1,Intermediate,1,,CHEMBL628687,,BAO_0000218
13477,,% distribution of the radioiron in rat kidney followed by intravenous injection of chelating agent,,,50597,,N,1,Intermediate,1,,CHEMBL628688,,BAO_0000218
13478,,% distribution of the radioiron in rat kidney followed by intravenous injection of transferrin pre-incubated with 10 mg of chelating agent,,,50597,,N,1,Intermediate,1,,CHEMBL628689,,BAO_0000218
13479,,% distribution of the radioiron in rat liver followed by intravenous injection of chelating agent,2107.0,,50597,,N,1,Intermediate,1,,CHEMBL628690,,BAO_0000218
13480,,% distribution of the radioiron in rat liver followed by intravenous injection of transferrin preincubated with 10 mg of chelating agent,2107.0,,50597,,N,1,Intermediate,1,,CHEMBL629363,,BAO_0000218
13481,,% distribution of the radioiron in rat spleen followed by intravenous injection of chelating agent,2106.0,,50597,,N,1,Intermediate,1,,CHEMBL629364,,BAO_0000218
13482,,% distribution of the radioiron in rat spleen followed by intravenous injection of transferrin pre-incubated with 10 mg of chelating agent,2106.0,,50597,,N,1,Intermediate,1,,CHEMBL629365,,BAO_0000218
13483,,% excretion of ferritin determined in faces of rat followed by intravenous injection of chelating agent,,,50597,,N,1,Intermediate,1,,CHEMBL629366,,BAO_0000218
13484,,% excretion of ferritin determined in urine of rat followed by intravenous injection of chelating agent,1088.0,,50597,,N,1,Intermediate,1,,CHEMBL629367,,BAO_0000218
13485,,% excretion of radioiron determined in feces of rat followed by intravenous injection of transferrin pre-incubated with 10 mg of chelating agent,1988.0,,50597,,N,1,Intermediate,1,,CHEMBL629368,,BAO_0000218
13486,,% excretion of radioiron determined in urine of rat followed by intravenous injection of transferrin preincubated with 10 mg of chelating agent,1088.0,,50597,,N,1,Intermediate,1,,CHEMBL877502,,BAO_0000218
13487,,Distribution of analyte (pmol/mg) in mouse brain regions after Jugular Vein Injection into cerebellum,2037.0,,50594,,N,1,Intermediate,1,,CHEMBL629369,,BAO_0000218
13488,,Distribution of analyte (pmol/mg) in mouse brain regions after Jugular Vein Injection into cortex,955.0,,50594,,N,1,Intermediate,1,,CHEMBL629370,,BAO_0000218
13489,,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 h in urine of normotensive saline loaded monkey at 10 mg/kg, po",1088.0,,22224,,U,0,Autocuration,1,,CHEMBL629371,,BAO_0000218
13490,,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 hr in urine of normotensive saline loaded monkey at 1 mg/kg, po",1088.0,,22224,,U,0,Autocuration,1,,CHEMBL626276,,BAO_0000218
13491,,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 hr in urine of normotensive saline loaded monkey at 30mg/kg, po",1088.0,,22224,,U,0,Autocuration,1,,CHEMBL626277,,BAO_0000218
13492,,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 hr in urine of normotensive saline loaded monkey at 3mg/kg, po",1088.0,,22224,,U,0,Autocuration,1,,CHEMBL631250,,BAO_0000218
13493,,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 hr in urine of normotensive saline loaded rats at 0.1 mg/kg, po",1088.0,,50597,,N,1,Intermediate,1,,CHEMBL631251,,BAO_0000218
13494,,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 hr in urine of normotensive saline loaded rats at 0.3mg/kg, po",1088.0,,50597,,N,1,Intermediate,1,,CHEMBL631252,,BAO_0000218
13495,,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 h in urine of normotensive saline loaded rats at 1.0 mg/kg, po",1088.0,,50597,,N,1,Intermediate,1,,CHEMBL631253,,BAO_0000218
13496,,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 hr in urine of normotensive saline loaded rats at 10.0mg/kg, po",1088.0,,50597,,N,1,Intermediate,1,,CHEMBL631254,,BAO_0000218
13497,,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 h in urine of normotensive saline loaded rats at 100.0 mg/kg, po",1088.0,,50597,,N,1,Intermediate,1,,CHEMBL631255,,BAO_0000218
13498,,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 hr in urine of normotensive saline loaded rats at 2.1 mg/kg, po",1088.0,,50597,,N,1,Intermediate,1,,CHEMBL631256,,BAO_0000218
13499,,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 hr in urine of normotensive saline loaded rats at 20.8mg/kg, po",1088.0,,50597,,N,1,Intermediate,1,,CHEMBL631257,,BAO_0000218
13500,,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 h in urine of normotensive saline loaded rats at 207.6 mg/kg, po",1088.0,,50597,,N,1,Intermediate,1,,CHEMBL628009,,BAO_0000218
13501,,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 hr in urine of normotensive saline loaded rats at 3.0mg/kg, po",1088.0,,50597,,N,1,Intermediate,1,,CHEMBL628010,,BAO_0000218
13502,,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 hr in urine of normotensive saline loaded rats at 30.0mg/kg, po",1088.0,,50597,,N,1,Intermediate,1,,CHEMBL628011,,BAO_0000218
13503,,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 h in urine of normotensive saline loaded rats at 6.9 mg/kg, po",1088.0,,50597,,N,1,Intermediate,1,,CHEMBL628012,,BAO_0000218
13504,,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 hr in urine of normotensive saline loaded rats at 69.2mg/kg, po",1088.0,,50597,,N,1,Intermediate,1,,CHEMBL628013,,BAO_0000218
13505,,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 hr in urine of normotensive saline loaded rats at 691.9mg/kg, po",1088.0,,50597,,N,1,Intermediate,1,,CHEMBL628014,,BAO_0000218
13506,,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 h in urine of normotensive saline loaded dogs at 0.03 mg/kg, po",1088.0,,50588,,N,1,Intermediate,1,,CHEMBL628015,,BAO_0000218
13507,,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 hr in urine of normotensive saline loaded dogs at 0.1 mg/kg, po",1088.0,,50588,,N,1,Intermediate,1,,CHEMBL628016,,BAO_0000218
13508,,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 h in urine of normotensive saline loaded dogs at 0.3 mg/kg, po",1088.0,,50588,,N,1,Intermediate,1,,CHEMBL874461,,BAO_0000218
13509,,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 h in urine of normotensive saline loaded dogs at 1.0 mg/kg, po",1088.0,,50588,,N,1,Intermediate,1,,CHEMBL628017,,BAO_0000218
13510,,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 h in urine of normotensive saline loaded dogs at 10.0mg/kg, po",1088.0,,50588,,N,1,Intermediate,1,,CHEMBL628018,,BAO_0000218
13511,,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 hr in urine of normotensive saline loaded dogs at 10mg/kg, po",1088.0,,50588,,N,1,Intermediate,1,,CHEMBL628019,,BAO_0000218
13512,,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 hr in urine of normotensive saline loaded dogs at 1 mg/kg, po",1088.0,,50588,,N,1,Intermediate,1,,CHEMBL628020,,BAO_0000218
13513,,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 h in urine of normotensive saline loaded dogs at 30 mg/kg, po",1088.0,,50588,,N,1,Intermediate,1,,CHEMBL628021,,BAO_0000218
13514,,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 hr in urine of normotensive saline loaded dogs at 3mg/kg, po",1088.0,,50588,,N,1,Intermediate,1,,CHEMBL628022,,BAO_0000218
13515,,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 hr in urine of normotensive saline loaded dogs at 3.0mg/kg, po",1088.0,,50588,,N,1,Intermediate,1,,CHEMBL628023,,BAO_0000218
13516,,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 hr in urine of normotensive saline loaded monkey at 100 mg/kg, po",1088.0,,22224,,U,0,Autocuration,1,,CHEMBL628024,,BAO_0000218
13517,,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 hr in urine of normotensive saline loaded monkey at 10mg/kg, po",1088.0,,22224,,U,0,Autocuration,1,,CHEMBL628025,,BAO_0000218
13518,,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 hr in urine of normotensive saline loaded monkey at 1 mg/kg, po",1088.0,,22224,,U,0,Autocuration,1,,CHEMBL628026,,BAO_0000218
13519,,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 hr in urine of normotensive saline loaded monkey at 30mg/kg, po",1088.0,,22224,,U,0,Autocuration,1,,CHEMBL628027,,BAO_0000218
13520,,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 hr in urine of normotensive saline loaded monkey at 3mg/kg, po",1088.0,,22224,,U,0,Autocuration,1,,CHEMBL628028,,BAO_0000218
13521,,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 hr in urine of normotensive saline loaded rats at 0.1 mg/kg, po",1088.0,,50597,,N,1,Intermediate,1,,CHEMBL628029,,BAO_0000218
13522,,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 h in urine of normotensive saline loaded rats at 0.3 mg/kg, po",1088.0,,50597,,N,1,Intermediate,1,,CHEMBL628030,,BAO_0000218
