assays_ss_d,assays_src_d,assays_dscrptn,assays_ss_rgnsm,assays_cnfdnc_scr,assays_td,assays_ss_sbclllr_frctn,assays_rltnshp_tp,assays_crtd_b,assays_src_ss_d,assays_chmbl_d,assays_cll_d,assays_b_frmt,assays_tss_d,assays_vrnt_d
11775,1,maximum Plasma concentration in Rats was determined after Peroral administration,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623292,,BAO_0000218,1969.0,
11776,1,maximum concentration in plasma in preclinical species was measured after oral administration at the given dose (0.5 mg/kg) in dog,Canis lupus familiaris,1,50588,,N,Intermediate,,CHEMBL623293,,BAO_0000218,1969.0,
11777,1,maximum concentration in plasma in preclinical species was measured after oral administration at the given dose (0.5 mg/kg) in monkey,Simiiformes,0,22224,,U,Autocuration,,CHEMBL623294,,BAO_0000218,1969.0,
11778,1,maximum concentration in plasma in preclinical species was measured after oral administration at the given dose (0.5 mg/kg) in rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623295,,BAO_0000218,1969.0,
11779,1,maximum concentration was measured when administered through oral route in mice,Mus musculus,1,50594,,N,Intermediate,,CHEMBL623296,,BAO_0000218,,
11780,1,Compound was evaluated for Cmax/Tmax when administered through oral route in mouse; Value is 0.93/1,Mus musculus,1,50594,,N,Intermediate,,CHEMBL875349,,BAO_0000218,,
11781,1,Compound was evaluated for Cmax/Tmax when administered through oral route to mouse; Value is 0.34/1,Simiiformes,0,22224,,U,Autocuration,,CHEMBL623297,,BAO_0000019,,
11782,1,Compound was evaluated for Cmax/Tmax when administered through oral route to mouse; Value is 0.81/1.6,Simiiformes,0,22224,,U,Autocuration,,CHEMBL623298,,BAO_0000019,,
11783,1,Compound was evaluated for Cmax/Tmax when administered through oral route to mouse; Value is 1.1/1.3,Simiiformes,0,22224,,U,Autocuration,,CHEMBL623299,,BAO_0000019,,
11784,1,Pharmacokinetic parameter was evaluated in rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623300,,BAO_0000218,,
11785,1,Plasma concentration at time-0 was measured in mice at 100 mg/kg after intraperitoneal administration with 90% DMSO as vehicle,Mus musculus,1,50594,,N,Intermediate,,CHEMBL623301,,BAO_0000218,,
11786,1,Plasma concentration at time-0 was measured in mice at 100 mg/kg after intraperitoneal administration with saline(pH=11.4) as vehicle,Mus musculus,1,50594,,N,Intermediate,,CHEMBL623302,,BAO_0000218,,
11787,1,Plasma concentration at time-0 was measured in mice at 120 mg/kg after intraperitoneal administration with 90% DMSO as vehicle,Mus musculus,1,50594,,N,Intermediate,,CHEMBL623303,,BAO_0000218,,
11788,1,Plasma concentration at time-0 was measured in mice at 40 mg/kg after intravenous administration with saline(pH=11.4) as vehicle,Mus musculus,1,50594,,N,Intermediate,,CHEMBL623304,,BAO_0000218,,
11789,1,Plasma concentration at time-0 was measured in mice at 40 mg/kg after intravenous administration with 90% DMSO as vehicle,Mus musculus,1,50594,,N,Intermediate,,CHEMBL623305,,BAO_0000218,,
11790,1,Effect of ip administration of compound on plasma concentration of allo-pregnanolone (AP) in rats(Cerebral Cortex) after 30 min.,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623306,,BAO_0000218,1969.0,
11791,1,Effect of ip administration of compound on plasma concentration of allotetrahydrodeoxy corticosterone(THDOC) in rats(Cerebral Cortex) after 30 min.,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623307,,BAO_0000218,1969.0,
11792,1,Effect of ip administration of compound on plasma concentration of pregnenolone (PRE) in rats(Cerebral Cortex) after 30 min.,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623308,,BAO_0000218,1969.0,
11793,1,Effect of ip administration of compound on plasma concentration of progesterone (PRO) in rats(Cerebral Cortex) after 30 min.,Mus musculus,1,50594,,N,Intermediate,,CHEMBL623309,,BAO_0000218,1969.0,
11794,1,Plasma Concentration after 120 min of oral administration to mice,Mus musculus,1,50594,,N,Intermediate,,CHEMBL623310,,BAO_0000218,,
11795,1,Plasma Concentration after 30 min of oral administration to mice,Mus musculus,1,50594,,N,Intermediate,,CHEMBL623311,,BAO_0000218,,
11796,1,Plasma Concentration after 60 min of oral administration to mice,Macaca fascicularis,1,100710,,N,Intermediate,,CHEMBL623312,,BAO_0000218,,
11797,1,Plasma Concentration after 60 min of oral administration to mice; Not determined,Mus musculus,1,50594,,N,Intermediate,,CHEMBL875350,,BAO_0000218,,
11798,1,Plasma Concentration after 90 min of oral administration to mice,Mus musculus,1,50594,,N,Intermediate,,CHEMBL628635,,BAO_0000218,,
11799,1,Plasma concentration level in rat after 1 hour of oral administration at 50 mg/kg,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL628636,,BAO_0000218,,
11800,1,Plasma concentration level in rat after 15 hours of oral administration at 50 mg/kg,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL628637,,BAO_0000218,,
11801,1,Plasma concentration level in rat after 4 hours of oral administration at 50 mg/kg,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL628058,,BAO_0000218,,
11802,1,Biliary excretion after dosing at 10 mg/kg intravenously to conscious rats with Indwelling bile duct cannulae for 0-1 hr time,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL628059,,BAO_0000218,,
11803,1,Biliary excretion after dosing at 10 mg/kg intravenously to conscious rats with Indwelling bile duct cannulae for 1-2 hr time,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL628060,,BAO_0000218,,
11804,1,Distribution in the lung after 15 min of intravenous administration,,0,22224,,U,Autocuration,,CHEMBL628061,,BAO_0000019,,
11805,1,Distribution in the lung after 30 min of intravenous administration,,0,22224,,U,Autocuration,,CHEMBL628062,,BAO_0000019,,
11806,1,Distribution in the lung after 5 min of intravenous administration,,0,22224,,U,Autocuration,,CHEMBL628063,,BAO_0000019,,
11807,1,Distribution in the lung after 60 min of intravenous administration,,0,22224,,U,Autocuration,,CHEMBL628064,,BAO_0000019,,
11808,1,Distribution in the lung after 90 min of intravenous administration,,0,22224,,U,Autocuration,,CHEMBL628065,,BAO_0000019,,
11809,1,Distribution in the muscle after 120 min of intravenous administration,,0,22224,,U,Autocuration,,CHEMBL628066,,BAO_0000019,2385.0,
11810,1,Distribution in the muscle after 15 min of intravenous administration,,0,22224,,U,Autocuration,,CHEMBL628067,,BAO_0000019,2385.0,
11811,1,Distribution in the muscle after 30 min of intravenous administration,Mus musculus,1,50594,,N,Intermediate,,CHEMBL874646,,BAO_0000218,2385.0,
11812,1,Distribution in the muscle after 5 min of intravenous administration,,0,22224,,U,Autocuration,,CHEMBL628068,,BAO_0000019,2385.0,
11813,1,Distribution in the muscle after 60 min of intravenous administration,,0,22224,,U,Autocuration,,CHEMBL628069,,BAO_0000019,2385.0,
11814,1,Distribution in the muscle after 90 min of intravenous administration,,0,22224,,U,Autocuration,,CHEMBL628070,,BAO_0000019,2385.0,
11815,1,Distribution in the spleen after 120 min of intravenous administration,,0,22224,,U,Autocuration,,CHEMBL628071,,BAO_0000019,2106.0,
11816,1,Distribution in the spleen after 15 min of intravenous administration,,0,22224,,U,Autocuration,,CHEMBL628072,,BAO_0000019,2106.0,
11817,1,Distribution in the spleen after 30 min of intravenous administration,,0,22224,,U,Autocuration,,CHEMBL628073,,BAO_0000019,2106.0,
11818,1,Distribution in the spleen after 5 min of intravenous administration,,0,22224,,U,Autocuration,,CHEMBL628074,,BAO_0000019,2106.0,
11819,1,Distribution in the spleen after 60 min of intravenous administration,,0,22224,,U,Autocuration,,CHEMBL628075,,BAO_0000019,2106.0,
11820,1,Distribution in the spleen after 90 min of intravenous administration,,0,22224,,U,Autocuration,,CHEMBL628076,,BAO_0000019,2106.0,
11821,1,Evaluated for distribution at 0.5 hr after intravenous administration in adrenal cortex of female Sprague Dawley rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL628077,,BAO_0000218,1235.0,
11822,1,Evaluated for distribution at 0.5 hr after intravenous administration in blood of female Sprague Dawley rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL628078,,BAO_0000218,178.0,
11823,1,Evaluated for distribution at 0.5 hr after intravenous administration in liver of female Sprague Dawley rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL628079,,BAO_0000218,2107.0,
11824,1,Evaluated for distribution at 0.5 hr after intravenous administration in ovary of female Sprague Dawley rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL628080,,BAO_0000218,992.0,
11825,1,Evaluated for distribution at 0.5 hr after intravenous administration in thyroid of female Sprague Dawley rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL628081,,BAO_0000218,2046.0,
11826,1,Evaluated for distribution at 24 hours after intravenous administration in adrenal cortex of female Sprague Dawley rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL628082,,BAO_0000218,1235.0,
11827,1,Evaluated for distribution at 24 hours after intravenous administration in blood of female Sprague Dawley rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL874647,,BAO_0000218,178.0,
11828,1,Evaluated for distribution at 24 hours after intravenous administration in liver of female Sprague Dawley rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL626406,,BAO_0000218,2107.0,
11829,1,Evaluated for distribution at 24 hours after intravenous administration in ovary of female Sprague Dawley rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL626407,,BAO_0000218,992.0,
11830,1,Evaluated for distribution at 24 hours after intravenous administration in thyroid of female Sprague Dawley rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL626408,,BAO_0000218,2046.0,
11831,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 30 minutes intravenous administration; dose/g, range 0.07-0.09",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL626409,,BAO_0000218,178.0,
11832,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 30 minutes intravenous administration; dose/g, range 0.10-0.13",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL626410,,BAO_0000218,178.0,
11833,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 30 minutes intravenous administration; dose/g, range 0.18-0.24",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL626411,,BAO_0000218,178.0,
11834,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 30 minutes intravenous administration; dose/g, range 0.19-0.24",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL626412,,BAO_0000218,178.0,
11835,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 30 minutes intravenous administration; dose/g, range 0.22-0.32",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL626413,,BAO_0000218,178.0,
11836,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 30 minutes intravenous administration; dose/g, range 0.25-0.32",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL626414,,BAO_0000218,178.0,
11837,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 5 minutes intravenous administration; dose/g, range 0.10-0.14",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL626415,,BAO_0000218,178.0,
11838,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 5 minutes intravenous administration; dose/g, range 0.25-0.34",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL626416,,BAO_0000218,178.0,
11839,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 5 minutes intravenous administration; dose/g, range 0.27-0.33",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627062,,BAO_0000218,178.0,
11840,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 5 minutes intravenous administration; dose/g, range 0.32-0.46",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627063,,BAO_0000218,178.0,
11841,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 5 minutes intravenous administration; dose/g, range 0.40-0.45",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627064,,BAO_0000218,178.0,
11842,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 5 minutes intravenous administration; dose/g, range 0.44-0.52",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627227,,BAO_0000218,178.0,
11843,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 60 minutes intravenous administration; dose/g, range 0.08-0.09",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627228,,BAO_0000218,178.0,
11844,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 60 minutes intravenous administration; dose/g, range 0.12-0.14",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627229,,BAO_0000218,178.0,
11845,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 60 minutes intravenous administration; dose/g, range 0.13-0.15",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL625792,,BAO_0000218,178.0,
11846,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 60 minutes intravenous administration; dose/g, range 0.15-0.20",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL625793,,BAO_0000218,178.0,
11847,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 60 minutes intravenous administration; dose/g, range 0.15-0.23",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL625794,,BAO_0000218,178.0,
11848,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 60 minutes intravenous administration; dose/g, range 0.16-0.21",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL625795,,BAO_0000218,178.0,
11849,1,Pharmacokinetic parameter AUC for the compound after intravenous administration into BALB/c Mice in plasma samples.,Mus musculus,1,50594,,N,Intermediate,,CHEMBL625796,,BAO_0000218,,
11850,1,Pharmacokinetic parameter AUC has been determined in fed Beagle dogs at a dose of 375 mg/kg,Canis lupus familiaris,1,50588,,N,Intermediate,,CHEMBL625797,,BAO_0000218,,
11851,1,Pharmacokinetic parameter AUC has been determined in fed Beagle dogs at a dose of 500 mg/kg,Canis lupus familiaris,1,50588,,N,Intermediate,,CHEMBL625798,,BAO_0000218,,
11852,1,Pharmacokinetic parameter AUC evaluated in 0.5% methylcellulose suspension at a dose of 20 mg/kg orally,,0,22224,,U,Autocuration,,CHEMBL875613,,BAO_0000218,,
11853,1,Pharmacokinetic parameter AUC was evaluated in 0.5% methylcellulose suspension at a dose of 20 mg/kg orally,,0,22224,,U,Autocuration,,CHEMBL625799,,BAO_0000218,,
11854,1,Pharmacokinetic parameter AUC was evaluated in 10% PEG suspension at a dose of 20 mg/kg orally,,0,22224,,U,Autocuration,,CHEMBL625800,,BAO_0000218,,
11855,1,Pharmacokinetic parameter AUC was evaluated in 100% PEG solution at a dose of 20 mg/kg orally,,0,22224,,U,Autocuration,,CHEMBL625801,,BAO_0000218,,
11856,1,Pharmacokinetic parameter AUC was evaluated in DMA:H2O solution at a dose of 20 mg/kg orally,,0,22224,,U,Autocuration,,CHEMBL625802,,BAO_0000218,,
11857,1,Pharmacokinetic parameter AUC was evaluated in HP-beta-CD solution at a dose of 20 mg/kg orally,,0,22224,,U,Autocuration,,CHEMBL625803,,BAO_0000218,,
11858,1,Pharmacokinetic parameter AUC was evaluated in Hp-beta-CD solution,,0,22224,,U,Autocuration,,CHEMBL625804,,BAO_0000019,,
11859,1,Pharmacokinetic parameter AUC was evaluated in saline solution at a dose of 20 mg/kg orally,,0,22224,,U,Autocuration,,CHEMBL622530,,BAO_0000218,,
11860,1,Pharmacokinetic parameter AUC was measured at 112 mg/kg dose by intravenous administration in mice brain; AUC (mM.h); not detected,Mus musculus,1,50594,,N,Intermediate,,CHEMBL622531,,BAO_0000218,,
11861,1,Pharmacokinetic parameter AUC was measured at 112 mg/kg dose by intravenous administration in mice serum; AUC (mM.h),Mus musculus,1,50594,,N,Intermediate,,CHEMBL622532,,BAO_0000218,,
11862,1,Pharmacokinetic parameter AUC was measured at 112 mg/kg dose by intravenous administration in mice serum; AUC 0-r (mM.h),Mus musculus,1,50594,,N,Intermediate,,CHEMBL623176,,BAO_0000218,,
11863,1,Pharmacokinetic parameter AUC was measured at 112 mg/kg dose by intravenous administration in mice brain; AUC (mM.h),Mus musculus,1,50594,,N,Intermediate,,CHEMBL623177,,BAO_0000218,,
11864,1,Pharmacokinetic parameter AUC was measured at 112 mg/kg dose by intravenous administration in mice serum; AUC (mM.h),Mus musculus,1,50594,,N,Intermediate,,CHEMBL623178,,BAO_0000218,,
11865,1,Pharmacokinetic parameter AUC was measured at 112 mg/kg dose by intravenous administration using FMAddA as substrate in mice brain; AUC 0-r (mM.h); not detected,Mus musculus,1,50594,,N,Intermediate,,CHEMBL623179,,BAO_0000218,,
11866,1,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by intravenous administration in mice brain; AUC (mM.h),Mus musculus,1,50594,,N,Intermediate,,CHEMBL623180,,BAO_0000218,,
11867,1,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by intravenous administration in mice brain; AUC 0-r (mM.h),Mus musculus,1,50594,,N,Intermediate,,CHEMBL623181,,BAO_0000218,,
11868,1,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by intravenous administration in mice serum; AUC 0-r (mM.h),Mus musculus,1,50594,,N,Intermediate,,CHEMBL624131,,BAO_0000218,,
11869,1,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by intravenous administration using 2`-F-ara-ddI as substrate in mice serum; AUC (mM.h),Mus musculus,1,50594,,N,Intermediate,,CHEMBL624132,,BAO_0000218,,
11870,1,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by oral administration in mice serum; AUC 0-r (mM.h),Mus musculus,1,50594,,N,Intermediate,,CHEMBL624133,,BAO_0000218,,
11871,1,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by intravenous administration in mice serum; AUC 0-r (mM.h).,Mus musculus,1,50594,,N,Intermediate,,CHEMBL624846,,BAO_0000218,,
11872,1,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by oral administration in mice serum.; AUC 0-r (mM.h),Mus musculus,1,50594,,N,Intermediate,,CHEMBL624847,,BAO_0000218,,
11873,1,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by intravenous administration in mice brain; AUC 0-r (mM.h),Mus musculus,1,50594,,N,Intermediate,,CHEMBL624848,,BAO_0000218,,
11874,1,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by intravenous administration in mice serum; AUC (mM.h),Mus musculus,1,50594,,N,Intermediate,,CHEMBL625012,,BAO_0000218,,
11875,1,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by intravenous administration in mice serum; AUC 0-r (mM.h),Mus musculus,1,50594,,N,Intermediate,,CHEMBL625013,,BAO_0000218,,
11876,1,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by oral administration in mice brain; AUC 0-r (mM.h); not detected,Mus musculus,1,50594,,N,Intermediate,,CHEMBL625014,,BAO_0000218,,
11877,1,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by oral administration in mice serum; AUC (mM.h),Mus musculus,1,50594,,N,Intermediate,,CHEMBL625015,,BAO_0000218,,
11878,1,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by oral administration in mice serum; AUC 0-r (mM.h),Mus musculus,1,50594,,N,Intermediate,,CHEMBL625016,,BAO_0000218,,
11879,1,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by oral in mice brain; AUC (mM.h); not detected,Mus musculus,1,50594,,N,Intermediate,,CHEMBL625017,,BAO_0000218,,
11880,1,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by intravenous administration in mice brain; AUC 0-r (mM.h),Mus musculus,1,50594,,N,Intermediate,,CHEMBL625018,,BAO_0000218,,
11881,1,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by intravenous administration mice serum.; AUC 0-r (mM.h),Mus musculus,1,50594,,N,Intermediate,,CHEMBL625019,,BAO_0000218,,
11882,1,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by oral administration in mice brain.; AUC 0-r (mM.h),Mus musculus,1,50594,,N,Intermediate,,CHEMBL625020,,BAO_0000218,,
11883,1,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by oral administration in mice serum.,Mus musculus,1,50594,,N,Intermediate,,CHEMBL625021,,BAO_0000218,,
11884,1,Pharmacokinetic parameter [area under curve (AUC)] was evaluated at 10 mg/kg (p.o.) in Wistar rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL625022,,BAO_0000218,,
11885,1,Pharmacokinetic parameter area under the curve (0-24 hr) for the compound was evaluated in nude mice after oral administration. ,Mus musculus,1,50594,,N,Intermediate,,CHEMBL625023,,BAO_0000218,,
11886,1,Pharmacokinetic parameter area under the curve (0-48 h) for the compound was evaluated in nude cynomolgus monkeys after oral administration,Macaca fascicularis,1,100710,,N,Intermediate,,CHEMBL625024,,BAO_0000218,,
11887,1,Pharmacokinetic parameter area under the curve (0-48 h) for the compound was evaluated in nude cynomolgus monkeys after oral administration. ,Macaca fascicularis,1,100710,,N,Intermediate,,CHEMBL627626,,BAO_0000218,,
11888,1,Pharmacokinetic parameter after dosing of 100 mg/kg of compound administered intravenously in brain,,0,22224,,U,Autocuration,,CHEMBL627627,,BAO_0000218,955.0,
11889,1,Pharmacokinetic parameter after dosing of 100 mg/kg of compound administered intravenously in serum,,0,22224,,U,Autocuration,,CHEMBL627628,,BAO_0000218,1977.0,
11890,1,Pharmacokinetic parameter after dosing of 100 mg/kg of compound administered orally in brain,,0,22224,,U,Autocuration,,CHEMBL627629,,BAO_0000218,955.0,
11891,1,Pharmacokinetic parameter after dosing of 100 mg/kg of compound administered orally in serum,,0,22224,,U,Autocuration,,CHEMBL627630,,BAO_0000218,1977.0,
11892,1,Pharmacokinetic parameter was evaluated which is represented as AUC when administered 5 mg/Kg orally; range (0.19-0.35),,0,22224,,U,Autocuration,,CHEMBL627631,,BAO_0000019,,
11893,1,Pharmacokinetic parameter was evaluated which is represented as AUC when administered 5 mg/kg intravenously; range (2.1-2.3),,0,22224,,U,Autocuration,,CHEMBL629515,,BAO_0000218,,
11894,1,In vivo biodistribution in mice spleen bearing intracerebral GL261 gliomas at the dose of 30 ug/day,Mus musculus,1,50594,,N,Intermediate,,CHEMBL629516,,BAO_0000218,2106.0,
11895,1,In vivo biodistribution in mice spleen bearing subcutaneous B16 melanomas at the dose of 30 ug/g,Mus musculus,1,50594,,N,Intermediate,,CHEMBL629517,,BAO_0000218,2106.0,
11896,1,In vivo biodistribution in mice spleen bearing subcutaneous B16 melanomas at the dose of 40 ug/g,Mus musculus,1,50594,,N,Intermediate,,CHEMBL629518,,BAO_0000218,2106.0,
11897,1,In vivo biodistribution in mice tumor bearing intracerebral GL261 gliomas at the dose of 30 ug/day,Mus musculus,1,50594,,N,Intermediate,,CHEMBL877499,,BAO_0000218,,
11898,1,In vivo biodistribution in mice tumor bearing subcutaneous B16 melanomas at the dose of 20 ug/g,Mus musculus,1,50594,,N,Intermediate,,CHEMBL629519,,BAO_0000218,,
11899,1,In vivo biodistribution in mice tumor bearing subcutaneous B16 melanomas at the dose of 30 ug/g,Mus musculus,1,50594,,N,Intermediate,,CHEMBL629520,,BAO_0000218,,
11900,1,In vivo biodistribution in mice tumor bearing subcutaneous B16 melanomas at the dose of 40 ug/g,Mus musculus,1,50594,,N,Intermediate,,CHEMBL629521,,BAO_0000218,,
11901,1,Ratio of biodistributions in Athymic mice bearing human Tumor (KB) xenografts in Heart (H) and Blood (B),Mus musculus,1,50594,,N,Intermediate,,CHEMBL629522,,BAO_0000218,,
11902,1,Ratio of biodistributions in Athymic mice bearing human Tumor (KB) xenografts in Heart (H) and Lung (L),Mus musculus,1,50594,,N,Intermediate,,CHEMBL629523,,BAO_0000218,,
11903,1,Ratio of biodistributions in Athymic mice bearing human Tumor (KB) xenografts in Tumor (T) and Muscle (M),Mus musculus,1,50594,,N,Intermediate,,CHEMBL629524,,BAO_0000218,,
11904,1,Ratio of biodistributions in Athymic mice bearing human Tumor (KB) xenografts in Tumor (T) and blood (B),Mus musculus,1,50594,,N,Intermediate,,CHEMBL629525,,BAO_0000218,,
11905,1,Ratio of biodistributions in Athymic mice bearing human Tumor (LS174T) xenografts in Heart (H) and Blood (B),Mus musculus,1,50594,,N,Intermediate,,CHEMBL629526,,BAO_0000218,,
11906,1,Ratio of biodistributions in Athymic mice bearing human Tumor (LS174T) xenografts in Heart (H) and Lung (L),Mus musculus,1,50594,,N,Intermediate,,CHEMBL629527,,BAO_0000218,,
11907,1,Ratio of biodistributions in Athymic mice bearing human Tumor (LS174T) xenografts in Tumor (T) and Muscle (M),Mus musculus,1,50594,,N,Intermediate,,CHEMBL629528,,BAO_0000218,,
11908,1,Ratio of biodistributions in Athymic mice bearing human Tumor (LS174T) xenografts in Tumor (T) and blood (B),Mus musculus,1,50594,,N,Intermediate,,CHEMBL629529,,BAO_0000218,,
11909,1,Ratio of biodistributions in Athymic mice bearing human Tumor (TE671) xenografts in Heart (H) and Blood (B),Mus musculus,1,50594,,N,Intermediate,,CHEMBL629530,,BAO_0000218,,
11910,1,Ratio of biodistributions in Athymic mice bearing human Tumor (TE671) xenografts in Heart (H) and Lung (L),Mus musculus,1,50594,,N,Intermediate,,CHEMBL629531,,BAO_0000218,,
11911,1,Ratio of biodistributions in Athymic mice bearing human Tumor (TE671) xenografts in Tumor (T) and Muscle (M),Mus musculus,1,50594,,N,Intermediate,,CHEMBL628656,,BAO_0000218,,
11912,1,Ratio of biodistributions in Athymic mice bearing human Tumor (TE671) xenografts in Tumor (T) and blood (B),Mus musculus,1,50594,,N,Intermediate,,CHEMBL628657,,BAO_0000218,,
11913,1,"Biodistribution in abdominal Dawley rat after 30min, expressed as percent injected dose/g",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL628658,,BAO_0000218,,
11914,1,"Biodistribution in abdominal of mature female Dawley rat after 10min, expressed as percent injected dose/g",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL628659,,BAO_0000218,,
11915,1,"Biodistribution in abdominal of mature female Dawley rat after 15min, expressed as percent injected dose/g",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL877500,,BAO_0000218,,
11916,1,"Biodistribution in abdominal of mature female Dawley rat after 1h, expressed as percent injected dose/g",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL628660,,BAO_0000218,,
11917,1,"Biodistribution in abdominal of mature female Dawley rat after 3 h, expressed as percent injected dose/g",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL628661,,BAO_0000218,,
11918,1,"Biodistribution in abdominal of mature female Dawley rat after 30min, expressed as percent injected dose/g",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL628662,,BAO_0000218,,
11919,1,"Biodistribution in abdominal of mature female Dawley rat after 45min, expressed as percent injected dose/g",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL628663,,BAO_0000218,,
11920,1,"Biodistribution in abdominal of mature female Dawley rat after 5min, expressed as percent injected dose/g",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL628664,,BAO_0000218,,
11921,1,"Biodistribution in blood of mature female Dawley rat after 10min, expressed as percent injected dose/g",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL628665,,BAO_0000218,178.0,
11922,1,"Biodistribution in blood of mature female Dawley rat after 15min, expressed as percent injected dose/g",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL628666,,BAO_0000218,178.0,
11923,1,"Biodistribution in blood of mature female Dawley rat after 1h, expressed as percent injected dose/g",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL628667,,BAO_0000218,178.0,
