FiY,UrIs,SecID,ICTAAToFoDeve,OrganiSu,SecNa,FCeID,IRTCPerc,Dese,DivN,OrgCl,BilaAMar,GenEqua,TraDevel,SecPerc,Sta,ProjNu,IndIss,RegProg,ProBroCouID,ClChaAdap,BrID,SeN,FuCenN,SeID,ChIss,YouIss,DisabIss,KnowlFDeve,OrgaID,OrganiN,OrganiTy,ContID,ConN,CouRegID,CouReNa,CounRegPerc,AmSp
2009/2010,0,16064,0,NGO,Social mitigation of HIV/AIDS,6161,0.0,0,KSD Social Development Partnerships,Civil Society,1,2,0,0.1,Closed,S064163002,0,0,TZ,0,B6100,Health,Health,S6212,0,0,0,0,1001469,Africa Inland Missions,Canadian Non-Profit Making,2,Africa,TZ,"Tanzania,Un Rep",0.65,11794.9
2009/2010,0,11220,0,NGO,Primary education,6161,0.0,0,KSD Social Development Partnerships,Civil Society,1,2,0,0.2,Closed,S064163002,0,0,UG,0,B6100,Health,Health,S6212,0,0,0,0,1001469,Africa Inland Missions,Canadian Non-Profit Making,2,Africa,UG,Uganda,0.35,12702.2
2009/2010,0,12220,0,NGO,Basic health care,6161,0.0,0,KSD Social Development Partnerships,Civil Society,1,2,0,0.4,Closed,S064163002,0,0,UG,0,B6100,Health,Health,S6212,0,0,0,0,1001469,Africa Inland Missions,Canadian Non-Profit Making,2,Africa,UG,Uganda,0.35,25404.4
2009/2010,0,13040,0,NGO,STD control including HIV/AIDS,6161,0.0,0,KSD Social Development Partnerships,Civil Society,1,2,0,0.2,Closed,S064163002,0,0,UG,0,B6100,Health,Health,S6212,0,0,0,0,1001469,Africa Inland Missions,Canadian Non-Profit Making,2,Africa,UG,Uganda,0.35,12702.2
2009/2010,0,13081,0,NGO,Personnel development for population and reproductive health,6161,0.0,0,KSD Social Development Partnerships,Civil Society,1,2,0,0.1,Closed,S064163002,0,0,UG,0,B6100,Health,Health,S6212,0,0,0,0,1001469,Africa Inland Missions,Canadian Non-Profit Making,2,Africa,UG,Uganda,0.35,6351.1
2009/2010,0,16064,0,NGO,Social mitigation of HIV/AIDS,6161,0.0,0,KSD Social Development Partnerships,Civil Society,1,2,0,0.1,Closed,S064163002,0,0,UG,0,B6100,Health,Health,S6212,0,0,0,0,1001469,Africa Inland Missions,Canadian Non-Profit Making,2,Africa,UG,Uganda,0.35,6351.1
2009/2010,0,12191,0,NGO,Medical services,6216,0.0,0,KPD Food Security Partnerships,Civil Society,1,3,0,0.25,Closed,S064164002,0,0,CA,0,B6100,Environment Sustainability,Environmental Sustainability,S6216,2,2,0,0,1001519,Comit� de Solidarit� Trois-Rivi�res,Canadian Non-Profit Making,1,America,CA,Canada,0.05,1129.4875
2009/2010,0,12220,0,NGO,Basic health care,6216,0.0,0,KPD Food Security Partnerships,Civil Society,1,3,0,0.2,Closed,S064164002,0,0,CA,0,B6100,Environment Sustainability,Environmental Sustainability,S6216,2,2,0,0,1001519,Comit� de Solidarit� Trois-Rivi�res,Canadian Non-Profit Making,1,America,CA,Canada,0.05,903.59
2009/2010,0,13040,0,NGO,STD control including HIV/AIDS,6216,0.0,0,KPD Food Security Partnerships,Civil Society,1,3,0,0.1,Closed,S064164002,0,0,CA,0,B6100,Environment Sustainability,Environmental Sustainability,S6216,2,2,0,0,1001519,Comit� de Solidarit� Trois-Rivi�res,Canadian Non-Profit Making,1,America,CA,Canada,0.05,451.795
2009/2010,0,15130,0,NGO,Legal and judicial development,6216,0.0,0,KPD Food Security Partnerships,Civil Society,1,3,0,0.2,Closed,S064164002,0,0,CA,0,B6100,Environment Sustainability,Environmental Sustainability,S6216,2,2,0,0,1001519,Comit� de Solidarit� Trois-Rivi�res,Canadian Non-Profit Making,1,America,CA,Canada,0.05,903.59
2009/2010,0,15160,0,NGO,Human rights,6216,0.0,0,KPD Food Security Partnerships,Civil Society,1,3,0,0.2,Closed,S064164002,0,0,CA,0,B6100,Environment Sustainability,Environmental Sustainability,S6216,2,2,0,0,1001519,Comit� de Solidarit� Trois-Rivi�res,Canadian Non-Profit Making,1,America,CA,Canada,0.05,903.59
2009/2010,0,99820,0,NGO,Promotion of development awareness,6216,0.0,0,KPD Food Security Partnerships,Civil Society,1,3,0,0.05,Closed,S064164002,0,0,CA,0,B6100,Environment Sustainability,Environmental Sustainability,S6216,2,2,0,0,1001519,Comit� de Solidarit� Trois-Rivi�res,Canadian Non-Profit Making,1,America,CA,Canada,0.05,225.8975
2009/2010,0,12191,0,NGO,Medical services,6216,0.0,0,KPD Food Security Partnerships,Civil Society,1,3,0,0.25,Closed,S064164002,0,0,HT,0,B6100,Environment Sustainability,Environmental Sustainability,S6216,2,2,0,0,1001519,Comit� de Solidarit� Trois-Rivi�res,Canadian Non-Profit Making,1,America,HT,Haiti,0.95,21460.2625
2009/2010,0,12220,0,NGO,Basic health care,6216,0.0,0,KPD Food Security Partnerships,Civil Society,1,3,0,0.2,Closed,S064164002,0,0,HT,0,B6100,Environment Sustainability,Environmental Sustainability,S6216,2,2,0,0,1001519,Comit� de Solidarit� Trois-Rivi�res,Canadian Non-Profit Making,1,America,HT,Haiti,0.95,17168.21
2009/2010,0,13040,0,NGO,STD control including HIV/AIDS,6216,0.0,0,KPD Food Security Partnerships,Civil Society,1,3,0,0.1,Closed,S064164002,0,0,HT,0,B6100,Environment Sustainability,Environmental Sustainability,S6216,2,2,0,0,1001519,Comit� de Solidarit� Trois-Rivi�res,Canadian Non-Profit Making,1,America,HT,Haiti,0.95,8584.105
2009/2010,0,15130,0,NGO,Legal and judicial development,6216,0.0,0,KPD Food Security Partnerships,Civil Society,1,3,0,0.2,Closed,S064164002,0,0,HT,0,B6100,Environment Sustainability,Environmental Sustainability,S6216,2,2,0,0,1001519,Comit� de Solidarit� Trois-Rivi�res,Canadian Non-Profit Making,1,America,HT,Haiti,0.95,17168.21
2009/2010,0,15160,0,NGO,Human rights,6216,0.0,0,KPD Food Security Partnerships,Civil Society,1,3,0,0.2,Closed,S064164002,0,0,HT,0,B6100,Environment Sustainability,Environmental Sustainability,S6216,2,2,0,0,1001519,Comit� de Solidarit� Trois-Rivi�res,Canadian Non-Profit Making,1,America,HT,Haiti,0.95,17168.21
2009/2010,0,99820,0,NGO,Promotion of development awareness,6216,0.0,0,KPD Food Security Partnerships,Civil Society,1,3,0,0.05,Closed,S064164002,0,0,HT,0,B6100,Environment Sustainability,Environmental Sustainability,S6216,2,2,0,0,1001519,Comit� de Solidarit� Trois-Rivi�res,Canadian Non-Profit Making,1,America,HT,Haiti,0.95,4292.0525
2009/2010,0,14031,0,NGO,Basic drinking water supply,6216,0.0,0,KPD Food Security Partnerships,Civil Society,1,0,0,0.25,Closed,S064168PRG,0,0,HT,0,B6100,Environment Sustainability,Environmental Sustainability,S6216,0,0,0,0,1010360,Centre for Affordable Water and Sanitation Technology,Canadian Non-Profit Making,1,America,HT,Haiti,0.25,26446.03875
2009/2010,0,14032,0,NGO,Basic sanitation,6216,0.0,0,KPD Food Security Partnerships,Civil Society,1,0,0,0.25,Closed,S064168PRG,0,0,HT,0,B6100,Environment Sustainability,Environmental Sustainability,S6216,0,0,0,0,1010360,Centre for Affordable Water and Sanitation Technology,Canadian Non-Profit Making,1,America,HT,Haiti,0.25,26446.03875
2009/2010,0,14081,0,NGO,Education and training in water supply and sanitation,6216,0.0,0,KPD Food Security Partnerships,Civil Society,1,0,0,0.5,Closed,S064168PRG,0,0,HT,0,B6100,Environment Sustainability,Environmental Sustainability,S6216,0,0,0,0,1010360,Centre for Affordable Water and Sanitation Technology,Canadian Non-Profit Making,1,America,HT,Haiti,0.25,52892.0775
2009/2010,0,14031,0,NGO,Basic drinking water supply,6216,0.0,0,KPD Food Security Partnerships,Civil Society,1,0,0,0.25,Closed,S064168PRG,0,0,IN,0,B6100,Environment Sustainability,Environmental Sustainability,S6216,0,0,0,0,1010360,Centre for Affordable Water and Sanitation Technology,Canadian Non-Profit Making,3,Asia,IN,India,0.07,7404.89085
2009/2010,0,14032,0,NGO,Basic sanitation,6216,0.0,0,KPD Food Security Partnerships,Civil Society,1,0,0,0.25,Closed,S064168PRG,0,0,IN,0,B6100,Environment Sustainability,Environmental Sustainability,S6216,0,0,0,0,1010360,Centre for Affordable Water and Sanitation Technology,Canadian Non-Profit Making,3,Asia,IN,India,0.07,7404.89085
2009/2010,0,14081,0,NGO,Education and training in water supply and sanitation,6216,0.0,0,KPD Food Security Partnerships,Civil Society,1,0,0,0.5,Closed,S064168PRG,0,0,IN,0,B6100,Environment Sustainability,Environmental Sustainability,S6216,0,0,0,0,1010360,Centre for Affordable Water and Sanitation Technology,Canadian Non-Profit Making,3,Asia,IN,India,0.07,14809.7817
2009/2010,0,14031,0,NGO,Basic drinking water supply,6216,0.0,0,KPD Food Security Partnerships,Civil Society,1,0,0,0.25,Closed,S064168PRG,0,0,ZM,0,B6100,Environment Sustainability,Environmental Sustainability,S6216,0,0,0,0,1010360,Centre for Affordable Water and Sanitation Technology,Canadian Non-Profit Making,2,Africa,ZM,Zambia,0.68,71933.2254
2009/2010,0,14032,0,NGO,Basic sanitation,6216,0.0,0,KPD Food Security Partnerships,Civil Society,1,0,0,0.25,Closed,S064168PRG,0,0,ZM,0,B6100,Environment Sustainability,Environmental Sustainability,S6216,0,0,0,0,1010360,Centre for Affordable Water and Sanitation Technology,Canadian Non-Profit Making,2,Africa,ZM,Zambia,0.68,71933.2254
2009/2010,0,14081,0,NGO,Education and training in water supply and sanitation,6216,0.0,0,KPD Food Security Partnerships,Civil Society,1,0,0,0.5,Closed,S064168PRG,0,0,ZM,0,B6100,Environment Sustainability,Environmental Sustainability,S6216,0,0,0,0,1010360,Centre for Affordable Water and Sanitation Technology,Canadian Non-Profit Making,2,Africa,ZM,Zambia,0.68,143866.4508
2009/2010,0,13040,0,NGO,STD control including HIV/AIDS,6216,0.0,0,KPD Food Security Partnerships,Civil Society,1,1,0,0.15,Closed,S064173002,0,0,ZM,0,B6100,Environment Sustainability,Environmental Sustainability,S6216,0,0,0,0,1001384,Victoria International Development Education Association,Canadian Non-Profit Making,2,Africa,ZM,Zambia,1.0,3000.0
2009/2010,0,15150,0,NGO,Democratic participation and civil society,6216,0.0,0,KPD Food Security Partnerships,Civil Society,1,1,0,0.15,Closed,S064173002,0,0,ZM,0,B6100,Environment Sustainability,Environmental Sustainability,S6216,0,0,0,0,1001384,Victoria International Development Education Association,Canadian Non-Profit Making,2,Africa,ZM,Zambia,1.0,3000.0
2009/2010,0,31194,0,NGO,Agricultural co-operatives,6216,0.0,0,KPD Food Security Partnerships,Civil Society,1,1,0,0.7,Closed,S064173002,0,0,ZM,0,B6100,Environment Sustainability,Environmental Sustainability,S6216,0,0,0,0,1001384,Victoria International Development Education Association,Canadian Non-Profit Making,2,Africa,ZM,Zambia,1.0,14000.0
2009/2010,0,15150,0,NGO,Democratic participation and civil society,6216,0.0,0,KPD Food Security Partnerships,Civil Society,1,2,0,0.5,Closed,S064177002,0,0,NG,0,B6100,Environment Sustainability,Environmental Sustainability,S6216,0,0,0,0,1007538,One Sky - The Canadian Institute of Sustainable Living,Canadian Non-Profit Making,2,Africa,NG,Nigeria,1.0,57056.205
2009/2010,0,41010,0,NGO,Environmental policy and administrative management,6216,0.0,0,KPD Food Security Partnerships,Civil Society,1,2,0,0.5,Closed,S064177002,0,0,NG,0,B6100,Environment Sustainability,Environmental Sustainability,S6216,0,0,0,0,1007538,One Sky - The Canadian Institute of Sustainable Living,Canadian Non-Profit Making,2,Africa,NG,Nigeria,1.0,57056.205
2009/2010,0,99810,0,CONSULTING SERVICES,Sectors not specified,6105,0.0,0,KSD Social Development Partnerships,Civil Society,1,0,0,1.0,Operational,S064189001,0,0,CA,0,B6100,Education,Trainee Administration,S6213,0,0,0,0,1000572,Cowan Insurance Group Ltd Groupe Assurance Cowan,Canadian Profit Making,1,America,CA,Canada,1.0,702057.24
2009/2010,0,11230,0,INTERNATIONAL NGO,Basic life skills for youth and adults,6161,0.0,0,KSD Social Development Partnerships,Civil Society,1,2,0,0.24,Closed,S064190PRG,0,0,KE,0,B6100,Health,Health,S6212,0,0,0,0,1012286,The Salvation Army Canada & Bermuda Territory,Canadian Non-Profit Making,2,Africa,KE,Kenya,0.23,29055.4032
2009/2010,0,12220,0,INTERNATIONAL NGO,Basic health care,6161,0.0,0,KSD Social Development Partnerships,Civil Society,1,2,0,0.59,Closed,S064190PRG,0,0,KE,0,B6100,Health,Health,S6212,0,0,0,0,1012286,The Salvation Army Canada & Bermuda Territory,Canadian Non-Profit Making,2,Africa,KE,Kenya,0.23,71427.8662
2009/2010,0,14081,0,INTERNATIONAL NGO,Education and training in water supply and sanitation,6161,0.0,0,KSD Social Development Partnerships,Civil Society,1,2,0,0.17,Closed,S064190PRG,0,0,KE,0,B6100,Health,Health,S6212,0,0,0,0,1012286,The Salvation Army Canada & Bermuda Territory,Canadian Non-Profit Making,2,Africa,KE,Kenya,0.23,20580.9106
2009/2010,0,11230,0,INTERNATIONAL NGO,Basic life skills for youth and adults,6161,0.0,0,KSD Social Development Partnerships,Civil Society,1,2,0,0.24,Closed,S064190PRG,0,0,MW,0,B6100,Health,Health,S6212,0,0,0,0,1012286,The Salvation Army Canada & Bermuda Territory,Canadian Non-Profit Making,2,Africa,MW,Malawi,0.38,48004.5792
2009/2010,0,12220,0,INTERNATIONAL NGO,Basic health care,6161,0.0,0,KSD Social Development Partnerships,Civil Society,1,2,0,0.59,Closed,S064190PRG,0,0,MW,0,B6100,Health,Health,S6212,0,0,0,0,1012286,The Salvation Army Canada & Bermuda Territory,Canadian Non-Profit Making,2,Africa,MW,Malawi,0.38,118011.2572
2009/2010,0,14081,0,INTERNATIONAL NGO,Education and training in water supply and sanitation,6161,0.0,0,KSD Social Development Partnerships,Civil Society,1,2,0,0.17,Closed,S064190PRG,0,0,MW,0,B6100,Health,Health,S6212,0,0,0,0,1012286,The Salvation Army Canada & Bermuda Territory,Canadian Non-Profit Making,2,Africa,MW,Malawi,0.38,34003.2436
2009/2010,0,11230,0,INTERNATIONAL NGO,Basic life skills for youth and adults,6161,0.0,0,KSD Social Development Partnerships,Civil Society,1,2,0,0.24,Closed,S064190PRG,0,0,TZ,0,B6100,Health,Health,S6212,0,0,0,0,1012286,The Salvation Army Canada & Bermuda Territory,Canadian Non-Profit Making,2,Africa,TZ,"Tanzania,Un Rep",0.39,49267.8576
2009/2010,0,12220,0,INTERNATIONAL NGO,Basic health care,6161,0.0,0,KSD Social Development Partnerships,Civil Society,1,2,0,0.59,Closed,S064190PRG,0,0,TZ,0,B6100,Health,Health,S6212,0,0,0,0,1012286,The Salvation Army Canada & Bermuda Territory,Canadian Non-Profit Making,2,Africa,TZ,"Tanzania,Un Rep",0.39,121116.8166
2009/2010,0,14081,0,INTERNATIONAL NGO,Education and training in water supply and sanitation,6161,0.0,0,KSD Social Development Partnerships,Civil Society,1,2,0,0.17,Closed,S064190PRG,0,0,TZ,0,B6100,Health,Health,S6212,0,0,0,0,1012286,The Salvation Army Canada & Bermuda Territory,Canadian Non-Profit Making,2,Africa,TZ,"Tanzania,Un Rep",0.39,34898.0658
2009/2010,0,12181,0,NGO,Medical education/training,6161,0.0,0,KSD Social Development Partnerships,Civil Society,1,0,0,0.3,Closed,S064194002,0,0,CA,0,B6100,Health,Health,S6212,0,0,0,0,1001609,Canadian Friends Service Committee,Canadian Non-Profit Making,1,America,CA,Canada,0.1,542.07
2009/2010,0,13020,0,NGO,Reproductive health care,6161,0.0,0,KSD Social Development Partnerships,Civil Society,1,0,0,0.3,Closed,S064194002,0,0,CA,0,B6100,Health,Health,S6212,0,0,0,0,1001609,Canadian Friends Service Committee,Canadian Non-Profit Making,1,America,CA,Canada,0.1,542.07
2009/2010,0,13081,0,NGO,Personnel development for population and reproductive health,6161,0.0,0,KSD Social Development Partnerships,Civil Society,1,0,0,0.3,Closed,S064194002,0,0,CA,0,B6100,Health,Health,S6212,0,0,0,0,1001609,Canadian Friends Service Committee,Canadian Non-Profit Making,1,America,CA,Canada,0.1,542.07
2009/2010,0,99820,0,NGO,Promotion of development awareness,6161,0.0,0,KSD Social Development Partnerships,Civil Society,1,0,0,0.1,Closed,S064194002,0,0,CA,0,B6100,Health,Health,S6212,0,0,0,0,1001609,Canadian Friends Service Committee,Canadian Non-Profit Making,1,America,CA,Canada,0.1,180.69
2009/2010,0,12181,0,NGO,Medical education/training,6161,0.0,0,KSD Social Development Partnerships,Civil Society,1,0,0,0.3,Closed,S064194002,0,0,IQ,0,B6100,Health,Health,S6212,0,0,0,0,1001609,Canadian Friends Service Committee,Canadian Non-Profit Making,3,Asia,IQ,Iraq,0.9,4878.63
2009/2010,0,13020,0,NGO,Reproductive health care,6161,0.0,0,KSD Social Development Partnerships,Civil Society,1,0,0,0.3,Closed,S064194002,0,0,IQ,0,B6100,Health,Health,S6212,0,0,0,0,1001609,Canadian Friends Service Committee,Canadian Non-Profit Making,3,Asia,IQ,Iraq,0.9,4878.63
2009/2010,0,13081,0,NGO,Personnel development for population and reproductive health,6161,0.0,0,KSD Social Development Partnerships,Civil Society,1,0,0,0.3,Closed,S064194002,0,0,IQ,0,B6100,Health,Health,S6212,0,0,0,0,1001609,Canadian Friends Service Committee,Canadian Non-Profit Making,3,Asia,IQ,Iraq,0.9,4878.63
2009/2010,0,99820,0,NGO,Promotion of development awareness,6161,0.0,0,KSD Social Development Partnerships,Civil Society,1,0,0,0.1,Closed,S064194002,0,0,IQ,0,B6100,Health,Health,S6212,0,0,0,0,1001609,Canadian Friends Service Committee,Canadian Non-Profit Making,3,Asia,IQ,Iraq,0.9,1626.21
2009/2010,0,11220,0,INTERNATIONAL NGO,Primary education,6160,0.0,0,KGD Sustainable Economic Growth Partner.,Civil Society,1,2,0,0.2,Closed,S064195002,0,0,CA,0,B6100,Sustainable Economic Growth,Sustainable Economic Growth,S6215,0,0,0,0,1014098,Fondation Richelieu International,Canadian Non-Profit Making,1,America,CA,Canada,0.05,176.0
2009/2010,0,11230,0,INTERNATIONAL NGO,Basic life skills for youth and adults,6160,0.0,0,KGD Sustainable Economic Growth Partner.,Civil Society,1,2,0,0.3,Closed,S064195002,0,0,CA,0,B6100,Sustainable Economic Growth,Sustainable Economic Growth,S6215,0,0,0,0,1014098,Fondation Richelieu International,Canadian Non-Profit Making,1,America,CA,Canada,0.05,264.0
2009/2010,0,11330,0,INTERNATIONAL NGO,Vocational training,6160,0.0,0,KGD Sustainable Economic Growth Partner.,Civil Society,1,2,0,0.45,Closed,S064195002,0,0,CA,0,B6100,Sustainable Economic Growth,Sustainable Economic Growth,S6215,0,0,0,0,1014098,Fondation Richelieu International,Canadian Non-Profit Making,1,America,CA,Canada,0.05,396.0
2009/2010,0,99820,0,INTERNATIONAL NGO,Promotion of development awareness,6160,0.0,0,KGD Sustainable Economic Growth Partner.,Civil Society,1,2,0,0.05,Closed,S064195002,0,0,CA,0,B6100,Sustainable Economic Growth,Sustainable Economic Growth,S6215,0,0,0,0,1014098,Fondation Richelieu International,Canadian Non-Profit Making,1,America,CA,Canada,0.05,44.0
2009/2010,0,11220,0,INTERNATIONAL NGO,Primary education,6160,0.0,0,KGD Sustainable Economic Growth Partner.,Civil Society,1,2,0,0.2,Closed,S064195002,0,0,NE,0,B6100,Sustainable Economic Growth,Sustainable Economic Growth,S6215,0,0,0,0,1014098,Fondation Richelieu International,Canadian Non-Profit Making,2,Africa,NE,Niger,0.95,3344.0
2009/2010,0,11230,0,INTERNATIONAL NGO,Basic life skills for youth and adults,6160,0.0,0,KGD Sustainable Economic Growth Partner.,Civil Society,1,2,0,0.3,Closed,S064195002,0,0,NE,0,B6100,Sustainable Economic Growth,Sustainable Economic Growth,S6215,0,0,0,0,1014098,Fondation Richelieu International,Canadian Non-Profit Making,2,Africa,NE,Niger,0.95,5016.0
2009/2010,0,11330,0,INTERNATIONAL NGO,Vocational training,6160,0.0,0,KGD Sustainable Economic Growth Partner.,Civil Society,1,2,0,0.45,Closed,S064195002,0,0,NE,0,B6100,Sustainable Economic Growth,Sustainable Economic Growth,S6215,0,0,0,0,1014098,Fondation Richelieu International,Canadian Non-Profit Making,2,Africa,NE,Niger,0.95,7524.0
2009/2010,0,99820,0,INTERNATIONAL NGO,Promotion of development awareness,6160,0.0,0,KGD Sustainable Economic Growth Partner.,Civil Society,1,2,0,0.05,Closed,S064195002,0,0,NE,0,B6100,Sustainable Economic Growth,Sustainable Economic Growth,S6215,0,0,0,0,1014098,Fondation Richelieu International,Canadian Non-Profit Making,2,Africa,NE,Niger,0.95,836.0
2009/2010,0,14031,0,NGO,Basic drinking water supply,6160,0.0,0,KGD Sustainable Economic Growth Partner.,Civil Society,1,0,0,0.175,Closed,S064198001,0,0,KH,0,B6100,Sustainable Economic Growth,Sustainable Economic Growth,S6215,0,0,0,0,1000333,South Asia Partnership,Canadian Non-Profit Making,3,Asia,KH,Cambodia,1.0,12192.075
2009/2010,0,14032,0,NGO,Basic sanitation,6160,0.0,0,KGD Sustainable Economic Growth Partner.,Civil Society,1,0,0,0.175,Closed,S064198001,0,0,KH,0,B6100,Sustainable Economic Growth,Sustainable Economic Growth,S6215,0,0,0,0,1000333,South Asia Partnership,Canadian Non-Profit Making,3,Asia,KH,Cambodia,1.0,12192.075
2009/2010,0,31120,0,NGO,Agricultural development,6160,0.0,0,KGD Sustainable Economic Growth Partner.,Civil Society,1,0,0,0.3,Closed,S064198001,0,0,KH,0,B6100,Sustainable Economic Growth,Sustainable Economic Growth,S6215,0,0,0,0,1000333,South Asia Partnership,Canadian Non-Profit Making,3,Asia,KH,Cambodia,1.0,20900.7
2009/2010,0,31163,0,NGO,Livestock,6160,0.0,0,KGD Sustainable Economic Growth Partner.,Civil Society,1,0,0,0.15,Closed,S064198001,0,0,KH,0,B6100,Sustainable Economic Growth,Sustainable Economic Growth,S6215,0,0,0,0,1000333,South Asia Partnership,Canadian Non-Profit Making,3,Asia,KH,Cambodia,1.0,10450.35
2009/2010,0,31181,0,NGO,Agricultural education/training,6160,0.0,0,KGD Sustainable Economic Growth Partner.,Civil Society,1,0,0,0.2,Closed,S064198001,0,0,KH,0,B6100,Sustainable Economic Growth,Sustainable Economic Growth,S6215,0,0,0,0,1000333,South Asia Partnership,Canadian Non-Profit Making,3,Asia,KH,Cambodia,1.0,13933.8
2009/2010,0,24030,0,NGO,Formal sector financial intermediaries,6160,0.0,0,KGD Sustainable Economic Growth Partner.,Civil Society,1,0,0,1.0,Closed,S064204PRG,0,0,GH,0,B6100,Sustainable Economic Growth,Sustainable Economic Growth,S6215,0,0,0,0,1006326,Opportunity International Canada,Canadian Non-Profit Making,2,Africa,GH,Ghana,0.59,236000.0
2009/2010,0,24030,0,NGO,Formal sector financial intermediaries,6160,0.0,0,KGD Sustainable Economic Growth Partner.,Civil Society,1,0,0,1.0,Closed,S064204PRG,0,0,MZ,0,B6100,Sustainable Economic Growth,Sustainable Economic Growth,S6215,0,0,0,0,1006326,Opportunity International Canada,Canadian Non-Profit Making,2,Africa,MZ,Mozambique,0.41,164000.0
2009/2010,0,12220,0,NGO,Basic health care,6161,0.0,0,KSD Social Development Partnerships,Civil Society,1,2,0,0.37,Operational,S064211PRG,0,0,CA,0,B6100,Health,Health,S6212,1,0,2,0,1002126,Operation Eyesight Universal,Canadian Non-Profit Making,1,America,CA,Canada,0.08,34677.9392
2009/2010,0,12230,0,NGO,Basic health infrastructure,6161,0.0,0,KSD Social Development Partnerships,Civil Society,1,2,0,0.55,Operational,S064211PRG,0,0,CA,0,B6100,Health,Health,S6212,1,0,2,0,1002126,Operation Eyesight Universal,Canadian Non-Profit Making,1,America,CA,Canada,0.08,51548.288
2009/2010,0,99820,0,NGO,Promotion of development awareness,6161,0.0,0,KSD Social Development Partnerships,Civil Society,1,2,0,0.08,Operational,S064211PRG,0,0,CA,0,B6100,Health,Health,S6212,1,0,2,0,1002126,Operation Eyesight Universal,Canadian Non-Profit Making,1,America,CA,Canada,0.08,7497.9328
2009/2010,0,12220,0,NGO,Basic health care,6161,0.0,0,KSD Social Development Partnerships,Civil Society,1,2,0,0.37,Operational,S064211PRG,0,0,GH,0,B6100,Health,Health,S6212,1,0,2,0,1002126,Operation Eyesight Universal,Canadian Non-Profit Making,2,Africa,GH,Ghana,0.21,91029.5904
2009/2010,0,12230,0,NGO,Basic health infrastructure,6161,0.0,0,KSD Social Development Partnerships,Civil Society,1,2,0,0.55,Operational,S064211PRG,0,0,GH,0,B6100,Health,Health,S6212,1,0,2,0,1002126,Operation Eyesight Universal,Canadian Non-Profit Making,2,Africa,GH,Ghana,0.21,135314.256
2009/2010,0,99820,0,NGO,Promotion of development awareness,6161,0.0,0,KSD Social Development Partnerships,Civil Society,1,2,0,0.08,Operational,S064211PRG,0,0,GH,0,B6100,Health,Health,S6212,1,0,2,0,1002126,Operation Eyesight Universal,Canadian Non-Profit Making,2,Africa,GH,Ghana,0.21,19682.0736
2009/2010,0,12220,0,NGO,Basic health care,6161,0.0,0,KSD Social Development Partnerships,Civil Society,1,2,0,0.37,Operational,S064211PRG,0,0,IN,0,B6100,Health,Health,S6212,1,0,2,0,1002126,Operation Eyesight Universal,Canadian Non-Profit Making,3,Asia,IN,India,0.19,82360.1056
2009/2010,0,12230,0,NGO,Basic health infrastructure,6161,0.0,0,KSD Social Development Partnerships,Civil Society,1,2,0,0.55,Operational,S064211PRG,0,0,IN,0,B6100,Health,Health,S6212,1,0,2,0,1002126,Operation Eyesight Universal,Canadian Non-Profit Making,3,Asia,IN,India,0.19,122427.18400000001
2009/2010,0,99820,0,NGO,Promotion of development awareness,6161,0.0,0,KSD Social Development Partnerships,Civil Society,1,2,0,0.08,Operational,S064211PRG,0,0,IN,0,B6100,Health,Health,S6212,1,0,2,0,1002126,Operation Eyesight Universal,Canadian Non-Profit Making,3,Asia,IN,India,0.19,17807.5904
2009/2010,0,12220,0,NGO,Basic health care,6161,0.0,0,KSD Social Development Partnerships,Civil Society,1,2,0,0.37,Operational,S064211PRG,0,0,KE,0,B6100,Health,Health,S6212,1,0,2,0,1002126,Operation Eyesight Universal,Canadian Non-Profit Making,2,Africa,KE,Kenya,0.23,99699.0752
2009/2010,0,12230,0,NGO,Basic health infrastructure,6161,0.0,0,KSD Social Development Partnerships,Civil Society,1,2,0,0.55,Operational,S064211PRG,0,0,KE,0,B6100,Health,Health,S6212,1,0,2,0,1002126,Operation Eyesight Universal,Canadian Non-Profit Making,2,Africa,KE,Kenya,0.23,148201.328
2009/2010,0,99820,0,NGO,Promotion of development awareness,6161,0.0,0,KSD Social Development Partnerships,Civil Society,1,2,0,0.08,Operational,S064211PRG,0,0,KE,0,B6100,Health,Health,S6212,1,0,2,0,1002126,Operation Eyesight Universal,Canadian Non-Profit Making,2,Africa,KE,Kenya,0.23,21556.5568
2009/2010,0,12220,0,NGO,Basic health care,6161,0.0,0,KSD Social Development Partnerships,Civil Society,1,2,0,0.37,Operational,S064211PRG,0,0,RW,0,B6100,Health,Health,S6212,1,0,2,0,1002126,Operation Eyesight Universal,Canadian Non-Profit Making,2,Africa,RW,Rwanda,0.12,52016.9088
2009/2010,0,12230,0,NGO,Basic health infrastructure,6161,0.0,0,KSD Social Development Partnerships,Civil Society,1,2,0,0.55,Operational,S064211PRG,0,0,RW,0,B6100,Health,Health,S6212,1,0,2,0,1002126,Operation Eyesight Universal,Canadian Non-Profit Making,2,Africa,RW,Rwanda,0.12,77322.432
2009/2010,0,99820,0,NGO,Promotion of development awareness,6161,0.0,0,KSD Social Development Partnerships,Civil Society,1,2,0,0.08,Operational,S064211PRG,0,0,RW,0,B6100,Health,Health,S6212,1,0,2,0,1002126,Operation Eyesight Universal,Canadian Non-Profit Making,2,Africa,RW,Rwanda,0.12,11246.8992
