ASSI,CONSC,SRASI,BAFO,CUB,TISI,ASSTI,ASCET,ASSUBFR,Ti,RELATT,SI,CHI,CEI,VARI
8612,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL622429,,
8613,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL622430,,
8614,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL622431,,
8615,1,,BAO_0000218,Intermediate,2116.0,Ileum,,,50597,N,1,CHEMBL622432,,
8616,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL622433,,
8617,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL622434,,
8618,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL622435,,
8619,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL618748,,
8620,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL618749,,
8621,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL618750,,
8622,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL618751,,
8623,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL618752,,
8624,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL618753,,
8625,1,,BAO_0000218,Intermediate,1969.0,Plasma,,,50597,N,1,CHEMBL618754,,
8626,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL618755,,
8627,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL618756,,
8628,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL618757,,
8629,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL618758,,
8630,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL621088,,
8631,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL621089,,
8632,1,,BAO_0000218,Intermediate,178.0,Blood,,,50597,N,1,CHEMBL621090,,
8633,1,,BAO_0000218,Intermediate,178.0,Blood,,,50597,N,1,CHEMBL621091,,
8634,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL876731,,
8635,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL621092,,
8636,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL621093,,
8637,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL621094,,
8638,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL621095,,
8639,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL621096,,
8640,1,,BAO_0000218,Intermediate,2113.0,Kidney,,,50597,N,1,CHEMBL621097,,
8641,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL621098,,
8642,1,,BAO_0000218,Intermediate,2037.0,Cerebellum,,,50597,N,1,CHEMBL621099,,
8643,1,,BAO_0000218,Intermediate,2037.0,Cerebellum,,,50597,N,1,CHEMBL621100,,
8644,1,,BAO_0000218,Intermediate,2037.0,Cerebellum,,,50597,N,1,CHEMBL621101,,
8645,1,,BAO_0000218,Intermediate,2037.0,Cerebellum,,,50597,N,1,CHEMBL621102,,
8646,1,,BAO_0000218,Intermediate,2037.0,Cerebellum,,,50597,N,1,CHEMBL876732,,
8647,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL621103,,
8648,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL621104,,
8649,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL621105,,
8650,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL621106,,
8651,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL621107,,
8652,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL621108,,
8653,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL621109,,
8654,1,,BAO_0000218,Intermediate,2113.0,Kidney,,,50594,N,1,CHEMBL621110,,
8655,1,,BAO_0000218,Intermediate,2113.0,Kidney,,,50594,N,1,CHEMBL621111,,
8656,1,,BAO_0000218,Intermediate,2107.0,Liver,,,50594,N,1,CHEMBL622541,,
8657,1,,BAO_0000218,Intermediate,2107.0,Liver,,,50594,N,1,CHEMBL622542,,
8658,1,,BAO_0000218,Intermediate,2107.0,Liver,,,50594,N,1,CHEMBL622543,,
8659,1,,BAO_0000218,Intermediate,2107.0,Liver,,,50594,N,1,CHEMBL624412,,
8660,1,,BAO_0000218,Intermediate,2107.0,Liver,,,50594,N,1,CHEMBL624413,,
8661,1,,BAO_0000218,Intermediate,2107.0,Liver,,,50594,N,1,CHEMBL624414,,
8662,1,,BAO_0000218,Intermediate,2048.0,Lung,,,50594,N,1,CHEMBL624415,,
8663,1,,BAO_0000218,Intermediate,2048.0,Lung,,,50594,N,1,CHEMBL624416,,
8664,1,,BAO_0000218,Intermediate,2048.0,Lung,,,50594,N,1,CHEMBL624417,,
8665,1,,BAO_0000218,Intermediate,2048.0,Lung,,,50594,N,1,CHEMBL624418,,
8666,1,,BAO_0000218,Intermediate,2048.0,Lung,,,50594,N,1,CHEMBL624419,,
8667,1,,BAO_0000218,Intermediate,2048.0,Lung,,,50594,N,1,CHEMBL624420,,
8668,1,,BAO_0000218,Intermediate,2385.0,Muscle tissue,,,50594,N,1,CHEMBL624421,,
8669,1,,BAO_0000218,Intermediate,2385.0,Muscle tissue,,,50594,N,1,CHEMBL624422,,
8670,1,,BAO_0000218,Intermediate,2385.0,Muscle tissue,,,50594,N,1,CHEMBL624423,,
8671,1,,BAO_0000218,Intermediate,2385.0,Muscle tissue,,,50594,N,1,CHEMBL625123,,
8672,1,,BAO_0000218,Intermediate,2385.0,Muscle tissue,,,50594,N,1,CHEMBL625124,,
8673,1,,BAO_0000218,Intermediate,2385.0,Muscle tissue,,,50594,N,1,CHEMBL625125,,
8674,1,,BAO_0000218,Intermediate,14.0,Zone of skin,,,50594,N,1,CHEMBL625126,,
8675,1,,BAO_0000218,Intermediate,14.0,Zone of skin,,,50594,N,1,CHEMBL626947,,
8676,1,,BAO_0000218,Intermediate,14.0,Zone of skin,,,50594,N,1,CHEMBL626948,,
8677,1,,BAO_0000218,Intermediate,14.0,Zone of skin,,,50594,N,1,CHEMBL626949,,
8678,1,,BAO_0000218,Intermediate,14.0,Zone of skin,,,50594,N,1,CHEMBL626950,,
8679,1,,BAO_0000218,Intermediate,14.0,Zone of skin,,,50594,N,1,CHEMBL626951,,
8680,1,,BAO_0000218,Intermediate,2106.0,Spleen,,,50594,N,1,CHEMBL626952,,
8681,1,,BAO_0000218,Intermediate,2106.0,Spleen,,,50594,N,1,CHEMBL626953,,
8682,1,,BAO_0000218,Intermediate,2106.0,Spleen,,,50594,N,1,CHEMBL626954,,
8683,1,,BAO_0000218,Intermediate,2106.0,Spleen,,,50594,N,1,CHEMBL626955,,
8684,1,,BAO_0000218,Intermediate,2106.0,Spleen,,,50594,N,1,CHEMBL626956,,
8685,1,,BAO_0000218,Intermediate,2106.0,Spleen,,,50594,N,1,CHEMBL626957,,
8686,1,,BAO_0000218,Intermediate,178.0,Blood,,,50594,N,1,CHEMBL626958,,
8687,1,,BAO_0000218,Intermediate,178.0,Blood,,,50594,N,1,CHEMBL626959,,
8688,1,,BAO_0000218,Intermediate,178.0,Blood,,,50594,N,1,CHEMBL626960,,
8689,1,,BAO_0000218,Intermediate,178.0,Blood,,,50594,N,1,CHEMBL626961,,
8690,1,,BAO_0000218,Intermediate,178.0,Blood,,,50594,N,1,CHEMBL627589,,
8691,1,,BAO_0000218,Intermediate,178.0,Blood,,,50594,N,1,CHEMBL627590,,
8692,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL627591,,
8693,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL627592,,
8694,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL627593,,
8695,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL627594,,
8696,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL876813,,
8697,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL627595,,
8698,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL627596,,
8699,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL627597,,
8700,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL627598,,
8701,1,,BAO_0000218,Intermediate,955.0,Brain,,,50597,N,1,CHEMBL627599,,
8702,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL627600,,
8703,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL627601,,
8704,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL627776,,
8705,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL627777,,
8706,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL627778,,
8707,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL627779,,
8708,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL876814,,
8709,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL627780,,
8710,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL627781,,
8711,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL627782,,
8712,1,,BAO_0000218,Intermediate,1969.0,Plasma,,,50597,N,1,CHEMBL627783,,
8713,1,,BAO_0000218,Intermediate,1969.0,Plasma,,,50597,N,1,CHEMBL627784,,
8714,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL627785,,
8715,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL627786,,
8716,1,,BAO_0000218,Intermediate,1969.0,Plasma,,,50597,N,1,CHEMBL627787,,
8717,1,,BAO_0000218,Intermediate,1969.0,Plasma,,,50597,N,1,CHEMBL627788,,
8718,1,,BAO_0000218,Intermediate,1969.0,Plasma,,,50597,N,1,CHEMBL626579,,
8719,1,,BAO_0000218,Intermediate,1969.0,Plasma,,,50597,N,1,CHEMBL626580,,
8720,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL876815,,
8721,1,,BAO_0000218,Intermediate,1969.0,Plasma,,,50597,N,1,CHEMBL626581,,
8722,1,,BAO_0000218,Intermediate,1969.0,Plasma,,,50597,N,1,CHEMBL626582,,
8723,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL626583,,
8724,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL626205,,
8725,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL626206,,
8726,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL626207,,
8727,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL623882,,
8728,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL623883,,
8729,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL623884,,
8730,1,,BAO_0000218,Intermediate,1969.0,Plasma,,,50597,N,1,CHEMBL623885,,
8731,1,,BAO_0000218,Intermediate,1969.0,Plasma,,,50597,N,1,CHEMBL623886,,
8732,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL623887,,
8733,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL623888,,
8734,1,,BAO_0000218,Intermediate,1969.0,Plasma,,,50597,N,1,CHEMBL623889,,
8735,1,,BAO_0000218,Intermediate,1969.0,Plasma,,,50597,N,1,CHEMBL623890,,
8736,1,,BAO_0000218,Intermediate,1969.0,Plasma,,,50597,N,1,CHEMBL623891,,
8737,1,,BAO_0000218,Intermediate,1969.0,Plasma,,,50597,N,1,CHEMBL623892,,
8738,1,,BAO_0000218,Intermediate,1969.0,Plasma,,,50597,N,1,CHEMBL623893,,
8739,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL877616,,
8740,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL623894,,
8741,1,,BAO_0000218,Intermediate,1969.0,Plasma,,,50597,N,1,CHEMBL623895,,
8742,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL623896,,
8743,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL623897,,
8744,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL623898,,
8745,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL623899,,
8746,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL623900,,
8747,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL623901,,
8748,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL623902,,
8749,1,,BAO_0000218,Intermediate,1359.0,Cerebrospinal fluid,,,50597,N,1,CHEMBL623903,,
8750,1,,BAO_0000218,Intermediate,1969.0,Plasma,,,50597,N,1,CHEMBL623904,,
8751,1,,BAO_0000218,Intermediate,1969.0,Plasma,,,50597,N,1,CHEMBL877617,,
8752,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL623905,,
8753,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL623906,,
8754,1,,BAO_0000218,Intermediate,1969.0,Plasma,,,50597,N,1,CHEMBL623907,,
8755,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL623908,,
8756,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL623909,,
8757,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL623910,,
8758,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL623911,,
8759,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL623912,,
8760,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL624616,,
8761,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL624617,,
8762,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL624618,,
8763,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL624619,,
8764,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL624794,,
8765,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL624795,,
8766,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL623921,,
8767,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL623922,,
8768,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL623923,,
8769,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL623924,,
8770,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL623925,,
8771,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL623926,,
8772,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL623927,,
8773,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL623928,,
8774,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL623929,,
8775,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL623930,,
8776,1,,BAO_0000218,Intermediate,955.0,Brain,,,50597,N,1,CHEMBL623931,,
8777,1,,BAO_0000218,Intermediate,955.0,Brain,,,50597,N,1,CHEMBL622165,,
8778,1,,BAO_0000218,Intermediate,955.0,Brain,,,50597,N,1,CHEMBL621249,,
8779,1,,BAO_0000218,Intermediate,955.0,Brain,,,50597,N,1,CHEMBL621250,,
8780,1,,BAO_0000218,Intermediate,955.0,Brain,,,50597,N,1,CHEMBL621448,,
8781,1,,BAO_0000218,Intermediate,955.0,Brain,,,50597,N,1,CHEMBL621449,,
8782,1,,BAO_0000218,Intermediate,955.0,Brain,,,50597,N,1,CHEMBL621450,,
8783,1,,BAO_0000218,Intermediate,955.0,Brain,,,50597,N,1,CHEMBL621451,,
8784,1,,BAO_0000218,Intermediate,955.0,Brain,,,50597,N,1,CHEMBL621452,,
8785,1,,BAO_0000218,Intermediate,955.0,Brain,,,50597,N,1,CHEMBL621453,,
8786,1,,BAO_0000218,Intermediate,955.0,Brain,,,50597,N,1,CHEMBL621454,,
8787,1,,BAO_0000218,Intermediate,955.0,Brain,,,50597,N,1,CHEMBL621455,,
8788,1,,BAO_0000218,Intermediate,955.0,Brain,,,50597,N,1,CHEMBL621456,,
8789,1,,BAO_0000218,Intermediate,955.0,Brain,,,50597,N,1,CHEMBL625145,,
8790,1,,BAO_0000218,Intermediate,955.0,Brain,,,50597,N,1,CHEMBL875847,,
8791,1,,BAO_0000218,Intermediate,955.0,Brain,,,50597,N,1,CHEMBL625146,,
8792,1,,BAO_0000218,Intermediate,955.0,Brain,,,50597,N,1,CHEMBL625147,,
8793,1,,BAO_0000218,Intermediate,955.0,Brain,,,50597,N,1,CHEMBL625148,,
8794,1,,BAO_0000218,Intermediate,955.0,Brain,,,50597,N,1,CHEMBL625149,,
8795,1,,BAO_0000218,Intermediate,955.0,Brain,,,50597,N,1,CHEMBL625150,,
8796,1,,BAO_0000218,Intermediate,955.0,Brain,,,50597,N,1,CHEMBL625151,,
8797,1,,BAO_0000218,Intermediate,955.0,Brain,,,50597,N,1,CHEMBL625152,,
8798,1,,BAO_0000218,Intermediate,955.0,Brain,,,50597,N,1,CHEMBL625153,,
8799,1,,BAO_0000218,Intermediate,955.0,Brain,,,50597,N,1,CHEMBL625154,,
8800,1,,BAO_0000218,Intermediate,955.0,Brain,,,50597,N,1,CHEMBL625155,,
8801,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL625156,,
8802,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL624354,,
8803,1,,BAO_0000218,Intermediate,10000000.0,Hippocampus,,,50597,N,1,CHEMBL624355,,
8804,1,,BAO_0000218,Intermediate,10000000.0,Hippocampus,,,50597,N,1,CHEMBL624356,,
8805,1,,BAO_0000218,Intermediate,10000000.0,Hippocampus,,,50597,N,1,CHEMBL624357,,
8806,1,,BAO_0000218,Intermediate,10000000.0,Hippocampus,,,50597,N,1,CHEMBL624358,,
8807,1,,BAO_0000218,Intermediate,2435.0,Striatum,,,50597,N,1,CHEMBL624359,,
8808,1,,BAO_0000218,Intermediate,2435.0,Striatum,,,50597,N,1,CHEMBL624360,,
8809,1,,BAO_0000218,Intermediate,2435.0,Striatum,,,50597,N,1,CHEMBL624361,,
8810,1,,BAO_0000218,Intermediate,2435.0,Striatum,,,50597,N,1,CHEMBL624362,,
8811,1,,BAO_0000218,Intermediate,2435.0,Striatum,,,50597,N,1,CHEMBL624363,,
8812,1,,BAO_0000218,Intermediate,178.0,Blood,,,50597,N,1,CHEMBL624364,,
8813,1,,BAO_0000218,Intermediate,178.0,Blood,,,50597,N,1,CHEMBL624365,,
8814,1,,BAO_0000218,Intermediate,178.0,Blood,,,50597,N,1,CHEMBL624366,,
8815,1,,BAO_0000218,Intermediate,178.0,Blood,,,50597,N,1,CHEMBL624367,,
8816,1,,BAO_0000218,Intermediate,955.0,Brain,,,50597,N,1,CHEMBL624368,,
8817,1,,BAO_0000218,Intermediate,955.0,Brain,,,50597,N,1,CHEMBL624369,,
8818,1,,BAO_0000218,Intermediate,955.0,Brain,,,50597,N,1,CHEMBL624370,,
8819,1,,BAO_0000218,Intermediate,955.0,Brain,,,50597,N,1,CHEMBL625069,,
8820,1,,BAO_0000218,Intermediate,955.0,Brain,,,50597,N,1,CHEMBL625070,,
8821,1,,BAO_0000218,Intermediate,948.0,Heart,,,50597,N,1,CHEMBL626051,,
8822,1,,BAO_0000218,Intermediate,948.0,Heart,,,50597,N,1,CHEMBL626052,,
8823,1,,BAO_0000218,Intermediate,948.0,Heart,,,50597,N,1,CHEMBL626053,,
8824,1,,BAO_0000218,Intermediate,948.0,Heart,,,50597,N,1,CHEMBL626054,,
8825,1,,BAO_0000218,Intermediate,948.0,Heart,,,50597,N,1,CHEMBL626055,,
8826,1,,BAO_0000218,Intermediate,2113.0,Kidney,,,50597,N,1,CHEMBL626056,,
8827,1,,BAO_0000218,Intermediate,2113.0,Kidney,,,50597,N,1,CHEMBL626057,,
8828,1,,BAO_0000218,Intermediate,2113.0,Kidney,,,50597,N,1,CHEMBL625193,,
8829,1,,BAO_0000218,Intermediate,2113.0,Kidney,,,50597,N,1,CHEMBL625194,,
8830,1,,BAO_0000218,Intermediate,2107.0,Liver,,,50597,N,1,CHEMBL625195,,
8831,1,,BAO_0000218,Intermediate,2107.0,Liver,,,50597,N,1,CHEMBL625196,,
8832,1,,BAO_0000218,Intermediate,2107.0,Liver,,,50597,N,1,CHEMBL625197,,
8833,1,,BAO_0000218,Intermediate,2107.0,Liver,,,50597,N,1,CHEMBL625198,,
8834,1,,BAO_0000218,Intermediate,2107.0,Liver,,,50597,N,1,CHEMBL627929,,
8835,1,,BAO_0000218,Intermediate,2048.0,Lung,,,50597,N,1,CHEMBL627074,,
8836,1,,BAO_0000218,Intermediate,2048.0,Lung,,,50597,N,1,CHEMBL627075,,
8837,1,,BAO_0000218,Intermediate,2048.0,Lung,,,50597,N,1,CHEMBL627076,,
8838,1,,BAO_0000218,Intermediate,2048.0,Lung,,,50597,N,1,CHEMBL627077,,
8839,1,,BAO_0000218,Intermediate,2048.0,Lung,,,50597,N,1,CHEMBL627078,,
8840,1,,BAO_0000218,Intermediate,2385.0,Muscle tissue,,,50597,N,1,CHEMBL627079,,
8841,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL873824,,
8842,1,,BAO_0000218,Intermediate,1969.0,Plasma,,,50594,N,1,CHEMBL627080,,
8843,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL627081,,
8844,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL627082,,
8845,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL627083,,
8847,1,,BAO_0000218,Intermediate,1969.0,Plasma,,,50594,N,1,CHEMBL627085,,
8848,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL627086,,
8849,1,,BAO_0000218,Intermediate,1969.0,Plasma,,,50594,N,1,CHEMBL627087,,
8850,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL627088,,
8851,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL627089,,
8852,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL627090,,
8853,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL627091,,
8854,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL627092,,
8855,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL876785,,
8856,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL627093,,
8857,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL627094,,
8858,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL627095,,
8859,1,,BAO_0000218,Intermediate,955.0,Brain,,,50594,N,1,CHEMBL627096,,
8860,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL627097,,
8861,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL627098,,
8862,1,,BAO_0000218,Intermediate,178.0,Blood,,,50594,N,1,CHEMBL627099,,
8863,1,,BAO_0000218,Intermediate,955.0,Brain,,,50594,N,1,CHEMBL627100,,
8864,1,,BAO_0000218,Intermediate,1969.0,Plasma,,,50594,N,1,CHEMBL627101,,
8865,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL627102,,
8866,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL627103,,
8867,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL627104,,
8868,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL627105,,
8869,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL876786,,
8870,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL873825,,
8871,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL627106,,
8872,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL626336,,
8873,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL877462,,
8874,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL626337,,
8875,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL626338,,
8876,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL626339,,
8877,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL626340,,
8878,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL625377,,
8879,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL625378,,
8880,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL625379,,
8881,0,,BAO_0000251,Autocuration,,,,Microsomes,22224,U,1,CHEMBL625380,,
8882,0,,BAO_0000251,Autocuration,,,,Microsomes,22224,U,1,CHEMBL625381,,
8883,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL625382,,
8884,0,,BAO_0000218,Autocuration,,,,,22224,U,1,CHEMBL873828,,
8885,0,,BAO_0000218,Autocuration,,,,,22224,U,1,CHEMBL625383,,
8886,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL625384,,
8887,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL625385,,
8888,0,,BAO_0000221,Autocuration,2107.0,Liver,,,22224,U,1,CHEMBL625386,,
8889,0,,BAO_0000221,Autocuration,2107.0,Liver,,,22224,U,1,CHEMBL623571,,
8890,0,,BAO_0000221,Autocuration,2107.0,Liver,,,22224,U,1,CHEMBL623572,,
8891,0,,BAO_0000221,Autocuration,2107.0,Liver,,,22224,U,1,CHEMBL623573,,
8892,0,,BAO_0000221,Autocuration,2107.0,Liver,,,22224,U,1,CHEMBL623574,,
8893,0,,BAO_0000221,Autocuration,2107.0,Liver,,,22224,U,1,CHEMBL623575,,
8894,0,,BAO_0000221,Autocuration,2107.0,Liver,,,22224,U,1,CHEMBL623749,,
8895,0,,BAO_0000221,Autocuration,2107.0,Liver,,,22224,U,1,CHEMBL623750,,
8896,0,,BAO_0000221,Autocuration,2107.0,Liver,,,22224,U,1,CHEMBL623751,,
8897,0,,BAO_0000221,Autocuration,2107.0,Liver,,,22224,U,1,CHEMBL623752,,
8898,1,,BAO_0000218,Intermediate,1969.0,Plasma,,,50597,N,1,CHEMBL623753,,
8899,1,,BAO_0000218,Intermediate,1969.0,Plasma,,,50597,N,1,CHEMBL623754,,
8900,1,,BAO_0000218,Intermediate,1969.0,Plasma,,,50597,N,1,CHEMBL623755,,
8901,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL623756,,
8902,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL623757,,
8903,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL623758,,
8904,1,,BAO_0000218,Intermediate,955.0,Brain,,,50597,N,1,CHEMBL623759,,
8905,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL623760,,
8906,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL623761,,
8907,1,,BAO_0000218,Intermediate,1969.0,Plasma,,,50597,N,1,CHEMBL623762,,
8908,1,,BAO_0000218,Intermediate,1969.0,Plasma,,,50597,N,1,CHEMBL877594,,
8909,1,,BAO_0000218,Intermediate,1969.0,Plasma,,,50597,N,1,CHEMBL623763,,
8910,1,,BAO_0000218,Intermediate,1969.0,Plasma,,,50597,N,1,CHEMBL623764,,
8911,1,,BAO_0000218,Intermediate,1969.0,Plasma,,,50597,N,1,CHEMBL623765,,
8912,1,,BAO_0000218,Intermediate,178.0,Blood,,,50597,N,1,CHEMBL623766,,
8913,1,,BAO_0000218,Intermediate,178.0,Blood,,,50597,N,1,CHEMBL623767,,
8914,1,,BAO_0000218,Intermediate,178.0,Blood,,,50597,N,1,CHEMBL623768,,
