assay_id,assay_category,assay_tissue,variant_id,assay_organism,chembl_id,doc_id,assay_strain,tid,curated_by,assay_tax_id,description,assay_type,assay_test_type,assay_cell_type,assay_subcellular_fraction,relationship_type
6722,,,,Homo sapiens,CHEMBL619497,3850,,114,Expert,9606.0,Percent response to 10 uM PD-81723 on CHO cells expressing human A1-adenosine receptor at 0.1 uM; An increase of cAmp content of cells,F,,CHO,,D
6723,,,,,CHEMBL619498,3850,,114,Autocuration,,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 1 uM,F,,CHO,,H
6724,,,,,CHEMBL619499,3850,,114,Autocuration,,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 1 uM; change of less than 5% of allosteric enhancement.,F,,CHO,,H
6725,,,,,CHEMBL619500,3850,,114,Expert,,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 1 uM concentration,F,,CHO,,H
6726,,,,,CHEMBL619501,3850,,114,Autocuration,,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 1 uM concentration; change of less than 5% of allosteric enhancement.,F,,CHO,,H
6727,,,,,CHEMBL619502,3850,,114,Expert,,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 1 uM; An increase of cAmp content of cells,F,,CHO,,H
6728,,,,,CHEMBL619503,3850,,114,Autocuration,,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM,F,,CHO,,H
6729,,,,,CHEMBL619504,3850,,114,Autocuration,,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM; An increase of cAmp content of cells,F,,CHO,,H
6730,,,,,CHEMBL621298,3850,,114,Autocuration,,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM; change of less than 5% of allosteric enhancement.,F,,CHO,,H
6731,,,,,CHEMBL621299,3850,,114,Expert,,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM concentration,F,,CHO,,H
6732,,,,,CHEMBL621300,3850,,114,Autocuration,,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM concentration; An increase of cAmp content of cells,F,,CHO,,H
6733,,,,,CHEMBL621301,3850,,114,Autocuration,,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM concentration; change of less than 5% of allosteric enhancement.,F,,CHO,,H
6734,,,,,CHEMBL621302,3850,,114,Expert,,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM; An increase of cAmp content of cells,F,,CHO,,H
6735,,,,Oryctolagus cuniculus,CHEMBL621303,12680,,80013,Intermediate,9986.0,Ability to inhibit [125I]ET1 binding to vascular smooth muscle (vsm)- A10 cells,F,,A10,,N
6736,,,,Rattus norvegicus,CHEMBL621304,1313,,22226,Autocuration,10116.0,In vitro potassium channel opening activity in A10 (smooth muscle) cells,F,,A10,,U
6737,,,,Rattus norvegicus,CHEMBL621305,1313,,22226,Autocuration,10116.0,In vitro potassium channel opening activity in A10 (smooth muscle) cells; Inactive,F,,A10,,U
6738,,,,Rattus norvegicus,CHEMBL621306,17567,,80013,Intermediate,10116.0,Effect on membrane potential of mitochondria in A10 smooth muscle cells from rats,F,,A10,,N
6739,,,,Rattus norvegicus,CHEMBL618444,17567,,80013,Intermediate,10116.0,Effect on membrane potential of mitochondria of A10 smooth muscle cells in rats,F,,A10,,N
6740,,,,Rattus norvegicus,CHEMBL618445,11819,,80013,Intermediate,10116.0,Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 0.001 uM,F,,A10,,N
6741,,,,Cricetulus griseus,CHEMBL618446,13436,,80089,Intermediate,10029.0,Compound was tested for aerobic growth inhibition against AA8 cells after 4 hr of exposure,F,,CHO-AA8,,N
6742,,,,Cricetulus griseus,CHEMBL618447,12687,,80089,Intermediate,10029.0,Concentration required to reduce AA8 cell numbers to 50% of controls in a growth inhibition microassay,F,,CHO-AA8,,N
6743,,,,Cricetulus griseus,CHEMBL618448,12651,,80089,Intermediate,10029.0,Concentration of the drug to inhibit chinese hamster ovary derived cell (AA8) growth in culture,F,,CHO-AA8,,N
6744,,,,Cricetulus griseus,CHEMBL618449,13300,,80089,Intermediate,10029.0,Cytotoxicity in a growth inhibition assay against aerobic cultures of AA8 cells was determined,F,,CHO-AA8,,N
6745,,,,Cricetulus griseus,CHEMBL618637,15296,,80089,Intermediate,10029.0,Cytotoxicity on AA8 cell growth (reduce cell number by 50%).,F,,CHO-AA8,,N
6746,,,,Cricetulus griseus,CHEMBL618638,15328,,80089,Intermediate,10029.0,"Cytotoxicity in chinese hamster ovary tumor cell line-AA8, by growth inhibition assay.",F,,CHO-AA8,,N
6747,,,,Cricetulus griseus,CHEMBL618639,13302,,80089,Intermediate,10029.0,Growth inhibition activity was measured in repair proficient AA8 cells under aerobic conditions (4 hours drug exposure),F,,CHO-AA8,,N
6748,,,,Cricetulus griseus,CHEMBL618640,14367,,80089,Expert,10029.0,"Growth inhibition of aerobic AA8 cells, after 18 hours exposure",F,,CHO-AA8,,N
6749,,,,Cricetulus griseus,CHEMBL618641,17002,,80089,Expert,10029.0,In vitro cellular toxicity against chinese hamster AA8 cell line after 4 hr of compound exposure,F,,CHO-AA8,,N
6750,,,,Cricetulus griseus,CHEMBL618642,13436,,80089,Intermediate,10029.0,Inhibitory activity against AA8 cell growth in aerobic condition after 4 hr of exposure,F,,CHO-AA8,,N
6751,,,,Cricetulus griseus,CHEMBL618643,13435,,80089,Intermediate,10029.0,Inhibitory activity against aerobic growth of AA8 cells.,F,,CHO-AA8,,N
6752,,,,Cricetulus griseus,CHEMBL884013,10503,,80089,Intermediate,10029.0,Tested for the in vitro cytotoxicity against transformed chinese hamster fibroblast line AA8,A,,CHO-AA8,,N
6753,,,,Cricetulus griseus,CHEMBL622723,10503,,80089,Expert,10029.0,In vitro cytotoxicity against transformed chinese hamster fibroblast line AA8,F,,CHO-AA8,,N
6754,,,,Cricetulus griseus,CHEMBL622724,10503,,80089,Intermediate,10029.0,Tested for the in vitro cytotoxicity against transformed chinese hamster fibroblast line AA8,F,,CHO-AA8,,N
6755,,,,Cricetulus griseus,CHEMBL622725,15090,,80089,Expert,10029.0,Tested for growth inhibition against AA8 tumor cell line(chinese hamster ovary).,F,,CHO-AA8,,N
6756,,,,Cricetulus griseus,CHEMBL622726,10368,,80089,Expert,10029.0,Cytotoxicity against AA8 cell line,F,,CHO-AA8,,N
6757,,,,Cricetulus griseus,CHEMBL622727,12651,,80089,Intermediate,10029.0,Hypersensitivity factor(HF) was determined as ratio of IC50(AA8) to IC50(UV4),F,,CHO-AA8,,N
6758,,,,Cricetulus griseus,CHEMBL622728,12687,,80089,Intermediate,10029.0,In vitro therapeutic index (aerobic IC50 / hypoxic C1.6),A,,CHO-AA8,,N
6759,,,,Cricetulus griseus,CHEMBL622729,12687,,80089,Intermediate,10029.0,In vitro therapeutic index (aerobic IC50 / hypoxic C1.6),F,,CHO-AA8,,N
6760,,,,Cricetulus griseus,CHEMBL622730,12687,,80089,Intermediate,10029.0,In vitro therapeutic index (aerobic IC50 / hypoxic C1.6),A,,CHO-AA8,,N
6761,,,,Cricetulus griseus,CHEMBL622731,1890,,80089,Intermediate,10029.0,Compound was evaluated for cytotoxicity against CHO AA8 cell lines for 4 hr at pH-7.4,F,,CHO-AA8,,N
6762,,,,Cricetulus griseus,CHEMBL622732,10747,,80089,Intermediate,10029.0,Compound was evaluated for in vitro cytotoxicities against Chinese hamster ovary derived AA8 cell lines.,F,,CHO-AA8,,N
6763,,,,Cricetulus griseus,CHEMBL622733,10747,,80089,Intermediate,10029.0,Compound was evaluated for in vitro cytotoxicities against Chinese hamster ovary derived AA8 cell lines.,F,,CHO-AA8,,N
6764,,,,Cricetulus griseus,CHEMBL622734,11616,,22224,Autocuration,10029.0,Maximum tolerated dose (MTD) in C3H/HeN mice (single ip dose),F,,,,U
6765,,,,Cricetulus griseus,CHEMBL622735,11616,,80089,Expert,10029.0,Concentration required to increase radiation sensitivity by 1.3 when AA8 cells are exposed to drug for 30 min before and during irradiation under hypoxic condition.,F,,CHO-AA8,,N
6766,,,,Cricetulus griseus,CHEMBL618746,3471,,22224,Autocuration,10029.0,Oxygen dependence of cytotoxicity was assessed by clonogenic assay using stirred suspension cultures of AA8 cells after 1 hr under anoxic conditions,F,,CHO-AA8,,U
6767,,,,Cricetulus griseus,CHEMBL618747,3471,,22224,Autocuration,10029.0,Oxygen dependence of cytotoxicity was assessed by clonogenic assay using stirred suspension cultures of AA8 cells after 3h under anoxic conditions,F,,CHO-AA8,,U
6768,,,,Cricetulus griseus,CHEMBL620540,3471,,22224,Autocuration,10029.0,Oxygen dependence of cytotoxicity was assessed by clonogenic assay using stirred suspension cultures of AA8 cells after 4 hr under anoxic conditions,F,,CHO-AA8,,U
6769,,,,Cricetulus griseus,CHEMBL620541,3471,,22224,Autocuration,10029.0,Oxygen dependence of cytotoxicity was assessed by clonogenic assay using stirred suspension cultures of AA8 cells after 1 hr under aerobic conditions,F,,CHO-AA8,,U
6770,,,,Cricetulus griseus,CHEMBL620542,3471,,22224,Autocuration,10029.0,Oxygen dependence of cytotoxicity was assessed by clonogenic assay using stirred suspension cultures of AA8 cells after 3h under aerobic conditions,F,,CHO-AA8,,U
6771,,,,Cricetulus griseus,CHEMBL620543,3471,,22224,Autocuration,10029.0,Oxygen dependence of cytotoxicity was assessed by clonogenic assay using stirred suspension cultures of AA8 cells after 4 hr under aerobic conditions,F,,CHO-AA8,,U
6772,,,,Cricetulus griseus,CHEMBL618832,3471,,22224,Autocuration,10029.0,Ratio of oxygen dependence of cytotoxicities of AA8 cells in aerobic condition to anoxic condition,F,,CHO-AA8,,U
6773,,,,Cricetulus griseus,CHEMBL618833,11616,,80089,Expert,10029.0,Concentration required to reduce AA8 cell survival by 10%,F,,CHO-AA8,,N
6774,,,,Cricetulus griseus,CHEMBL618834,2656,,22224,Autocuration,10029.0,"Concentration required to reduce cell survival to 10% of controls under hypoxic conditions, using the AA8 (chinese hamster) aerobic cells",F,,CHO-AA8,,U
6775,,,,Cricetulus griseus,CHEMBL618835,10518,,22224,Autocuration,10029.0,Tested for the product of the drug concentration to the exposure time needed to reduce cell survival to 10% of controls using AA8 cells at 10 E 6 /mL in the clonogenic assay,F,,CHO-AA8,,U
6776,,,,Cricetulus griseus,CHEMBL618836,10518,,22224,Autocuration,10029.0,CT10 (air/N2) ratio of the product of the drug concentration to the exposure time needed to reduce cell survival to 10% of controls using AA8 cells at 10 E 6 /mL in the clonogenic assay,F,,CHO-AA8,,U
6777,,,,Cricetulus griseus,CHEMBL618837,10518,,22224,Autocuration,10029.0,CT10 (air/N2) ratio of the product of the drug concentration to the exposure time needed to reduce cell survival to 10% of controls using AA8 cells at 10 E 6 /mL in the clonogenic assay; range is 0.8-1.5,F,,CHO-AA8,,U
6778,,,,Cricetulus griseus,CHEMBL618838,10518,,22224,Autocuration,10029.0,CT10 (air/N2) ratio of the product of the drug concentration to the exposure time needed to reduce cell survival to 10% of controls using AA8 cells at 10 E 6 /mL in the clonogenic assay; range is 1-2,F,,CHO-AA8,,U
6779,,,,Cricetulus griseus,CHEMBL618839,16156,,22224,Autocuration,10029.0,Ability to reduce cell density of AA8 cells to 50% after 4 hr of exposure to air,F,,CHO-AA8,,U
6780,,,,Cricetulus griseus,CHEMBL618840,2656,,22224,Autocuration,10029.0,Aerobic cytotoxic activity was evaluated by the growth inhibition of AA8 (chinese hamster) aerobic cells,F,,CHO-AA8,,U
6781,,,,Cricetulus griseus,CHEMBL618841,11005,,22224,Autocuration,10029.0,"Compound was evaluated for the inhibition of cell growth in culture against Chinese hamster ovary derived cell line, AA8",F,,,,U
6782,,,,Cricetulus griseus,CHEMBL618842,11942,,22224,Autocuration,10029.0,Concentration for 50% inhibition of AA8 cells growth under aerobic conditions after 18 hours exposure,F,,CHO-AA8,,U
6783,,,,Cricetulus griseus,CHEMBL618843,2128,,22224,Autocuration,10029.0,Concentration required for 50% inhibition of growth of AA8 cells following 4 hr drug exposure,F,,CHO-AA8,,U
6784,,,,Canis lupus familiaris,CHEMBL618844,16907,,50588,Intermediate,9615.0,Half life period after 15 mg/kg iv dose in Dogs,A,In vivo,,,N
6785,,,,Canis lupus familiaris,CHEMBL618845,16907,,50588,Intermediate,9615.0,Half life period after 30 mg/kg po dose in Dogs,A,In vivo,,,N
6786,,,,Canis lupus familiaris,CHEMBL618846,9579,,50588,Intermediate,9615.0,Half life was measured after oral 2b administration (tested in 6 dogs),A,In vivo,,,N
6787,,,,Canis lupus familiaris,CHEMBL618847,9579,,50588,Intermediate,9615.0,Half life was measured in dog after oral 17b administration,A,In vivo,,,N
6788,,,,Canis lupus familiaris,CHEMBL618848,9579,,50588,Intermediate,9615.0,Pharmacokinetic parameter T max determined in dog after oral administration of 17b,A,In vivo,,,N
6789,,,,Canis lupus familiaris,CHEMBL618849,9579,,50588,Intermediate,9615.0,Pharmacokinetic parameter T max determined in dog after oral administration of 2b,A,In vivo,,,N
6790,,,,Canis lupus familiaris,CHEMBL618850,16907,,50588,Intermediate,9615.0,Tmax value after 15 mg/kg iv dose in Dogs,A,In vivo,,,N
6791,,,,Canis lupus familiaris,CHEMBL618851,16907,,50588,Intermediate,9615.0,Tmax value after 30 mg/kg po dose in Dogs,A,In vivo,,,N
6792,,,,Canis lupus familiaris,CHEMBL873815,3184,,50588,Intermediate,9615.0,Compound was evaluated for its half life when administered intravenously in dog,A,In vivo,,,N
6793,,Plasma,,Canis lupus familiaris,CHEMBL618852,5017,,50588,Intermediate,9615.0,Compound was tested for plasma half life when administered in dog perorally (1 mg/kg) and intravenously (0.2 mg/kg),A,In vivo,,,N
6794,,,,Canis lupus familiaris,CHEMBL618853,6821,,50588,Intermediate,9615.0,Elimination Half-life of compound was determined in dog,A,,,,N
6795,,,,Canis lupus familiaris,CHEMBL618854,17839,,50588,Intermediate,9615.0,Half life of compound in dog following oral administration,A,In vivo,,,N
6796,,,,Canis lupus familiaris,CHEMBL618855,17267,,50588,Intermediate,9615.0,Half life of compound was determined in dog,A,,,,N
6797,,Blood,,Canis lupus familiaris,CHEMBL618856,4727,,50588,Intermediate,9615.0,Half life of compound was determined in dog blood,A,,,,N
6798,,,,Canis lupus familiaris,CHEMBL875827,5238,,50588,Intermediate,9615.0,Half life after oral and iv dosing in dogs,A,In vivo,,,N
6799,,,,Canis lupus familiaris,CHEMBL618857,4942,,50588,Intermediate,9615.0,Half life in dogs in hours,A,,,,N
6800,,,,Canis lupus familiaris,CHEMBL618858,6505,,50588,Intermediate,9615.0,Half life on i.v. administration of 2 mg/kg was measured in dog,A,In vivo,,,N
6801,,,,Canis lupus familiaris,CHEMBL618859,5130,,50588,Intermediate,9615.0,t1/2 in dog after oral dose (1 mg/kg),A,In vivo,,,N
6802,,,,Canis lupus familiaris,CHEMBL618860,1475,,50588,Intermediate,9615.0,Half life was evaluated in dog,A,,,,N
6803,,,,Canis lupus familiaris,CHEMBL618861,17804,,50588,Intermediate,9615.0,Half life period of compound was determined after intravenous administration at 2 mg/kg,A,In vivo,,,N
6804,,,,Canis lupus familiaris,CHEMBL622539,17804,,50588,Intermediate,9615.0,Half life period of compound was determined after peroral administration at 2 mg/kg,A,In vivo,,,N
6805,,,,Canis lupus familiaris,CHEMBL622540,6084,,50588,Intermediate,9615.0,Half life period (10 mg/kg) was determined in dog,A,In vivo,,,N
6806,,,,Canis lupus familiaris,CHEMBL873803,6084,,50588,Intermediate,9615.0,Half life period (10 mg/kg) was determined in dog,A,In vivo,,,N
6807,,,,Canis lupus familiaris,CHEMBL873804,5542,,50588,Intermediate,9615.0,Half life period by iv administration in dog at a dose of 0.3 mg/kg,A,In vivo,,,N
6808,,,,Canis lupus familiaris,CHEMBL624311,5542,,50588,Intermediate,9615.0,Half life period by po administration in dog at a dose of 0.3 mg/kg,A,In vivo,,,N
6809,,,,Canis lupus familiaris,CHEMBL624312,6084,,50588,Intermediate,9615.0,Half life period in dog,A,,,,N
6810,,,,Canis lupus familiaris,CHEMBL624313,6241,,50588,Intermediate,9615.0,Half life period in dogs after oral administration at 1 mg/kg,A,In vivo,,,N
6811,,,,Canis lupus familiaris,CHEMBL624314,1916,,50588,Intermediate,9615.0,Half life period was evaluated against Beagle dog at a dose of 15 mg/kg after po administration,A,In vivo,,,N
6812,,,,Canis lupus familiaris,CHEMBL624315,6621,,50588,Intermediate,9615.0,Half-life of compound was determined in dogs,A,,,,N
6813,,Plasma,,Canis lupus familiaris,CHEMBL624316,1696,,50588,Intermediate,9615.0,Half-life in dog plasma,A,,,,N
6814,,,,Canis lupus familiaris,CHEMBL624317,17800,,50588,Intermediate,9615.0,Half-life in mongrel dogs was determined,A,,,,N
6815,,,,Canis lupus familiaris,CHEMBL624318,17657,,50588,Intermediate,9615.0,Half-life in dog upon oral administration,A,In vivo,,,N
6816,,,,Canis lupus familiaris,CHEMBL624319,17657,,50588,Intermediate,9615.0,Half-life in dog upon oral administration; Unable to calculate,A,In vivo,,,N
6817,,,,Canis lupus familiaris,CHEMBL624496,4239,,50588,Intermediate,9615.0,Half-life was measured in dog,A,,,,N
6818,,,,Canis lupus familiaris,CHEMBL624497,5985,,50588,Intermediate,9615.0,Half-life was measured in dog,A,,,,N
6819,,,,Canis lupus familiaris,CHEMBL624498,9932,,50588,Intermediate,9615.0,Half-recovery time (T1/2) of the vascular resistance decrease at ED30 in anesthetized dogs,A,,,,N
6820,,,,Canis lupus familiaris,CHEMBL624499,5199,,50588,Intermediate,9615.0,Oral half life was determined,A,In vivo,,,N
6821,,Plasma,,Canis lupus familiaris,CHEMBL624500,5199,,50588,Intermediate,9615.0,Plasma elimination half-life (08 h) was determined in canine following intravenous (iv) administration (1 mg/kg).,A,In vivo,,,N
6822,,Plasma,,Canis lupus familiaris,CHEMBL624501,1475,,50588,Intermediate,9615.0,Plasma half life was evaluated,A,,,,N
6823,,Plasma,,Canis lupus familiaris,CHEMBL623666,1475,,50588,Intermediate,9615.0,Plasma half life was evaluated in Dog,A,,,,N
6824,,Plasma,,Canis lupus familiaris,CHEMBL623667,1475,,50588,Intermediate,9615.0,Plasma half life was evaluated in dog,A,,,,N
6825,,,,Canis lupus familiaris,CHEMBL623668,6316,,50588,Intermediate,9615.0,T1/2 (Half-life) was after oral administration at 5 mg/kg,A,In vivo,,,N
6826,,,,Canis lupus familiaris,CHEMBL623669,4883,,50588,Intermediate,9615.0,Tested for the half life value in dog,A,,,,N
6827,,,,Canis lupus familiaris,CHEMBL623670,4727,,50588,Intermediate,9615.0,Maximum time at the dose of 2 mg/kg in dog,A,In vivo,,,N
6828,,,,Canis lupus familiaris,CHEMBL623671,1916,,50588,Intermediate,9615.0,Maximum time was evaluated against Beagle dog at a dose of 15 mg/kg after po administration,A,In vivo,,,N
6829,,Blood,,Canis lupus familiaris,CHEMBL875945,1337,,50588,Intermediate,9615.0,Maximum time taken to reach maximum blood concentration was determined in dogs after oral administration (10 mg/kg) as a 0.05 M citric acid solution.,A,In vivo,,,N
6830,,Blood,,Canis lupus familiaris,CHEMBL623672,1337,,50588,Intermediate,9615.0,Maximum time taken to reach maximum blood concentration was determined in dogs after oral administration (8 mg/kg) as a 0.05 M citric acid solution.,A,In vivo,,,N
6831,,,,Canis lupus familiaris,CHEMBL623673,6265,,50588,Intermediate,9615.0,Pharmacokinetic (PK) property (Tmax) was determined in dog at the single dose of 1 mg/kg,A,In vivo,,,N
6832,,,,Canis lupus familiaris,CHEMBL623674,4809,,50588,Intermediate,9615.0,Pharmacokinetic parameter Tmax was determined in Beagle dogs after (iv) administration of a dose of 28 (uM/kg),A,In vivo,,,N
6833,,,,Canis lupus familiaris,CHEMBL623675,5983,,50588,Intermediate,9615.0,Pharmacokinetic property (Tmax) was measured in dog at the dose of 0.032 mg/kg p.o.,A,In vivo,,,N
6834,,,,Canis lupus familiaris,CHEMBL872526,5313,,50588,Intermediate,9615.0,"Tested for the pharmacokinetic data, time required to reach Cmax (Tmax) in dog",A,,,,N
6835,,,,Canis lupus familiaris,CHEMBL623676,5313,,50588,Intermediate,9615.0,"Tested for the pharmacokinetic data, time required to reach Cmax (Tmax) in dog at dosage of 10 mpk",A,In vivo,,,N
6836,,Plasma,,Canis lupus familiaris,CHEMBL623677,17650,,50588,Intermediate,9615.0,Time for maximum plasma concentration was measured in dogs after an oral dose of 10 uM/kg,A,In vivo,,,N
6837,,Plasma,,Canis lupus familiaris,CHEMBL623678,5199,,50588,Intermediate,9615.0,Time taken by the compound to achieve maximum plasma concentration at a 1 mg/kg oral dose in male and female Beagle dogs.,A,In vivo,,,N
6838,,Plasma,,Canis lupus familiaris,CHEMBL623679,933,,50588,Intermediate,9615.0,Time taken for maximum plasma concentration in dog,A,,,,N
6839,,,,Canis lupus familiaris,CHEMBL623680,16367,,50588,Intermediate,9615.0,Time to reach Cmax after oral administration to dogs,A,In vivo,,,N
6840,,Plasma,,Canis lupus familiaris,CHEMBL623681,6348,,50588,Intermediate,9615.0,Time to reach maximum plasma concentration was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,A,In vivo,,,N
6841,,,,Canis lupus familiaris,CHEMBL623682,6316,,50588,Intermediate,9615.0,Tmax (time to reach maximum concentration) was after oral administration at 5 mg/kg,A,In vivo,,,N
6842,,,,Canis lupus familiaris,CHEMBL623683,6215,,50588,Intermediate,9615.0,Tmax after peroral administration (1 mg/kg) was determined in dog,A,In vivo,,,N
6843,,,,Canis lupus familiaris,CHEMBL623684,3598,,50588,Expert,9615.0,Tmax of compound determined in dog after iv administration at a dose of 10 mg/kg,A,In vivo,,,N
6844,,,,Canis lupus familiaris,CHEMBL622745,4527,,50588,Intermediate,9615.0,Tmax by oral administration at a dose of 10 uM/kg in dog was determined,A,In vivo,,,N
6845,,,,Canis lupus familiaris,CHEMBL622746,17764,,50588,Intermediate,9615.0,Tmax after peroral administration in dogs at 2.4 uM/kg,A,In vivo,,,N
6846,,,,Mus musculus,CHEMBL622747,5969,,50594,Intermediate,10090.0,In vivo Cmax in mice at dose of 100 mg/kg,A,In vivo,,,N
6847,,,,Mus musculus,CHEMBL622748,5969,,50594,Intermediate,10090.0,In vivo Cmax in mice at dose of 50 mg/kg,A,In vivo,,,N
6848,,,,Mus musculus,CHEMBL622749,4573,,50594,Intermediate,10090.0,Maximal concentration determined at a dose 10 mg/kg administered intraperitoneally to mice,A,In vivo,,,N
6849,,Plasma,,Mus musculus,CHEMBL622750,3277,,50594,Intermediate,10090.0,Maximum plasma concentration was determined in mice at a single subcutaneous administration of 40 mg/kg (n=4),A,In vivo,,,N
6850,,Plasma,,Mus musculus,CHEMBL623411,17734,,50594,Intermediate,10090.0,Maximum concentration in plasma was determined after intraperitoneal administration of 100 mg/kg in mice,A,In vivo,,,N
6851,,Plasma,,Mus musculus,CHEMBL875946,3132,,50594,Intermediate,10090.0,Maximum concentration obtained in mouse plasma was determined,A,In vivo,,,N
6852,,Plasma,,Mus musculus,CHEMBL623412,3132,,50594,Intermediate,10090.0,Maximum concentration obtained in mouse plasma was determined at dose 25 mg/kg,A,In vivo,,,N
6853,,Plasma,,Mus musculus,CHEMBL623413,6348,,50594,Intermediate,10090.0,Maximum plasma concentration of compound was determined in mouse after 5 mg/kg (i.v.) and 6 mg/kg (p.o.) administration,A,In vivo,,,N
6854,,Plasma,,Mus musculus,CHEMBL623414,17729,,50594,Intermediate,10090.0,Maximum plasma concentration when injected i.p. in mice at a dose of 50 mg/kg,A,In vivo,,,N
6855,,Plasma,,Mus musculus,CHEMBL623415,17729,,50594,Intermediate,10090.0,Maximum plasma concentration when injected intravenously in mice at a dose of 20 mg/kg,A,In vivo,,,N
6856,,Plasma,,Mus musculus,CHEMBL623416,17729,,50594,Intermediate,10090.0,Maximum plasma concentration when injected perorally in mice at a dose of 50 mg/kg,A,In vivo,,,N
6857,,Plasma,,Mus musculus,CHEMBL623417,17728,,50594,Intermediate,10090.0,Maximal plasma concentration in BALB/C mice after 20 mg/kg intraperitoneal dose,A,In vivo,,,N
6858,,Plasma,,Mus musculus,CHEMBL623418,17728,,50594,Intermediate,10090.0,Maximal plasma concentration in BALB/C mice after 20 mg/kg intravenous dose,A,In vivo,,,N
6859,,Plasma,,Mus musculus,CHEMBL623419,17728,,50594,Intermediate,10090.0,Maximal plasma concentration in BALB/C mice after 50 mg/kg oral dose,A,In vivo,,,N
6860,,,,Mus musculus,CHEMBL622816,4066,,50594,Intermediate,10090.0,Peak concentration at a single subcutaneous administration of 40 mg/kg in mice,A,In vivo,,,N
6861,,,,Mus musculus,CHEMBL623313,6178,,50594,Intermediate,10090.0,Pharmacokinetic property (C(max)) was determined after ip administration of 32 mg/kg in mice,A,In vivo,,,N
6862,,,,Mus musculus,CHEMBL623314,6178,,50594,Intermediate,10090.0,Pharmacokinetic property (C(max)) was determined after po administration of 32 mg/kg in mice,A,In vivo,,,N
6863,,,,Mus musculus,CHEMBL876788,3760,,50594,Intermediate,10090.0,Pharmacokinetic studies were carried out in vivo after administration of compound at 5 mg/kg intravenously in mice,A,In vivo,,,N
6864,,,,Mus musculus,CHEMBL623315,3760,,50594,Intermediate,10090.0,Pharmacokinetic studies were carried out in vivo after administration of compound at 5 mg/kg perorally in mice,A,In vivo,,,N
6865,,,,Mus musculus,CHEMBL623316,3760,,50594,Intermediate,10090.0,Pharmacokinetic studies were carried out in vivo after administration of compound at 50 mg/kg intravenously in mice,A,In vivo,,,N
6866,,,,Mus musculus,CHEMBL623317,3760,,50594,Intermediate,10090.0,Pharmacokinetic studies were carried out in vivo after administration of compound at 50 mg/kg perorally in mice,A,In vivo,,,N
6868,,,,Mus musculus,CHEMBL623319,5961,,50594,Intermediate,10090.0,Cmax in male mice after 2 mg/kg oral dose,A,In vivo,,,N
6869,,,,Mus musculus,CHEMBL623320,6137,,50594,Intermediate,10090.0,Plasma concentration of 5-FU in HT-3 (human cervical cancer) xenograft mice at 1.38 mg/kg oral dose co-administered with 135 mg/kg Capecitabine,A,In vivo,,,N
6870,,,,Mus musculus,CHEMBL623321,3802,,50594,Intermediate,10090.0,Tested for Cmax value at the dose of 10 mg/kg when administered perorally in mouse,A,In vivo,,,N
6871,,,,Mus musculus,CHEMBL623322,3535,,50594,Intermediate,10090.0,Concentration in plasma (systemic) following oral dose in mouse at 0.25 hr,A,,,,N
6872,,,,Mus musculus,CHEMBL623323,3535,,50594,Intermediate,10090.0,Concentration in plasma (systemic) following oral dose in mouse at 1 hr,A,,,,N
6873,,,,Mus musculus,CHEMBL623324,3535,,50594,Intermediate,10090.0,Concentration in plasma (systemic) following oral dose in mouse at 24 hr,A,,,,N
6874,,,,Mus musculus,CHEMBL623325,3535,,50594,Intermediate,10090.0,Concentration in plasma (systemic) following oral dose in mouse at 2 hr,A,,,,N
6875,,,,Mus musculus,CHEMBL623326,3535,,50594,Intermediate,10090.0,Concentration in plasma (systemic) following oral dose in mouse at 4 hr,A,,,,N
6876,,,,Mus musculus,CHEMBL623327,3535,,50594,Intermediate,10090.0,Concentration in plasma (systemic) following oral dose in mouse at 6 hr,A,,,,N
6877,,Plasma,,Mus musculus,CHEMBL623328,2862,,50594,Intermediate,10090.0,Maximum concentration in plasma upon oral administration in mouse,A,,,,N
6878,,Plasma,,Mus musculus,CHEMBL623329,2675,,50594,Intermediate,10090.0,Maximum plasma concentration was evaluated in mice after oral administration,A,,,,N
