assays_ASSI,assays_BFOR,assays_Descri,assays_TISI,assays_RELAT,assays_SI,assays_ASSCET,assays_CHI,assays_ASTET,assays_T,assays_DI,assays_ASSUBCEFR,assays_ASTIS,assays_ASSTY,assays_ASSST,assays_ASSCAT,assays_CURAB,assays_SASI,assays_CI,assays_VARI
6287,BAO_0000218,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice heart bearing S180 tumor cell line for 30 minutes,948.0,N,1,CCRF S-180,CHEMBL622657,,50594,6599,,Heart,A,,,Intermediate,,42.0,
6288,BAO_0000218,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice heart bearing S180 tumor cell line for 4 hours,948.0,N,1,CCRF S-180,CHEMBL622658,,50594,6599,,Heart,A,,,Intermediate,,42.0,
6289,BAO_0000218,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice heart bearing S180 tumor cell line for 8 hours,948.0,N,1,CCRF S-180,CHEMBL622659,,50594,6599,,Heart,A,,,Intermediate,,42.0,
6290,BAO_0000218,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice kidney bearing S180 tumor cell line for 1 hour,2113.0,N,1,CCRF S-180,CHEMBL624630,,50594,6599,,Kidney,A,,,Intermediate,,42.0,
6291,BAO_0000218,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice kidney bearing S180 tumor cell line for 2 hours,2113.0,N,1,CCRF S-180,CHEMBL624631,,50594,6599,,Kidney,A,,,Intermediate,,42.0,
6292,BAO_0000218,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice kidney bearing S180 tumor cell line for 30 minutes,2113.0,N,1,CCRF S-180,CHEMBL624632,,50594,6599,,Kidney,A,,,Intermediate,,42.0,
6293,BAO_0000219,Cytotoxic activity of compound against A-549 cell lines at concentration of 10(ug/ml) on,,N,1,A549,CHEMBL624633,,80682,17130,,,F,,,Intermediate,,646.0,
6294,BAO_0000219,Cytotoxic activity of compound against A-549 cell lines at concentration of 10(ug/ml)on,,N,1,A549,CHEMBL624634,,80682,17130,,,F,,,Intermediate,,646.0,
6295,BAO_0000219,Cytotoxic activity of compound against A-549 cell lines at concentration of 3.3 (ug/ml),,N,1,A549,CHEMBL624635,,80682,17130,,,F,,,Intermediate,,646.0,
6296,BAO_0000219,Cytotoxic activity of compound against A-549 cell lines at concentration of 3.3 (ug/ml)),,N,1,A549,CHEMBL624636,,80682,17130,,,F,,,Intermediate,,646.0,
6297,BAO_0000219,Antineoplastic activity against A-549 (human lung carcinoma) cell line.,,N,1,A549,CHEMBL857055,,80682,3263,,,F,,,Expert,,646.0,
6298,BAO_0000219,In vitro rate of inhibition of A-549 tumor cell growth at 10E-4 mol/L,,N,1,A549,CHEMBL624637,,80682,6663,,,F,,,Expert,,646.0,
6299,BAO_0000219,In vitro rate of inhibition of A-549 tumor cell growth at 10E-5 mol/L,,N,1,A549,CHEMBL624638,,80682,6663,,,F,,,Expert,,646.0,
6300,BAO_0000219,In vitro rate of inhibition of A-549 tumor cell growth at 10E-6 mol/L,,N,1,A549,CHEMBL874366,,80682,6663,,,F,,,Expert,,646.0,
6301,BAO_0000219,In vitro rate of inhibition of A-549 tumor cell growth at 10E-7 mol/L,,N,1,A549,CHEMBL624639,,80682,6663,,,F,,,Expert,,646.0,
6302,BAO_0000219,In vitro rate of inhibition of A-549 tumor cell growth at 10E-8 mol/L,,N,1,A549,CHEMBL624640,,80682,6663,,,F,,,Expert,,646.0,
6303,BAO_0000219,Rate of inhibition of A-549 tumor cell growth at a concentration of 0.0625 uM,,N,1,A549,CHEMBL624641,,80682,6663,,,F,,,Intermediate,,646.0,
6304,BAO_0000219,Rate of inhibition of A-549 tumor cell growth at a concentration of 0.125 uM,,N,1,A549,CHEMBL624642,,80682,6663,,,F,,,Intermediate,,646.0,
6305,BAO_0000219,Rate of inhibition of A-549 tumor cell growth at a concentration of 0.25 uM,,N,1,A549,CHEMBL624643,,80682,6663,,,F,,,Intermediate,,646.0,
6306,BAO_0000219,Rate of inhibition of A-549 tumor cell growth at a concentration of 0.5 uM,,N,1,A549,CHEMBL624644,,80682,6663,,,F,,,Intermediate,,646.0,
6307,BAO_0000219,Rate of inhibition of A-549 tumor cell growth at a concentration of 1 uM,,N,1,A549,CHEMBL624645,,80682,6663,,,F,,,Intermediate,,646.0,
6308,BAO_0000219,The compound was evaluated for its cytotoxic potency against A-549 cell line,,N,1,A549,CHEMBL619445,,80682,3983,,,F,,,Intermediate,,646.0,
6309,BAO_0000219,Cytotoxic concentration required to inhibit 50% cell growth in A-549 lung carcinoma cell lines,,N,1,A549,CHEMBL839886,,80682,11141,,,F,,,Expert,,646.0,
6310,BAO_0000219,Cytotoxic activity of compound against A-549 tumor cell line.,,N,1,A549,CHEMBL619446,,80682,5076,,,F,,,Intermediate,,646.0,
6311,BAO_0000219,In vitro cytotoxicity against Lung A-549 human tumors following a 6 day exposure.,,N,1,A549,CHEMBL619447,,80682,3311,,,F,,,Intermediate,,646.0,
6312,BAO_0000219,In vitro cytotoxicity against Lung A-549 human tumors following a 2 day exposure.,,N,1,A549,CHEMBL619448,,80682,3311,,,F,,,Intermediate,,646.0,
6313,BAO_0000219,In vitro cytotoxicity against Lung A-549 human tumors following a 2 day exposure; ND is no data,,N,1,A549,CHEMBL619449,,80682,3311,,,F,,,Intermediate,,646.0,
6314,BAO_0000219,Cytotoxic activity of compound against A-549 tumor cell line at conc. of 20 ug/mL,,N,1,A549,CHEMBL619450,,80682,5076,,,F,,,Intermediate,,646.0,
6315,BAO_0000219,Compound was tested for cytotoxic activity against A-549 human lung carcinoma (ATCC:CCL-185),,N,1,A549,CHEMBL619451,,80682,4150,,,F,,,Intermediate,,646.0,
6316,BAO_0000219,In vitro inhibitory concentration against cell culture of A-549 human lung carcinoma,,N,1,A549,CHEMBL619452,,80682,2150,,,F,,,Expert,,646.0,
6317,BAO_0000219,Concentration for in vitro cytotoxicity against A-549 human lung tumor cells,,N,1,A549,CHEMBL619453,,80682,4644,,,F,,,Intermediate,,646.0,
6318,BAO_0000219,Dose required for in vitro cytotoxic activity against A-549 lung carcinoma cells at concentration of 10 ug/ml; NA is no cytotoxicity,,N,1,A549,CHEMBL874367,,80682,263,,,F,,,Intermediate,,646.0,
6319,BAO_0000219,Cytotoxic concentration against A-549 tumor cells.,,N,1,A549,CHEMBL619454,,80682,11333,,,F,,,Intermediate,,646.0,
6320,BAO_0000219,Cytotoxic concentration against A-549 tumor cells; Inactive at 10 ug/mL.,,N,1,A549,CHEMBL619455,,80682,11333,,,F,,,Intermediate,,646.0,
6321,BAO_0000219,"Cytotoxicity against NCI tumor panel, A-549/ATCC non small-cell lung cancer cell line",,N,1,A549,CHEMBL619456,,80682,15895,,,F,,,Intermediate,,646.0,
6322,BAO_0000218,Minimum inhibitory concentration (lowest peptide concentration) required to prevent visible bacterial growth after 18 hr of incubation at 37 C in Mueller-Hinton broth against Acinetobacter baumannii 118A,,N,1,,CHEMBL619457,,50191,16677,,,F,,,Expert,,,
6323,BAO_0000218,Activity against Acinetobacter calcoaceticus (AC54),,N,1,,CHEMBL619458,,50192,10624,,,F,,,Intermediate,,,
6324,BAO_0000218,In vitro antifungal activity against Aspergillus flavus CM74,,N,1,,CHEMBL619459,,50274,16717,,,F,,,Expert,,,
6325,BAO_0000218,In vitro antifungal activity against Aspergillus flavus CM74,,N,1,,CHEMBL619460,,50274,16717,,,F,,,Expert,,,
6326,BAO_0000218,Inhibitory activity tested against Aspergillus fumigatus at 256 ug/mL concentration,,N,1,,CHEMBL619461,,50416,5513,,,F,,,Intermediate,,,
6327,BAO_0000218,In vitro minimum fungicidal concentration required to inhibit Aspergillus fumigatus(MFC),,N,1,,CHEMBL619462,,50416,15962,,,F,,,Intermediate,,,
6328,BAO_0000218,Antimicrobial activity against Aspergillus fumigatus (MIC),,N,1,,CHEMBL620388,,50416,15962,,,F,,,Intermediate,,,
6329,BAO_0000218,Antimicrobial activity against Aspergillus fumigatus (MIC),,N,1,,CHEMBL620389,,50416,15962,,,F,,,Intermediate,,,
6330,BAO_0000218,In vitro antimicrobial activity against Aspergillus fumigatus (MIC),,N,1,,CHEMBL620390,,50416,15962,,,F,,,Intermediate,,,
6331,BAO_0000218,In vitro antifungal activity against Aspergillus fumigatus 48238E,,N,1,,CHEMBL620391,,50416,16717,,,F,,,Expert,,,
6332,BAO_0000218,In vitro antifungal activity against Aspergillus fumigatus 48238E,,N,1,,CHEMBL621073,,50416,16717,,,F,,,Expert,,,
6333,BAO_0000218,Compound is evaluated for plaque-bactericidal index (PBI) against Actinomyces naeslundii 631,,N,1,,CHEMBL621074,,50296,8117,,,F,,,Intermediate,,,
6334,BAO_0000218,Compound is evaluated for plaque-bactericidal index (PBI) against Actinomyces viscosus M-100,,N,1,,CHEMBL621075,,50366,8117,,,F,,,Intermediate,,,
6335,BAO_0000218,Tested in vivo for Acanthocheilonema viteae at 200 mg/kg X 5 days(perorally),,N,1,,CHEMBL619554,,50535,15472,,,F,,,Intermediate,,,
6336,BAO_0000218,Tested in vivo for Acanthocheilonema viteae at 200 mg/kg X 5 days(perorally),,N,1,,CHEMBL619555,,50535,15472,,,F,,,Intermediate,,,
6337,BAO_0000218,Antibacterial activity determined as minimal inhibitory concentration (MIC) against Actinobacillus actinomycetecommitans ATCC 29527,,N,1,,CHEMBL619556,,50169,16443,,,F,,,Intermediate,,,
6338,BAO_0000218,Antibacterial activity determined as minimal inhibitory concentration (MIC) against Actinobacillus actinomycetecommitans ATCC 29527; value ranges from 1-2,,N,1,,CHEMBL619557,,50169,16443,,,F,,,Intermediate,,,
6339,BAO_0000218,Antibacterial activity determined as minimal inhibitory concentration (MIC) against Actinobacillus actinomycetecommitans ATCC 29527; value ranges from 1-2; ND is Not Determined,,N,1,,CHEMBL619558,,50169,16443,,,F,,,Intermediate,,,
6340,BAO_0000219,Effect on NAD+ depletion (% remaining versus vehicle control) in presence of MNNG (25 uM) at 11 uM compound concentration in A549 cells,,N,1,A549,CHEMBL619559,,80682,17206,,,F,,,Intermediate,,646.0,
6341,BAO_0000219,Percent ADP-ribose polymer formation at 25 uM compound concentration in A549 cells,,N,1,A549,CHEMBL619560,,80682,17206,,,F,,,Intermediate,,646.0,
6342,BAO_0000219,% inhibition against A549 cells (lung cancer) at 0.04 ug/mL,,N,1,A549,CHEMBL619561,,80682,16381,,,F,,,Intermediate,,646.0,
6343,BAO_0000219,% inhibition against A549 cells (lung cancer) at 0.4 ug/mL,,N,1,A549,CHEMBL619562,,80682,16381,,,F,,,Intermediate,,646.0,
6344,BAO_0000219,% inhibition against A549 cells (lung cancer) at 4 ug/mL,,N,1,A549,CHEMBL619563,,80682,16381,,,F,,,Intermediate,,646.0,
6345,BAO_0000219,GI values against A549 cells (lung cancer),,N,1,A549,CHEMBL857457,,80682,16381,,,F,,,Intermediate,,646.0,
6346,BAO_0000219,Effect on NAD+ depletion (% remaining versus vehicle control) 25 uM compound concentration in A549 cells,,N,1,A549,CHEMBL619564,,80682,17206,,,F,,,Intermediate,,646.0,
6347,BAO_0000219,Inhibitory activity against A549 human adenocarcinoma,,N,1,A549,CHEMBL619565,,80682,16325,,,F,,,Intermediate,,646.0,
6348,BAO_0000218,Evaluated for the antineoplastic activity against A549 lung (nonsmall cell) tumor xenograft in nude mice after administering 3 injections (intra peritoneally) at a dose of 200 mg/kg,,N,1,A549,CHEMBL619566,,80682,10708,,,F,,,Intermediate,,646.0,
6349,BAO_0000218,Evaluated for the antineoplastic activity against A549 lung (nonsmall cell) tumor xenograft in nude mice after administering 3 injections (intra peritoneally) at a dose of 100 mg/kg,,N,1,A549,CHEMBL619567,,80682,10708,,,F,,,Intermediate,,646.0,
6350,BAO_0000219,Inhibitory activity against A549 lung adenocarcinoma cell line,,N,1,A549,CHEMBL619568,,80682,17376,,,F,,,Intermediate,,646.0,
6351,BAO_0000219,Inhibitory activity against A549 lung adenocarcinoma cell line; not determined,,N,1,A549,CHEMBL619569,,80682,17376,,,F,,,Intermediate,,646.0,
6352,BAO_0000219,Cytotoxicity against human A549 lung cells,,N,1,A549,CHEMBL619570,,80682,17488,,,F,,,Intermediate,,646.0,
6353,BAO_0000218,In vivo percent inhibitory activity of intraperitoneally administered compound (50 mg/kg/day) against mice infected with A549 tumor,,N,1,A549,CHEMBL619571,,80682,17404,,,F,,,Intermediate,,646.0,
6354,BAO_0000219,Growth inhibition of A549 (human lung carcinoma) cell line.,,N,1,A549,CHEMBL619572,,80682,10958,,,F,,,Expert,,646.0,
6355,BAO_0000219,Effective dose required for inhibitory activity against A549 human tumor cell line.,,N,1,A549,CHEMBL619573,,80682,17099,,,F,,,Expert,,646.0,
6356,BAO_0000219,Effective dose required for inhibitory activity against A549 human tumor cell line; Not active,,N,1,A549,CHEMBL619574,,80682,17099,,,F,,,Intermediate,,646.0,
6357,BAO_0000219,Cytotoxicity was evaluated against A549 tumor cell lines; Inactive,,N,1,A549,CHEMBL619575,,80682,4096,,,F,,,Intermediate,,646.0,
6358,BAO_0000219,Cytotoxicity evaluated against A549 tumor cell lines; significant activity,,N,1,A549,CHEMBL619576,,80682,4096,,,F,,,Expert,,646.0,
6359,BAO_0000219,Cytotoxicity was evaluated against A549 tumor cell lines; Slightly active,,N,1,A549,CHEMBL619577,,80682,4096,,,F,,,Intermediate,,646.0,
6360,BAO_0000219,In vitro inhibitory activity against A549 tumor cell culture,,N,1,A549,CHEMBL619578,,80682,2525,,,F,,,Intermediate,,646.0,
6361,BAO_0000219,In vitro inhibitory activity against A549 tumor cell culture; IA= Inactive,,N,1,A549,CHEMBL884009,,80682,2525,,,F,,,Intermediate,,646.0,
6362,BAO_0000219,Activity against human lung cancer with mutated beta-tubulin (A549-T2415),,N,1,A549,CHEMBL619579,,80682,5302,,,F,,,Intermediate,,646.0,
6363,BAO_0000219,Growth inhibitory activity was determined against A549/ATCC cancer cell line of non-small cell lung cancer,,N,1,A549,CHEMBL619580,,80682,16325,,,F,,,Intermediate,,646.0,
6364,BAO_0000219,Inhibition of growth of A549/ATCC nonsmall cell lung cancer cell line,,N,1,A549,CHEMBL619581,,80682,16939,,,F,,,Intermediate,,646.0,
6365,BAO_0000219,In vitro antitumor activity against NSCL A549/ATCC tumor cell lines,,N,1,A549,CHEMBL619582,,80682,17229,,,F,,,Intermediate,,646.0,
6366,BAO_0000219,Cytotoxicity evaluation against A549/ATCC non-small-cell lung cancer cells,,N,1,A549,CHEMBL619583,,80682,17380,,,F,,,Intermediate,,646.0,
6367,BAO_0000219,Cytotoxicity evaluation against A549/ATCC non-small-cell lung cancer cells; No data,,N,1,A549,CHEMBL876502,,80682,17380,,,F,,,Intermediate,,646.0,
6368,BAO_0000219,In vitro cytotoxicity against human Non-small cell lung cancer A549/ATCC cell line.,,N,1,A549,CHEMBL619584,,80682,1903,,,F,,,Intermediate,,646.0,
6369,BAO_0000219,In vitro growth inhibition of compound was determined against A549/ATCC cell lines of non-small cell lung cancer,,N,1,A549,CHEMBL619585,,80682,3838,,,F,,,Intermediate,,646.0,
6370,BAO_0000219,Inhibition of the growth of non-small-cell lung cancer (A549/ATCC) cell line,,N,1,A549,CHEMBL619586,,80682,14696,,,F,,,Intermediate,,646.0,
6371,BAO_0000219,In vitro growth inhibition of compound was determined against A549/ATCC cell lines of non-small cell lung cancer,,N,1,A549,CHEMBL619587,,80682,3838,,,F,,,Intermediate,,646.0,
6372,BAO_0000219,Tested for in vitro cytotoxicity against non-small cell lung cancer cell line A549/ATCC,,N,1,A549,CHEMBL619588,,80682,1522,,,F,,,Intermediate,,646.0,
6373,BAO_0000219,Tested in vitro for cytotoxicity in A549/ATCC cell lines,,N,1,A549,CHEMBL619589,,80682,12400,,,F,,,Intermediate,,646.0,
6374,BAO_0000219,inhibition of the growth of non-small-cell lung cancer (A549/ATCC) cell line,,N,1,A549,CHEMBL619590,,80682,14696,,,F,,,Intermediate,,646.0,
6375,BAO_0000219,Compound was evaluated for in vitro activity against A549/ATCC lung cancer cell lines (Human tumor cells ),,N,1,A549,CHEMBL619591,,80682,14769,,,F,,,Intermediate,,646.0,
6376,BAO_0000219,Inhibition of the growth of non-small-cell lung cancer (A549/ATCC) cell line at 0.01 uM,,N,1,A549,CHEMBL619592,,80682,14696,,,F,,,Intermediate,,646.0,
6377,BAO_0000219,Compound was evaluated for cytotoxic activity against non-small lung cancer A549/ATCC cell lines.,,N,1,A549,CHEMBL619593,,80682,1888,,,F,,,Intermediate,,646.0,
6378,BAO_0000219,Tested for cytotoxic activity against non-small cell lung cancer A549/ATCC cell line,,N,1,A549,CHEMBL620217,,80682,12016,,,F,,,Intermediate,,646.0,
6379,BAO_0000219,Compound tested for growth inhibition of non-small cell lung cancer cell line A549/ATCC,,N,1,A549,CHEMBL620218,,80682,6058,,,F,,,Intermediate,,646.0,
6380,BAO_0000219,Compound was tested for 50% growth inhibition against human non-small cell lung cancer A549/ATCC cell line,,N,1,A549,CHEMBL620219,,80682,17708,,,F,,,Intermediate,,646.0,
6381,BAO_0000219,Antitumor activity against A549/ATCC cell line,,N,1,A549,CHEMBL620220,,80682,12301,,,F,,,Intermediate,,646.0,
6382,BAO_0000219,Tested for cytotoxicity against A549/ATCC cell lines in non-small-cell lung cancer,,N,1,A549,CHEMBL625141,,80682,11970,,,F,,,Intermediate,,646.0,
6383,BAO_0000219,In vitro cytotoxicity against A549/ATCC cell line.,,N,1,A549,CHEMBL625142,,80682,11818,,,F,,,Expert,,646.0,
6384,BAO_0000219,Tested in vitro for cytotoxicity in A549/ATCC cell line of Non-Small Cell Lung Cancer,,N,1,A549,CHEMBL625143,,80682,12400,,,F,,,Intermediate,,646.0,
6385,BAO_0000219,In vitro inhibition of Non-Small Cell Lung Cancer A549/ATCC cell lines,,N,1,A549,CHEMBL625144,,80682,3381,,,F,,,Intermediate,,646.0,
6386,BAO_0000219,Concentration of compound that cause 50% cytotoxicity of A549/ATCC non small cell lung cancer cell line,,N,1,A549,CHEMBL622474,,80682,17376,,,F,,,Intermediate,,646.0,
6387,BAO_0000219,Evaluated for the inhibitory concentration required to cause growth inhibition of A549Rem- cell line of lung using the MTT Cytotoxicity Assay,,N,1,A549,CHEMBL884104,,80682,10708,,,F,,,Intermediate,,646.0,
6388,BAO_0000219,Cytotoxicity was evaluated against A649 human mammary carcinoma cells,,U,1,,CHEMBL622475,,22226,2964,,,F,,,Autocuration,,,
6389,BAO_0000218,Compound was tested for oral bioavailability in dogs,,U,1,,CHEMBL622476,In vivo,22224,5005,,,A,,,Intermediate,,,
6390,BAO_0000218,Compound was tested for orally bioavailable in dogs with a half life of 0.7 hr,,N,1,,CHEMBL875831,In vivo,50588,6229,,,A,,,Intermediate,,,
6391,BAO_0000218,Compound was tested for orally bioavailable in dogs with a half life of 1.2h,,N,1,,CHEMBL622477,In vivo,50588,6229,,,A,,,Intermediate,,,
6392,BAO_0000218,Oral bioavailability in dog,,N,1,,CHEMBL622478,In vivo,50588,5374,,,A,,,Intermediate,,,
6393,BAO_0000218,Compound was tested for the oral bioavailability in dog; No availability,,N,1,,CHEMBL623172,In vivo,50588,5374,,,A,,,Intermediate,,,
6394,BAO_0000218,Oral bioavailability in dog (dose 5 mg/kg),,N,1,,CHEMBL623173,In vivo,50588,6265,,,A,,,Intermediate,,,
6395,BAO_0000218,Oral bioavailability (F%) of compound was determined after intravenous administration in average of two dogs at a dose of 1 mg/kg; ND=not determined,,N,1,,CHEMBL623174,In vivo,50588,5654,,,A,,,Intermediate,,,
6396,BAO_0000218,Oral bioavailability (F%) of compound was determined after intravenous administration in average of two dogs at a dose of 1 mg/kg; ND=not determined,,N,1,,CHEMBL623175,In vivo,50588,5654,,,A,,,Intermediate,,,
6397,BAO_0000218,Oral bioavailability in Beagle dogs after Per oral administration at dose of 50(mg/kg),,N,1,,CHEMBL623340,In vivo,50588,16456,,,A,,,Intermediate,,,
6398,BAO_0000218,Oral bioavailability in dog (dose 5 mg/kg),,N,1,,CHEMBL623341,In vivo,50588,5302,,,A,,,Intermediate,,,
6399,BAO_0000218,Oral bioavailability in dog (p.o. dosing of 0.05 M citric acid/0.05 M hydrochloric acid solution),,N,1,,CHEMBL623342,In vivo,50588,3624,,,A,,,Intermediate,,,
6400,BAO_0000218,Oral bioavailability of active FTIs in dogs,,N,1,,CHEMBL623343,In vivo,50588,16452,,,A,,,Intermediate,,,
6401,BAO_0000218,Oral bioavailability in dog (dose 5 mg/kg p.o. and 2 mg/kg i.v.),,N,1,,CHEMBL623344,In vivo,50588,5802,,,A,,,Intermediate,,,
6402,BAO_0000218,Oral bioavailability of compound determined in dog after iv administration at a dose of 10 mg/kg,,N,1,,CHEMBL623345,In vivo,50588,3598,,,A,,,Expert,,,
6403,BAO_0000218,Oral bioavailability in dog,,N,1,,CHEMBL875832,In vivo,50588,17839,,,A,,,Intermediate,,,
6404,BAO_0000218,Oral bioavailability in dog,,N,1,,CHEMBL623346,In vivo,50588,6762,,,A,,,Intermediate,,,
6405,BAO_0000218,Oral bioavailability in dog,,N,1,,CHEMBL623347,In vivo,50588,6821,,,A,,,Intermediate,,,
6406,BAO_0000218,Oral bioavailability of compound was determined in dog; Not tested,,N,1,,CHEMBL623348,In vivo,50588,6821,,,A,,,Intermediate,,,
6407,BAO_0000218,Oral bioavailability in dog,,N,1,,CHEMBL623349,In vivo,50588,5210,,,A,,,Intermediate,,,
6408,BAO_0000218,Oral bioavailability (10 mg/kg) was determined in dog,,N,1,,CHEMBL623350,In vivo,50588,6227,,,A,,,Intermediate,,,
6409,BAO_0000218,Oral bioavailability,,N,1,,CHEMBL623351,In vivo,50588,761,,,A,,,Intermediate,,,
6410,BAO_0000218,Oral bioavailability in dog (dosed as neat powder in hard gelatin capsule),,N,1,,CHEMBL623352,In vivo,50588,761,,,A,,,Intermediate,,,
6411,BAO_0000218,Oral bioavailability administered in solution in rats,,N,1,,CHEMBL623353,In vivo,50588,761,,,A,,,Intermediate,,,
6412,BAO_0000218,Oral bioavailability after 30 mg/kg po dose in Dogs,,N,1,,CHEMBL875833,In vivo,50588,16907,,,A,,,Intermediate,,,
6413,BAO_0000218,Oral bioavailability at a dose of 1 mg/kg in dogs,,N,1,,CHEMBL623354,In vivo,50588,5474,,,A,,,Intermediate,,,
6414,BAO_0000218,Oral bioavailability in dog (dose 1 mg/kg p.o.),,N,1,,CHEMBL623355,In vivo,50588,6535,,,A,,,Intermediate,,,
6415,BAO_0000218,Oral bioavailability in Dog; ND = not determined,,N,1,,CHEMBL623356,In vivo,50588,6535,,,A,,,Intermediate,,,
6416,BAO_0000218,Oral bioavailability in dog,,N,1,,CHEMBL623357,In vivo,50588,3352,,,A,,,Intermediate,,,
6417,BAO_0000218,Oral bioavailability in dog,,N,1,,CHEMBL623358,In vivo,50588,6168,,,A,,,Intermediate,,,
6418,BAO_0000218,Oral bioavailability in dog,,N,1,,CHEMBL623359,In vivo,50588,5988,,,A,,,Intermediate,,,
6419,BAO_0000218,Oral bioavailability in dog,,N,1,,CHEMBL623360,In vivo,50588,4942,,,A,,,Intermediate,,,
6420,BAO_0000218,Oral bioavailability in dogs; No data,,N,1,,CHEMBL623361,In vivo,50588,4942,,,A,,,Intermediate,,,
6421,BAO_0000218,Oral bioavailability measured in dogs,,N,1,,CHEMBL623362,In vivo,50588,14541,,,A,,,Intermediate,,,
6422,BAO_0000218,Oral bioavailability in dog,,N,1,,CHEMBL623363,In vivo,50588,4449,,,A,,,Intermediate,,,
6423,BAO_0000218,Oral bioavailability was calculated in dog,,N,1,,CHEMBL623364,In vivo,50588,6057,,,A,,,Intermediate,,,
6424,BAO_0000218,Oral bioavailability after 0.3 mg/kg po administration in dog,,N,1,,CHEMBL875834,In vivo,50588,5600,,,A,,,Intermediate,,,
6425,BAO_0000218,Oral bioavailability in dog (i.v. dosing),,N,1,,CHEMBL623365,In vivo,50588,5542,,,A,,,Intermediate,,,
6426,BAO_0000218,Oral bioavailability in dog,,N,1,,CHEMBL623366,In vivo,50588,5542,,,A,,,Intermediate,,,
6427,BAO_0000218,Oral bioavailability in Beagle dog at a dose of 2 mg/kg by po administration,,N,1,,CHEMBL623367,In vivo,50588,5546,,,A,,,Intermediate,,,
6428,BAO_0000218,Oral bioavailability in Beagle dogs,,N,1,,CHEMBL623368,In vivo,50588,4514,,,A,,,Intermediate,,,
6429,BAO_0000218,Oral bioavailability in dog,,N,1,,CHEMBL623369,In vivo,50588,3624,,,A,,,Intermediate,,,
6430,BAO_0000218,Oral bioavailability in dog,,N,1,,CHEMBL623370,In vivo,50588,3854,,,A,,,Intermediate,,,
6431,BAO_0000218,Oral bioavailability in dog,,N,1,,CHEMBL623371,In vivo,50588,5836,,,A,,,Intermediate,,,
6432,BAO_0000218,Oral bioavailability in dog,,N,1,,CHEMBL623372,In vivo,50588,5940,,,A,,,Intermediate,,,
6433,BAO_0000218,Oral bioavailability in dog,,N,1,,CHEMBL621351,In vivo,50588,6168,,,A,,,Intermediate,,,
6434,BAO_0000218,Oral bioavailability in dog,,N,1,,CHEMBL621352,In vivo,50588,6227,,,A,,,Intermediate,,,
6435,BAO_0000218,Oral bioavailability in dog,,N,1,,CHEMBL621353,In vivo,50588,6251,,,A,,,Intermediate,,,
6436,BAO_0000218,Oral bioavailability in dog,,N,1,,CHEMBL621354,In vivo,50588,6448,,,A,,,Intermediate,,,
6437,BAO_0000218,Oral bioavailability in dog,,N,1,,CHEMBL621355,In vivo,50588,6647,,,A,,,Intermediate,,,
6438,BAO_0000218,Oral bioavailability in dog,,N,1,,CHEMBL621356,In vivo,50588,5940,,,A,,,Intermediate,,,
6439,BAO_0000218,Oral bioavailability in dog,,N,1,,CHEMBL621357,In vivo,50588,933,,,A,,,Intermediate,,,
6440,BAO_0000218,Oral bioavailability in dog,,N,1,,CHEMBL621358,In vivo,50588,5210,,,A,,,Intermediate,,,
6441,BAO_0000218,Oral bioavailability in dog (dosed as a mixture of five compounds at 0.5 mg/kg each via i.v. only),,N,1,,CHEMBL621359,In vivo,50588,6642,,,A,,,Intermediate,,,
6442,BAO_0000218,Oral bioavailability in dog (dose 0.5 mg/kg i.v. and 2.0 mg/kg p.o.),,N,1,,CHEMBL621360,In vivo,50588,6641,,,A,,,Intermediate,,,
6443,BAO_0000218,Oral bioavailability in dog (dose 0.5 mg/kg i.v. and 2.0 mg/kg p.o.),,N,1,,CHEMBL621361,In vivo,50588,6642,,,A,,,Intermediate,,,
6444,BAO_0000218,Oral bioavailability in dog,,N,1,,CHEMBL621362,In vivo,50588,5472,,,A,,,Intermediate,,,
6445,BAO_0000218,Oral bioavailability in dog,,N,1,,CHEMBL621363,In vivo,50588,5985,,,A,,,Intermediate,,,
6446,BAO_0000218,Oral bioavailability in dog,,N,1,,CHEMBL621364,In vivo,50588,15660,,,A,,,Intermediate,,,
6447,BAO_0000218,Oral bioavailability in dog (dose 0.2 mg/kg i.v.),,N,1,,CHEMBL621166,In vivo,50588,5530,,,A,,,Intermediate,,,
6448,BAO_0000218,Oral bioavailability in dog (dose 1 mg/kg i.v.),,N,1,,CHEMBL621167,In vivo,50588,5530,,,A,,,Intermediate,,,
6449,BAO_0000218,Oral bioavailability (F) in dogs,,N,1,,CHEMBL621168,In vivo,50588,6305,,,A,,,Intermediate,,,
6450,BAO_0000218,Oral bioavailability in dog,,N,1,,CHEMBL621169,In vivo,50588,5210,,,A,,,Intermediate,,,
6451,BAO_0000218,Bioavailability in dog,,N,1,,CHEMBL875950,In vivo,50588,5238,,,A,,,Intermediate,,,
6452,BAO_0000218,Oral bioavailability in dog (dose 10 mg/kg),,N,1,,CHEMBL621170,In vivo,50588,5668,,,A,,,Intermediate,,,
6453,BAO_0000218,Oral bioavailability after peroral administration at 5 mpk in Dog,,N,1,,CHEMBL621171,In vivo,50588,5668,,,A,,,Intermediate,,,
