FiYe,CIDABusDeliMod,CoReID,Bio,OrganN,DivID,ProPr,DiviN,ContiID,SecID,PrNum,TrDev,BraN,ContiN,CounRegPer,UrIs,ChIss,YoIss,IndiIss,DisIs,ICTAAToFoDev,KnoFoDevelo,GeEq,OrgaID,OrgTy,OrgCl,OrgS,ProjBrCoID,CoReNa,SeID,SecN,SePerc,AmoSpe
2009/2010,Responsive,TG,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Africa,0.04,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,TG,Togo,33140,Multilateral trade negotiations,0.128,31488.0
2009/2010,Responsive,TG,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Africa,0.04,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,TG,Togo,33181,Trade education/training,0.03,7380.0
2009/2010,Responsive,TG,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Africa,0.04,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,TG,Togo,99820,Promotion of development awareness,0.04,9840.0
2009/2010,Responsive,TL,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,3,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Asia,0.04,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,TL,Timor-Leste,11220,Primary education,0.01,2460.0
2009/2010,Responsive,TL,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,3,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Asia,0.04,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,TL,Timor-Leste,11330,Vocational training,0.01,2460.0
2009/2010,Responsive,TL,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,3,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Asia,0.04,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,TL,Timor-Leste,11430,Advanced technical and managerial training,0.015,3690.0
2009/2010,Responsive,TL,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,3,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Asia,0.04,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,TL,Timor-Leste,12110,Health policy and administrative management,0.02,4920.0
2009/2010,Responsive,TL,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,3,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Asia,0.04,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,TL,Timor-Leste,12281,Health personnel development,0.02,4920.0
2009/2010,Responsive,TL,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,3,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Asia,0.04,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,TL,Timor-Leste,13040,STD control including HIV/AIDS,0.021,5166.0
2009/2010,Responsive,TL,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,3,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Asia,0.04,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,TL,Timor-Leste,14031,Basic drinking water supply,0.0235,5781.0
2009/2010,Responsive,TL,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,3,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Asia,0.04,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,TL,Timor-Leste,14032,Basic sanitation,0.0235,5781.0
2009/2010,Responsive,TL,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,3,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Asia,0.04,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,TL,Timor-Leste,15110,Public sector policy and administrative management,0.1,24600.0
2009/2010,Responsive,TL,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,3,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Asia,0.04,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,TL,Timor-Leste,15130,Legal and judicial development,0.05,12300.0
2009/2010,Responsive,TL,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,3,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Asia,0.04,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,TL,Timor-Leste,15150,Democratic participation and civil society,0.1,24600.0
2009/2010,Responsive,TL,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,3,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Asia,0.04,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,TL,Timor-Leste,15153,Media and free flow of information,0.1,24600.0
2009/2010,Responsive,TL,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,3,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Asia,0.04,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,TL,Timor-Leste,15160,Human rights,0.1,24600.0
2009/2010,Responsive,TL,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,3,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Asia,0.04,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,TL,Timor-Leste,16020,Employment policy and administrative management,0.02,4920.0
2009/2010,Responsive,TL,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,3,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Asia,0.04,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,TL,Timor-Leste,16050,Multi-sector aid for basic social services,0.017,4182.0
2009/2010,Responsive,TL,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,3,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Asia,0.04,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,TL,Timor-Leste,32140,Cottage industries and handicrafts,0.01,2460.0
2009/2010,Responsive,TL,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,3,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Asia,0.04,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,TL,Timor-Leste,32161,Agro-industries,0.012,2952.0
2009/2010,Responsive,TL,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,3,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Asia,0.04,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,TL,Timor-Leste,33110,Trade policy and administrative management,0.1,24600.0
2009/2010,Responsive,TL,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,3,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Asia,0.04,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,TL,Timor-Leste,33120,Trade facilitation,0.05,12300.0
2009/2010,Responsive,TL,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,3,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Asia,0.04,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,TL,Timor-Leste,33140,Multilateral trade negotiations,0.128,31488.0
2009/2010,Responsive,TL,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,3,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Asia,0.04,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,TL,Timor-Leste,33181,Trade education/training,0.03,7380.0
2009/2010,Responsive,TL,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,3,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Asia,0.04,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,TL,Timor-Leste,99820,Promotion of development awareness,0.04,9840.0
2009/2010,Responsive,ZA,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Africa,0.03,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,ZA,South Africa,11220,Primary education,0.01,1845.0
2009/2010,Responsive,ZA,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Africa,0.03,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,ZA,South Africa,11330,Vocational training,0.01,1845.0
2009/2010,Responsive,ZA,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Africa,0.03,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,ZA,South Africa,11430,Advanced technical and managerial training,0.015,2767.5
2009/2010,Responsive,ZA,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Africa,0.03,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,ZA,South Africa,12110,Health policy and administrative management,0.02,3690.0
2009/2010,Responsive,ZA,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Africa,0.03,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,ZA,South Africa,12281,Health personnel development,0.02,3690.0
2009/2010,Responsive,ZA,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Africa,0.03,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,ZA,South Africa,13040,STD control including HIV/AIDS,0.021,3874.5
2009/2010,Responsive,ZA,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Africa,0.03,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,ZA,South Africa,14031,Basic drinking water supply,0.0235,4335.75
2009/2010,Responsive,ZA,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Africa,0.03,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,ZA,South Africa,14032,Basic sanitation,0.0235,4335.75
2009/2010,Responsive,ZA,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Africa,0.03,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,ZA,South Africa,15110,Public sector policy and administrative management,0.1,18450.0
2009/2010,Responsive,ZA,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Africa,0.03,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,ZA,South Africa,15130,Legal and judicial development,0.05,9225.0
2009/2010,Responsive,ZA,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Africa,0.03,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,ZA,South Africa,15150,Democratic participation and civil society,0.1,18450.0
2009/2010,Responsive,ZA,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Africa,0.03,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,ZA,South Africa,15153,Media and free flow of information,0.1,18450.0
2009/2010,Responsive,ZA,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Africa,0.03,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,ZA,South Africa,15160,Human rights,0.1,18450.0
2009/2010,Responsive,ZA,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Africa,0.03,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,ZA,South Africa,16020,Employment policy and administrative management,0.02,3690.0
2009/2010,Responsive,ZA,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Africa,0.03,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,ZA,South Africa,16050,Multi-sector aid for basic social services,0.017,3136.5
2009/2010,Responsive,ZA,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Africa,0.03,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,ZA,South Africa,32140,Cottage industries and handicrafts,0.01,1845.0
2009/2010,Responsive,ZA,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Africa,0.03,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,ZA,South Africa,32161,Agro-industries,0.012,2214.0
2009/2010,Responsive,ZA,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Africa,0.03,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,ZA,South Africa,33110,Trade policy and administrative management,0.1,18450.0
2009/2010,Responsive,ZA,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Africa,0.03,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,ZA,South Africa,33120,Trade facilitation,0.05,9225.0
2009/2010,Responsive,ZA,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Africa,0.03,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,ZA,South Africa,33140,Multilateral trade negotiations,0.128,23616.0
2009/2010,Responsive,ZA,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Africa,0.03,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,ZA,South Africa,33181,Trade education/training,0.03,5535.0
2009/2010,Responsive,ZA,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Africa,0.03,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,ZA,South Africa,99820,Promotion of development awareness,0.04,7380.0
2009/2010,Responsive,ZM,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Africa,0.02,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,ZM,Zambia,11220,Primary education,0.01,1230.0
2009/2010,Responsive,ZM,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Africa,0.02,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,ZM,Zambia,11330,Vocational training,0.01,1230.0
2009/2010,Responsive,ZM,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Africa,0.02,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,ZM,Zambia,11430,Advanced technical and managerial training,0.015,1845.0
2009/2010,Responsive,ZM,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Africa,0.02,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,ZM,Zambia,12110,Health policy and administrative management,0.02,2460.0
2009/2010,Responsive,ZM,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Africa,0.02,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,ZM,Zambia,12281,Health personnel development,0.02,2460.0
2009/2010,Responsive,ZM,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Africa,0.02,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,ZM,Zambia,13040,STD control including HIV/AIDS,0.021,2583.0
2009/2010,Responsive,ZM,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Africa,0.02,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,ZM,Zambia,14031,Basic drinking water supply,0.0235,2890.5
2009/2010,Responsive,ZM,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Africa,0.02,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,ZM,Zambia,14032,Basic sanitation,0.0235,2890.5
2009/2010,Responsive,ZM,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Africa,0.02,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,ZM,Zambia,15110,Public sector policy and administrative management,0.1,12300.0
2009/2010,Responsive,ZM,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Africa,0.02,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,ZM,Zambia,15130,Legal and judicial development,0.05,6150.0
2009/2010,Responsive,ZM,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Africa,0.02,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,ZM,Zambia,15150,Democratic participation and civil society,0.1,12300.0
2009/2010,Responsive,ZM,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Africa,0.02,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,ZM,Zambia,15153,Media and free flow of information,0.1,12300.0
2009/2010,Responsive,ZM,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Africa,0.02,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,ZM,Zambia,15160,Human rights,0.1,12300.0
2009/2010,Responsive,ZM,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Africa,0.02,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,ZM,Zambia,16020,Employment policy and administrative management,0.02,2460.0
2009/2010,Responsive,ZM,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Africa,0.02,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,ZM,Zambia,16050,Multi-sector aid for basic social services,0.017,2091.0
2009/2010,Responsive,ZM,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Africa,0.02,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,ZM,Zambia,32140,Cottage industries and handicrafts,0.01,1230.0
2009/2010,Responsive,ZM,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Africa,0.02,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,ZM,Zambia,32161,Agro-industries,0.012,1476.0
2009/2010,Responsive,ZM,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Africa,0.02,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,ZM,Zambia,33110,Trade policy and administrative management,0.1,12300.0
2009/2010,Responsive,ZM,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Africa,0.02,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,ZM,Zambia,33120,Trade facilitation,0.05,6150.0
2009/2010,Responsive,ZM,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Africa,0.02,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,ZM,Zambia,33140,Multilateral trade negotiations,0.128,15744.0
2009/2010,Responsive,ZM,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Africa,0.02,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,ZM,Zambia,33181,Trade education/training,0.03,3690.0
2009/2010,Responsive,ZM,0,Canadian Catholic Organization for Development and Peace,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6218,S063452PRG,0,KFM Partnership for Develop. Innovation,Africa,0.02,0,0,0,0,0,0,0,2,1000715,Canadian Non-Profit Making,Civil Society,NGO,ZM,Zambia,99820,Promotion of development awareness,0.04,4920.0
2009/2010,Responsive,BF,0,C�gep de Rivi�re-du-Loup,D6220,Uncoded: Pre-APP,KED Engaging Canadians,2,S6222,S063541001,0,KFM Partnership for Develop. Innovation,Africa,0.3,0,0,1,0,0,0,0,0,1004812,Canadian Non-Profit Making,Civil Society,COLLEGE,BF,Burkina-Faso,11220,Primary education,0.1,14312.61
2009/2010,Responsive,BF,0,C�gep de Rivi�re-du-Loup,D6220,Uncoded: Pre-APP,KED Engaging Canadians,2,S6222,S063541001,0,KFM Partnership for Develop. Innovation,Africa,0.3,0,0,1,0,0,0,0,0,1004812,Canadian Non-Profit Making,Civil Society,COLLEGE,BF,Burkina-Faso,12220,Basic health care,0.1,14312.61
2009/2010,Responsive,BF,0,C�gep de Rivi�re-du-Loup,D6220,Uncoded: Pre-APP,KED Engaging Canadians,2,S6222,S063541001,0,KFM Partnership for Develop. Innovation,Africa,0.3,0,0,1,0,0,0,0,0,1004812,Canadian Non-Profit Making,Civil Society,COLLEGE,BF,Burkina-Faso,13010,Population policy and administrative management,0.1,14312.61
2009/2010,Responsive,BF,0,C�gep de Rivi�re-du-Loup,D6220,Uncoded: Pre-APP,KED Engaging Canadians,2,S6222,S063541001,0,KFM Partnership for Develop. Innovation,Africa,0.3,0,0,1,0,0,0,0,0,1004812,Canadian Non-Profit Making,Civil Society,COLLEGE,BF,Burkina-Faso,15110,Public sector policy and administrative management,0.1,14312.61
2009/2010,Responsive,BF,0,C�gep de Rivi�re-du-Loup,D6220,Uncoded: Pre-APP,KED Engaging Canadians,2,S6222,S063541001,0,KFM Partnership for Develop. Innovation,Africa,0.3,0,0,1,0,0,0,0,0,1004812,Canadian Non-Profit Making,Civil Society,COLLEGE,BF,Burkina-Faso,15150,Democratic participation and civil society,0.25,35781.525
