assay_id,curated_by,assay_tax_id,assay_test_type,src_id,tissue_id,assay_category,description,relationship_type,assay_subcellular_fraction,cell_id,doc_id,assay_type,assay_organism,assay_strain,assay_tissue,assay_cell_type
7777,Expert,10116.0,In vivo,1,,,Half life of compound determined in rat after iv administration at a dose of 10 mg/kg,N,,,3598,A,Rattus norvegicus,,,
7778,Intermediate,10116.0,,1,,,Half life of compound determined in rat,N,,,4576,A,Rattus norvegicus,,,
7779,Intermediate,10116.0,,1,,,Mean residence time determined in rat,N,,,4576,A,Rattus norvegicus,,,
7780,Intermediate,10116.0,,1,,,Plasma half life determined in rat,N,,,4576,A,Rattus norvegicus,,,
7781,Intermediate,10116.0,In vivo,1,955.0,,Compound was evaluated for Tmax in brain after intravenous administration in male rats,N,,,4910,A,Rattus norvegicus,,Brain,
7782,Intermediate,10116.0,In vivo,1,,,Compound was evaluated for pharmacokinetic parameter maximum time period,N,,,4891,A,Rattus norvegicus,,,
7783,Intermediate,10116.0,In vivo,1,,,Evaluated for pharmacokinetic parameter tmax in rat at the dose 50 mg/kg,N,,,429,A,Rattus norvegicus,,,
7784,Intermediate,10116.0,In vivo,1,,,In vivo Tmax was determined after intravenous administration of compound (9.13+/-0.85 mg/kg) in male Sprague-Dawley rat,N,,,5974,A,Rattus norvegicus,,,
7785,Intermediate,10116.0,In vivo,1,,,In vivo Tmax was determined after peroral administration of compound (158.5+/-2 mg/kg) in male Sprague-Dawley rat,N,,,5974,A,Rattus norvegicus,,,
7786,Intermediate,10116.0,In vivo,1,,,In vivo Tmax was determined after peroral administration of compound (19.01+/-0.31 mg/kg) in male Sprague-Dawley rat,N,,,5974,A,Rattus norvegicus,,,
7787,Intermediate,10116.0,In vivo,1,,,In vivo Tmax was determined after peroral administration of compound (76.4+/-2.6 mg/kg) in male Sprague-Dawley rat,N,,,5974,A,Rattus norvegicus,,,
7788,Intermediate,10116.0,In vivo,1,,,In vivo maximum time required for clearance of compound after oral (po) administration at a dose of 10 mg/kg was measured in rats,N,,,17582,A,Rattus norvegicus,,,
7789,Intermediate,10116.0,,1,,,Maximum time (Tmax) required to reach Cmax in rats,N,,,4026,A,Rattus norvegicus,,,
7790,Intermediate,10116.0,In vivo,1,,,Maximum time constant was determined after oral administration at a dose 10 mg/kg to male Sprague-Dawley rats,N,,,4890,A,Rattus norvegicus,,,
7791,Intermediate,10116.0,In vivo,1,,,Maximum time of clearance of compound in rats after peroral administration,N,,,6571,A,Rattus norvegicus,,,
7792,Intermediate,10116.0,,1,,,Maximum time at the dose of 2 mg/kg in rat,N,,,4727,A,Rattus norvegicus,,,
7793,Intermediate,10116.0,In vivo,1,1969.0,,Maximum time to achieve peak plasma concentration was determined in rat at 1 mg/kg,N,,,17651,A,Rattus norvegicus,,Plasma,
7794,Intermediate,10116.0,In vivo,1,1969.0,,Maximum time to achieve peak plasma concentration was determined in rat at 10 mg/kg,N,,,17651,A,Rattus norvegicus,,Plasma,
7795,Intermediate,10116.0,In vivo,1,,,Tmax in Guinea pig (PO dose),N,,,14465,A,Rattus norvegicus,,,
7796,Intermediate,10116.0,In vivo,1,,,"Pharmacokinetic Parameter, Tmax is the time at which maximum concentration (Cmax) is reached in Female Wistar Rats at 100 mg/kg by po administration",N,,,14941,A,Rattus norvegicus,,,
7797,Intermediate,10116.0,In vivo,1,,,Pharmacokinetic parameter (Tmax) in rat,N,,,5960,A,Rattus norvegicus,,,
7798,Intermediate,10116.0,In vivo,1,,,Pharmacokinetic parameter (Tmax) was estimated,N,,,5022,A,Rattus norvegicus,,,
7799,Intermediate,10116.0,In vivo,1,,,Pharmacokinetic property (Tmax) in rat,N,,,4408,A,Rattus norvegicus,,,
7800,Intermediate,10116.0,In vivo,1,,,Pharmacokinetic property (Tmax) was measured in rat at the dose of 0.32 mg/kg p.o.,N,,,5983,A,Rattus norvegicus,,,
7801,Intermediate,10116.0,In vivo,1,,,T max in Rat at a oral dose of 5 mg/kg,N,,,4689,A,Rattus norvegicus,,,
7802,Intermediate,10116.0,In vivo,1,,,T max was determined at 10 mg/kg po dose in rats,N,,,2792,A,Rattus norvegicus,,,
7803,Intermediate,10090.0,,1,,,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (run time 7 hr),N,,,15011,A,Mus musculus,,,
7804,Intermediate,9615.0,,1,,,Area under curve was evaluated after intravenous injection of 1 mg/kg of compound in dogs,N,,,14180,A,Canis lupus familiaris,,,
7805,Intermediate,10116.0,,1,,,Area under curve was evaluated after intravenous injection of 1 mg/kg of compound in rats,N,,,14180,A,Rattus norvegicus,,,
7806,Intermediate,9615.0,,1,,,Area under curve was measured after i.v. administration into Beagle dog.,N,,,14599,A,Canis lupus familiaris,,,
7807,Intermediate,9615.0,,1,,,Area under curve was measured after iv administration into Beagle dog,N,,,14599,A,Canis lupus familiaris,,,
7808,Intermediate,9615.0,,1,,,Area under curve was measured after po administration into Beagle dog,N,,,14599,A,Canis lupus familiaris,,,
7809,Intermediate,9615.0,,1,,,Area under curve was measured after po administration into Beagle dog.,N,,,14599,A,Canis lupus familiaris,,,
7810,Autocuration,,,1,,,Area under curve was measured at peroral dose of 3 mg/kg,U,,,15675,A,,,,
7811,Autocuration,,,1,,,Area under curve was measured by using concentration Vs time,U,,,12706,A,,,,
7812,Autocuration,,,1,,,Area under curve was measured by using concentration Vs time; not tested,U,,,12706,A,,,,
7813,Intermediate,10090.0,,1,,,Area under curve(AUC) was measured in mice after oral administration (50 mg/kg),N,,,9750,A,Mus musculus,,,
7814,Intermediate,10090.0,,1,,,Area under curve(AUC) was measured in mice after oral administration.,N,,,9750,A,Mus musculus,,,
7815,Autocuration,,,1,,,Area under curve(AUC) value of the compound,U,,,14691,A,,,,
7816,Autocuration,,,1,,,Area under curve(AUC) value of the compound in dogs at 0.5 mg/kg dose upon oral administration,U,,,14691,A,,,,
7817,Intermediate,9615.0,,1,,,Area under curve(AUC) value of the compound in dogs at 1 mg/kg dose upon oral administration,N,,,14691,A,Canis lupus familiaris,,,
7818,Autocuration,,,1,178.0,,Area under curve(carotid artery) was determined by the availability in blood,U,,,2939,A,,,Blood,
7819,Autocuration,,,1,178.0,,Area under curve(carotid artery) was determined by the availability in blood; ND means no data,U,,,2939,A,,,Blood,
7820,Autocuration,,,1,178.0,,Area under curve(carotid artery) was determined by the availability in blood; No data,U,,,2939,A,,,Blood,
7821,Autocuration,,,1,178.0,,Area under curve(portal vein) was determined by the availability in blood,U,,,2939,A,,,Blood,
7822,Autocuration,,,1,178.0,,Area under curve(portal vein) was determined by the availability in blood; ND means no data,U,,,2939,A,,,Blood,
7823,Autocuration,,,1,178.0,,Area under curve(portal vein) was determined by the availability in blood; No data,U,,,2939,A,,,Blood,
7824,Intermediate,9544.0,,1,1969.0,,"Area under plasma concentration vs time curve observed in Rhesus monkeys after, iv administration of single 30 mg/kg dose",N,,,9552,A,Macaca mulatta,,Plasma,
7825,Intermediate,9544.0,,1,1969.0,,"Area under plasma concentration vs time curve observed in Rhesus monkeys after, iv administration of single 30 mg/kg dose",N,,,9552,A,Macaca mulatta,,Plasma,
7826,Intermediate,9544.0,,1,1969.0,,Area under plasma concentration vs time curve observed in Rhesus monkeys after oral administration of single 30 mg/kg dose,N,,,9552,A,Macaca mulatta,,Plasma,
7827,Intermediate,9615.0,,1,1969.0,,"Area under plasma concentration vs time curve observed in female mongrel dogs after, iv administration of single 15 mg/kg dose",N,,,9552,A,Canis lupus familiaris,,Plasma,
7828,Intermediate,9615.0,,1,1969.0,,"Area under plasma concentration vs time curve observed in female mongrel dogs after, oral administration of single 15 mg/kg dose",N,,,9552,A,Canis lupus familiaris,,Plasma,
7829,Autocuration,,,1,1969.0,,Area under plasma concentration vs time curve observed in rats for 0-3 h,U,,,9552,A,,,Plasma,
7830,Intermediate,10116.0,,1,1969.0,,Area under plasma time curve determined in male rat,N,,,11911,A,Rattus norvegicus,,Plasma,
7831,Autocuration,,,1,,,Area under the MAP curve measured over 5 min.,U,,,16618,A,,,,
7832,Intermediate,10090.0,,1,,,Area under the concentration time curve (AUC) taken for 0-24 hr was measured when administered through iv route in mice,N,,,14387,A,Mus musculus,,,
7833,Intermediate,10090.0,,1,,,Area under the concentration time curve (AUC) taken for 0-24 hr was measured when administered through oral route in mice,N,,,14387,A,Mus musculus,,,
7834,Intermediate,9615.0,,1,,,Area under the concentration vs time curve in dog at 10 mg/kg oral dose,N,,,12836,A,Canis lupus familiaris,,,
7835,Intermediate,10026.0,,1,,,Area under the concentration vs time curve in hamster at 10 mg/kg oral dose,N,,,12836,A,Cricetinae,,,
7836,Intermediate,10116.0,,1,,,Area under the concentration vs time curve in rat at 10 mg/kg oral dose,N,,,12836,A,Rattus norvegicus,,,
7837,Intermediate,9615.0,,1,,,Area under the concentration-time curve from time zero to infinity after intravenous administration of 2.5 mg/kg in dogs,N,,,14339,A,Canis lupus familiaris,,,
7838,Intermediate,9615.0,,1,,,Area under the concentration-time curve from time zero to infinity in oral (5 mg/kg) fasted dogs,N,,,14339,A,Canis lupus familiaris,,,
7839,Intermediate,9615.0,,1,,,Area under the concentration-time curve from time zero to infinity in oral (5 mg/kg) fed dogs,N,,,14339,A,Canis lupus familiaris,,,
7840,Intermediate,9615.0,,1,,,Area under the concentration/ time determined against Bacillus subtilis ATCC 6633 after oral administration in dog(25 mg/kg),N,,,10524,A,Canis lupus familiaris,,,
7841,Intermediate,9615.0,,1,,,Area under the concentration/ time in plasma after oral administration in dog (25 mg/kg),N,,,9994,A,Canis lupus familiaris,,,
7842,Intermediate,9615.0,,1,,,Serum AUC in marmosets (IV dose),N,,,11325,A,Canis lupus familiaris,,,
7843,Autocuration,,,1,,,Area under the curve after intravenous administration at a dose of 10 umol/kg,U,,,12536,A,,,,
7844,Autocuration,,,1,,,Area under the curve after intravenous administration at a dose of 2 umol/kg,U,,,12536,A,,,,
7845,Autocuration,,,1,,,Area under the curve after intravenous administration at a dose of 4 umol/kg,U,,,12536,A,,,,
7846,Autocuration,,,1,,,Area under the curve after intravenous administration at a dose of 40 umol/kg,U,,,12536,A,,,,
7847,Autocuration,,,1,,,Area under the curve after intravenous administration at a dose of 5 umol/kg,U,,,12536,A,,,,
7848,Intermediate,10116.0,,1,,,Area under the curve for fumarate salt was evaluated in F344 Rats.,N,,,15556,A,Rattus norvegicus,,,
7849,Autocuration,,,1,,,Area under the curve for the compound was calculated.,U,,,2809,A,,,,
7850,Autocuration,,,1,,,Area under the curve in concentration/ time,U,,,9511,A,,,,
7851,Intermediate,10116.0,,1,,,Area under the curve administered intraintestinal in rats.,N,,,12818,A,Rattus norvegicus,,,
7852,Intermediate,10116.0,,1,,,Area under the curve administered intravenously in rats.,N,,,12818,A,Rattus norvegicus,,,
7853,Autocuration,,,1,,,Area under the curve during intravenous administration,U,,,15118,A,,,,
7854,Autocuration,,,1,,,Area under the curve during intravenous administration; Not determined,U,,,15118,A,,,,
7855,Autocuration,,,1,,,Area under the curve during systemic administration,U,,,15118,A,,,,
7856,Autocuration,,,1,,,Area under the curve during systemic administration; Not determined,U,,,15118,A,,,,
7857,Autocuration,,,1,,,Area under the curve was calculated for the compound.,U,,,2632,A,,,,
7858,Intermediate,9615.0,,1,,,Area under the curve was determined after intravenous administration of 1.8 mg/kg in male Beagle dogs,N,,,14346,A,Canis lupus familiaris,,,
7859,Intermediate,9615.0,,1,,,Area under the curve was determined after intravenous administration of 10 mg/kg in male Beagle dogs,N,,,14346,A,Canis lupus familiaris,,,
7860,Intermediate,10116.0,,1,,,Area under the curve was determined after intravenous administration of 2.5 mg/kg in male Dawley rats,N,,,14346,A,Rattus norvegicus,,,
7861,Intermediate,10116.0,,1,,,Area under the curve was determined after intravenous administration of 2.6 mg/kg in male Dawley rats,N,,,14346,A,Rattus norvegicus,,,
7862,Intermediate,10116.0,,1,,,C6h was measured as concentration obtained after 6 hr of oral administration in air pouch exudate after oral administration to male F344 rats,N,,,11149,A,Rattus norvegicus,,,
7863,Intermediate,10116.0,,1,1969.0,,Clearance of the drug was measured in the plasma of rat; No data,N,,,17796,A,Rattus norvegicus,,Plasma,
7864,Intermediate,10116.0,,1,1969.0,,The pharmacokinetic parameter plasma clearance in vivo in rats,N,,,5247,A,Rattus norvegicus,,Plasma,
7865,Intermediate,10116.0,,1,,,Plasma clearance at the dose of 2 mg/kg in rat,N,,,4727,A,Rattus norvegicus,,,
7866,Intermediate,10116.0,In vivo,1,,,CL (clearance) of compound was determined as average of four rats at each dose of 5 mg/kg intravenous and 16 mg/kg peroral administration,N,,,5654,A,Rattus norvegicus,,,
7867,Intermediate,10116.0,In vivo,1,,,CL (clearance) of compound was determined as average of four rats at each dose of 5 mg/kg intravenous and 20 mg/kg peroral administration,N,,,5654,A,Rattus norvegicus,,,
7868,Intermediate,10116.0,In vivo,1,,,CL at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,N,,,17260,A,Rattus norvegicus,,,
7869,Intermediate,10116.0,In vivo,1,,,Clearance measured after intravenous bolus administration of 50 mg/kg of compound to rats,N,,,17065,A,Rattus norvegicus,,,
7870,Intermediate,10116.0,In vivo,1,,,Clearance in male Sprague-Dawley rats following an intravenous bolus dose at 10-20 mg/kg,N,,,17671,A,Rattus norvegicus,,,
7871,Intermediate,10116.0,In vivo,1,,,Clearance rate in rat,N,,,6672,A,Rattus norvegicus,,,
7872,Intermediate,10116.0,In vivo,1,,,Clearance rate in rat,N,,,6673,A,Rattus norvegicus,,,
7873,Intermediate,10116.0,In vivo,1,,,Clearance (Cl) of compound (10 mg/kg) after iv administration was determined in Sprague-Dawley rat,N,,,5978,A,Rattus norvegicus,,,
7874,Intermediate,10116.0,In vivo,1,,,Clearance (Cl) of compound (9.83 mg/kg) after iv administration was determined in Sprague-Dawley rat,N,,,5978,A,Rattus norvegicus,,,
7875,Intermediate,10116.0,In vivo,1,,,Clearance (Cl) of compound (9.84 mg/kg) after iv administration was determined in Sprague-Dawley rat,N,,,5978,A,Rattus norvegicus,,,
7876,Intermediate,10116.0,In vivo,1,,,Clearance (Cl) of compound (9.92 mg/kg) after iv administration was determined in Sprague-Dawley rat,N,,,5978,A,Rattus norvegicus,,,
7877,Intermediate,10116.0,In vivo,1,,,Clearance of compound after iv administration of 20 mg/kg dose in rat,N,,,4413,A,Rattus norvegicus,,,
7878,Intermediate,10116.0,In vivo,1,,,Compound was evaluated for clearance after treatment with iv dose of 1 mgkg to female wistar rats,N,,,2661,A,Rattus norvegicus,,,
7879,Intermediate,10116.0,In vivo,1,,,Compound was evaluated for clearance after treatment with iv dose of 1 mgkg to male wistar rats,N,,,2661,A,Rattus norvegicus,,,
7880,Intermediate,9544.0,In vivo,1,1969.0,,Compound was tested for its plasma clearance rate in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po,U,,,5005,A,Macaca mulatta,,Plasma,
7881,Intermediate,10116.0,In vivo,1,1969.0,,Compound was tested for its plasma clearance rate in Sprague Dawley rats,U,,,5005,A,Rattus norvegicus,,Plasma,
7882,Intermediate,10116.0,In vivo,1,,,Mean (%CV) PK parameters for CL(mL/min/kg).,N,,,15765,A,Rattus norvegicus,,,
7883,Intermediate,10116.0,In vivo,1,,,Pharmacokinetic studies were carried out to determine the clearance after administration at 20 mg/kg intravenously in rat,N,,,3747,A,Rattus norvegicus,,,
7884,Intermediate,10116.0,In vivo,1,1969.0,,Pharmacokinetic parameter plasma clearance was determined at when a dose of 1 mg/kg is administered,N,,,16366,A,Rattus norvegicus,,Plasma,
7885,Intermediate,10116.0,In vivo,1,,,Plasma Clearance measured at steady-state following iv infusion at 0.6 mg/kg/h in rats,N,,,4199,A,Rattus norvegicus,,,
7886,Intermediate,10116.0,In vivo,1,,,Plasma clearance in rat was determined,N,,,17267,A,Rattus norvegicus,,,
7887,Intermediate,10116.0,In vivo,1,,,Plasma clearance in rat after administration of 2 mg/kg iv,N,,,6535,A,Rattus norvegicus,,,
7888,Intermediate,10116.0,In vivo,1,,,Plasma clearance in rat after administration of 2 mg/kg iv,N,,,6535,A,Rattus norvegicus,,,
7889,Intermediate,10116.0,In vivo,1,,,Plasma clearance was determined,N,,,5041,A,Rattus norvegicus,,,
7890,Intermediate,10116.0,In vivo,1,,,Plasma clearance in rat,N,,,5960,A,Rattus norvegicus,,,
7891,Intermediate,10116.0,In vivo,1,,,Plasma clearance in rat after intravenous administration at a concentration 0.5 mg/kg,N,,,5937,A,Rattus norvegicus,,,
7892,Intermediate,10116.0,In vivo,1,,,Plasma clearance in rat by iv administration,N,,,5871,A,Rattus norvegicus,,,
7893,Intermediate,10116.0,In vivo,1,,,Plasma clearance in rat by iv administration at a dose of 3 mg/kg,N,,,5874,A,Rattus norvegicus,,,
7894,Intermediate,10116.0,In vivo,1,,,Plasma clearance in rat p.o.,N,,,6504,A,Rattus norvegicus,,,
7895,Intermediate,10116.0,In vivo,1,,,Plasma clearance in rats,N,,,6803,A,Rattus norvegicus,,,
7896,Intermediate,10116.0,In vivo,1,,,Plasma clearance was determined; ND denotes no data,N,,,5041,A,Rattus norvegicus,,,
7897,Intermediate,10116.0,In vivo,1,,,Plasma clearance was determined; ND denotes not determined,N,,,5041,A,Rattus norvegicus,,,
7898,Intermediate,10116.0,In vivo,1,,,Plasma clearance was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after iv administration,N,,,1916,A,Rattus norvegicus,,,
7899,Intermediate,10116.0,In vivo,1,,,Plasma clearance was determined in female Sprague-Dawley rats following intravenous (iv) administration of drug (1 mg/kg).,N,,,5199,A,Rattus norvegicus,,,
7900,Intermediate,10116.0,In vivo,1,,,Plasma administration to rats,N,,,16367,A,Rattus norvegicus,,,
7901,Intermediate,10116.0,In vivo,1,,,Plasma clearance of the compound in female Sprague-Dawley rats,N,,,6362,A,Rattus norvegicus,,,
7902,Intermediate,10116.0,In vivo,1,,,Plasma clearance was observed after intravenous administration in rat,N,,,15662,A,Rattus norvegicus,,,
7903,Intermediate,10116.0,In vivo,1,,,Systemic clearance after intravenous administration (5.0 mg/kg) was determined in rat,N,,,6215,A,Rattus norvegicus,,,
7904,Intermediate,10116.0,In vivo,1,,,Tested for systemic clearance upon intravenous administration of 5.0 mg/Kg dose in rat,N,,,1466,A,Rattus norvegicus,,,
7905,Intermediate,10116.0,In vivo,1,1969.0,,plasma clearance was observed after intravenous administration in rat,N,,,15662,A,Rattus norvegicus,,Plasma,
7906,Intermediate,10116.0,In vivo,1,,,In vivo CL/F determined,N,,,4723,A,Rattus norvegicus,,,
7907,Intermediate,10116.0,In vivo,1,1969.0,,Pharmacokinetic parameter plasma clearance was determined at 2 mg/kg i.v. dose in rats,N,,,2792,A,Rattus norvegicus,,Plasma,
7908,Intermediate,10116.0,In vivo,1,1969.0,,Pharmacokinetic parameter plasma clearance was determined at 5 mg/kg i.v. dose in rats,N,,,2792,A,Rattus norvegicus,,Plasma,
7909,Intermediate,10116.0,In vivo,1,,,Compound was tested for the lower blood clearance in rat,N,,,5213,A,Rattus norvegicus,,,
7910,Intermediate,10116.0,In vivo,1,,,Evaluated for the low clearance in rat (in vivo),N,,,4687,A,Rattus norvegicus,,,
7911,Intermediate,10116.0,In vivo,1,,,Pharmacokinetic property (CLb)of the compound was determined in rat,N,,,3371,A,Rattus norvegicus,,,
7912,Intermediate,10116.0,In vivo,1,,,Rapid clearance after intravenous administration in rat was determined,N,,,4690,A,Rattus norvegicus,,,
7913,Intermediate,10116.0,In vivo,1,,,Clearance measured in rat,N,,,5702,A,Rattus norvegicus,,,
7914,Intermediate,10116.0,In vivo,1,1969.0,,Compound was evaluated for plasma clearance in rat,N,,,740,A,Rattus norvegicus,,Plasma,
7915,Intermediate,10116.0,In vivo,1,1969.0,,Low plasma clearance was calculated in rat,N,,,4853,A,Rattus norvegicus,,Plasma,
7916,Intermediate,10116.0,In vivo,1,,,Pharmacokinetic property (Clp) in rat,N,,,5789,A,Rattus norvegicus,,,
7917,Intermediate,10116.0,In vivo,1,,,Plasma clearance in dog at a dose of 1 uM/kg in rat was determined,N,,,4527,A,Rattus norvegicus,,,
7918,Intermediate,10116.0,In vivo,1,,,Plasma clearance in rat at a dose of 10 uM/kg in rat was determined,N,,,4527,A,Rattus norvegicus,,,
7919,Intermediate,10116.0,In vivo,1,,,Plasma clearance after IV dosing at 0.5 mg/kg in rat,N,,,6518,A,Rattus norvegicus,,,
7920,Intermediate,10116.0,In vivo,1,,,Plasma clearance after IV dosing at 1 mg/kg in rat,N,,,6518,A,Rattus norvegicus,,,
7921,Intermediate,10116.0,In vivo,1,948.0,,Biodistribution in rat heart in the presence of 0.01 M Gd/0.01 M GdDTPA-AEP,N,,,9866,A,Rattus norvegicus,,Heart,
7922,Intermediate,10116.0,In vivo,1,948.0,,Biodistribution in rat heart in the presence of 0.01 M GdDTPA-BDP,N,,,9866,A,Rattus norvegicus,,Heart,
7923,Intermediate,10116.0,In vivo,1,948.0,,Biodistribution in rat heart in the presence of 0.01 M/0.08 M GdDTPA-AEP,N,,,9866,A,Rattus norvegicus,,Heart,
7924,Intermediate,10116.0,In vivo,1,948.0,,Biodistribution in rat heart in the presence of 0.05 M /0.05 M GdDTPA-AEP,N,,,9866,A,Rattus norvegicus,,Heart,
7925,Intermediate,10116.0,In vivo,1,948.0,,Biodistribution in rat heart in the presence of 0.05 M Gd/0.15 M lig,N,,,9866,A,Rattus norvegicus,,Heart,
7926,Intermediate,10116.0,In vivo,1,948.0,,Biodistribution in rat heart in the presence of 0.05 M GdDTPA-BDP,N,,,9866,A,Rattus norvegicus,,Heart,
7927,Intermediate,10116.0,In vivo,1,948.0,,Biodistribution in rat heart in the presence of 0.05 M/0.08 M GdDTPA-HPDP,N,,,9866,A,Rattus norvegicus,,Heart,
7928,Intermediate,10116.0,In vivo,1,948.0,,Biodistribution in rat heart in the presence of 0.10 M GdDTPA-BDP,N,,,9866,A,Rattus norvegicus,,Heart,
7929,Intermediate,10116.0,In vivo,1,948.0,,Biodistribution in rat heart in the presence of 0.10 M/0.11 M GdDTPA-AEP,N,,,9866,A,Rattus norvegicus,,Heart,
7930,Intermediate,10116.0,In vivo,1,948.0,,Biodistribution in rat heart in the presence of GdDTPA at 15 min,N,,,9866,A,Rattus norvegicus,,Heart,
7931,Intermediate,10116.0,In vivo,1,948.0,,Biodistribution in rat heart in the presence of GdDTPA at 1 hr,N,,,9866,A,Rattus norvegicus,,Heart,
7932,Intermediate,10116.0,In vivo,1,948.0,,Biodistribution in rat heart in the presence of GdDTPA at 30 min,N,,,9866,A,Rattus norvegicus,,Heart,
7933,Intermediate,10116.0,In vivo,1,948.0,,Biodistribution in rat heart in the presence of GdDTPA at 4 hr,N,,,9866,A,Rattus norvegicus,,Heart,
7934,Intermediate,10116.0,In vivo,1,948.0,,Biodistribution in rat heart in the presence of GdDTPA-BDP at 1 hr,N,,,9866,A,Rattus norvegicus,,Heart,
7935,Intermediate,10116.0,In vivo,1,948.0,,Biodistribution in rat heart in the presence of GdDTPA-BDP at 30 min,N,,,9866,A,Rattus norvegicus,,Heart,
7936,Intermediate,10116.0,In vivo,1,948.0,,Biodistribution in rat heart in the presence of GdDTPA-BDP at 4 hr,N,,,9866,A,Rattus norvegicus,,Heart,
7937,Intermediate,10116.0,In vivo,1,948.0,,Biodistribution in rat heart in the presence of GdDTPA-BDPat 15 min,N,,,9866,A,Rattus norvegicus,,Heart,
7938,Intermediate,10116.0,In vivo,1,948.0,,Biodistribution in rat heart in the presence of GdDTPA-HPDP at 1 hr,N,,,9866,A,Rattus norvegicus,,Heart,
7939,Intermediate,10116.0,In vivo,1,948.0,,Biodistribution in rat heart in the presence of GdDTPA-HPDP at 30 min,N,,,9866,A,Rattus norvegicus,,Heart,
7940,Intermediate,10116.0,In vivo,1,948.0,,Biodistribution in rat heart in the presence of GdDTPA-HPDP at 4 hr,N,,,9866,A,Rattus norvegicus,,Heart,
7941,Intermediate,10116.0,In vivo,1,948.0,,Biodistribution in rat heart in the presence of GdDTPA-HPDPat 15 min,N,,,9866,A,Rattus norvegicus,,Heart,
7942,Intermediate,10116.0,In vivo,1,948.0,,Biodistribution in rat heart in the presence of NAC Gd/0.01 M GdDTPA-HPDP,N,,,9866,A,Rattus norvegicus,,Heart,
7943,Intermediate,10116.0,In vivo,1,948.0,,Biodistribution in rat heart in the presence of NCA Gd/0.01 M lip,N,,,9866,A,Rattus norvegicus,,Heart,
7944,Intermediate,10116.0,In vivo,1,948.0,,Biodistribution in rat heart in the presence of NCAGd/0.01 M lig,N,,,9866,A,Rattus norvegicus,,Heart,
7945,Intermediate,10116.0,In vivo,1,2113.0,,Biodistribution in rat kidney in the presence of 0.01 M GdDTPA-BDP,N,,,9866,A,Rattus norvegicus,,Kidney,
7946,Intermediate,10116.0,In vivo,1,2113.0,,Biodistribution in rat kidney in the presence of 0.01 M/0.01 M GdDTPA-AEP,N,,,9866,A,Rattus norvegicus,,Kidney,
7947,Intermediate,10116.0,In vivo,1,2113.0,,Biodistribution in rat kidney in the presence of 0.01 M/0.08 M GdDTPA-AEP,N,,,9866,A,Rattus norvegicus,,Kidney,
7948,Intermediate,10116.0,In vivo,1,2113.0,,Biodistribution in rat kidney in the presence of 0.05 M Gd/0.15 M lig,N,,,9866,A,Rattus norvegicus,,Kidney,
7949,Intermediate,10116.0,In vivo,1,2113.0,,Biodistribution in rat kidney in the presence of 0.05 M GdDTPA-BDP; ND=No data,N,,,9866,A,Rattus norvegicus,,Kidney,
7950,Intermediate,10116.0,In vivo,1,2113.0,,Biodistribution in rat kidney in the presence of 0.05 M/0.05 M GdDTPA-AEP,N,,,9866,A,Rattus norvegicus,,Kidney,
7951,Intermediate,10116.0,In vivo,1,2113.0,,Biodistribution in rat kidney in the presence of 0.05 M/0.08 M GdDTPA-HPDP,N,,,9866,A,Rattus norvegicus,,Kidney,
7952,Intermediate,10116.0,In vivo,1,2113.0,,Biodistribution in rat kidney in the presence of 0.10 M GdDTPA-BDP,N,,,9866,A,Rattus norvegicus,,Kidney,
7953,Intermediate,10116.0,In vivo,1,2113.0,,Biodistribution in rat kidney in the presence of 0.10 M/0.11 M GdDTPA-AEP; ND=No data,N,,,9866,A,Rattus norvegicus,,Kidney,
7954,Intermediate,10116.0,In vivo,1,2113.0,,Biodistribution in rat kidney in the presence of NAC Gd/0.01 M GdDTPA-HPDP,N,,,9866,A,Rattus norvegicus,,Kidney,
7955,Intermediate,10116.0,In vivo,1,2113.0,,Biodistribution in rat kidney in the presence of NCA Gd/0.01 M lip,N,,,9866,A,Rattus norvegicus,,Kidney,
7956,Intermediate,10116.0,In vivo,1,2113.0,,Biodistribution in rat kidney in the presence of NCAGd/0.01 M lig,N,,,9866,A,Rattus norvegicus,,Kidney,
7957,Intermediate,10116.0,In vivo,1,160.0,,Biodistribution in rat l. intestine in the presence of 0.01 M carrier at 1 hr,N,,,9866,A,Rattus norvegicus,,Intestine,
7958,Intermediate,10116.0,In vivo,1,160.0,,Biodistribution in rat l. intestine in the presence of 50 Gd/kg at 2 hr,N,,,9866,A,Rattus norvegicus,,Intestine,
7959,Intermediate,10116.0,In vivo,1,160.0,,Biodistribution in rat l. intestine in the presence of 50 Gd/kg at 6 hr,N,,,9866,A,Rattus norvegicus,,Intestine,
7960,Intermediate,10116.0,In vivo,1,2107.0,,Biodistribution in rat liver by in the presence 50 Gd/kg at 15 min,N,,,9866,A,Rattus norvegicus,,Liver,
7961,Intermediate,10116.0,In vivo,1,2107.0,,Biodistribution in rat liver by in the presence of 0.05 M Gd/0.15 M lig,N,,,9866,A,Rattus norvegicus,,Liver,
7962,Intermediate,10116.0,In vivo,1,2107.0,,Biodistribution in rat liver by in the presence of NCAGd/0.01 M lig,N,,,9866,A,Rattus norvegicus,,Liver,
