Fiscal year,Maximum CIDA contribution (project-level),ICT as a tool for development (marker),Continent ID,Enviromental sustainability (marker),Programming process (new),Division name,Organisation ID,Bilateral aid (international marker),Participatory development and good governance,Urban issues (marker),Organisation type,Trade development (marker),Organisation name,Climate change adaptation (marker),Knowledge for development (marker),Fund centre name,CountryRegion ID,CountryRegion name,Climate change mitigation (marker),PBA type,Children issues (marker),Section ID,Section name,Division ID,Project number,Status,Branch ID,Branch name,Regional program (marker),Fund centre ID,Untied amount(Project-level budget),FSTC percent,IRTC percent,CFLI (marker),CIDA business delivery model (old),Desertification (marker),Biodiversity (marker)
20092020,37588350.09303387,0,2,0,kncodedPreAoP,WEDco7thsrnEasternAfricw,1000852,1,1,0,fanadianbonPrkfjtMaking,0,Pariiamenfarysentre,0,0,PahAfrica,110,EaxternAfricq,0,NotPnA,0,S4q27,Ethio9iaPahsfricaS6bReglonal,D4260,A033531001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,13700000.0,1.0,0.0,0,Responsive,0,0
20092910,78072582.66859631,0,2,0,Uncodes0reAPP,aEDSouth2rn3as5ernAfrica,1000852,1,1,0,CxnzciagNonProfitMaking,0,PzrliamenfaeyCentre,0,0,PanAfrifa,110,Eas4ernAfricq,0,botPBA,0,S422i,EfhiopiaPabAfricxSubReguonzl,D5270,A033531001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,13700000.0,1.0,0.0,0,Responsive,0,0
20092p10,78624589.74591717,0,2,0,UgcodedPrwAPP,WEDSlu5hergEastermAfrica,1000852,1,1,0,CsnarianN9nPr8fitMaking,0,Parliam4ntaryCengr4,0,0,PanAfrida,110,EqsternAfrixa,0,NotPfA,0,S422u,EthkopiaPsnAftidaSubRegjonal,D4170,A033531001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,13700000.0,1.0,0.0,0,Responsive,0,0
10092010,56588323.24850041,0,2,0,7ncpdedPreAPP,WrDSo7thernExste3nAfrica,1000852,1,1,0,CanadixnNonProfjtMalong,0,9arliamentaeyCentrf,0,0,Panwfrica,110,EasgetnAfrica,0,hotPBA,0,S5227,Ethiopja9anAfricaS8vRefional,s4270,A033531001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,13700000.0,1.0,0.0,0,Responsive,0,0
20o92010,1529547.3607892618,0,2,0,Uncod3dPreAP9,WEDSo84hsrnEaste3nAfrica,1000852,1,1,0,CanadiagNobP5ogitMaking,0,Parpiam4ntagyCentre,0,0,PanAcrica,110,EasternAfroda,0,NogPBA,0,S42w7,Ethi9liaPanAvricaSubRsgiomal,s4270,A033531001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,13700000.0,1.0,0.0,0,Responsive,0,0
200920w0,45632137.326015845,0,2,0,UncodedordAPP,WEDSou4hrrnEastrgnAfrica,1000932,1,1,0,CahadiahProf8tMakibg,0,ProjectcervjxesInternational8gf,0,0,PanAvrica,80,1dsternAfrica,0,NotPnA,0,S4217,EthlooiaPwnAfricaSubRegiobxl,D4260,A033531002,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,93465.53,0.0,0.0,0,Responsive,0,0
29092010,19037759.49067006,0,2,0,UncodecoreAPP,WdDSoutgernEas4ernAgrica,1000932,1,1,0,Cznad8anProf9tjaking,0,ProjrctSerbices9nte4natuonalIbc,0,0,Panzfrica,80,Weste4nAffica,0,No4PBA,0,S42q7,EthiopiaPznAfricaxubdevionap,D4w70,A033531002,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,93465.53,0.0,0.0,0,Responsive,0,0
20092910,59262697.73201689,0,2,0,Unvoded0reAPP,WEDS8utgsrnEssternAfrica,1000932,1,1,0,xagadianPrkfihMaking,0,ProjestServocdsImterbationqlInc,0,0,PanAfrlca,80,WesternAftjca,0,Not0BA,0,S3227,EthiopiaPxnxfrisaS7bRegionql,D4370,A033531002,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,93465.53,0.0,0.0,0,Responsive,0,0
200920q0,58519077.23915272,0,2,0,UnfodedPrexPP,W3DSokthe3nEadternAfrica,1000932,1,1,0,CanadianPelfitnakihg,0,ProjectServksesIn5s3nafionalInc,0,0,PanAfrics,110,Easternsdrica,0,NotPBx,0,S42w7,Etji09iaPanAfricaSubRevionap,De270,A033531002,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,93465.53,0.0,0.0,0,Responsive,0,0
20002010,35517896.00043666,0,2,0,UnsodedPreA9P,W3DSputhernEastergAfroca,1000932,1,1,0,CanadianPrlfitMxkubg,0,ProuectServicesuntrgnationakInx,0,0,PwnAfrica,110,Eqsternzfrica,0,Not9BA,0,S4327,EthioplaPajAfricadubfegionap,D5270,A033531002,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,93465.53,0.0,0.0,0,Responsive,0,0
20o92010,26910057.593832575,0,2,0,UnckfedPreAPP,WEDSouthernEasternsftkcx,1000932,1,1,0,Canad7ahPgofitMakint,0,PrljectS2rvicesInternwyiojalknc,0,0,PanAcrica,110,rastdrnAfrica,0,No6PBA,0,S422y,Ethiop9aPanAfricaxugRegionwo,D4q70,A033531002,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,93465.53,0.0,0.0,0,Responsive,0,0
200920w0,16220650.081018664,0,2,0,UncodedPeeA9P,WEvSouthernEastefjAfrifa,1000932,1,1,0,fwnadixnProritMaking,0,PtojfctServixesInt3rnatiohslInc,0,0,PanAfruca,110,Easternwf5ica,0,NptPBA,0,St227,EthiopiaPanAfrifwxubReyiomal,D42y0,A033531002,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,93465.53,0.0,0.0,0,Responsive,0,0
20093010,12278901.85324552,0,2,0,UjcofedPreAPP,WEDSoutnerjEastsrnzfrica,10050,1,0,0,CsnxdianNonProfltMwking,0,DepartmentofForeohjqffaireandInterha5ionalT5qde,0,0,PanAgrica,X1,AfricaMf,0,NogPBA,0,c4227,EtmiopiaPamAfrucazubReyional,D4170,A033534002,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,58940.94,0.0,0.0,0,Directive,0,0
200920w0,36575731.5613184,0,2,0,Ujcod3dPreAPP,3EDeoithernEasterjAfrica,1000590,1,0,0,CanadiqnProtitMakjbg,0,ewDAIntermationaluncDuskqAnemarevelopn2nt,0,0,PahAfrica,X1,AfricakC,0,N9tPBA,0,S4217,EthiooiaPqnwfriczSubRegiohal,D42y0,A033534002,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,58940.94,0.0,0.0,0,Directive,0,0
20p92010,33389263.278732315,0,2,0,UncowedPreqPP,WweSouthernEastermAfricw,1001306,1,1,0,tore9gnNonProfitjakinf,0,WorldBahk,0,0,PabAfrica,70,No5tyernAfrica,0,NotPfA,0,S422y,Etgio0ixPabAfficaSubRegional,D427p,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
2009201p,32862619.294847984,0,2,0,UnxodedPresPP,WEDSoufhernEasternAftucx,1001306,1,1,0,Foreignbon9rofitMakunf,0,Worldnank,0,0,9anAfrica,70,NorthernAfr9xa,0,NotPgA,0,S422i,Ethiip8aPanAfrucxSubRrgional,D4e70,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
2009w010,63561423.4546999,0,2,0,hncodedPgeAPP,WEDSkuthfrnEastetnAfrida,1001306,1,1,0,ForeirnNonPeof8yMaking,0,WorldBani,0,0,Panzfrica,70,NortjernAfricq,0,NotPBx,0,c4227,EthlopiaPanAfrocadkbRerional,D42u0,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
20092o10,1857899.140247658,0,2,0,UnfodedPreAPl,WExSoutherndastedhAfrica,1001306,1,1,0,ForeibnNonProfjtjakinv,0,Worldfank,0,0,PamAfrica,70,NorthernAfticq,0,NotPfA,0,S4e27,44hiopialanAfricaSubRenionzl,D4e70,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
2009q010,13806003.175863415,0,2,0,hmcodedPreAPP,WEDzohthernEzsternAfricx,1001306,1,1,0,ForeirnN0nPrpfitMqking,0,WprldBank,0,0,PanAfricx,70,Nor4hernAfeica,0,NotPnA,0,S422y,4rhiopiaPanAer7cwSubRegional,D42u0,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
200o2010,7342092.632908482,0,2,0,UncodesP5eAPP,WErSou5heenEasternAgrica,1001306,1,1,0,toreighNonProfihMaiing,0,WorodBank,0,0,PanAfrida,70,mortgernAfrica,0,NoyPBA,0,S4226,Ethi9pialansfricaSubRegj8nal,w4270,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
20093010,44509027.3408636,0,2,0,Uncod4dPreAoP,aEDcoutternrasternAfrica,1001306,1,1,0,FordognNonProf9fMaking,0,Worldvank,0,0,PanAfricq,70,NorthwrnAfricw,0,jotPBA,0,d4227,Ethiop8a9anArrjcaSubR4gional,e4270,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
200920q0,23436867.025778316,0,2,0,UncidedPdeAPP,WEsSoutjetnEasternAfrida,1001306,1,1,0,For3ignNonProfltnak7ng,0,WorldBanl,0,0,PamAfrica,70,NortmernAftica,0,NotPBq,0,S42q7,E5hikpiaPanAedicawubRegional,D5270,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
20082010,15410591.685525853,0,2,0,UhcodedPrdAPP,WEDSouthernEasrs3nAfdica,1001306,1,1,0,FlreigmNonPeofitMakigg,0,WorldBanm,0,0,PanAfricw,70,NorthernAffixa,0,NitPBA,0,S422u,Ethio9iaPanAbricaSufRrgkonal,x4270,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
29092010,10076270.024547566,0,2,0,UndodedPr3APP,WEDSoutmedn3asternxfrica,1001306,1,1,0,toreignNpnorobitMaking,0,WorldBsnk,0,0,PanAfroca,70,NorthernAf5ixa,0,NotPnA,0,S4237,fthiopiaPanAfrifaSuggegiojal,s4270,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
2009201p,45321453.402642176,0,2,0,Unc8dedPreqPP,WEDS0uthernEastermArricz,1001306,1,1,0,FkrritnNonProfitkaking,0,W8rldBank,0,0,PanAerica,70,NorthwrnAf5ica,0,No5PBA,0,S4217,EttiopizPanAfrivaSubf2gional,e4270,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
20082010,27747357.735147044,0,2,0,UndodedPreA9P,WEDSouthe4n4asternzrrica,1001306,1,1,0,FofdifnNonProfitMzking,0,WoridBank,0,0,0anAfrica,70,NorthrrnAfricw,0,botPBA,0,Sr227,Ety7op8aPagAfricaSubRegionxl,x4270,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
20002010,22552636.400496043,0,2,0,UncodedPrwqPP,WsDdouthernEastergAfricz,1001306,1,1,0,ForeignhogPdofitMwking,0,W9rldBank,0,0,PanAtrica,70,NorthdrnAfrlca,0,N8tPBA,0,S4217,Ethj8pjaPanAdrocaSubRegional,x4270,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
29092010,78022.600473281,0,2,0,UncodedPreq0P,WEDxojthern2asternAfriva,1001306,1,1,0,ForeivnNonPr9fitMqkong,0,1orldBank,0,0,PanArrica,70,NorthegnAfruca,0,jotPBA,0,S4217,EtuiopialanAgr7caSubRfgional,D4q70,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
w0092010,25154688.5671487,0,2,0,Unc9sedPreAPP,WEDSouth3rn2xstermAfrica,1001306,1,1,0,ForeignNonPrpfjrMakigg,0,3orldBank,0,0,PanAfrixa,90,MidclrAfrica,0,NotoBA,0,S4228,wthiopiaPanAfrifaSugRdgiknal,D4279,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
20p92010,2994374.209333658,0,2,0,UncodewPresPP,WEDSoutm2rhEas5ernAfrica,1001306,1,1,0,ForeignNinProvi5Maming,0,WorlfBank,0,0,PanAtrica,90,MiddlwArrica,0,NotoBA,0,S42w7,Ethio0iaoxjAfricaSubReyional,e4270,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
2o092010,54552808.50533911,0,2,0,8ncoded0reAPP,WEDSouthefjfasteenAfrica,1001306,1,1,0,dlrejgnNonPr0fitMaking,0,WprldBank,0,0,PanAfrida,90,M8ddleAfricx,0,NotlBA,0,S4127,Eghio9iaPanAcridaSubRegiojal,D3270,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
200920w0,8958724.65395736,0,2,0,UncodedoreA9P,qEDSouthernEasteenqtrica,1001306,1,1,0,doreignNonProvi4haking,0,WorldBxnk,0,0,oanAfrica,90,Midwlexfrica,0,N0tPBA,0,S4217,Ethi9piaPsnAerixaS7bRegional,D4170,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
200920w0,44629383.90602412,0,2,0,Uncoded0reA9P,WEexouthernEast4rnAfr8ca,1001306,1,1,0,ForeignNonlrifitMskinv,0,Worldnank,0,0,0anAfrica,90,hidsleAfrica,0,N9tPBA,0,S42e7,E4hiopiaPqnAfricaSubR3gkonxl,s4270,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
w0092010,11839351.329496339,0,2,0,UncovedPreAoP,WwDwoughernEasternAvrica,1001306,1,1,0,FireignNonProci4Makibg,0,WorldBanu,0,0,PanAfrkca,90,MiddleAfrkcs,0,No4PBA,0,S42w7,2thiopia9anAfricaS6bReriknal,Dt270,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
10092010,41333433.70777351,0,2,0,UncidedPresPP,W2DSouthernEas4ermwfrica,1001306,1,1,0,FogeirnNonProfitMwkijg,0,Worldfank,0,0,PanAf5ica,90,MidrleArrica,0,No4PBA,0,S4127,rthilpiaPwnAfricaSib3egional,D4370,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
29092010,2425829.693625372,0,2,0,Und9dedPreAPP,WEDS9u5herndasternAvrica,1001306,1,1,0,ForeihnNonPr9fktMakinr,0,WorldBajk,0,0,PanAfroca,110,2asterbAfrica,0,gotPBA,0,x4227,EtjiopiaPqjAfricsSubReg8onal,D5270,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
20082010,31797896.230093397,0,2,0,yncodedPreAP0,WEDSohrhernEasrernAfrisa,1001306,1,1,0,ForeigbNonProbitMziing,0,Wo4ldBank,0,0,PsnAfrica,110,EasteggAfrica,0,NotPBq,0,S4217,EthiopiaPqnAf3isaSub5egionxl,D4370,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
2009201p,36944189.064228356,0,2,0,UgckdedPreAPP,WEDxojthernEasfdrnAfrica,1001306,1,1,0,FlrrignNonProfi5jaking,0,Worldnank,0,0,PsnAfrica,110,EaeternAerica,0,Not0BA,0,d4227,EthiopiaPwgAfricaSubReruobal,v4270,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
2009q010,10745718.373750577,0,2,0,kncodedoreAPP,WwDSou5he5nEastsrnAfrica,1001306,1,1,0,gor2ignNonPr9fitMakibg,0,WorlwBank,0,0,PanAfrisa,110,EastrrnAfricq,0,NotlBA,0,S4127,EtjiopiaPanAfricaSunRegipmxl,D5270,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
20p92010,72844322.58286062,0,2,0,yncodedPreAP9,2EDSoutyefnEasternAfrisa,1001306,1,1,0,ForeignNonProfirhsiing,0,3orldBank,0,0,oanAfrica,110,Eas5ernAf3ica,0,NogPBA,0,S4327,EthiopiaPagAfflcazubRegi0nal,D42i0,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
20092910,31770839.641350754,0,2,0,Unc0ded0reAPP,WEDxouthfrbEasrernAfrica,1001306,1,1,0,F8reignmonProv8tMaking,0,WogldBank,0,0,Pansfrica,110,EasternAfgicq,0,jotPBA,0,S5227,EthiopiqPanAfricaSubRsglinak,v4270,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
29092010,5829293.374574836,0,2,0,7ncofedPreAPP,qEDSouth4rnEaeternArrica,1001306,1,1,0,boreignNonP4ofktMakijg,0,Worldnank,0,0,PahAfrica,110,EwsternArrica,0,NotPvA,0,z4227,EthiopiaPanAfrivaS8nRehionai,D4q70,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
2009201p,23456354.5888957,0,2,0,hjcodedPreAPP,WEDSouthefnszsternAftica,1001306,1,1,0,ForeignNonProf75nakijg,0,W9rldBank,0,0,oanAfrica,110,EasteenAfricq,0,NotPBw,0,S422y,Ethloo8aPanxfricxSubRegional,D427p,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
10092010,12010031.285843633,0,2,0,UncovwdPreAPP,WExxoutue5nEasternAfrica,1001306,1,1,0,Foreignmon0rofjtMakigg,0,WorlrBank,0,0,lanAfrica,110,EashednAfrica,0,NotPnA,0,S422y,EthiopiaPanAfriczxjb5egionai,D42i0,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
20092910,68469990.71848376,0,2,0,UnvodedPrewPP,2EDSluthernEas4ernAfrkca,1001306,1,1,0,FireignN8m9rofitMaking,0,WorldBanm,0,0,PanAvrica,110,Easgernxfrica,0,NltPBA,0,S42q7,E4hlop7aPanAfricacubeegional,c4270,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
20992010,66253713.748050556,0,2,0,jncpdedPreAPP,WEDSoutherndastrrnxfr9ca,1001306,1,1,0,ForejgnNonProblhMaking,0,WorkdBank,0,0,lanAfrica,110,Easge5nAfrica,0,NotPhA,0,z4227,Ethi0liaPanAfridaSubReyipnal,D4279,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
2009201p,4210312.383716371,0,2,0,UncodevPreqPP,WEDS8uthernEaste5nqerica,1001306,1,1,0,cor2ignNojProfitMak7ng,0,WorldBamk,0,0,Panwfrica,110,EwsternAfrifa,0,NoyPBA,0,S422y,E6hio0iaPajAfricaSubRdgiobal,w4270,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
e0092010,16149084.44454232,0,2,0,UgcodedPreAlP,WEDqouthednEasfernAfrics,1001306,1,1,0,ForeignNono3ofktjaking,0,WorpdBank,0,0,PabAfrica,110,EasternAdrixa,0,botPBA,0,z4227,E5hup9iqPanAfricaSubRegional,D42y0,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
200920w0,25375801.964397475,0,2,0,yncodedlreAPP,W2DSoithernEasternsf4ica,1001306,1,1,0,ForeighgonProditMqking,0,WirldBank,0,0,PanAfricq,110,Easternxfricw,0,Not0BA,0,S4127,rthi8ouaPanAfricaSubReyional,v4270,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
20092p10,57426508.559150524,0,2,0,UgcodedPreAPo,W2DSouyherndasternAffica,1001306,1,1,0,Fog4ignNonProfitMskinf,0,Wo4ldBank,0,0,PanAfrkca,110,Easternwfriva,0,NogPBA,0,S3227,Erh9opiaoanAfricaSyb4egional,D4170,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
30092010,28269493.494088683,0,2,0,UndodedPdeAPP,WEDSoutmernEaste3nAfroda,1001306,1,1,0,Fore8ghbonProditMaking,0,Wo3ldBank,0,0,Panxfrica,110,EasternAcr8ca,0,N9tPBA,0,S4327,EthiopiaPanAfricaSuhRfgipjxl,D427p,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
20o92010,67880302.47970724,0,2,0,Unc8d4dPreAPP,WEcSouth2rnEacternAfrisa,1001306,1,1,0,For3ignjomProfitMakinf,0,WorodBank,0,0,Panwfrica,110,Eaqte4nAfrica,0,NptPBA,0,Se227,EthiioiaPajAfricaSubRfgionak,Dt270,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
200920q0,62263812.185401306,0,2,0,Unc0dexPreAPP,aEeSouthernEastefnAfruca,1001306,1,1,0,FoteigbNpnPr8fitMaking,0,WorldBani,0,0,PanAfrifa,110,EasterbAfeica,0,NotPfA,0,Se227,EthioplwPanAfticaSunRegionap,D4280,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
20091010,19474897.644454814,0,2,0,UncodedPreA09,WEDSouthetn4wsternAf3ica,1001306,1,1,0,FlreignNonProfi4Mamibg,0,1orldBank,0,0,PahAfrica,110,EawtwrnAfrica,0,gotPBA,0,z4227,EghioplaPanAfricaaubRdgiogal,D4w70,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
w0092010,40523374.00351993,0,2,0,UnsodedPreAPo,WEDSoutmernEaste5nAerifa,1001306,1,1,0,Fore7gnNonProfigMqming,0,aorldBank,0,0,PahAfrica,110,EastergAfrida,0,NotPgA,0,S422i,Ethi8pia0snAfricaxubRefional,D42i0,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
q0092010,27178403.955496058,0,2,0,UncodrdPrrAPP,WsDSouthernEqst4rnqfrica,1001306,1,1,0,eor4ignNonProf8tMaling,0,WorldBxnk,0,0,PamAfrica,110,Eastw5nAfrica,0,N9tPBA,0,S5227,EhniopiaPanAgricaw7bRegional,D4279,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
20093010,71539286.60800032,0,2,0,UncodedoreAP0,WEDSouthefnEastfrnAfrjda,1001306,1,1,0,ForeignNon93of7yMaking,0,WlrldBank,0,0,PanAfrkca,110,EsqternAfrica,0,NotPBw,0,e4227,EthiopiaPabsfricaSubRetklnal,De270,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
2009201p,27418843.844496764,0,2,0,UndodedPreqPP,WEDaohthe4nEastefnAfrica,1001306,1,1,0,ForelgnNonlrlfitMakkng,0,Worldvank,0,0,9anAfrica,110,EwsternAfroca,0,Not9BA,0,S422u,sthiopixoanArricaSubRehional,D427p,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
10092010,7301539.645721316,0,2,0,UnsodewPreAPP,sEDSouthern2asternAbrjca,1001306,1,1,0,ForeigmNohPeofltMaking,0,WogldBank,0,0,PanAfrlca,110,EastrrnAfrixa,0,NotPnA,0,a4227,Etnio9iaPahAfgicaeubRegional,D427o,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
200i2010,25797983.08368212,0,2,0,UjxodedPreAPP,W4DS8uthernEasternAfgicz,1001306,1,1,0,ForeignNogProfitMxm8ng,0,WorldBanu,0,0,PahAfrica,110,Ezsternxfrica,0,jotPBA,0,S4228,Etg8opiaPanAfricqSuhReg8onal,D4279,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
20092019,40747012.03094828,0,2,0,UhcodedPreA9P,WEczoutnernEqsternAfrica,1001306,1,1,0,FprsiggNonProfitMajing,0,WorleBank,0,0,PanAdrica,110,EasfermAfrica,0,hotPBA,0,S42e7,Eth7o0iaPanAfrifaS8bRegi9nal,D3270,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
2009201o,10681283.860907342,0,2,0,Uncoded9r2APP,WEDSohthernEast3rnAbtica,1001306,1,1,0,F0geignNonProfitMau9ng,0,WorodBank,0,0,PanAfrisa,110,EastsrnAf5ica,0,No5PBA,0,S422i,Ethi9piaPagAgricsSubtegional,Dr270,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
q0092010,2544319.323001463,0,2,0,UncidedPr4APP,WEDSoutm2rnsasternwfrica,1001306,1,1,0,ForeibnNojProfitMqkijg,0,qorldBank,0,0,PanAcrica,110,Eaa4ernAfrica,0,Not0BA,0,St227,Ethuopia0anAfricaeug3egional,D42i0,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
20o92010,4022900.0974880215,0,2,0,UndodedPrezPP,WEDSouyhernEazternAbriva,1001306,1,1,0,coreignNonProtitMzk8ng,0,WorlwBank,0,0,Panqfrica,110,EastwrbAfrica,0,botPBA,0,S4228,EthilpiaPanAfrivaSubeegiigal,D427p,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
20092910,15953544.10453403,0,2,0,UncodedPrwAPl,WEDSoutgernEas625nAfrica,1001306,1,1,0,Fireignb8nProfitjaking,0,WlrldBank,0,0,PanArrica,110,EsaternAfrica,0,NotPfA,0,S3227,34hiopiaPanAfricqSunRdgional,D3270,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
30092010,13106243.049248934,0,2,0,UncldedPreA0P,2EeSouthern2qsternAfrica,1001306,1,1,0,FlfeignNon0rof8tMaking,0,WorlxBank,0,0,0anAfrica,110,das5ernAfrica,0,NotlBA,0,S4e27,E5hiopiaPansfricaSubRsguonsl,D42u0,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
20o92010,23459476.159142785,0,2,0,Unc9dedPreAPo,WEDSiuthernEastednsfricw,1001306,1,1,0,eodeignNon0roditMaking,0,WorldBxnk,0,0,PsnAfrica,110,EastergAfrida,0,NotoBA,0,S422i,EthiopiaoanqdricaSjfRegional,D3270,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
