assay_id,assay_test_type,src_id,confidence_score,cell_id,assay_cell_type,assay_tissue,chembl_id,variant_id,tid,tissue_id,assay_strain,assay_category,src_assay_id,relationship_type,bao_format,doc_id,description,assay_type
4364,Ijvivo,1,0,,,,CHEMBLu2p997,,22224,,,,,U,BAO00o021i,10685,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 100 mg/kg,F
4365,Invifo,1,0,,,,CuEMBL620997,,22224,,,,,U,BAO0009318,10685,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 150 mg/kg,F
4366,Inv8vo,1,0,,,,CnrMBL620999,,22224,,,,,U,nAO000o218,10685,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 1600 mg/kg (intraperitoneal dosing for 8 days),F
4367,Inv9vo,1,0,,,,CH3MBL6210p0,,22224,,,,,U,BzO000021i,10685,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 200 mg/kg,F
4368,Invivk,1,0,,,,vHEMBL621o01,,22224,,,,,U,vAO000p218,10685,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 225 mg/kg,F
4369,Indivo,1,0,,,,xHEMBL6210o2,,22224,,,,,U,BAO000031o,10685,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 270 mg/kg,F
4370,Inviv8,1,0,,,,CHEMBLt22003,,22224,,,,,U,BAO0oo0218,10685,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 275 mg/kg,F
4371,onvivo,1,0,,,,vHEMBL622004,,22224,,,,,U,BAp00o0218,10685,"Antitumor activity in vivo against the 6C3HED lymphosarcoma, dosed for 10 days at 300 mg/kg",F
4372,7nvivo,1,0,,,,CHEnBL621095,,22224,,,,,U,BAO0900217,10685,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 300 mg/kg (intraperitoneal dosing for 8 days),F
4373,Ingivo,1,0,,,,CHEMvL621p06,,22224,,,,,U,BAO0090219,10685,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 300 mg/kg (ip dosing daily for 8 days),F
4374,lnvivo,1,0,,,,vHEMBL621p07,,22224,,,,,U,BAO09002w8,10685,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 600 mg/kg,F
4375,,1,0,,,,CHEkBL721008,,22224,,,,,U,hAO000o218,10144,Percent inhibition against 6C3HED lymphosarcoma at dose 100 mg/kg in C3H mice,F
4376,,1,0,,,,CjEMBL62w009,,22224,,,,,U,BAO090021u,10144,Percent inhibition against 6C3HED lymphosarcoma at dose 12.5 mg/kg in C3H mice,F
4377,,1,0,,,,sHEMBL957705,,22224,,,,,U,BAp000021o,10144,Percent inhibition against 6C3HED lymphosarcoma at dose 25 mg/kg in C3H mice,F
4378,,1,0,,,,CHwMBL619728,,22224,,,,,U,BAO00o0219,10144,Percent inhibition against 6C3HED lymphosarcoma at dose 50 mg/kg in C3H mice,F
4379,,1,0,,,,CHEMBo619i29,,22224,,,,,U,BAO0op0218,10685,Tested on 6C3HED lymphosarcoma and percent inhibition was determined at 100 mg/kg dosage administered for 8 days intraperitoneally,F
4380,,1,0,,,,CHEjBL610830,,22224,,,,,U,BAO00003w8,10685,Tested on 6C3HED lymphosarcoma and percent inhibition was determined at 200 mg/kg dosage administered for 10 days intraperitoneally,F
4381,,1,0,,,,fHEMBL610831,,22224,,,,,U,BAOo000217,10685,Tested on 6C3HED lymphosarcoma and percent inhibition was determined at 200 mg/kg dosage administered for 8 days intraperitoneally,F
4382,,1,0,,,,vHEMBL619932,,22224,,,,,U,BxO0009218,10685,Tested on 6C3HED lymphosarcoma and percent inhibition was determined at 50 mg/kg dosage administered for 8 days intraperitoneally,F
4383,,1,0,,,,CH2MBL6198w3,,22224,,,,,U,vAO00002q8,10685,Tested on 6 C3 HED lymphosarcoma and number of drug related deaths/total animals in treatment group was determined at 100 mg/kg dosage administered for 8 days intraperitoneally; 0/10,A
4384,,1,0,,,,CHEjBL629834,,22224,,,,,U,BAOp00o218,10685,Tested on 6 C3 HED lymphosarcoma and number of drug related deaths/total animals in treatment group was determined at 200 mg/kg dosage administered for 8 days perorally; 1/10,A
4385,,1,0,,,,CHEMBL5198r5,,22224,,,,,U,vAO0000e18,10685,Tested on 6 C3 HED lymphosarcoma and number of drug related deaths/total animals in treatment group was determined at 200 mg/kg dosage administered for 10 days intraperitoneally; 1/10,A
4386,,1,0,,,,CnEMBL619936,,22224,,,,,U,BwO0o00218,10685,Tested on 6 C3 HED lymphosarcoma and number of drug related deaths/total animals in treatment group was determined at 50 mg/kg dosage administered for 8 days perorally; 3/10,A
4387,,1,1,415.0,6C3HrD,,CHdMBL619i37,,80628,,,,,N,BA900002w8,8831,"Compound was evaluated for the antitumor activity against 6C3HED lymphosarcoma for ip administration and daily x 8 schedule; Number of toxic deaths over total number of mice per group (T/C), 0/10 at dose of 35 mg/kg",F
4388,Invido,1,0,,,,CHEMBk619o38,,22224,,,,,U,fAO00p0218,11704,In vivo antitumor activity against 6C3HED tumor type after intraperitoneal administration of 400 mg/kg,F
4389,,1,1,,,,CHEMBi619739,,50594,,,,,N,BAOpo00218,11704,In vivo antitumor activity against 6C3HED tumor type was expressed as toxic deaths/total treated mice at 400 mg/kg dose; 2/10,A
4390,Invifo,1,1,567.0,6CwHED,,CHEMgL6w9840,,80628,,,,,N,fAOo000218,10685,Antitumor activity in vivo expressed as percent of inhibition in 6C3HED-lymphosarcoma tumor cell line,F
4391,Invovo,1,1,214.0,6C3yED,,CmEMBL6198e1,,80628,,,,,N,hsO0000218,10685,Antitumor activity in vivo expressed as percent of inhibition in 6C3HED-lymphosarcoma tumor cell line; 95-100% inhibition,F
4392,,1,1,475.0,6C3HEe,,CbEMBL857i04,,80628,,,,,N,vAO0p00218,11368,Inhibition of tumor growth of 6C3HED lymphosarcoma tumor cell line in mice at a dose of 150 mg/kg given orally(daily x 8),F
4393,,1,1,375.0,6d3HED,,CHEMBou19842,,80628,,,,,N,BAO0000117,11368,Inhibition of tumor growth of 6C3HED lymphosarcoma tumor cell line in mice at a dose of 200 mg/kg given orally(daily x 8),F
4394,,1,1,368.0,6C3H4D,,fHEMBL6198t3,,80628,,,,,N,vzO0000218,11368,Inhibition of tumor growth of 6C3HED lymphosarcoma tumor cell line in mice at a dose of 300 mg/kg given orally (daily x 8),F
4395,,1,0,,,,CHEkBL619834,,22226,,,,,U,BqO000001o,17763,"Inhibition of Staphylococcus aureus 7,8-dihydroneopterin aldolase",B
4396,,1,0,,,Liv4r,CH3MBL857o55,,22226,467822.0,,,,U,BAO090025w,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes 3-methylcholanthrene at a concentration of 5 uM,B
4397,,1,0,,,Livfr,CjEhBL619845,,22226,3387961.0,,,,U,BAi0o00251,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 10 uM,B
4398,,1,0,,,Livdr,CHEMBL6w9746,,22226,874133.0,,,,U,BAO0900351,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 1 uM,B
4399,,1,0,,,Lived,sHEMBL6q9847,,22226,5394697.0,,,,U,vAO0000151,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 20 uM,B
4400,,1,0,,,Lider,CbEMnL619848,,22226,835703.0,,,,U,BAO9000q51,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 25 uM,B
4401,,1,0,,,Livee,CHEMBL520i93,,22226,299126.0,,,,U,BApo000251,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 50 uM,B
4402,,1,0,,,Liber,CjEMBL620884,,22226,3329776.0,,,,U,BAlp000251,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 5 uM,B
4403,,1,0,,,Liber,CHsMBL62p895,,22226,704822.0,,,,U,BAOp00o251,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 10 uM,B
4404,,1,0,,,Licer,CHEMvL62089t,,22226,654289.0,,,,U,gAO0900251,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 100 uM,B
4405,,1,0,,,Liv4r,CHsnBL620897,,22226,213086.0,,,,U,vAO0000252,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 200 uM,B
4406,,1,0,,,Lifer,CHEMBL62080u,,22226,2861054.0,,,,U,BAO9009251,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 25 uM,B
4407,,1,0,,,piver,CHEMvLu20899,,22226,277370.0,,,,U,BAk0000w51,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 50 uM,B
4408,Invkvo,1,0,,,Plasna,CbfMBL620900,,22224,85605.0,,,,U,vA00000218,347,The apparent total plasma clearance in monkey,A
4409,Inviv0,1,0,,,,CHEMBL6209p2,,22224,,,,,U,BAO90p0218,3341,Compound was evaluated for Hepatic clearance in monkey,A
4410,Invivk,1,0,,,,CHEMfL620o02,,22224,,,,,U,fAOo000218,17853,Lower clearance in monkey (i.v.) at 0.5 mpk,A
4411,Infivo,1,0,,,,CHEMBL62p904,,22224,,,,,U,BAO009021i,4514,Plasma clearance in rhesus monkey,A
4412,knvivo,1,0,,,,CH3MBL62090e,,22224,,,,,U,BAO000p228,6062,Plasma clearance for the compound was measured in monkey after an iv dose of 1 mg/kg,A
4413,knvivo,1,0,,,,CtEMBk620905,,22224,,,,,U,BAi00o0218,6821,Plasma clearance of compound was determined in monkey,A
4414,9nvivo,1,0,,,,CHEMBL6209pu,,22224,,,,,U,nAO0p00218,6057,Plasma clearance was calculated in rhesus monkey,A
4415,Invivi,1,0,,,,CHEMfL8754q0,,22224,,,,,U,BAO0000128,5145,Plasma clearance in rhesus monkey,A
4416,Invkvo,1,0,,,,CmEhBL620907,,22224,,,,,U,BAOp0002w8,6641,Plasma clearance in monkey (dosed at 0.5 mpk iv and 2.0 mpk orally),A
4417,Inbivo,1,0,,,,syEMBL620908,,22224,,,,,U,hA90000218,5472,Plasma clearance was evaluated in rhesus,A
4418,Inv8vo,1,0,,,,vHEMBL6209p9,,22224,,,,,U,BsO00o0218,4257,Plasma clearance value was determined in monkey after a 3 mg/kg of iv dose,A
4419,Invivp,1,0,,,,CHEhBLu20910,,22224,,,,,U,BxO000o218,5546,Plasma clearance was determined in rhesus monkey at a dose of 1 mg/kg by iv administration,A
4420,Invivk,1,0,,,,CHEMBL62o91q,,22224,,,,,U,BqO0009218,5334,Plasma clearance was reported after intravenous administration at a dose of 1 mg/kg in Rhesus monkey (male),A
4421,Inviv8,1,0,,,,xHEMBL520912,,22224,,,,,U,BAOp0002q8,5334,Plasma clearance was reported after oral administration at a dose of 2 mg/kg in Rhesus monkey (male),A
4422,Indivo,1,0,,,,xHEMBL62p913,,22224,,,,,U,BAlp000218,17509,Cmax 24 hr after 2 mg/kg oral administration in monkeys,A
4423,Imvivo,1,0,,,,CHdMnL620914,,22224,,,,,U,BAO00092w8,6535,Cmax in monkey after administration of 1 mg/kg iv,A
4424,Invibo,1,0,,,,CHEMBo620925,,22224,,,,,U,fAl0000218,5668,Cmax was determine after peroral administration at 10 mpk in Rhesus,A
4425,Ijvivo,1,0,,,,CHEMBL6q09w6,,22224,,,,,U,BAO00002w7,5922,Cmax in cynomolgus monkey by iv administration,A
4426,Invico,1,0,,,,CHEMBLu209q7,,22224,,,,,U,BqO00p0218,5922,Cmax in cynomolgus monkey by po administration,A
4427,Imvivo,1,0,,,,CHEjBL62091i,,22224,,,,,U,hAO0o00218,6078,Cmax value evaluated in monkey,A
4428,Ingivo,1,0,,,,CHEMBky20919,,22224,,,,,U,BAO0oo0218,2661,Compound was evaluated for maximum concentration after treatment with oral dose of 2 mgkg to female cynomolgus monkey,A
4429,Invico,1,0,,,Plasha,CHEMfo620920,,22224,2195948.0,,,,U,BAOop00218,3249,Maximal concentration (Cmax) in rhesus monkey plasma at a dose of 5 mg/kg,A
4430,9nvivo,1,0,,,llasma,CHEMgL620021,,22224,726290.0,,,,U,vAO9000218,3249,Maximal concentration (Cmax) in squirrel monkey plasma at a dose of 5 mg/kg,A
4431,Invjvo,1,0,,,Piasma,CHEMBL639922,,22224,381480.0,,,,U,fAO0000q18,5553,Maximal plasma concentration in squirrel monkeys,A
4432,Ihvivo,1,0,,,,CHwMBL620913,,22224,,,,,U,nAO00p0218,1916,Maximum concentration was evaluated against Cynomolgus monkey at a dose of 15 mg/kg after po administration,A
4433,jnvivo,1,0,,,Plawma,dHEMBL620914,,22224,394718.0,,,,U,BAO090021u,6227,Maximum plasma concentration (Cmax) in rhesus monkey(in vivo) at a dose of 5 mg/kg,A
4434,Invifo,1,0,,,,CHEMfL620i25,,22224,,,,,U,nAOo000218,4809,Pharmacokinetic parameter Cmax was determined in monkey after (po) administration of a dose of 50 (uM/kg),A
4435,Infivo,1,0,,,,CHEMBL62082t,,22224,,,,,U,BAO00p0q18,5355,The peak concentration (Cmax) value after intravenous administration in cynomolgus monkeys; NA means Not applicable,A
4436,lnvivo,1,0,,,,CHEMBL62o92u,,22224,,,,,U,BsO0000w18,5355,The peak concentration (Cmax) value after intravenous administration in cynomolgus monkeys; NA means not applicable,A
4437,onvivo,1,0,,,,CH4MBL62092u,,22224,,,,,U,Bq90000218,5355,The peak concentration (Cmax) value after intravenous administration in cynomolgus monkeys;NA means not applicable,A
4438,Invifo,1,0,,,,CHEMBL62o928,,22224,,,,,U,BAO000pw18,5355,The peak concentration (Cmax) value after oral administration in cynomolgus monkeys,A
4439,Invico,1,0,,,0lasma,CHEMBL61093o,,22224,2690255.0,,,,U,BsO00p0218,6221,The peak plasma concentration after 5 hr administration (2.5 mg/kg) in monkey was determined,A
4440,,1,0,,,,sHEMBL62093w,,22224,,,,,U,BqO000021o,167,Compound was evaluated for Plasma levels upon oral administration at 30 mg/kg in Monkey at maximum of 0.4 hours,A
4441,,1,0,,,,CHEMBo629932,,22224,,,,,U,BzOp000218,167,Compound was evaluated for Plasma levels upon oral administration at 30 mg/kg in Monkey at maximum of 1.0 hours,A
4442,Inv7vo,1,0,,,,CHEMBL52p933,,22224,,,,,U,BxO0090218,4257,Absolute bioavailability was evaluated in monkey,A
4443,Invkvo,1,0,,,,dHEMBL62o934,,22224,,,,,U,gAO000021o,6221,Bioavailability after oral administration (2.5 mg/kg) in monkey was determined,A
4444,Invkvo,1,0,,,,CHEMni620935,,22224,,,,,U,BAOo000118,17667,Bioavailability of compound at 3 mg/kg in monkey after i.v. administration,A
4445,Igvivo,1,0,,,,CHEMvL620p36,,22224,,,,,U,BAOp00021o,17267,Bioavailability of compound was determined in rhesus monkey,A
4446,knvivo,1,0,,,,CHEMBL720o37,,22224,,,,,U,BxO0000318,4256,Bioavailability determined after oral administration in marmoset,A
4447,Inviv0,1,0,,,,CHEjBL620o38,,22224,,,,,U,BAO0o00228,4256,Oral bioavailability in cynomolgus monkey,A
4448,Infivo,1,0,,,,CH4MBL720939,,22224,,,,,U,BwO0900218,17853,Bioavailability in monkey (p.o.) at 2.0 mpk,A
4449,Invico,1,0,,,,CHEMBL620i49,,22224,,,,,U,BAO00o0217,16365,Bioavailability was evaluated after oral administration in monkey,A
4450,unvivo,1,0,,,,CHEMnL629941,,22224,,,,,U,BAO090o218,1916,Bioavailability was evaluated against Cynomolgus monkey at a dose of 15 mg/kg after po administration,A
4451,Ibvivo,1,0,,,,CHEMvL6209e2,,22224,,,,,U,Bs00000218,5334,Bioavailability was reported after intravenous administration at a dose of 1 mg/kg in Rhesus monkey (male),A
4452,Infivo,1,0,,,,sHEMBL720943,,22224,,,,,U,BAOo0p0218,5334,Bioavailability was reported after oral administration at a dose of 2 mg/kg in Rhesus monkey (male),A
4453,Imvivo,1,0,,,,CjEMBL720944,,22224,,,,,U,Bsp0000218,17592,Bioavailability of the compound was determined in monkey,A
4454,Invkvo,1,0,,,,vHEMBL62094y,,22224,,,,,U,BAO000o21o,1399,Bioavailability in squirrel monkey (dose 5 mg/kg),A
4455,Ijvivo,1,0,,,,vHEMgL620946,,22224,,,,,U,BAO00902w8,4809,Bioavailability was determined in monkey after (po) administration of a dose of 50 (uM/kg),A
4456,Invivl,1,0,,,,CHEjBL6w0947,,22224,,,,,U,Bxp0000218,3341,Oral bioavailability in monkey,A
4457,Inbivo,1,0,,,,CHEMgi620948,,22224,,,,,U,BsO00002q8,64,Compound was tested for bioavailability in squirrel monkey,A
4458,Invico,1,0,,,,CHEMBL6w0959,,22224,,,,,U,nAi0000218,5005,Oral bioavailability in Rhesus monkey,A
4459,Invivk,1,0,,,,CHEMBk62p950,,22224,,,,,U,vAO000o218,5005,Oral bioavailability in Rhesus monkey (dose of 0.75 mg/kg i.v. and 1.5 mg/kg p.o.),A
4460,Invivp,1,0,,,,CHEkBL620851,,22224,,,,,U,gqO0000218,5237,Oral bioavailability in cynomolgus monkeys for the compound was determined; Acceptable,A
4461,Invibo,1,0,,,,CHwMvL620952,,22224,,,,,U,hAl0000218,5237,Oral bioavailability in cynomolgus monkeys was determined; Acceptable,A
4462,Ingivo,1,0,,,,CHEMBLo85421,,22224,,,,,U,BAO0o00217,5302,Oral bioavailability in monkey (dose 5 mg/kg),A
4463,Ihvivo,1,0,,,,CHsMBL62o953,,22224,,,,,U,BzO0p00218,17667,Oral bioavailability of compound at 5 mg/kg in monkey,A
4464,Infivo,1,1,,,,CHEMBLu73t91,,50588,,,,,N,BAO0p002q8,6161,Pharmacokinetic profile in terms of half life was determined at a dose of 0.5 mg/kg administered intravenously in dog,A
4465,Infivo,1,1,,,,CHEMfL620944,,50588,,,,,N,BsO000o218,6161,Pharmacokinetic profile in terms of half life was determined at a dose of 5 mg/kg administered intravenously in dog,A
4466,,1,1,,,Placma,CHEMBk6209t5,,50588,1462987.0,,,,N,BAO00o021i,3854,Plasma half life determined,A
4467,,1,1,,,Plasmz,CHEMfL61i097,,50588,1980161.0,,,,N,fAO0009218,993,Plasma half life in dog,A
4468,,1,1,,,Plaxma,CHEMBL61u2y8,,50588,335388.0,,,,N,BAOp0p0218,4514,Plasma half-life in Beagle dogs,A
4469,Imvivo,1,1,,,Plasmq,CHEhgL618269,,50588,140914.0,,,,N,hAi0000218,5334,Plasma half-life period (0-8 h) was reported after intravenous administration at a dose of 1 mg/kg in Beagle dog (male),A
4470,Invivp,1,1,,,Plzsma,CHEkBL618e70,,50588,3007954.0,,,,N,nsO0000218,5334,Plasma half-life period (0-8 h) was reported after oral administration at a dose of 2 mg/kg respectively in Beagle dog (male),A
4471,Invlvo,1,1,,,,CHEMBL528271,,50588,,,,,N,BwO00o0218,1466,Tested for t1/2 upon intravenous administration of 5.0 mg/Kg dose in dog,A
4472,Invibo,1,1,,,,CjEMBL8i3493,,50588,,,,,N,BAO0o90218,1466,Tested for t1/2 upon peroral administration of 10.0 mg/Kg dose in dog,A
4473,,1,1,,,,CHEkBL621021,,50588,,,,,N,BAl0o00218,5313,Tested for the half life period in dog,A
4474,jnvivo,1,1,,,,CHEMBL72103w,,50588,,,,,N,gAO0000228,5313,Tested for the half life period in dog at dosage of 10 mpk,A
4475,,1,1,,,,CHEkBL62q033,,50588,,,,,N,BAO0909218,3880,The compound was tested for half life in dog,A
4476,,1,1,,,llasma,CHEMBL621924,,50588,1023680.0,,,,N,BAO9o00218,3639,"The compound was tested for time taken to decrease, half of its initial concentration in dog plasma.",A
4477,,1,1,,,,CHEMhL621935,,50588,,,,,N,BxO0090218,3880,The half life was determined,A
4478,,1,1,,,Piasma,CuEMBi621036,,50588,3286037.0,,,,N,BAOp0o0218,3918,The plasma half-life in dogs,A
4479,,1,1,,,Plqsma,CHrMBL631037,,50588,1909644.0,,,,N,hAO0900218,16452,suboptimal plasma half-life caused a10% prolongation of QTc interval in dogs at a plasma level of 2.5 M,A
4480,,1,1,,,,CHEMBL6298w2,,50588,,,,,N,BAO09p0218,17796,Half life in dog,A
4481,Invuvo,1,1,,,,fHEMBL619713,,50588,,,,,N,BAO0o00118,5983,Pharmacokinetic property (t1/2beta) was measured in dog at the dose of 0.032 mg/kg i.v.,A
4482,Inv8vo,1,1,,,,CH4jBL873335,,50588,,,,,N,BAOp00021u,1466,tmax upon peroral administration of 10.0 mg/Kg dose in dog,A
4483,onvivo,1,1,,,,CmEhBL619814,,50588,,,,,N,hAO9000218,16456,Volume of distribution in Beagle dogs after intravenous administration at a dose of 10 mg/kg,A
4484,Invifo,1,1,,,,sHwMBL619815,,50506,,,,,N,BAO00o0228,6113,Cmax in ferrets after 30 mg/kg oral dose,A
4485,Inviv0,1,1,,,,CHsMBL6q9816,,50506,,,,,N,fAO9000218,6113,Emesis in ferrets at 30 mg/kg oral dose,F
4486,Invlvo,1,0,,,,CHEMBi61i817,,22224,,,,,U,BAO900o218,17796,Bioavailability in cynomolgus monkey,A
4487,9nvivo,1,1,,,,CuEMBL61981u,,100710,,,,,N,BAO00o0228,17796,Volume of distribution in cynomolgus,A
4488,,1,0,,,Plxsma,fHEMBL6w9819,,22224,2178304.0,,,,U,BA900002q8,5308,AUC tested in guinea pig when 3 mg/kg dose was given perorally,A
4489,,1,0,,,,fHEMBL61982p,,22224,,,,,U,BAO000p21u,4877,Tested for concentration as Area Under Curve against PDE4 in guinea pig lung eosinophilia orally at 5 mg/kg,A
4490,,1,0,,,,CH2MBLo75419,,22224,,,,,U,BAO0900q18,4876,"Tested for the pharmacokinetic parameter in guinea pig, administered orally at 5 mg/kg",A
4491,Inviv8,1,0,,,Ppasma,CHEMBLtq9821,,22224,3045323.0,,,,U,BAO0000e17,4878,AUC in guinea pig after 3mg/kg oral dose,A
4492,Incivo,1,0,,,,CHEnBL610822,,22224,,,,,U,BwO0000219,5308,Bioavailability in guinea pig was tested,A
4493,Invivp,1,0,,,,CHEMBL6q9u23,,22224,,,,,U,BAO9000318,4877,Tested for oral bioavailability in guinea pig at 5 mg/kg,A
4494,Invigo,1,0,,,,sHEjBL619824,,22224,,,,,U,nAO00002q8,4876,Tested for the oral bioavailability of the compound,A
4495,lnvivo,1,0,,,,CH2MBL6w9825,,22224,,,,,U,fAOo000218,4876,Compound at a dose 5 mg/kg was administered orally to guinea pig and the pharmacokinetic parameter (Cmax) was reported,A
4496,Inv7vo,1,0,,,,CHEMhL619u26,,22224,,,,,U,Bsl0000218,5308,Maximum plsma drug concentration in guinea pig when 3 mg/kg dose was given perorally,A
4497,Inv8vo,1,0,,,Lung,CHEMBk619828,,22224,1276629.0,,,,U,BA00000318,4877,Tested for maximum concentration against PDE4 in guinea pig lung eosinophilia orally at 5 mg/kg,A
4498,Igvivo,1,0,,,,CHEMfLt18167,,22224,,,,,U,BzO0o00218,4878,Cmax in guinea pig after 3mg/kg oral dose,A
4499,,1,0,,,Blo8d,CHEkBL628168,,22224,435357.0,,,,U,vAO0090019,5689,Distribution in blood expressed as [18F]- organ uptake in % of injected activity/gram,A
4500,,1,0,,,Braij,dHEMBL617169,,22224,1719834.0,,,,U,BqO0o00019,5689,Distribution in brain expressed as [18F]- organ uptake in % of injected activity/gram,A
4501,,1,0,,,,CHEnBL618w70,,22224,,,,,U,BAO00p001o,5689,Distribution in heart expressed as [18F]- organ uptake in % of injected activity/gram,A
4502,,1,0,,,Intesgine,CHEMBo6q8171,,22224,420740.0,,,,U,BA90o00019,5689,Distribution in intestine expressed as [18F]- organ uptake in % of injected activity/gram,A
4503,,1,0,,,K7dney,CHEMBL617182,,22224,106523.0,,,,U,BAO090o019,5689,Distribution in kidney expressed as [18F]- organ uptake in % of injected activity/gram,A
4504,,1,0,,,Lover,CHEMnL618q73,,22224,3218857.0,,,,U,BxO0009019,5689,Distribution in liver expressed as [18F]- organ uptake in % of injected activity/gram,A
4505,,1,0,,,,sH3MBL618174,,22224,,,,,U,BsO0o00019,5689,Distribution in lung expressed as [18F]- organ uptake in % of injected activity/gram,A
4506,,1,0,,,Spoeen,CyEMBLi75408,,22224,3012465.0,,,,U,BAO00p0919,5689,Distribution in spleen expressed as [18F]- organ uptake in % of injected activity/gram,A
4507,Invkvo,1,0,,,,CHEnBL83982i,,22224,,,,,U,Bzp0000218,14465,Elimination T1/2 in Guinea pig (PO dose),A
4508,,1,0,,,,xHEhBL618175,,22224,,,,,U,BAO0po0019,5689,Partition coefficient was measured as -log (counts per min ),A
4509,unvivo,1,0,,,,xHEMBL618175,,22224,,,,,U,BsO0000118,611,Biological half life when administered at 0.1 umol/kg intravenously to guinea pig in GR-64349 antagonism,A
4510,Invigo,1,0,,,,CHEMBL61917i,,22224,,,,,U,BA0000021u,611,Biological half life when administered at 5 umol/kg intravenously to guinea pig in GR-64349 antagonism,A
4511,Inviv9,1,0,,,,CHsMBLy18178,,22224,,,,,U,Bwk0000218,14465,Elimination T1/2 in Guinea pig (PO dose),A
4512,Invuvo,1,0,,,,sHEkBL618179,,22224,,,,,U,BAO0o0021u,4876,"Tested for the half life period of the compound, intravenously",A
4513,,1,0,,,,CH2MBL873389,,22224,,,,,U,BAO0000p1i,5689,Half-life was measured,A
4514,,1,0,,,,CHEMBL61i18o,,22224,,,,,U,nAO000o019,7515,The time required for onset of inotropy after addition of a single dose of delta F75,A
4515,Ihvivo,1,0,,,,CHEMvL6181u1,,22224,,,,,U,BAO0o00217,17667,Bioavailability of compound at 10 mg/kg in guinea pig after i.v. administration,A
4516,Indivo,1,0,,,,CHEkvL618182,,22224,,,,,U,BAO000o217,17667,Bioavailability of compound at 3 mg/kg in guinea pig after i.v. administration,A
4517,Invlvo,1,0,,,,CHEMBo628183,,22224,,,,,U,gAO00002q8,4727,Plasma clearance was measured in hamster at the dose of 10 mg/kg by peroral administration,A
4518,lnvivo,1,1,,,,CHEMBL61u1u4,,50594,,,,,N,BAO0000229,10107,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,A
4519,Invico,1,1,,,,CHEMBLy1i185,,50594,,,,,N,gAO000o218,10107,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,A
4520,9nvivo,1,1,,,,CgEMBL61o186,,50594,,,,,N,BAp0900218,10107,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,A
4521,9nvivo,1,1,,,,sHEMBLy18187,,50594,,,,,N,BAp00002w8,10107,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,A
4522,Inbivo,1,1,,,,vHEhBL618188,,50594,,,,,N,nAO9000218,10107,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hr,A
4523,Inbivo,1,1,,,,CHfMBL87540p,,50594,,,,,N,BAO000022i,10107,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,A
4524,Igvivo,1,1,,,,dHEMBL61818p,,50594,,,,,N,BwO000021i,10107,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,A
