Fiscal year,Gender equality (marker),Sector ID,Regional program (marker),Project Browser country ID,Project number,Sector name,Biodiversity (marker),Organisation class,Untied amount(Project-level budget),Section name,Maximum CIDA contribution (project-level),Children issues (marker),Enviromental sustainability (marker),ICT as a tool for development (marker),Amount spent,Section ID,Sector percent,Branch ID,Fund centre ID,Fund centre name,Status,IRTC percent,Division ID,Youth issues (marker),FSTC percent,Knowledge for development (marker),Trade development (marker),CFLI (marker),Indigenous issues (marker),CountryRegion ID,Programming process (new),Participatory development and good governance,Urban issues (marker),Continent name,Branch name,Division name,CIDA business delivery model (old),Bilateral aid (international marker),PBA type,Climate change adaptation (marker),Climate change mitigation (marker),Desertification (marker)
2009/2010,2,31220,0,SN,A032993001,Forestry development,0,Governmental,498921.5,Senegal Program,498921.5,0,1,0,1393.261,S4233,0.1,B4200,4238,Senegal,Closed,0.0,D4207,0,1.0,0,0,0,0,SN,Uncoded: Pre-APP,0,0,Africa,WGM Sub-Saharan Africa,WWD West & Central Africa,Directive,1,Not PBA,0,0,0
2009/2010,2,41010,0,SN,A032993001,Environmental policy and administrative management,0,Governmental,498921.5,Senegal Program,498921.5,0,1,0,3483.1525,S4233,0.25,B4200,4238,Senegal,Closed,0.0,D4207,0,1.0,0,0,0,0,SN,Uncoded: Pre-APP,0,0,Africa,WGM Sub-Saharan Africa,WWD West & Central Africa,Directive,1,Not PBA,0,0,0
2009/2010,0,11110,0,KE,A033003001,Education policy and administrative management,0,Governmental,15133800.38,Southern & Eastern Africa Geographic Pro,15133800.38,2,0,0,20417.8,S4275,1.0,B4200,4221,Kenya,Terminating,0.0,D4270,1,0.0,0,0,0,0,KE,Uncoded: Pre-APP,0,0,Africa,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,Core Funding,1,Pooled funding,0,0,0
2009/2010,1,12220,0,NG,A033017001,Basic health care,0,Governmental,1987766.41,Central Africa & Great Lakes Program,1987766.41,0,1,0,174216.3,S4287,0.3,B4200,4255,Nigeria,Closed,0.0,D4207,0,1.0,0,0,0,0,NG,Uncoded: Pre-APP,1,0,Africa,WGM Sub-Saharan Africa,WWD West & Central Africa,Directive,1,Not PBA,0,0,0
2009/2010,1,12220,0,NG,A033017001,Basic health care,0,Civil Society,1987766.41,Central Africa & Great Lakes Program,1987766.41,0,1,0,250.03799999999998,S4287,0.3,B4200,4255,Nigeria,Closed,0.0,D4207,0,1.0,0,0,0,0,NG,Uncoded: Pre-APP,1,0,Africa,WGM Sub-Saharan Africa,WWD West & Central Africa,Directive,1,Not PBA,0,0,0
2009/2010,1,12220,0,NG,A033017001,Basic health care,0,Individual,1987766.41,Central Africa & Great Lakes Program,1987766.41,0,1,0,9736.83,S4287,0.3,B4200,4255,Nigeria,Closed,0.0,D4207,0,1.0,0,0,0,0,NG,Uncoded: Pre-APP,1,0,Africa,WGM Sub-Saharan Africa,WWD West & Central Africa,Directive,1,Not PBA,0,0,0
2009/2010,1,15110,0,NG,A033017001,Public sector policy and administrative management,0,Governmental,1987766.41,Central Africa & Great Lakes Program,1987766.41,0,1,0,174216.3,S4287,0.3,B4200,4255,Nigeria,Closed,0.0,D4207,0,1.0,0,0,0,0,NG,Uncoded: Pre-APP,1,0,Africa,WGM Sub-Saharan Africa,WWD West & Central Africa,Directive,1,Not PBA,0,0,0
2009/2010,1,15110,0,NG,A033017001,Public sector policy and administrative management,0,Civil Society,1987766.41,Central Africa & Great Lakes Program,1987766.41,0,1,0,250.03799999999998,S4287,0.3,B4200,4255,Nigeria,Closed,0.0,D4207,0,1.0,0,0,0,0,NG,Uncoded: Pre-APP,1,0,Africa,WGM Sub-Saharan Africa,WWD West & Central Africa,Directive,1,Not PBA,0,0,0
2009/2010,1,15110,0,NG,A033017001,Public sector policy and administrative management,0,Individual,1987766.41,Central Africa & Great Lakes Program,1987766.41,0,1,0,9736.83,S4287,0.3,B4200,4255,Nigeria,Closed,0.0,D4207,0,1.0,0,0,0,0,NG,Uncoded: Pre-APP,1,0,Africa,WGM Sub-Saharan Africa,WWD West & Central Africa,Directive,1,Not PBA,0,0,0
2009/2010,1,15160,0,NG,A033017001,Human rights,0,Governmental,1987766.41,Central Africa & Great Lakes Program,1987766.41,0,1,0,174216.3,S4287,0.3,B4200,4255,Nigeria,Closed,0.0,D4207,0,1.0,0,0,0,0,NG,Uncoded: Pre-APP,1,0,Africa,WGM Sub-Saharan Africa,WWD West & Central Africa,Directive,1,Not PBA,0,0,0
2009/2010,1,15160,0,NG,A033017001,Human rights,0,Civil Society,1987766.41,Central Africa & Great Lakes Program,1987766.41,0,1,0,250.03799999999998,S4287,0.3,B4200,4255,Nigeria,Closed,0.0,D4207,0,1.0,0,0,0,0,NG,Uncoded: Pre-APP,1,0,Africa,WGM Sub-Saharan Africa,WWD West & Central Africa,Directive,1,Not PBA,0,0,0
2009/2010,1,15160,0,NG,A033017001,Human rights,0,Individual,1987766.41,Central Africa & Great Lakes Program,1987766.41,0,1,0,9736.83,S4287,0.3,B4200,4255,Nigeria,Closed,0.0,D4207,0,1.0,0,0,0,0,NG,Uncoded: Pre-APP,1,0,Africa,WGM Sub-Saharan Africa,WWD West & Central Africa,Directive,1,Not PBA,0,0,0
2009/2010,1,41010,0,NG,A033017001,Environmental policy and administrative management,0,Governmental,1987766.41,Central Africa & Great Lakes Program,1987766.41,0,1,0,58072.1,S4287,0.1,B4200,4255,Nigeria,Closed,0.0,D4207,0,1.0,0,0,0,0,NG,Uncoded: Pre-APP,1,0,Africa,WGM Sub-Saharan Africa,WWD West & Central Africa,Directive,1,Not PBA,0,0,0
2009/2010,1,41010,0,NG,A033017001,Environmental policy and administrative management,0,Civil Society,1987766.41,Central Africa & Great Lakes Program,1987766.41,0,1,0,83.346,S4287,0.1,B4200,4255,Nigeria,Closed,0.0,D4207,0,1.0,0,0,0,0,NG,Uncoded: Pre-APP,1,0,Africa,WGM Sub-Saharan Africa,WWD West & Central Africa,Directive,1,Not PBA,0,0,0
2009/2010,1,41010,0,NG,A033017001,Environmental policy and administrative management,0,Individual,1987766.41,Central Africa & Great Lakes Program,1987766.41,0,1,0,3245.61,S4287,0.1,B4200,4255,Nigeria,Closed,0.0,D4207,0,1.0,0,0,0,0,NG,Uncoded: Pre-APP,1,0,Africa,WGM Sub-Saharan Africa,WWD West & Central Africa,Directive,1,Not PBA,0,0,0
2009/2010,2,12220,0,HN,A033018001,Basic health care,0,Civil Society,4979965.59,Central Americas Section,4979965.59,1,0,0,546829.926,S4403,0.6,B4400,4408,Honduras,Closed,0.0,D4400,0,1.0,0,0,0,0,HN,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,2,12240,0,HN,A033018001,Basic nutrition,0,Civil Society,4979965.59,Central Americas Section,4979965.59,1,0,0,364553.284,S4403,0.4,B4400,4408,Honduras,Closed,0.0,D4400,0,1.0,0,0,0,0,HN,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,2,12220,0,NI,A033019001,Basic health care,0,Civil Society,4213724.53,Central Americas Section,4213724.53,1,0,0,1972.356,S4403,0.4,B4400,4410,Nicaragua,Closed,0.0,D4400,0,1.0,0,0,0,0,NI,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,2,12220,0,NI,A033019001,Basic health care,0,Civil Society,4213724.53,Central Americas Section,4213724.53,1,0,0,450548.0,S4403,0.4,B4400,4410,Nicaragua,Closed,0.0,D4400,0,1.0,0,0,0,0,NI,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,2,12261,0,NI,A033019001,Health education,0,Civil Society,4213724.53,Central Americas Section,4213724.53,1,0,0,986.178,S4403,0.2,B4400,4410,Nicaragua,Closed,0.0,D4400,0,1.0,0,0,0,0,NI,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,2,12261,0,NI,A033019001,Health education,0,Civil Society,4213724.53,Central Americas Section,4213724.53,1,0,0,225274.0,S4403,0.2,B4400,4410,Nicaragua,Closed,0.0,D4400,0,1.0,0,0,0,0,NI,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,2,13030,0,NI,A033019001,Family planning,0,Civil Society,4213724.53,Central Americas Section,4213724.53,1,0,0,986.178,S4403,0.2,B4400,4410,Nicaragua,Closed,0.0,D4400,0,1.0,0,0,0,0,NI,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,2,13030,0,NI,A033019001,Family planning,0,Civil Society,4213724.53,Central Americas Section,4213724.53,1,0,0,225274.0,S4403,0.2,B4400,4410,Nicaragua,Closed,0.0,D4400,0,1.0,0,0,0,0,NI,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,2,15150,0,NI,A033019001,Democratic participation and civil society,0,Civil Society,4213724.53,Central Americas Section,4213724.53,1,0,0,986.178,S4403,0.2,B4400,4410,Nicaragua,Closed,0.0,D4400,0,1.0,0,0,0,0,NI,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,2,15150,0,NI,A033019001,Democratic participation and civil society,0,Civil Society,4213724.53,Central Americas Section,4213724.53,1,0,0,225274.0,S4403,0.2,B4400,4410,Nicaragua,Closed,0.0,D4400,0,1.0,0,0,0,0,NI,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,2,12250,0,HN,A033020001,Infectious disease control,0,Civil Society,4923926.0,Central Americas Section,4923926.0,1,2,0,97624.5,S4403,0.1,B4400,4408,Honduras,Closed,0.0,D4400,1,0.7,0,0,0,0,HN,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,2,14015,0,HN,A033020001,Water resources conservation (including data collection),0,Civil Society,4923926.0,Central Americas Section,4923926.0,1,2,0,97624.5,S4403,0.1,B4400,4408,Honduras,Closed,0.0,D4400,1,0.7,0,0,0,0,HN,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,2,14031,0,HN,A033020001,Basic drinking water supply,0,Civil Society,4923926.0,Central Americas Section,4923926.0,1,2,0,488122.5,S4403,0.5,B4400,4408,Honduras,Closed,0.0,D4400,1,0.7,0,0,0,0,HN,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,2,14032,0,HN,A033020001,Basic sanitation,0,Civil Society,4923926.0,Central Americas Section,4923926.0,1,2,0,97624.5,S4403,0.1,B4400,4408,Honduras,Closed,0.0,D4400,1,0.7,0,0,0,0,HN,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,2,31130,0,HN,A033020001,Agricultural land resources,0,Civil Society,4923926.0,Central Americas Section,4923926.0,1,2,0,195249.0,S4403,0.2,B4400,4408,Honduras,Closed,0.0,D4400,1,0.7,0,0,0,0,HN,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,11110,1,X2,A033022001,Education policy and administrative management,0,Civil Society,4799711.92,Americas Section,4799711.92,0,0,0,24167.5,S4400,0.05,B4400,4404,Inter American,Closed,0.0,D4400,0,1.0,0,0,0,0,X2,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,12110,1,X2,A033022001,Health policy and administrative management,0,Civil Society,4799711.92,Americas Section,4799711.92,0,0,0,24167.5,S4400,0.05,B4400,4404,Inter American,Closed,0.0,D4400,0,1.0,0,0,0,0,X2,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,15110,1,X2,A033022001,Public sector policy and administrative management,0,Civil Society,4799711.92,Americas Section,4799711.92,0,0,0,410847.5,S4400,0.85,B4400,4404,Inter American,Closed,0.0,D4400,0,1.0,0,0,0,0,X2,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,41010,1,X2,A033022001,Environmental policy and administrative management,0,Civil Society,4799711.92,Americas Section,4799711.92,0,0,0,24167.5,S4400,0.05,B4400,4404,Inter American,Closed,0.0,D4400,0,1.0,0,0,0,0,X2,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,2,15110,1,CO,A033026001,Public sector policy and administrative management,0,Civil Society,2500000.0,Americas Section,2500000.0,1,0,0,51407.58,S4400,0.3,B4400,4404,Inter American,Closed,0.0,D4400,1,1.0,0,0,0,0,CO,Uncoded: Pre-APP,2,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,2,15160,1,CO,A033026001,Human rights,0,Civil Society,2500000.0,Americas Section,2500000.0,1,0,0,119951.02,S4400,0.7,B4400,4404,Inter American,Closed,0.0,D4400,1,1.0,0,0,0,0,CO,Uncoded: Pre-APP,2,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,2,15110,1,DO,A033026001,Public sector policy and administrative management,0,Civil Society,2500000.0,Americas Section,2500000.0,1,0,0,51407.58,S4400,0.3,B4400,4404,Inter American,Closed,0.0,D4400,1,1.0,0,0,0,0,DO,Uncoded: Pre-APP,2,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,2,15160,1,DO,A033026001,Human rights,0,Civil Society,2500000.0,Americas Section,2500000.0,1,0,0,119951.02,S4400,0.7,B4400,4404,Inter American,Closed,0.0,D4400,1,1.0,0,0,0,0,DO,Uncoded: Pre-APP,2,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,2,15110,1,HN,A033026001,Public sector policy and administrative management,0,Civil Society,2500000.0,Americas Section,2500000.0,1,0,0,51407.58,S4400,0.3,B4400,4404,Inter American,Closed,0.0,D4400,1,1.0,0,0,0,0,HN,Uncoded: Pre-APP,2,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,2,15160,1,HN,A033026001,Human rights,0,Civil Society,2500000.0,Americas Section,2500000.0,1,0,0,119951.02,S4400,0.7,B4400,4404,Inter American,Closed,0.0,D4400,1,1.0,0,0,0,0,HN,Uncoded: Pre-APP,2,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,2,15110,1,PE,A033026001,Public sector policy and administrative management,0,Civil Society,2500000.0,Americas Section,2500000.0,1,0,0,51407.58,S4400,0.3,B4400,4404,Inter American,Closed,0.0,D4400,1,1.0,0,0,0,0,PE,Uncoded: Pre-APP,2,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,2,15160,1,PE,A033026001,Human rights,0,Civil Society,2500000.0,Americas Section,2500000.0,1,0,0,119951.02,S4400,0.7,B4400,4404,Inter American,Closed,0.0,D4400,1,1.0,0,0,0,0,PE,Uncoded: Pre-APP,2,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,2,15110,1,SV,A033026001,Public sector policy and administrative management,0,Civil Society,2500000.0,Americas Section,2500000.0,1,0,0,51407.58,S4400,0.3,B4400,4404,Inter American,Closed,0.0,D4400,1,1.0,0,0,0,0,SV,Uncoded: Pre-APP,2,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,2,15160,1,SV,A033026001,Human rights,0,Civil Society,2500000.0,Americas Section,2500000.0,1,0,0,119951.02,S4400,0.7,B4400,4404,Inter American,Closed,0.0,D4400,1,1.0,0,0,0,0,SV,Uncoded: Pre-APP,2,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,15110,1,X2,A033027001,Public sector policy and administrative management,0,Civil Society,497934.9,Americas Section,497934.9,0,0,0,44203.5,S4400,0.5,B4400,4404,Inter American,Closed,0.0,D4400,0,1.0,0,0,0,0,X2,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,15150,1,X2,A033027001,Democratic participation and civil society,0,Civil Society,497934.9,Americas Section,497934.9,0,0,0,17681.4,S4400,0.2,B4400,4404,Inter American,Closed,0.0,D4400,0,1.0,0,0,0,0,X2,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,43082,1,X2,A033027001,Research/scientific institutions,0,Civil Society,497934.9,Americas Section,497934.9,0,0,0,26522.1,S4400,0.3,B4400,4404,Inter American,Closed,0.0,D4400,0,1.0,0,0,0,0,X2,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,15150,1,X2,A033031001,Democratic participation and civil society,0,Civil Society,750000.0,Americas Section,750000.0,0,0,0,46150.0,S4400,1.0,B4400,4404,Inter American,Closed,0.0,D4400,0,1.0,0,0,0,0,X2,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,11110,0,MZ,A033033001,Education policy and administrative management,0,Governmental,125000000.0,Mozambique Program,125000000.0,2,0,0,8875000.0,S4271,0.25,B4200,4274,Mozambique,Operational,0.05,D4270,2,0.0,0,0,0,0,MZ,Uncoded: Pre-APP,0,0,Africa,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,Core Funding,1,Sectoral budget support,0,0,0
2009/2010,0,11120,0,MZ,A033033001,Education facilities and training,0,Governmental,125000000.0,Mozambique Program,125000000.0,2,0,0,8875000.0,S4271,0.25,B4200,4274,Mozambique,Operational,0.05,D4270,2,0.0,0,0,0,0,MZ,Uncoded: Pre-APP,0,0,Africa,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,Core Funding,1,Sectoral budget support,0,0,0
2009/2010,0,11130,0,MZ,A033033001,Teacher training,0,Governmental,125000000.0,Mozambique Program,125000000.0,2,0,0,5325000.0,S4271,0.15,B4200,4274,Mozambique,Operational,0.05,D4270,2,0.0,0,0,0,0,MZ,Uncoded: Pre-APP,0,0,Africa,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,Core Funding,1,Sectoral budget support,0,0,0
2009/2010,0,11182,0,MZ,A033033001,Educational research,0,Governmental,125000000.0,Mozambique Program,125000000.0,2,0,0,355000.0,S4271,0.01,B4200,4274,Mozambique,Operational,0.05,D4270,2,0.0,0,0,0,0,MZ,Uncoded: Pre-APP,0,0,Africa,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,Core Funding,1,Sectoral budget support,0,0,0
2009/2010,0,11220,0,MZ,A033033001,Primary education,0,Governmental,125000000.0,Mozambique Program,125000000.0,2,0,0,6745000.0,S4271,0.19,B4200,4274,Mozambique,Operational,0.05,D4270,2,0.0,0,0,0,0,MZ,Uncoded: Pre-APP,0,0,Africa,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,Core Funding,1,Sectoral budget support,0,0,0
2009/2010,0,11230,0,MZ,A033033001,Basic life skills for youth and adults,0,Governmental,125000000.0,Mozambique Program,125000000.0,2,0,0,1775000.0,S4271,0.05,B4200,4274,Mozambique,Operational,0.05,D4270,2,0.0,0,0,0,0,MZ,Uncoded: Pre-APP,0,0,Africa,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,Core Funding,1,Sectoral budget support,0,0,0
2009/2010,0,11320,0,MZ,A033033001,Secondary education,0,Governmental,125000000.0,Mozambique Program,125000000.0,2,0,0,1775000.0,S4271,0.05,B4200,4274,Mozambique,Operational,0.05,D4270,2,0.0,0,0,0,0,MZ,Uncoded: Pre-APP,0,0,Africa,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,Core Funding,1,Sectoral budget support,0,0,0
2009/2010,0,11420,0,MZ,A033033001,Higher education,0,Governmental,125000000.0,Mozambique Program,125000000.0,2,0,0,1775000.0,S4271,0.05,B4200,4274,Mozambique,Operational,0.05,D4270,2,0.0,0,0,0,0,MZ,Uncoded: Pre-APP,0,0,Africa,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,Core Funding,1,Sectoral budget support,0,0,0
2009/2010,2,12110,0,MZ,A033033002,Health policy and administrative management,0,Governmental,57000000.0,Mozambique Program,57000000.0,2,0,0,1000000.0,S4271,0.1,B4200,4274,Mozambique,Operational,0.0,D4270,2,0.0,0,0,0,0,MZ,Uncoded: Pre-APP,0,0,Africa,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,Core Funding,1,Sectoral budget support,0,0,0
2009/2010,2,12220,0,MZ,A033033002,Basic health care,0,Governmental,57000000.0,Mozambique Program,57000000.0,2,0,0,4000000.0,S4271,0.4,B4200,4274,Mozambique,Operational,0.0,D4270,2,0.0,0,0,0,0,MZ,Uncoded: Pre-APP,0,0,Africa,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,Core Funding,1,Sectoral budget support,0,0,0
2009/2010,2,12230,0,MZ,A033033002,Basic health infrastructure,0,Governmental,57000000.0,Mozambique Program,57000000.0,2,0,0,1000000.0,S4271,0.1,B4200,4274,Mozambique,Operational,0.0,D4270,2,0.0,0,0,0,0,MZ,Uncoded: Pre-APP,0,0,Africa,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,Core Funding,1,Sectoral budget support,0,0,0
2009/2010,2,12250,0,MZ,A033033002,Infectious disease control,0,Governmental,57000000.0,Mozambique Program,57000000.0,2,0,0,1000000.0,S4271,0.1,B4200,4274,Mozambique,Operational,0.0,D4270,2,0.0,0,0,0,0,MZ,Uncoded: Pre-APP,0,0,Africa,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,Core Funding,1,Sectoral budget support,0,0,0
2009/2010,2,12262,0,MZ,A033033002,Malaria control,0,Governmental,57000000.0,Mozambique Program,57000000.0,2,0,0,1000000.0,S4271,0.1,B4200,4274,Mozambique,Operational,0.0,D4270,2,0.0,0,0,0,0,MZ,Uncoded: Pre-APP,0,0,Africa,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,Core Funding,1,Sectoral budget support,0,0,0
2009/2010,2,13040,0,MZ,A033033002,STD control including HIV/AIDS,0,Governmental,57000000.0,Mozambique Program,57000000.0,2,0,0,2000000.0,S4271,0.2,B4200,4274,Mozambique,Operational,0.0,D4270,2,0.0,0,0,0,0,MZ,Uncoded: Pre-APP,0,0,Africa,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,Core Funding,1,Sectoral budget support,0,0,0
2009/2010,0,11220,0,MZ,A033033004,Primary education,0,Governmental,75000000.0,Mozambique Program,75000000.0,2,0,0,1825815.68,S4271,0.31,B4200,4274,Mozambique,Operational,0.0,D4270,2,0.0,0,0,0,0,MZ,Uncoded: Pre-APP,0,0,Africa,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,Core Funding,1,General budget support,0,0,0
2009/2010,0,11420,0,MZ,A033033004,Higher education,0,Governmental,75000000.0,Mozambique Program,75000000.0,2,0,0,294486.4,S4271,0.05,B4200,4274,Mozambique,Operational,0.0,D4270,2,0.0,0,0,0,0,MZ,Uncoded: Pre-APP,0,0,Africa,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,Core Funding,1,General budget support,0,0,0
2009/2010,0,12220,0,MZ,A033033004,Basic health care,0,Governmental,75000000.0,Mozambique Program,75000000.0,2,0,0,942356.48,S4271,0.16,B4200,4274,Mozambique,Operational,0.0,D4270,2,0.0,0,0,0,0,MZ,Uncoded: Pre-APP,0,0,Africa,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,Core Funding,1,General budget support,0,0,0
2009/2010,0,14031,0,MZ,A033033004,Basic drinking water supply,0,Governmental,75000000.0,Mozambique Program,75000000.0,2,0,0,412280.96,S4271,0.07,B4200,4274,Mozambique,Operational,0.0,D4270,2,0.0,0,0,0,0,MZ,Uncoded: Pre-APP,0,0,Africa,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,Core Funding,1,General budget support,0,0,0
2009/2010,0,15130,0,MZ,A033033004,Legal and judicial development,0,Governmental,75000000.0,Mozambique Program,75000000.0,2,0,0,412280.96,S4271,0.07,B4200,4274,Mozambique,Operational,0.0,D4270,2,0.0,0,0,0,0,MZ,Uncoded: Pre-APP,0,0,Africa,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,Core Funding,1,General budget support,0,0,0
2009/2010,0,21020,0,MZ,A033033004,Road transport,0,Governmental,75000000.0,Mozambique Program,75000000.0,2,0,0,647870.08,S4271,0.11,B4200,4274,Mozambique,Operational,0.0,D4270,2,0.0,0,0,0,0,MZ,Uncoded: Pre-APP,0,0,Africa,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,Core Funding,1,General budget support,0,0,0
2009/2010,0,31120,0,MZ,A033033004,Agricultural development,0,Governmental,75000000.0,Mozambique Program,75000000.0,2,0,0,471178.24,S4271,0.08,B4200,4274,Mozambique,Operational,0.0,D4270,2,0.0,0,0,0,0,MZ,Uncoded: Pre-APP,0,0,Africa,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,Core Funding,1,General budget support,0,0,0
2009/2010,0,43010,0,MZ,A033033004,Multisector aid,0,Governmental,75000000.0,Mozambique Program,75000000.0,2,0,0,883459.2,S4271,0.15,B4200,4274,Mozambique,Operational,0.0,D4270,2,0.0,0,0,0,0,MZ,Uncoded: Pre-APP,0,0,Africa,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,Core Funding,1,General budget support,0,0,0
2009/2010,2,11110,0,MZ,A033033005,Education policy and administrative management,0,Governmental,8100000.0,Mozambique Program,8100000.0,0,0,0,5236.996,S4271,0.1,B4200,4274,Mozambique,Operational,0.0,D4270,0,1.0,0,0,0,0,MZ,Uncoded: Pre-APP,2,0,Africa,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,Directive,1,Not PBA,0,0,0
2009/2010,2,11110,0,MZ,A033033005,Education policy and administrative management,0,Governmental,8100000.0,Mozambique Program,8100000.0,0,0,0,587.495,S4271,0.1,B4200,4274,Mozambique,Operational,0.0,D4270,0,1.0,0,0,0,0,MZ,Uncoded: Pre-APP,2,0,Africa,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,Directive,1,Not PBA,0,0,0
2009/2010,2,11130,0,MZ,A033033005,Teacher training,0,Governmental,8100000.0,Mozambique Program,8100000.0,0,0,0,5236.996,S4271,0.1,B4200,4274,Mozambique,Operational,0.0,D4270,0,1.0,0,0,0,0,MZ,Uncoded: Pre-APP,2,0,Africa,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,Directive,1,Not PBA,0,0,0
2009/2010,2,11130,0,MZ,A033033005,Teacher training,0,Governmental,8100000.0,Mozambique Program,8100000.0,0,0,0,587.495,S4271,0.1,B4200,4274,Mozambique,Operational,0.0,D4270,0,1.0,0,0,0,0,MZ,Uncoded: Pre-APP,2,0,Africa,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,Directive,1,Not PBA,0,0,0
2009/2010,2,11220,0,MZ,A033033005,Primary education,0,Governmental,8100000.0,Mozambique Program,8100000.0,0,0,0,5236.996,S4271,0.1,B4200,4274,Mozambique,Operational,0.0,D4270,0,1.0,0,0,0,0,MZ,Uncoded: Pre-APP,2,0,Africa,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,Directive,1,Not PBA,0,0,0
